locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	region	group	gene_length	gc_content	gc3	gc3_deviation	nc	rare_codon_freq	dist_oriC	region_calc	baseMean	has_gene_name	has_old_locus_tag	has_named_product	is_hypothetical	has_protein_id	is_constitutive	LFC_T2vsT1	LFC_T3vsT1	composite_conservation
SC_RS34035		SCO6364	response regulator transcription factor	Response regulator	7024745	7025473	-	0	Shielded	729	0.7229080932784636	0.9259259259259259	0.01159717554722739	30.757836263509038	0.024793388429752067	2752416.0	core	18.233356474823577	False	True	True	False	True	False	0.0219411886218485	1.9053025508367456	0.10049070943777327
SC_RS34060		SCO6369	HAMP domain-containing sensor histidine kinase	Sensor kinase	7030354	7031664	+	0	Exposed	1311	0.7490465293668955	0.897025171624714	0.017303578753984583	32.605656660154864	0.034403669724770644	2758316.0	core	38.94814585701254	False	True	True	False	True	False	1.425234745616793	2.573759751578359	0.10626370010761484
SC_RS34110			BlaI/MecI/CopY family transcriptional regulator	Other regulatory	7042854	7043107	+	0	Shielded	254	0.7086614173228346	0.8333333333333334	0.08099541704536517	43.08008692387663	0.07142857142857142	2770287.5	core	80.13914068694947	False	False	True	False	False	True	0.3197082326349006	-0.0297479322245051	-2.034387035627263
SC_RS34245		SCO6410	helix-turn-helix domain-containing protein	HTH (other)	7077312	7077563	+	0	Shielded	252	0.7619047619047619	0.9166666666666666	0.0023379162879680893	31.355543077644036	0.024096385542168676	2804744.5	core	107.1116459667802	False	True	True	False	True	False	0.8374189701880895	0.2180619122259205	0.004685442386843597
SC_RS34260		SCO6413	PucR family transcriptional regulator	Other regulatory	7079908	7081521	+	0	Shielded	1614	0.7670384138785625	0.9423791821561338	0.02805043177743527	29.069912232005795	0.0186219739292365	2808021.5	core	73.03314290453335	False	True	True	False	True	False	1.384360594100357	2.109160195381569	0.3822303482186912
SC_RS34300		SCO6421	sensor histidine kinase	Sensor kinase	7090613	7091761	+	0	Shielded	1149	0.7676240208877284	0.9373368146214099	0.0230080642427114	33.30305105344574	0.034031413612565446	2818494.0	core	210.8729442417183	False	True	True	False	True	False	1.197361415829145	3.39415452836928	0.03814198441031225
SC_RS34305		SCO6422	response regulator	Response regulator	7091758	7092432	+	0	Shielded	675	0.7362962962962963	0.9644444444444444	0.0501156940657459	29.81240466938936	0.008928571428571428	2819402.0	core	172.5522362910912	False	True	True	False	True	False	1.762641305992856	2.4691172309878913	0.08615138531102208
SC_RS34315		SCO6424	HAMP domain-containing sensor histidine kinase	Sensor kinase	7093614	7094582	-	0	Shielded	969	0.7316821465428277	0.9504643962848297	0.036135645906131164	29.343037756659314	0.031055900621118012	2821405.0	core	28.688408515020924	False	True	True	False	True	False	0.0589953876424857	2.5623356651250724	0.06934353114367833
SC_RS34320		SCO6425	helix-turn-helix transcriptional regulator	HTH (other)	7094757	7095527	+	0	Shielded	771	0.7431906614785992	0.953307392996109	0.038978642617410464	30.69579182531031	0.0234375	2822449.0	core	30.491470973795035	False	True	True	False	True	False	-0.4653157464738689	0.7405290220528393	0.009004425530596303
SC_RS34435		SCO6448	AraC family transcriptional regulator	AraC	7132198	7133130	+	0	Shielded	933	0.7481243301178992	0.9453376205787781	0.031008870200079586	29.621819457845017	0.02903225806451613	2859971.0	core	243.75911617292832	False	True	True	False	True	False	2.210801116633274	0.8416726744760891	0.11347897600509829
SC_RS34490		SCO6459	ArsR/SmtB family transcription factor	ArsR	7147028	7147390	-	0	Shielded	363	0.7245179063360881	0.9173553719008265	0.003026621522127959	31.88291927378549	0.025	2874516.0	core	48.36506329790919	False	True	True	False	True	True	-0.1673996150422449	-0.469074075786457	-0.0003075331043937305
SC_RS34565		SCO6474	TetR family transcriptional regulator	TetR	7163600	7164418	-	0	Shielded	819	0.7228327228327228	0.9487179487179487	0.03438919833925014	31.037994092506512	0.01838235294117647	2891316.0	core	245.6862549319252	False	True	True	False	True	False	0.2138501868067133	-0.8196331394276335	0.09278432362071005
SC_RS34785		SCO6518	helix-turn-helix domain-containing protein	HTH (other)	7208891	7209373	+	1	Shielded	483	0.7329192546583851	0.9316770186335404	0.017348268254841814	30.480002914699686	0.025	2936439.0	arm	100.59116193105709	False	True	True	False	True	False	1.4496047332368664	0.6270387053526193	0.027771566190244568
SC_RS34795		SCO6520	RNA polymerase sigma factor SigF	Sigma factor	7210082	7210882	+	1	Shielded	801	0.717852684144819	0.9363295880149812	0.02200083763628269	27.98684887098627	0.018796992481203006	2937789.0	arm	218.9287143866256	False	True	True	False	True	False	-0.7694022913550511	-0.2527091999391803	0.24119291300110327
SC_RS34880		SCO6537	helix-turn-helix domain-containing protein	HTH (other)	7231262	7232125	-	1	Shielded	864	0.7060185185185185	0.9444444444444444	0.03011569406574588	32.63888197862692	0.027874564459930314	2959000.5	arm	177.74521445821526	False	True	True	False	True	True	0.2834525578409987	-0.3684732584104658	-0.008017150491799182
SC_RS34890		SCO6539	helix-turn-helix domain-containing protein	HTH (other)	7232761	7233579	-	1	Shielded	819	0.724053724053724	0.9560439560439561	0.04171520566525755	28.267702791255356	0.01838235294117647	2960477.0	arm	135.04430486140365	False	True	True	False	True	False	0.522674323412158	-0.0419600491787901	0.14460336867055393
SC_RS34895		SCO6540	4a-hydroxytetrahydrobiopterin dehydratase	TetR	7233669	7233974	+	1	Shielded	306	0.7418300653594772	0.9607843137254902	0.046455563346791684	33.23041488329458	0.0	2961128.5	arm	142.96416099158836	False	True	True	False	True	False	-0.1221266795356101	-0.5844311026721049	-0.06081168581294927
SC_RS34960		SCO6554	Lrp/AsnC family transcriptional regulator	Lrp	7252536	7253519	+	1	Shielded	984	0.7266260162601627	0.926829268292683	0.012500517913984432	30.299936984922137	0.03669724770642202	2980334.5	arm	36.4057527198948	False	True	True	False	True	False	-1.073084692332902	0.3966645372667969	0.10179689169702084
SC_RS34965		SCO6555	LysR substrate-binding domain-containing protein	LysR	7253501	7254379	-	1	Shielded	879	0.7542662116040956	0.962457337883959	0.0481285875052605	29.0373735809213	0.003424657534246575	2981247.0	arm	46.93623659925541	False	True	True	False	True	False	-1.350614580826074	-0.5497077742676577	0.199721798410152
SC_RS35020		SCO6565	GntR family transcriptional regulator	GntR	7267256	7267933	+	1	Shielded	678	0.7374631268436578	0.9247787610619469	0.010450010683248356	33.07442304659271	0.022222222222222223	2994901.5	arm	438.7661776080953	False	True	True	False	True	False	-1.1664627037141515	-1.967608380428548	0.08255711663039403
SC_RS35025		SCO6566	ROK family transcriptional regulator	ROK	7268197	7269378	+	1	Shielded	1182	0.727580372250423	0.934010152284264	0.019681401905565443	30.283172664885136	0.04071246819338423	2996094.5	arm	565.3887505079537	False	True	True	False	True	False	-0.3083850799407891	2.527274057169578	0.16667426836155536
SC_RS35190		SCO6598	LacI family DNA-binding transcriptional regulator	LacI	7318137	7319177	+	1	Shielded	1041	0.7492795389048992	0.9567723342939481	0.042443583915249605	30.429394831168963	0.023121387283236993	3045964.0	arm	104.8235392681396	False	True	True	False	True	False	-0.9534212333834048	-0.6184553149815316	0.08937084798504337
SC_RS35195		SCO6599	TetR/AcrR family transcriptional regulator	TetR	7319193	7319846	-	1	Exposed	654	0.735474006116208	0.9541284403669725	0.03979968998827399	30.151682096263624	0.013824884792626729	3046826.5	arm	108.071206160425	False	True	True	False	True	False	-1.5315166238060172	-1.5502641674059274	0.06974722415562337
SC_RS35200		SCO6600	ROK family protein	ROK	7320012	7321337	-	1	Shielded	1326	0.7714932126696833	0.920814479638009	0.006485729259310458	32.584514654789956	0.04308390022675737	3047981.5	arm	28.100580529505603	False	True	True	False	True	False	-0.5533563890819022	2.7837498769148787	0.09504596726590604
SC_RS35265		SCO6613	winged helix-turn-helix transcriptional regulator	HTH (other)	7334456	7334863	+	1	Shielded	408	0.7107843137254902	0.8823529411764706	0.03197580920222798	32.729721381807394	0.022222222222222223	3061966.5	arm	66.98684918364357	False	True	True	False	True	False	-1.0135235371057882	-1.022407004717159	-0.11878773939554178
SC_RS35300		SCO6620	MarR family winged helix-turn-helix transcriptional regulator	MarR	7340945	7341376	+	1	Shielded	432	0.7199074074074074	0.9166666666666666	0.0023379162879680893	33.138484936207746	0.027972027972027972	3068467.5	arm	74.01974624162575	False	True	True	False	True	False	0.9030102954884232	0.218052893974026	-0.03999766858544211
SC_RS35345		SCO6629	helix-turn-helix domain-containing protein	HTH (other)	7357519	7358352	+	1	Shielded	834	0.6390887290167866	0.7769784172661871	0.13735033311251144	45.08564596143739	0.10469314079422383	3085242.5	arm	187.5274035279107	False	True	True	False	True	False	3.597235720521963	2.371138507229299	-1.4430616664899425
SC_RS35505		SCO6664	helix-turn-helix transcriptional regulator	HTH (other)	7402846	7403751	+	1	Shielded	906	0.7218543046357616	0.9403973509933775	0.02606860061467897	31.06738909581758	0.03986710963455149	3130605.5	arm	42.57756419325912	False	True	True	False	True	False	-0.7833950398285775	-0.0012227300556984	-0.025388675653294175
SC_RS35520		SCO6667	response regulator	Response regulator	7407798	7408466	-	1	Shielded	669	0.7204783258594918	0.9506726457399103	0.03634389536121174	31.559246524814597	0.013513513513513514	3135439.0	arm	24.743856728417175	False	True	True	False	True	False	2.2719031783507027	2.669110348574263	0.030465403732700506
SC_RS35525		SCO6668	sensor histidine kinase	Sensor kinase	7408463	7409680	-	1	Exposed	1218	0.7619047619047619	0.9334975369458128	0.019168786567114293	31.830321050333474	0.02962962962962963	3136378.5	arm	67.88311482027262	False	True	True	False	True	False	1.0418397945969575	1.3420720062885316	0.1371882853748749
SC_RS35530		SCO6669	IclR family transcriptional regulator	IclR	7409712	7410506	-	1	Shielded	795	0.759748427672956	0.939622641509434	0.025293891130735435	30.64606176556012	0.03409090909090909	3137416.0	arm	18.80951619345305	False	True	True	False	True	False	0.8239283223872396	2.8038676864248537	-0.0004565563861320914
SC_RS35560		SCO6675	helix-turn-helix domain-containing protein	HTH (other)	7415327	7415983	-	1	Shielded	657	0.7488584474885844	0.958904109589041	0.0445753592103425	31.03191214341984	0.01834862385321101	3142962.0	arm	348.85841814136523	False	True	True	False	True	False	1.0485319674132163	0.6190963131709148	0.019061140530616322
SC_RS35565		SCO6676	MmyB family transcriptional regulator	Other regulatory	7416216	7416875	+	1	Shielded	660	0.740909090909091	0.9136363636363637	0.0006923867423348495	33.712008238035565	0.0502283105022831	3143852.5	arm	60.490751314631794	False	True	True	False	True	False	-1.402405765129275	-0.5777294226709326	-0.1478205779725538
SC_RS35610	ramR	SCO6685	two-component system response regulator RamR	Response regulator	7426396	7427004	-	1	Exposed	609	0.715927750410509	0.896551724137931	0.01777702624076749	33.336772883797394	0.04950495049504951	3154007.0	arm	55.32717278858127	True	True	True	False	True	False	6.6041010227398775	7.902404097846659	0.32302948146590393
SC_RS35620		SCO6687	DNA-binding protein	Other regulatory	7428452	7433488	+	1	Shielded	5037	0.7474687313877308	0.9368671828469327	0.02253843246823417	30.597440253966486	0.02205005959475566	3158277.0	arm	610.3864809832395	False	True	True	False	True	False	-0.3728500058188969	-0.8002610736234856	1.3343046634842826
SC_RS35655		SCO6694	TetR/AcrR family transcriptional regulator	TetR	7444457	7445071	+	1	Shielded	615	0.7333333333333333	0.9512195121951219	0.03689076181642337	31.976855063515195	0.024509803921568627	3172071.0	arm	641.7097213468613	False	True	True	False	True	False	0.7773806863872553	0.3956771319017541	0.0019993544310689354
SC_RS35705		SCO6704	MarR family winged helix-turn-helix transcriptional regulator	MarR	7456000	7456464	+	1	Shielded	465	0.7462365591397849	0.967741935483871	0.053413185105172456	29.268465249572056	0.006493506493506494	3183539.0	arm	32.638438761139476	False	True	True	False	True	False	-0.9036534921614368	0.1532886928025963	0.032642003863124006
SC_RS35750		SCO6713	LacI family DNA-binding transcriptional regulator	LacI	7467726	7468784	+	1	Shielded	1059	0.7592067988668555	0.9376770538243626	0.023348303445664076	30.931989500655106	0.028409090909090908	3195562.0	arm	181.107874228724	False	True	True	False	True	True	0.2261375268687284	-0.0968262443333574	0.13068853123540303
SC_RS35760		SCO6715	WhiB family transcriptional regulator	WhiB	7469875	7470120	+	1	Shielded	246	0.7032520325203252	0.9512195121951219	0.03689076181642337	30.04754392629604	0.012345679012345678	3197304.5	arm	142.6743666121207	False	True	True	False	True	False	-1.165932932805556	-0.4813523584237374	-0.011071044785294542
SC_RS35800	ssgD	SCO6722	spore wall synthesis regulator SsgD	Other regulatory	7477705	7478121	-	1	Shielded	417	0.7242206235011991	0.9640287769784173	0.04970002659971873	28.979207340219165	0.014492753623188406	3205220.0	arm	855.0520784280004	True	True	True	False	True	False	1.6461369304958555	0.2880571959344847	0.6360318880408894
SC_RS35855		SCO6733	MerR family transcriptional regulator	MerR	7487571	7488326	-	1	Shielded	756	0.7328042328042328	0.9365079365079365	0.02217918612923797	34.337408305186955	0.035856573705179286	3215255.5	arm	86.50562244419986	False	True	True	False	True	True	-0.029565549918643	-0.0003591994837677	-0.13104585847032538
SC_RS35915		SCO6746	GlxA family transcriptional regulator	Other regulatory	7503189	7504166	+	1	Shielded	978	0.7535787321063395	0.9386503067484663	0.02432155636976774	30.285960833422436	0.03076923076923077	3230984.5	arm	44.356392894509625	False	True	True	False	True	False	0.6383356324867904	1.0345621492947534	0.0928726441222857
SC_RS36035		SCO6770	helix-turn-helix domain-containing protein	HTH (other)	7529043	7529657	+	1	Shielded	615	0.7707317073170732	0.9463414634146341	0.03201271303593556	29.910987491844068	0.014705882352941176	3256657.0	arm	455.65939065323863	False	True	True	False	True	False	-0.0668987798341696	-1.7314909834707903	0.13950939196808607
SC_RS36060		SCO6775	TetR/AcrR family transcriptional regulator	TetR	7533249	7533869	-	1	Shielded	621	0.7632850241545893	0.961352657004831	0.04702390662613243	31.236875553967856	0.019417475728155338	3260866.0	arm	623.0382610468171	False	True	True	False	True	False	1.4030503736226552	-0.8888877126253703	0.01972655416139159
SC_RS36075		SCO6778	TetR/AcrR family transcriptional regulator	TetR	7536362	7537048	-	1	Shielded	687	0.6870451237263464	0.8646288209606987	0.04969992941799983	36.98191199480706	0.03508771929824561	3264012.0	arm	396.5067927450259	False	True	True	False	True	False	-0.6306052173283383	-1.5626727574126555	-0.3139949716063294
SC_RS36085		SCO6781	TetR/AcrR family transcriptional regulator	TetR	7538739	7539902	-	1	Shielded	1164	0.7620274914089347	0.961340206185567	0.047011455806868496	30.315157011436458	0.015503875968992248	3266627.5	arm	177.8062295941428	False	True	True	False	True	False	0.6993129590527637	0.5288307253901098	0.17026686489763682
SC_RS36100		SCO6784	TetR/AcrR family transcriptional regulator	TetR	7541642	7542313	-	1	Shielded	672	0.7083333333333334	0.9330357142857143	0.01870696390701576	32.17926142165548	0.013452914798206279	3269284.5	arm	45.666895029334626	False	True	True	False	True	False	0.6678309138081808	1.315943711683491	0.0875059114033756
SC_RS36140		SCO6792	TetR/AcrR family transcriptional regulator	TetR	7552594	7553190	+	1	Shielded	597	0.7202680067001676	0.9396984924623115	0.02536974208361298	31.353118222250753	0.020202020202020204	3280199.0	arm	164.40345872975885	False	True	True	False	True	False	-0.2988871657424283	-0.8816448802014657	0.03602048962450175
SC_RS36150		SCO6794	sensor histidine kinase	Sensor kinase	7555369	7557321	+	1	Shielded	1953	0.7588325652841782	0.901689708141321	0.012639042237377551	30.841450289274906	0.026153846153846153	3283652.0	arm	1508.067309884637	False	True	True	False	True	False	7.13170172096867	5.125575436823036	0.6117577359409726
SC_RS36185		SCO6801	LysR family transcriptional regulator	LysR	7561923	7562825	+	1	Shielded	903	0.7641196013289037	0.9601328903654485	0.045804139986749925	30.72828765691574	0.006666666666666667	3289681.0	arm	179.72561848921976	False	True	True	False	True	False	-1.63249377529844	-2.280550694703683	0.15138864414073616
SC_RS36190		SCO6802	helix-turn-helix domain-containing protein	HTH (other)	7562872	7563450	+	1	Shielded	579	0.7582037996545768	0.9067357512953368	0.007592999083361751	32.99218935217777	0.036458333333333336	3290468.0	arm	62.39604236922402	False	True	True	False	True	False	-1.9609192542915552	-1.99520232361189	-0.0776669611322472
SC_RS36200		SCO6804	MmcQ/YjbR family DNA-binding protein	Other regulatory	7564023	7564382	+	1	Shielded	360	0.725	0.95	0.035671249621301415	32.65404940350188	0.0	3291509.5	arm	73.21391357600938	False	True	True	False	True	False	-1.5963457322971308	-1.8638959327970248	0.010920078387256853
SC_RS36220			helix-turn-helix transcriptional regulator	HTH (other)	7567337	7567666	-	1	Exposed	330	0.6060606060606061	0.6	0.31432875037869856	57.33800482740383	0.12844036697247707	3294808.5	arm	18.87275042201153	False	False	True	False	True	False	2.168987976181465	2.737953669278411	-3.9101874710277045
SC_RS36230		SCO6808	ArsR/SmtB family transcription factor	ArsR	7570606	7570968	-	1	Shielded	363	0.6253443526170799	0.71900826446281	0.19532048591588858	38.77307214215501	0.11666666666666667	3298094.0	arm	337.3921327256206	False	True	True	False	True	False	3.930618153497073	1.5862280143585323	-1.660438083630962
SC_RS36250		SCO6812	ArsR/SmtB family transcription factor	ArsR	7574420	7574779	+	1	Shielded	360	0.6388888888888888	0.7916666666666666	0.12266208371203191	39.00827139845616	0.08403361344537816	3301906.5	arm	117.92398663209318	False	True	True	False	True	False	1.707778190631277	2.548869715328043	-1.1619163808720627
SC_RS36255		SCO6813	ArsR/SmtB family transcription factor	ArsR	7574849	7575238	+	1	Shielded	390	0.6384615384615384	0.7538461538461538	0.1604825965325447	40.97739908197961	0.13178294573643412	3302350.5	arm	57.45079405613947	False	True	True	False	True	False	1.8920477179822155	2.718374874225323	-1.7243743920487462
SC_RS36305		SCO6823	ArsR/SmtB family transcription factor	ArsR	7588044	7588445	+	1	Shielded	402	0.6691542288557214	0.8134328358208955	0.100895914557803	53.41811610937769	0.045112781954887216	3315551.5	arm	527.1628716269497	False	True	True	False	True	False	1.333894111365043	-0.0472334776508924	-1.2393020165403268
SC_RS36340		SCO6830	ArsR/SmtB family transcription factor	ArsR	7601654	7602007	+	1	Shielded	354	0.6836158192090396	0.8728813559322034	0.041447394446495145	37.08202557044973	0.02564102564102564	3329137.5	arm	59.10893934007168	False	True	True	False	True	False	1.1299856888569575	0.6434070149183886	-0.35143925904256734
SC_RS36370		SCO6836	ArsR/SmtB family transcription factor	ArsR	7606744	7607052	+	1	Shielded	309	0.656957928802589	0.8737864077669902	0.040542342611708304	35.5030087058576	0.0784313725490196	3334205.0	arm	30.42268751762432	False	True	True	False	True	False	1.7514473298886375	1.272374301216368	-0.6765485337436521
SC_RS36670		SCO6894	winged helix-turn-helix transcriptional regulator	HTH (other)	7659639	7660481	+	1	Shielded	843	0.7164887307236062	0.900355871886121	0.013972878492577556	33.2717415363551	0.03571428571428571	3387367.0	arm	13.881764925850083	False	True	True	False	True	False	0.6141103560844645	4.472854964776699	-0.043427536575567485
SC_RS36810		SCO6922	WhiB family transcriptional regulator	WhiB	7685784	7686425	-	1	Shielded	642	0.7133956386292835	0.8925233644859814	0.02180538589271719	31.64811549697205	0.03286384976525822	3413411.5	arm	14.604192154413084	False	True	True	False	True	False	0.3025027446595897	3.5713272758935948	-0.0546762992361281
SC_RS36820		SCO6924	helix-turn-helix domain-containing protein	HTH (other)	7687305	7688201	-	1	Exposed	897	0.7146042363433668	0.8260869565217391	0.0882417938569594	38.4670657357858	0.05704697986577181	3415060.0	arm	24.73753347890885	False	True	True	False	True	False	-2.5425777989933764	1.1724818092504623	-0.6736942004783292
SC_RS36830		SCO6926	MmyB family transcriptional regulator	Other regulatory	7689750	7690454	+	1	Shielded	705	0.6652482269503546	0.7957446808510639	0.11858406952763467	40.234438266623926	0.05555555555555555	3417409.0	arm	28.485772339798817	False	True	True	False	True	False	-0.936880032066294	-0.1520510940460542	-0.9061547824227689
SC_RS36895		SCO6937	LuxR C-terminal-related transcriptional regulator	Other regulatory	7702025	7702498	-	1	Shielded	474	0.7236286919831224	0.8924050632911392	0.021923687087559318	32.90989170423896	0.025477707006369428	3429568.5	arm	34.557587676627506	False	True	True	False	True	False	0.0741572074268414	4.176179534892843	-0.09131625185591023
SC_RS36925		SCO6943	sensor histidine kinase	Sensor kinase	7706226	7707743	-	1	Shielded	1518	0.7187088274044796	0.8320158102766798	0.08231294010201873	38.30625207693586	0.055445544554455446	3434291.5	arm	171.26818749894008	False	True	True	False	True	False	1.833668978207916	6.49610753566928	-0.44280084753989585
SC_RS36955		SCO6950	helix-turn-helix domain-containing protein	HTH (other)	7713425	7714828	+	1	Shielded	1404	0.6616809116809117	0.7585470085470085	0.15578174183169002	46.303079392877414	0.09635974304068523	3441433.5	arm	639.6578078306537	False	True	True	False	True	False	5.04399090452598	3.8086070851678655	-1.2912854074893663
SC_RS37035			WhiB family transcriptional regulator	WhiB	7731868	7732188	-	1	Exposed	321	0.7133956386292835	0.8785046728971962	0.03582407748150229	34.86206728052977	0.05660377358490566	3459335.0	arm	11.798932886866227	False	False	True	False	True	False	1.2351768680285735	1.7474209061331545	-1.4412479751513996
SC_RS37085		SCO6974	GntR family transcriptional regulator	GntR	7741171	7741956	-	1	Shielded	786	0.7264631043256997	0.9351145038167938	0.0207857534380953	30.634695326802195	0.022988505747126436	3468870.5	arm	35.38917026582296	False	True	True	False	True	False	0.3961444797788856	1.2687128678206372	0.09623203139292137
SC_RS37145		SCO6986	LacI family DNA-binding transcriptional regulator	LacI	7753893	7754939	+	1	Shielded	1047	0.7516714422158548	0.9742120343839542	0.059883284005255666	27.407194898422283	0.005747126436781609	3481723.0	arm	45.000670540858096	False	True	True	False	True	False	0.794457325211013	1.171923160379855	0.23657653953325622
SC_RS37190		SCO6993	LuxR family transcriptional regulator AbsR2	Other regulatory	7760977	7762803	+	1	Shielded	1827	0.7777777777777778	0.9293924466338259	0.015063696255127379	31.229553385608366	0.03125	3489197.0	arm	200.84655925717183	False	True	True	False	True	False	0.8445842065296982	4.9188259136627765	0.3482640972382032
SC_RS37205		SCO6996	RNA polymerase sigma factor	Sigma factor	7767699	7768337	+	1	Shielded	639	0.7104851330203443	0.8967136150234741	0.01761513535522441	34.30899854735214	0.05188679245283019	3495325.0	arm	262.58111036902596	False	True	True	False	True	False	-0.4187259940548057	1.6534943087465372	-0.23170710811209025
SC_RS37295		SCO7014	LacI family DNA-binding transcriptional regulator	LacI	7791717	7792730	-	1	Shielded	1014	0.7149901380670611	0.9142011834319527	0.00012756694674587177	29.657540947206815	0.026706231454005934	3519530.5	arm	136.04869654486671	False	True	True	False	True	False	-0.5650832389062417	-1.6393153190227454	0.26770685267243616
SC_RS37305		SCO7016	LacI family DNA-binding transcriptional regulator	LacI	7797371	7798381	-	1	Shielded	1011	0.722057368941642	0.9258160237388724	0.011487273360173855	29.835663936104154	0.017857142857142856	3525183.0	arm	105.0246064219165	False	True	True	False	True	False	0.0201303945005177	-0.984171782134278	0.27014435180665586
SC_RS37350		SCO7025	LysR family transcriptional regulator	LysR	7811193	7812110	-	1	Shielded	918	0.7668845315904139	0.9019607843137255	0.012367966064973035	32.36446321518342	0.029508196721311476	3538958.5	arm	73.24042571808526	False	True	True	False	True	True	-0.361839811126796	-0.3265100831857784	0.06675979664691821
SC_RS37360		SCO7027	LacI family DNA-binding transcriptional regulator	LacI	7812783	7813832	-	1	Shielded	1050	0.7247619047619047	0.9142857142857143	4.3036092984283236e-05	32.54272958621577	0.03151862464183381	3540614.5	arm	37.30001415368117	False	True	True	False	True	False	-1.2597213517249928	0.588138392760272	0.1302338028261473
SC_RS37390		SCO7033	PucR family transcriptional regulator	Other regulatory	7820139	7821785	-	1	Shielded	1647	0.7668488160291439	0.9435336976320583	0.02920494725335976	30.77846747935796	0.023722627737226276	3548269.0	arm	227.2991131710852	False	True	True	False	True	True	0.3084724616286369	0.3785700416431248	0.31079201102981885
SC_RS37435		SCO7042	MarR family winged helix-turn-helix transcriptional regulator	MarR	7834891	7835298	-	1	Shielded	408	0.7426470588235294	0.9411764705882353	0.02684772020953674	32.28918074142629	0.02962962962962963	3562401.5	arm	190.82952894548805	False	True	True	False	True	True	-0.064996638819204	0.2606871040403199	-0.11718184374818816
SC_RS37440		SCO7043	helix-turn-helix domain-containing protein	HTH (other)	7835428	7835715	+	1	Shielded	288	0.7395833333333334	0.9479166666666666	0.03358791628796809	30.8531300264718	0.021052631578947368	3562878.5	arm	124.87683069619575	False	True	True	False	True	False	3.73043732080737	3.8183316845152713	-0.07690814245205695
SC_RS37480	rho	SCO7051	transcription termination factor Rho	Other regulatory	7841463	7842710	-	1	Shielded	1248	0.7339743589743589	0.9278846153846154	0.013555865005916878	30.22000226940029	0.021686746987951807	3569393.5	arm	57.892279514252245	True	True	True	False	True	False	-1.8054125524265177	0.5348599310820504	0.819639583775689
SC_RS37500		SCO7054	PadR family transcriptional regulator	PadR	7844184	7844771	+	1	Shielded	588	0.7329931972789115	0.9438775510204082	0.029548800641709616	31.872989691209344	0.020512820512820513	3571784.5	arm	29.23623362388874	False	True	True	False	True	True	-0.4101829966813702	0.1223825023576753	-0.022129340110648488
SC_RS37510		SCO7056	GntR family transcriptional regulator	GntR	7845511	7846272	-	1	Shielded	762	0.7716535433070866	0.9488188976377953	0.034490147259096715	31.611280342772936	0.023715415019762844	3573198.5	arm	272.09586687974496	False	True	True	False	True	False	2.3417968949676338	0.0634584351293333	0.022846288448819096
SC_RS37535		SCO7061	MarR family winged helix-turn-helix transcriptional regulator	MarR	7849651	7850187	-	1	Shielded	537	0.7392923649906891	0.9162011173184358	0.0018723669397372467	33.67545646081383	0.03932584269662921	3577226.0	arm	41.30687983241509	False	True	True	False	True	False	-0.6392258583075638	-0.4354814133932818	-0.11161217756256066
SC_RS37565		SCO7067	PadR family transcriptional regulator	PadR	7857217	7857768	+	1	Shielded	552	0.7192028985507246	0.9402173913043478	0.025888640925649242	30.95832534113464	0.02185792349726776	3584799.5	arm	33.692274723720885	False	True	True	False	True	False	0.6987172474216647	0.4699487090397083	0.006859378576254079
SC_RS37610		SCO7075	response regulator transcription factor	Response regulator	7863791	7864483	+	1	Shielded	693	0.6738816738816739	0.8658008658008658	0.04852788457783275	37.03889390776435	0.06956521739130435	3591444.0	arm	73.93916309448649	False	True	True	False	True	True	-0.0453580522008571	-0.0634119459196489	-0.591789511651236
SC_RS37615		SCO7076	HAMP domain-containing sensor histidine kinase	Sensor kinase	7864480	7865931	+	1	Shielded	1452	0.7286501377410468	0.8987603305785123	0.015568419800186195	34.260397405612316	0.049689440993788817	3592512.5	arm	117.2133221992355	False	True	True	False	True	True	0.2870214430238649	0.4268069467400797	-0.0023983772495615847
SC_RS37650			LysR family transcriptional regulator	LysR	7872807	7872977	+	1	Shielded	171	0.7602339181286549	0.9473684210526315	0.033039670673932986	29.974358974358974	0.0	3600199.0	arm	8.563690947087974	False	False	True	False	False	False	-1.5024968012635218	0.3836905720067086	-0.9043274701649183
SC_RS37660		SCO7086	MerR family transcriptional regulator	MerR	7873600	7873947	-	1	Shielded	348	0.7068965517241379	0.9137931034482759	0.0005356469304226286	32.147613358059566	0.008695652173913044	3601080.5	arm	38.08438881521365	False	True	True	False	True	False	-0.2945712757961456	-0.7760274660124938	0.1093003682071515
SC_RS37670		SCO7088	response regulator	Response regulator	7875374	7876051	-	1	Shielded	678	0.6917404129793511	0.8716814159292036	0.04264733444949498	35.86701582687763	0.03111111111111111	3603019.5	arm	17.13670347113123	False	True	True	False	True	False	-0.7175922588414839	2.353133697611511	-0.26884018812878285
SC_RS37675		SCO7089	sensor histidine kinase	Sensor kinase	7876048	7877241	-	1	Exposed	1194	0.6943048576214406	0.8442211055276382	0.07010764485106036	36.91138218840317	0.05037783375314862	3603951.5	arm	28.76277076586355	False	True	True	False	True	False	0.5692475959080903	2.938021809245114	-0.41379860733848417
