SCO_ID	gene_id	gene_name	contig	start	end	strand	pfam_TF_flag	tf_related_domains	all_domains	ZorroAranda_regulator_type	CastroMelchor_regulator_flag	sigma_flag	sigma_group	TF_family	source_flags	product
SCO6075	SC_RS32615		chromosome	6669117	6669872	-	no		HATPase_c_2	NA	0	no	NA	NA	NA	metallophosphoesterase
SCO6076	SC_RS32620		chromosome	6670057	6671187	+	no		DUF2637	NA	0	no	NA	NA	NA	aminopeptidase P family protein
SCO6077	SC_RS32625		chromosome	6671244	6672188	+	no		FhuF_C	NA	0	no	NA	NA	NA	aminoglycoside phosphotransferase family protein
SCO6078	SC_RS32630	treZ	chromosome	6672199	6673944	-	yes	FCD;GntR	FCD;GntR	NA	0	no	NA	GntR	pfam	malto-oligosyltrehalose trehalohydrolase
SCO6079	SC_RS32635		chromosome	6674122	6674673	+	yes	SecD_SecF_C	MMPL;SecDF_P1_head;SecD_1st;SecD_SecF_C;Sec_GG	NA	0	no	NA	Unknown_TF	pfam	DUF1707 and FHA domain-containing protein
SCO6080	SC_RS32640		chromosome	6674899	6676224	+	no			NA	0	no	NA	NA	NA	M14 family zinc carboxypeptidase
SCO6081	SC_RS32645	treY	chromosome	6676232	6678649	-	yes	GerE;Response_reg;Sigma70_r4_2	GerE;Response_reg;Sigma70_r4_2	NA	0	no	NA	LuxR	pfam	malto-oligosyltrehalose synthase
SCO6082	SC_RS32650	glgX	chromosome	6678718	6680826	-	no		HAMP;HATPase_c;HisKA_3	NA	0	no	NA	NA	NA	glycogen debranching protein GlgX
SCO6083	SC_RS32655		chromosome	6681383	6682630	+	no		zf-dskA_traR	NA	0	no	NA	NA	NA	SAV2148 family HEPN domain-containing protein
SCO6084	SC_RS32660		chromosome	6682745	6683479	+	no		zf-dskA_traR	NA	0	no	NA	NA	NA	3'-5' exonuclease
SCO6085	SC_RS32665		chromosome	6683518	6684384	-	no		MreB_Mbl	NA	0	no	NA	NA	NA	phosphotransferase enzyme family protein
SCO6086	SC_RS32670		chromosome	6684546	6685493	+	no		Rv1733c	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO6087	SC_RS32675		chromosome	6685490	6686323	+	no			NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO6088	SC_RS32680		chromosome	6686323	6687615	+	yes	HTH_30	HTH_30;PucR	NA	0	no	NA	HTH_other	pfam	ABC transporter substrate-binding protein
SCO6089	SC_RS32685	erm(O)	chromosome	6687926	6688708	+	no		CO_deh_flav_C;FAD_binding_5	NA	0	no	NA	NA	NA	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(O)
SCO6090	SC_RS32690	mgt	chromosome	6688705	6689961	+	no		Fer2;Fer2_2;Fer2_3	NA	0	no	NA	NA	NA	macrolide-inactivating glycosyltransferase
SCO6091	SC_RS32695		chromosome	6690041	6692311	-	no		Ald_Xan_dh_C;MoCoBD_1;MoCoBD_2	NA	0	no	NA	NA	NA	MMPL family transporter
SCO6092	SC_RS32700		chromosome	6692660	6693208	+	no		Xan_ur_permease	NA	0	no	NA	NA	NA	DUF1697 domain-containing protein
SCO6093	SC_RS32705		chromosome	6693222	6693968	-	no		XdhC_C;XdhC_CoxI	NA	0	no	NA	NA	NA	sirohydrochlorin chelatase
SCO6094	SC_RS32710		chromosome	6693977	6694888	-	no		Abhydrolase_1;Abhydrolase_6;Hydrolase_4	NA	0	no	NA	NA	NA	ABC transporter permease
SCO6095	SC_RS32715		chromosome	6694875	6695669	-	no		Exo_endo_phos;Exo_endo_phos_PGAP2IP	NA	0	no	NA	NA	NA	ABC transporter ATP-binding protein
SCO6096	SC_RS32720		chromosome	6695702	6696805	-	no			NA	0	no	NA	NA	NA	aliphatic sulfonate ABC transporter substrate-binding protein
SCO6097	SC_RS32725		chromosome	6697066	6698421	-	no		Polysacc_deac_1	NA	0	no	NA	NA	NA	sulfate adenylyltransferase subunit 1
SCO6098	SC_RS32730	cysD	chromosome	6698424	6699362	-	no		3Beta_HSD;Epimerase;GDP_Man_Dehyd;NAD_binding_10;NAD_binding_4;Polysacc_synt_2;RmlD_sub_bind	NA	0	no	NA	NA	NA	sulfate adenylyltransferase subunit CysD
SCO6099	SC_RS32735	cysC	chromosome	6699359	6700003	-	no		Carbam_trans_C;Carbam_trans_N	NA	0	no	NA	NA	NA	adenylyl-sulfate kinase
SCO6100	SC_RS32740		chromosome	6700005	6700715	-	no		Glyco_tranf_2_3;Glycos_transf_2	NA	0	no	NA	NA	NA	phosphoadenylyl-sulfate reductase
SCO6101	SC_RS32745		chromosome	6700712	6700891	-	no		Hydrolase;Hydrolase_6;Hydrolase_like	NA	0	no	NA	NA	NA	hypothetical protein
SCO6102	SC_RS32750	sirA	chromosome	6700888	6702585	-	no		Glyco_transf_9	NA	0	no	NA	NA	NA	sulfite reductase SirA
	SC_RS32755		chromosome	6702736	6702819	-	no		Glyco_trans_1_2;Glyco_trans_1_4;Glycos_transf_1	NA	0	no	NA	NA	NA	putative leader peptide
SCO6103	SC_RS32760		chromosome	6702969	6703541	-	no		GT4-conflict;Glyco_trans_1_2;Glyco_trans_1_4;Glyco_trans_4_4;Glyco_transf_4;Glyco_transf_5;Glycos_transf_1	NA	0	no	NA	NA	NA	GNAT family N-acetyltransferase
SCO6104	SC_RS32765		chromosome	6703618	6704931	-	no		SIS;SIS_2	NA	0	no	NA	NA	NA	hypothetical protein
SCO6105	SC_RS32770		chromosome	6705148	6706437	-	no		CTP_transf_like;PfkB	NA	0	no	NA	NA	NA	GAF domain-containing protein
SCO6106	SC_RS32775		chromosome	6706680	6708353	-	no		Glyco_transf_9	NA	0	no	NA	NA	NA	acyl-CoA dehydrogenase family protein
SCO6107	SC_RS32780		chromosome	6708454	6709614	+	no		Glyco_tranf_2_3;Glycos_transf_2	NA	0	no	NA	NA	NA	YihY/virulence factor BrkB family protein
SCO6108	SC_RS32785	fusH	chromosome	6709861	6711471	+	no		Glyco_tranf_2_3;Glycos_transf_2	NA	0	no	NA	NA	NA	fusidic acid esterase FusH
SCO6109	SC_RS32790		chromosome	6711507	6713030	+	no		PS_pyruv_trans	NA	0	no	NA	NA	NA	trypsin-like serine protease
SCO6110	SC_RS32795		chromosome	6713089	6714015	-	no		AlkZ-like	NA	0	no	NA	NA	NA	ROK family protein
SCO6111	SC_RS32800		chromosome	6714012	6715769	-	yes	GerE	AAA_16;AAA_22;GerE;nSTAND_NTPase5	NA	0	no	NA	LuxR	pfam	dipeptide ABC transporter ATP-binding protein
SCO6112	SC_RS32805		chromosome	6715766	6716659	-	yes	GerE	GAF;GAF_2;GerE	NA	0	no	NA	LuxR	pfam	ABC transporter permease
SCO6113	SC_RS32810		chromosome	6716656	6717615	-	no		AMP-binding;AMP-binding_C	NA	0	no	NA	NA	NA	ABC transporter permease
SCO6114	SC_RS32815		chromosome	6717677	6719485	-	no		AMP-binding;AMP-binding_C	NA	0	no	NA	NA	NA	peptide ABC transporter substrate-binding protein
SCO6115	SC_RS32820		chromosome	6719695	6720918	+	no			NA	1	no	NA	NA	CastroMelchor	ROK family protein
SCO6116	SC_RS32825		chromosome	6720968	6722509	+	no		ALF	NA	0	no	NA	NA	NA	M81 family metallopeptidase
SCO6117	SC_RS32830		chromosome	6722506	6723300	+	no		FG-GAP;Trypsin;Trypsin_2	NA	0	no	NA	NA	NA	copper homeostasis protein CutC
SCO6118	SC_RS32835		chromosome	6723358	6724296	+	no			NA	1	no	NA	NA	CastroMelchor	AraC family transcriptional regulator
SCO6119	SC_RS32840		chromosome	6724307	6724990	+	no		TPP_enzyme_C;TPP_enzyme_M;TPP_enzyme_N	NA	1	no	NA	NA	CastroMelchor	helix-turn-helix transcriptional regulator
SCO6120	SC_RS32845		chromosome	6725136	6725624	+	no			NA	0	no	NA	NA	NA	DinB family protein
SCO6121	SC_RS32850		chromosome	6725692	6726270	-	no			NA	0	no	NA	NA	NA	TetR/AcrR family transcriptional regulator
SCO6122	SC_RS32855		chromosome	6726363	6726809	+	no		Catalase;Catalase-rel	NA	0	no	NA	NA	NA	anthrone oxygenase family protein
SCO6123	SC_RS32860		chromosome	6726883	6727275	-	no		F420_oxidored;NAD_binding_11;NAD_binding_2	NA	0	no	NA	NA	NA	VOC family protein
	SC_RS32865		chromosome	6727376	6727561	-	no		AP_endonuc_2	NA	0	no	NA	NA	NA	hypothetical protein
SCO6124	SC_RS32870		chromosome	6727703	6728032	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO6125	SC_RS32875		chromosome	6728081	6728752	+	yes	HTH_22	HTH_22	NA	0	no	NA	HTH_other	pfam	membrane protein
SCO6126	SC_RS32880		chromosome	6728774	6729088	-	no		OHCU_decarbox	NA	0	no	NA	NA	NA	STAS domain-containing protein
SCO6127	SC_RS32885		chromosome	6729231	6730739	+	no		Transthyretin	NA	0	no	NA	NA	NA	carboxylesterase/lipase family protein
SCO6128	SC_RS32890		chromosome	6730693	6730926	-	no		Uricase	NA	1	no	NA	NA	CastroMelchor	DUF397 domain-containing protein
SCO6129	SC_RS32895		chromosome	6730923	6731741	-	no		Xan_ur_permease	NA	1	no	NA	NA	CastroMelchor	helix-turn-helix domain-containing protein
SCO6130	SC_RS32900		chromosome	6731827	6732270	+	no		Amidohydro_1;Amidohydro_3	NA	0	no	NA	NA	NA	ATP-binding protein
SCO6131	SC_RS32905	dacB	chromosome	6732336	6733691	-	no		Xan_ur_permease	NA	0	no	NA	NA	NA	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine endopeptidase
SCO6132	SC_RS32910		chromosome	6733884	6734480	-	no		4HBT;4HBT_2	NA	0	no	NA	NA	NA	hypothetical protein
SCO6133	SC_RS32915		chromosome	6734477	6735859	-	no			NA	0	no	NA	NA	NA	DUF58 domain-containing protein
SCO6134	SC_RS32920		chromosome	6735856	6736854	-	no		His_Phos_1	NA	0	no	NA	NA	NA	AAA family ATPase
SCO6135	SC_RS32925		chromosome	6736851	6737525	-	no		Laminin_G_3	NA	0	no	NA	NA	NA	hypothetical protein
SCO6136	SC_RS32930		chromosome	6737522	6738478	-	no		RHS_repeat;TEN_YD-shell	NA	0	no	NA	NA	NA	DUF4129 domain-containing protein
SCO6137	SC_RS32935	mmuM	chromosome	6738552	6739466	-	no			NA	0	no	NA	NA	NA	homocysteine S-methyltransferase
SCO6138	SC_RS32940		chromosome	6739627	6740469	+	no		Aminotran_1_2;Aminotran_5;DegT_DnrJ_EryC1	NA	1	no	NA	NA	CastroMelchor	CPBP family intramembrane glutamic endopeptidase
SCO6139	SC_RS32945		chromosome	6740466	6741632	+	no		HxlR	NA	1	no	NA	NA	CastroMelchor	sensor histidine kinase
SCO6140	SC_RS32950		chromosome	6741629	6742288	+	no			NA	1	no	NA	NA	CastroMelchor	response regulator
SCO6141	SC_RS32955		chromosome	6742307	6742843	-	no		VWA;VWA_2	NA	0	no	NA	NA	NA	hypothetical protein
SCO6142	SC_RS32960		chromosome	6742964	6743446	+	no		FhuF;IucA_IucC	NA	0	no	NA	NA	NA	hypothetical protein
SCO6143	SC_RS32965		chromosome	6743443	6744198	+	no		FhuF;IucA_IucC	NA	0	no	NA	NA	NA	isocitrate lyase/PEP mutase family protein
SCO6144	SC_RS32970		chromosome	6744201	6744770	-	no		OLD-like_TOPRIM	NA	1	no	NA	NA	CastroMelchor	TetR-like C-terminal domain-containing protein
SCO6145	SC_RS32975		chromosome	6744922	6746640	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	PHP domain-containing protein
SCO6146	SC_RS32980		chromosome	6746637	6747161	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	hypothetical protein
SCO6147	SC_RS32985	aldO	chromosome	6747192	6748448	-	no		SBP_bac_1;SBP_bac_8	NA	0	no	NA	NA	NA	alditol oxidase
SCO6148	SC_RS32990		chromosome	6748555	6749883	+	no		Glyco_hydro_2_N2	NA	0	no	NA	NA	NA	radical SAM protein
SCO6149	SC_RS32995	rsgA	chromosome	6750131	6751231	+	yes	LacI;Peripla_BP_1;Peripla_BP_3	LacI;Peripla_BP_1;Peripla_BP_3	NA	0	no	NA	LacI	pfam	ribosome small subunit-dependent GTPase A
SCO6150	SC_RS33000		chromosome	6751253	6752737	+	no		CBM_10;Cellulase	NA	1	no	NA	NA	CastroMelchor	DNA-3-methyladenine glycosylase 2 family protein
SCO6151	SC_RS33005		chromosome	6752734	6753294	+	no		DUF397	NA	1	no	NA	NA	CastroMelchor	methylated-DNA--[protein]-cysteine S-methyltransferase
SCO6152	SC_RS33010		chromosome	6753257	6753739	-	yes	HTH_3;HTH_31	DUF5753;HTH_3;HTH_31	NA	0	no	NA	HTH_other	pfam	DUF456 domain-containing protein
SCO6153	SC_RS33015		chromosome	6753801	6754784	-	no		HATPase_c_2	NA	1	no	NA	NA	CastroMelchor	helix-turn-helix transcriptional regulator
	SC_RS33020		chromosome	6755074	6756879	+	no		MDMPI_C;MDMPI_N	NA	0	no	NA	NA	NA	protein phosphatase 2C domain-containing protein
SCO6155	SC_RS33025		chromosome	6756908	6758650	+	yes	Sigma70_r2;Sigma70_r4_2	Sigma70_r2;Sigma70_r4_2	NA	0	no	NA	Sigma	pfam	pyruvate dehydrogenase
SCO6156	SC_RS33030		chromosome	6758794	6759201	+	no		NAD_binding_10	NA	1	no	NA	NA	CastroMelchor	ATP-binding protein
SCO6157	SC_RS33035		chromosome	6759259	6760323	-	no		TetR_C_30	NA	0	no	NA	NA	NA	DUF2637 domain-containing protein
SCO6158	SC_RS33040		chromosome	6760581	6761426	-	no		HipA_2	NA	0	no	NA	NA	NA	(2Fe-2S)-binding protein
SCO6159	SC_RS33045		chromosome	6761595	6762416	+	no		MS_C;MS_N;MS_TIM-barrel	NA	1	no	NA	NA	CastroMelchor	GntR family transcriptional regulator
SCO6160	SC_RS33050	secD	chromosome	6762662	6765049	-	no		NTP_transf_3	NA	0	no	NA	NA	NA	protein translocase subunit SecD
SCO6161	SC_RS33055		chromosome	6765129	6765518	-	no		DUF5955	NA	0	no	NA	NA	NA	hypothetical protein
SCO6162	SC_RS33060		chromosome	6765623	6766405	-	yes	HTH_IclR	HTH_IclR;IclR_C	NA	1	no	NA	HTH_other	pfam;CastroMelchor	response regulator
SCO6163	SC_RS33065		chromosome	6766414	6767361	-	no		Amidohydro_1;Amidohydro_3	NA	1	no	NA	NA	CastroMelchor	HAMP domain-containing sensor histidine kinase
SCO6164	SC_RS33070		chromosome	6767705	6768031	+	no		Allantoicase	NA	0	no	NA	NA	NA	TraR/DksA C4-type zinc finger protein
SCO6165	SC_RS33075		chromosome	6768098	6768478	+	no		adh_short;adh_short_C2	NA	0	no	NA	NA	NA	TraR/DksA family transcriptional regulator
SCO6166	SC_RS33080		chromosome	6768475	6769299	+	no		MFS_1	NA	0	no	NA	NA	NA	rod shape-determining protein
	SC_RS33085		chromosome	6770134	6770778	+	no		FMN_red;Flavodoxin_2	NA	0	no	NA	NA	NA	Rv1733c family protein
SCO6168	SC_RS33090		chromosome	6770801	6771589	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO6169	SC_RS33095		chromosome	6771761	6773470	-	no		DUF7134;DUF8318;HATPase_c;HisKA_3	NA	1	no	NA	NA	CastroMelchor	PucR family transcriptional regulator
SCO6170	SC_RS33100		chromosome	6773787	6774677	+	yes	GerE;Response_reg	GerE;Response_reg	NA	0	no	NA	LuxR	pfam	FAD binding domain-containing protein
SCO6171	SC_RS33105		chromosome	6774677	6775267	+	no		GFO_IDH_MocA;GFO_IDH_MocA_C;GFO_IDH_MocA_C3	NA	0	no	NA	NA	NA	(2Fe-2S)-binding protein
SCO6172	SC_RS33110		chromosome	6775270	6777756	+	yes	GntR;HTH_IclR;MarR_2	GntR;HTH_IclR;MarR_2;UTRA	NA	0	no	NA	GntR	pfam	xanthine dehydrogenase family protein molybdopterin-binding subunit
SCO6173	SC_RS33115		chromosome	6777908	6779365	+	yes	Peripla_BP_1;Peripla_BP_4	Peripla_BP_1;Peripla_BP_4	NA	0	no	NA	LacI	pfam	NCS2 family permease
SCO6174	SC_RS33120		chromosome	6779417	6780604	+	no		BPD_transp_2	NA	0	no	NA	NA	NA	XdhC family protein
SCO6175	SC_RS33125		chromosome	6780609	6781592	+	no		AAA_21;ABC_tran	NA	0	no	NA	NA	NA	alpha/beta hydrolase
SCO6176	SC_RS33130		chromosome	6781601	6782482	-	no		ROK	NA	0	no	NA	NA	NA	endonuclease/exonuclease/phosphatase family protein
SCO6177	SC_RS33135		chromosome	6782568	6783008	-	no			NA	0	no	NA	NA	NA	SRPBCC family protein
SCO6178	SC_RS33140		chromosome	6783029	6783853	-	no		DUF3670;Helicase_C;ResIII;SNF2-rel_dom	NA	0	no	NA	NA	NA	polysaccharide deacetylase family protein
SCO6179	SC_RS33145		chromosome	6783983	6784975	+	no		SWIM	NA	0	no	NA	NA	NA	NAD-dependent epimerase/dehydratase family protein
SCO6180	SC_RS33150		chromosome	6785096	6786736	+	no		KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	carbamoyltransferase family protein
SCO6181	SC_RS33155		chromosome	6786733	6787767	+	yes	TetR_N	TetR_N	NA	0	no	NA	TetR	pfam	glycosyltransferase
SCO6182	SC_RS33160		chromosome	6787764	6788621	+	no		AfsA	NA	0	no	NA	NA	NA	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase
SCO6183	SC_RS33165		chromosome	6788618	6789625	+	no		NAD_binding_10;NmrA	NA	0	no	NA	NA	NA	glycosyltransferase family 9 protein
SCO6184	SC_RS33170		chromosome	6789622	6790572	+	no		HATPase_c;HATPase_c_2;HisKA_3	NA	0	no	NA	NA	NA	glycosyltransferase
SCO6185	SC_RS33175		chromosome	6790569	6791789	+	no		TPP_enzyme_C	NA	0	no	NA	NA	NA	glycosyltransferase family 4 protein
SCO6186	SC_RS33180		chromosome	6791786	6792481	+	no		PFOR_II;POR;POR_N	NA	0	no	NA	NA	NA	D-sedoheptulose-7-phosphate isomerase
SCO6187	SC_RS33185	rfaE2	chromosome	6792490	6793869	+	no		ATP-grasp;Biotin_carb_C;Biotin_carb_N;Biotin_lipoyl;CPSase_L_D2	NA	0	no	NA	NA	NA	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
	SC_RS33190		chromosome	6794550	6795566	+	no		BBE;FAD_binding_4	NA	0	no	NA	NA	NA	glycosyltransferase family 9 protein
SCO6189	SC_RS33195		chromosome	6795563	6796516	+	no		3Beta_HSD;Acyl_transf_1;CurL-like_PKS_C;Epimerase;GDP_Man_Dehyd;KAsynt_C_assoc;KR;Ketoacyl-synt_C;NAD_binding_4;PKS_DH_N;PP-binding;PS-DH;Polysacc_synt_2;RhiE-like_linker;SpnB_Rossmann;adh_short;ketoacyl-synt	NA	0	no	NA	NA	NA	glycosyltransferase family 2 protein
SCO6190	SC_RS33200		chromosome	6796513	6797409	+	no		Acyl_transf_1;CurL-like_PKS_C;Epimerase;KAsynt_C_assoc;KR;Ketoacyl-synt_C;PKS_DH_N;PP-binding;PS-DH;RhiE-like_linker;SpnB_Rossmann;Thiolase_N;adh_short;ketoacyl-synt	NA	0	no	NA	NA	NA	glycosyltransferase family 2 protein
SCO6191	SC_RS33205		chromosome	6797459	6798373	-	no		FAD_binding_2;FAD_binding_3;FAD_oxidored	NA	0	no	NA	NA	NA	polysaccharide pyruvyl transferase family protein
SCO6192	SC_RS33210		chromosome	6798812	6799918	+	no		Abhydrolase_1;Abhydrolase_6	NA	0	no	NA	NA	NA	winged helix DNA-binding domain-containing protein
SCO6193	SC_RS33215		chromosome	6800241	6803072	-	no		MFS_1;Sugar_tr	NA	0	no	NA	NA	NA	ATP-binding protein
SCO6194	SC_RS33220		chromosome	6803232	6804071	-	no		Aminotran_3	NA	0	no	NA	NA	NA	helix-turn-helix transcriptional regulator
SCO6195	SC_RS33225	ibuL	chromosome	6804196	6805872	+	yes	BTAD	BTAD	NA	0	no	NA	SARP	pfam	isobutyrate:CoA ligase IbuL
SCO6196	SC_RS33230	lbuL	chromosome	6805869	6807494	+	no		BBE;FAD_binding_4	NA	0	no	NA	NA	NA	linear/branched/unsaturated fatty acid:CoA ligase LbuL
SCO6197	SC_RS33235		chromosome	6807680	6808222	-	no		KR;SDR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	hypothetical protein
SCO6198	SC_RS33240		chromosome	6808799	6812269	+	no		NAD_binding_10;NmrA	NA	0	no	NA	NA	NA	ALF repeat-containing protein
SCO6199	SC_RS33245		chromosome	6812501	6814648	+	no		ACCA;Carboxyl_trans	NA	0	no	NA	NA	NA	trypsin-like serine protease
SCO6200	SC_RS33250		chromosome	6814657	6815349	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO6201	SC_RS33255	gcl	chromosome	6815497	6817281	+	yes	TetR_N	TetR_N	NA	0	no	NA	TetR	pfam	glyoxylate carboligase
SCO6202	SC_RS33260		chromosome	6817450	6818094	-	no		Abhydrolase_1;Abhydrolase_6;Hydrolase_4;Thioesterase	NA	0	no	NA	NA	NA	TIGR04222 domain-containing membrane protein
SCO6203	SC_RS33265		chromosome	6818162	6818422	-	yes	BTAD;Trans_reg_C	BTAD;Trans_reg_C	NA	0	no	NA	SARP	pfam	hypothetical protein
SCO6204	SC_RS33270		chromosome	6818863	6820326	-	no		DAO;Pyr_redox_2	NA	0	no	NA	NA	NA	catalase
SCO6205	SC_RS33275		chromosome	6820531	6821421	-	no		Fer2_4	NA	0	no	NA	NA	NA	2-hydroxy-3-oxopropionate reductase
SCO6206	SC_RS33280		chromosome	6821469	6822308	-	no		FAD_binding_2;FAD_oxidored;Fer2_BFD;Pyr_redox_2	NA	0	no	NA	NA	NA	TIM barrel protein
SCO6207	SC_RS33285		chromosome	6822451	6822717	+	no		DHDPS	NA	1	no	NA	NA	CastroMelchor	hypothetical protein
SCO6208	SC_RS33290		chromosome	6822714	6823082	+	no		PhzC-PhzF;Pro_racemase	NA	1	no	NA	NA	CastroMelchor	helix-turn-helix domain-containing protein
SCO6209	SC_RS33295	uraD	chromosome	6823232	6823747	+	yes	FCD;GntR	FCD;GntR	NA	0	no	NA	GntR	pfam	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
SCO6210	SC_RS33300	uraH	chromosome	6823744	6824145	+	no		ABC_membrane;ABC_tran	NA	0	no	NA	NA	NA	hydroxyisourate hydrolase
SCO6211	SC_RS33305	pucL	chromosome	6824153	6825088	+	no		4HBT_2	NA	0	no	NA	NA	NA	factor-independent urate hydroxylase
SCO6212	SC_RS33310		chromosome	6825153	6826568	+	no		3HCDH;3HCDH_N	NA	0	no	NA	NA	NA	nucleobase:cation symporter-2 family protein
SCO6213	SC_RS33315		chromosome	6826642	6828039	+	no		BKACE	NA	0	no	NA	NA	NA	8-oxoguanine deaminase
SCO6214	SC_RS33320		chromosome	6828295	6829683	+	yes	HTH_31;TetR_C_6;TetR_N	HTH_31;TetR_C_6;TetR_N	NA	0	no	NA	TetR	pfam	nucleobase:cation symporter-2 family protein
SCO6216	SC_RS33330		chromosome	6830158	6830580	-	no		Glyco_hydro_3;Glyco_hydro_3_C	NA	0	no	NA	NA	NA	acyl-CoA thioesterase
SCO6217	SC_RS33335		chromosome	6830637	6831287	-	no		FAA_hydrolase	NA	0	no	NA	NA	NA	hypothetical protein
SCO6218	SC_RS33340		chromosome	6831346	6831945	-	no		Glyoxalase;Glyoxalase_4	NA	0	no	NA	NA	NA	histidine phosphatase family protein
SCO6219	SC_RS33345		chromosome	6832135	6835920	+	no		Amidohydro_2	NA	1	no	NA	NA	CastroMelchor	LamG domain-containing protein
SCO6220	SC_RS33350		chromosome	6836057	6842608	+	no		DAO;FAD_binding_3;Pyr_redox_2	NA	0	no	NA	NA	NA	RHS repeat domain-containing protein
SCO6221	SC_RS33355		chromosome	6842700	6843161	+	no		Cyclase	NA	0	no	NA	NA	NA	lipoprotein
SCO6222	SC_RS33360		chromosome	6843172	6844380	-	no		FAA_hydrolase	NA	0	no	NA	NA	NA	pyridoxal phosphate-dependent aminotransferase
SCO6223	SC_RS33365		chromosome	6844468	6845118	+	yes	HTH_1;LysR_substrate	HTH_1;LysR_substrate	NA	0	no	NA	LysR	pfam	winged helix-turn-helix transcriptional regulator
SCO6224	SC_RS33370		chromosome	6845172	6845987	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO6225	SC_RS33375		chromosome	6845987	6847252	-	no			NA	0	no	NA	NA	NA	vWA domain-containing protein
SCO6226	SC_RS33380		chromosome	6847315	6848841	-	yes	TetR_N	TetR_C_45;TetR_N	NA	0	no	NA	TetR	pfam	IucA/IucC family protein
SCO6227	SC_RS33385		chromosome	6848969	6850522	+	no		DUF475;TerC	NA	0	no	NA	NA	NA	IucA/IucC family protein
SCO6228	SC_RS33390		chromosome	6850590	6851204	+	no		TerD	NA	0	no	NA	NA	NA	TOPRIM nucleotidyl transferase/hydrolase domain-containing protein
SCO6229	SC_RS33395		chromosome	6851212	6852093	-	no		DUF3152	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO6230	SC_RS33400		chromosome	6852090	6853064	-	no		CBS;Voltage_CLC	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO6231	SC_RS33405		chromosome	6853107	6854429	-	no		SpoIIE	NA	0	no	NA	NA	NA	ABC transporter substrate-binding protein
SCO6232	SC_RS33410		chromosome	6854701	6857163	+	no			NA	1	no	NA	NA	CastroMelchor	glycoside hydrolase family 2 protein
SCO6233	SC_RS33415		chromosome	6857160	6858188	+	yes	TetR_N	TetR_C_45;TetR_N	NA	1	no	NA	TetR	pfam;CastroMelchor	LacI family DNA-binding transcriptional regulator
SCO6234	SC_RS33420		chromosome	6858440	6859594	+	no		HAD;HAD_2;Hydrolase	NA	0	no	NA	NA	NA	cellulase family glycosylhydrolase
SCO6235	SC_RS33425		chromosome	6859658	6859903	-	no		DUF7144	NA	0	no	NA	NA	NA	DUF397 domain-containing protein
SCO6236	SC_RS33430		chromosome	6859900	6860733	-	no		PLDc_N;SHOCT	NA	0	no	NA	NA	NA	helix-turn-helix domain-containing protein
SCO6237	SC_RS33435		chromosome	6860882	6861364	+	no			NA	1	no	NA	NA	CastroMelchor	ATP-binding protein
SCO6238	SC_RS33440		chromosome	6861417	6862082	+	no		Ion_trans_2	NA	1	no	NA	NA	CastroMelchor	maleylpyruvate isomerase family mycothiol-dependent enzyme
SCO6239	SC_RS33445	sigJ	chromosome	6862307	6863275	-	no		DUF2252	NA	1	yes	ECF	Sigma	CastroMelchor;SigmaReview	RNA polymerase sigma factor SigJ
SCO6240	SC_RS33450		chromosome	6863358	6864092	-	no			NA	0	no	NA	NA	NA	SDR family oxidoreductase
SCO6241	SC_RS33455		chromosome	6864326	6864658	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO6242	SC_RS33460		chromosome	6864755	6865669	+	yes	GerE;Sigma70_r4_2	AAA_22;GerE;Sigma70_r4_2;WHD_MalT	NA	0	no	NA	LuxR	pfam	HipA family kinase
SCO6243	SC_RS33465	aceB	chromosome	6865736	6867358	-	no			NA	0	no	NA	NA	NA	malate synthase A
SCO6244	SC_RS33470		chromosome	6867543	6868166	-	no		Abhydrolase_1;Abhydrolase_6;CMD;Hydrolase_4	NA	0	no	NA	NA	NA	nucleotidyltransferase family protein
SCO6245	SC_RS33475		chromosome	6868320	6868634	+	no		Lactamase_B_2;Lactamase_B_3	NA	0	no	NA	NA	NA	DUF5955 family protein
SCO6246	SC_RS33480	allR	chromosome	6868657	6869469	-	no		Exo_endo_phos	NA	0	no	NA	NA	NA	allantoin degradation transcriptional regulator AllR
SCO6247	SC_RS33485	allB	chromosome	6869725	6871062	+	no		DUF6278	NA	0	no	NA	NA	NA	allantoinase AllB
