sample	timepoint	chrom	position	strand	mod_type	group	coverage	mod_freq	n_modified	n_canonical	n_other_mod	n_delete	n_fail	n_diff
3-4	T3	NC_003888.3	5974526	+	6mA	6mA	26	46.15	12	14	0	5	6	2
3-4	T3	NC_003888.3	5974529	+	6mA	6mA	30	56.67	17	13	0	3	6	0
3-4	T3	NC_003888.3	5974530	+	6mA	6mA	32	62.5	20	12	0	1	6	0
3-4	T3	NC_003888.3	5976746	-	4mC	non_CCGG_4mC	9	55.56	5	4	0	1	29	0
3-4	T3	NC_003888.3	5978525	+	6mA	6mA	27	44.44	12	15	0	0	10	0
3-4	T3	NC_003888.3	5978789	+	5mC	CCGG_pos_5mC	19	0.0	0	1	18	0	17	1
3-4	T3	NC_003888.3	5978789	+	4mC	CCGG_4mC	19	94.74	18	1	0	0	17	1
3-4	T3	NC_003888.3	5979875	+	5mC	CCGG_pos_5mC	15	0.0	0	2	13	0	25	0
3-4	T3	NC_003888.3	5979875	+	4mC	CCGG_4mC	15	86.67	13	2	0	0	25	0
3-4	T3	NC_003888.3	5984668	-	6mA	6mA	32	50.0	16	16	0	0	5	0
3-4	T3	NC_003888.3	5985333	+	5mC	CCGG_pos_5mC	16	0.0	0	3	13	0	24	2
3-4	T3	NC_003888.3	5985333	+	4mC	CCGG_4mC	16	81.25	13	3	0	0	24	2
3-4	T3	NC_003888.3	5985811	-	5mC	CCGG_pos_5mC	10	0.0	0	1	9	0	28	0
3-4	T3	NC_003888.3	5985811	-	4mC	CCGG_4mC	10	90.0	9	1	0	0	28	0
3-4	T3	NC_003888.3	5988929	+	6mA	6mA	30	73.33	22	8	0	0	6	0
3-4	T3	NC_003888.3	5992959	-	5mC	CCGG_pos_5mC	12	0.0	0	3	9	0	15	1
3-4	T3	NC_003888.3	5992959	-	4mC	CCGG_4mC	12	75.0	9	3	0	0	15	1
3-4	T3	NC_003888.3	5995012	-	6mA	6mA	21	61.9	13	8	0	1	8	0
3-4	T3	NC_003888.3	5995453	-	6mA	6mA	19	42.11	8	11	0	0	11	0
3-4	T3	NC_003888.3	5997626	-	6mA	6mA	27	51.85	14	13	0	0	6	0
3-4	T3	NC_003888.3	5997627	-	6mA	6mA	24	54.17	13	11	0	0	9	0
3-4	T3	NC_003888.3	5999587	+	6mA	6mA	29	48.28	14	15	0	0	10	0
3-4	T3	NC_003888.3	5999634	+	6mA	6mA	24	37.5	9	15	0	0	12	2
3-4	T3	NC_003888.3	5999640	+	6mA	6mA	26	53.85	14	12	0	0	10	2
3-4	T3	NC_003888.3	6000623	+	6mA	6mA	25	44.0	11	14	0	0	10	0
3-4	T3	NC_003888.3	6000626	+	6mA	6mA	23	69.57	16	7	0	0	12	0
3-4	T3	NC_003888.3	6000692	+	6mA	6mA	19	47.37	9	10	0	0	14	3
3-4	T3	NC_003888.3	6001585	+	6mA	6mA	32	59.38	19	13	0	1	6	0
3-4	T3	NC_003888.3	6004403	+	6mA	6mA	29	62.07	18	11	0	0	9	0
3-4	T3	NC_003888.3	6006269	-	5mC	CCGG_pos_5mC	21	0.0	0	3	18	0	26	0
3-4	T3	NC_003888.3	6006269	-	4mC	CCGG_4mC	21	85.71	18	3	0	0	26	0
3-4	T3	NC_003888.3	6007831	+	6mA	6mA	32	68.75	22	10	0	1	9	3
3-4	T3	NC_003888.3	6008154	+	5mC	CCGG_pos_5mC	14	0.0	0	5	9	0	30	1
3-4	T3	NC_003888.3	6008154	+	4mC	CCGG_4mC	14	64.29	9	5	0	0	30	1
3-4	T3	NC_003888.3	6009024	+	6mA	6mA	29	55.17	16	13	0	0	14	0
3-4	T3	NC_003888.3	6009873	-	5mC	CCGG_pos_5mC	13	0.0	0	2	11	0	27	6
3-4	T3	NC_003888.3	6009873	-	4mC	CCGG_4mC	13	84.62	11	2	0	0	27	6
3-4	T3	NC_003888.3	6013010	-	5mC	CCGG_pos_5mC	15	0.0	0	2	13	0	27	3
3-4	T3	NC_003888.3	6013010	-	4mC	CCGG_4mC	15	86.67	13	2	0	0	27	3
3-4	T3	NC_003888.3	6015609	-	5mC	CCGG_pos_5mC	22	0.0	0	1	21	0	35	0
3-4	T3	NC_003888.3	6015609	-	4mC	CCGG_4mC	22	95.45	21	1	0	0	35	0
3-4	T3	NC_003888.3	6016113	-	5mC	CCGG_pos_5mC	19	0.0	0	2	17	1	29	1
3-4	T3	NC_003888.3	6016113	-	4mC	CCGG_4mC	19	89.47	17	2	0	1	29	1
3-4	T3	NC_003888.3	6017039	-	5mC	CCGG_pos_5mC	22	0.0	0	4	18	0	25	2
3-4	T3	NC_003888.3	6017039	-	4mC	CCGG_4mC	22	81.82	18	4	0	0	25	2
3-4	T3	NC_003888.3	6020283	+	6mA	6mA	27	33.33	9	18	0	0	7	0
3-4	T3	NC_003888.3	6021507	+	6mA	6mA	23	56.52	13	10	0	0	20	0
3-4	T3	NC_003888.3	6022300	+	5mC	CCGG_pos_5mC	11	0.0	0	3	8	0	30	0
3-4	T3	NC_003888.3	6022300	+	4mC	CCGG_4mC	11	72.73	8	3	0	0	30	0
3-4	T3	NC_003888.3	6024798	+	5mC	CCGG_pos_5mC	9	0.0	0	1	8	0	34	1
3-4	T3	NC_003888.3	6024798	+	4mC	CCGG_4mC	9	88.89	8	1	0	0	34	1
3-4	T3	NC_003888.3	6026547	+	6mA	6mA	35	45.71	16	19	0	0	10	0
3-4	T3	NC_003888.3	6026837	-	6mA	6mA	35	62.86	22	13	0	1	13	0
3-4	T3	NC_003888.3	6027535	-	6mA	6mA	27	66.67	18	9	0	4	11	7
3-4	T3	NC_003888.3	6027537	-	6mA	6mA	36	52.78	19	17	0	0	13	0
3-4	T3	NC_003888.3	6030018	+	5mC	CCGG_pos_5mC	19	0.0	0	6	13	0	21	0
3-4	T3	NC_003888.3	6030018	+	4mC	CCGG_4mC	19	68.42	13	6	0	0	21	0
3-4	T3	NC_003888.3	6030437	+	6mA	6mA	29	65.52	19	10	0	0	13	0
3-4	T3	NC_003888.3	6031716	-	6mA	6mA	40	57.5	23	17	0	0	9	0
3-4	T3	NC_003888.3	6037485	-	5mC	CCGG_pos_5mC	29	0.0	0	4	25	0	24	0
3-4	T3	NC_003888.3	6037485	-	4mC	CCGG_4mC	29	86.21	25	4	0	0	24	0
3-4	T3	NC_003888.3	6038633	-	6mA	6mA	46	67.39	31	15	0	0	12	1
3-4	T3	NC_003888.3	6038636	+	6mA	6mA	38	50.0	19	19	0	0	11	0
3-4	T3	NC_003888.3	6039604	-	5mC	CCGG_pos_5mC	23	0.0	0	6	17	0	28	0
3-4	T3	NC_003888.3	6039604	-	4mC	CCGG_4mC	23	73.91	17	6	0	0	28	0
3-4	T3	NC_003888.3	6040623	-	6mA	6mA	42	42.86	18	24	0	0	9	0
3-4	T3	NC_003888.3	6040792	-	6mA	6mA	30	63.33	19	11	0	0	11	3
3-4	T3	NC_003888.3	6040877	+	5mC	CCGG_pos_5mC	11	0.0	0	2	9	0	31	1
3-4	T3	NC_003888.3	6040877	+	4mC	CCGG_4mC	11	81.82	9	2	0	0	31	1
3-4	T3	NC_003888.3	6041853	-	6mA	6mA	32	62.5	20	12	0	0	12	0
3-4	T3	NC_003888.3	6041928	-	6mA	6mA	30	66.67	20	10	0	0	14	0
3-4	T3	NC_003888.3	6042161	+	6mA	6mA	33	48.48	16	17	0	0	8	1
3-4	T3	NC_003888.3	6042201	+	6mA	6mA	28	53.57	15	13	0	0	14	1
3-4	T3	NC_003888.3	6042227	+	6mA	6mA	25	72.0	18	7	0	1	15	2
3-4	T3	NC_003888.3	6044372	+	5mC	CCGG_pos_5mC	9	0.0	0	1	8	0	30	7
3-4	T3	NC_003888.3	6044372	+	4mC	CCGG_4mC	9	88.89	8	1	0	0	30	7
3-4	T3	NC_003888.3	6046580	-	5mC	CCGG_pos_5mC	15	0.0	0	9	6	0	33	5
3-4	T3	NC_003888.3	6046580	-	4mC	CCGG_4mC	15	40.0	6	9	0	0	33	5
3-4	T3	NC_003888.3	6049103	+	6mA	6mA	28	67.86	19	9	0	0	10	0
3-4	T3	NC_003888.3	6049924	+	6mA	6mA	33	60.61	20	13	0	0	6	0
3-4	T3	NC_003888.3	6056054	-	6mA	6mA	35	80.0	28	7	0	0	7	0
3-4	T3	NC_003888.3	6056055	-	6mA	6mA	28	60.71	17	11	0	0	14	0
3-4	T3	NC_003888.3	6057036	+	5mC	CCGG_pos_5mC	14	0.0	0	8	6	0	44	0
3-4	T3	NC_003888.3	6057036	+	4mC	CCGG_4mC	14	42.86	6	8	0	0	44	0
3-4	T3	NC_003888.3	6057200	+	6mA	6mA	36	33.33	12	24	0	0	19	0
3-4	T3	NC_003888.3	6061468	+	5mC	CCGG_pos_5mC	19	0.0	0	1	18	0	34	1
3-4	T3	NC_003888.3	6061468	+	4mC	CCGG_4mC	19	94.74	18	1	0	0	34	1
3-4	T3	NC_003888.3	6061887	+	6mA	6mA	42	52.38	22	20	0	0	12	0
3-4	T3	NC_003888.3	6062601	+	6mA	6mA	35	65.71	23	12	0	1	12	0
3-4	T3	NC_003888.3	6063297	-	6mA	6mA	18	44.44	8	10	0	0	12	0
3-4	T3	NC_003888.3	6072789	-	5mC	CCGG_pos_5mC	8	0.0	0	1	7	1	20	0
3-4	T3	NC_003888.3	6072789	-	4mC	CCGG_4mC	8	87.5	7	1	0	1	20	0
3-4	T3	NC_003888.3	6076325	+	6mA	6mA	39	48.72	19	20	0	0	9	0
3-4	T3	NC_003888.3	6082367	+	6mA	6mA	27	48.15	13	14	0	0	11	0
3-4	T3	NC_003888.3	6084967	+	5mC	CCGG_pos_5mC	6	0.0	0	0	6	0	27	1
3-4	T3	NC_003888.3	6084967	+	4mC	CCGG_4mC	6	100.0	6	0	0	0	27	1
3-4	T3	NC_003888.3	6085390	+	5mC	CCGG_pos_5mC	4	0.0	0	0	4	0	29	0
3-4	T3	NC_003888.3	6085390	+	4mC	CCGG_4mC	4	100.0	4	0	0	0	29	0
3-4	T3	NC_003888.3	6087244	+	5mC	CCGG_pos_5mC	15	0.0	0	1	14	0	26	0
3-4	T3	NC_003888.3	6087244	+	4mC	CCGG_4mC	15	93.33	14	1	0	0	26	0
3-4	T3	NC_003888.3	6087248	+	6mA	6mA	23	47.83	11	12	0	0	17	1
3-4	T3	NC_003888.3	6089200	+	5mC	CCGG_pos_5mC	16	0.0	0	1	15	0	21	0
3-4	T3	NC_003888.3	6089200	+	4mC	CCGG_4mC	16	93.75	15	1	0	0	21	0
3-4	T3	NC_003888.3	6091997	+	6mA	6mA	19	42.11	8	11	0	3	9	5
3-4	T3	NC_003888.3	6092142	+	5mC	CCGG_pos_5mC	27	0.0	0	1	26	0	10	0
3-4	T3	NC_003888.3	6092142	+	4mC	CCGG_4mC	27	96.3	26	1	0	0	10	0
3-4	T3	NC_003888.3	6092819	+	5mC	CCGG_pos_5mC	14	0.0	0	0	14	0	27	0
3-4	T3	NC_003888.3	6092819	+	4mC	CCGG_4mC	14	100.0	14	0	0	0	27	0
3-4	T3	NC_003888.3	6094983	+	6mA	6mA	27	55.56	15	12	0	0	11	1
3-4	T3	NC_003888.3	6095147	-	5mC	CCGG_pos_5mC	7	0.0	0	3	4	2	22	0
3-4	T3	NC_003888.3	6095147	-	4mC	CCGG_4mC	7	57.14	4	3	0	2	22	0
3-4	T3	NC_003888.3	6096932	-	6mA	6mA	25	80.0	20	5	0	0	8	1
3-4	T3	NC_003888.3	6098966	+	5mC	CCGG_pos_5mC	26	0.0	0	1	25	0	21	0
3-4	T3	NC_003888.3	6098966	+	4mC	CCGG_4mC	26	96.15	25	1	0	0	21	0
3-4	T3	NC_003888.3	6106266	-	6mA	6mA	31	45.16	14	17	0	0	11	2
3-4	T3	NC_003888.3	6110415	-	5mC	CCGG_pos_5mC	18	0.0	0	1	17	0	29	1
3-4	T3	NC_003888.3	6110415	-	4mC	CCGG_4mC	18	94.44	17	1	0	0	29	1
3-4	T3	NC_003888.3	6112592	+	6mA	6mA	28	60.71	17	11	0	1	7	0
3-4	T3	NC_003888.3	6115116	+	6mA	6mA	37	45.95	17	20	0	0	6	0
3-4	T3	NC_003888.3	6115208	-	5mC	CCGG_pos_5mC	15	0.0	0	5	10	0	27	1
3-4	T3	NC_003888.3	6115208	-	4mC	CCGG_4mC	15	66.67	10	5	0	0	27	1
3-4	T3	NC_003888.3	6117485	-	5mC	CCGG_pos_5mC	10	0.0	0	3	7	0	32	9
3-4	T3	NC_003888.3	6117485	-	4mC	CCGG_4mC	10	70.0	7	3	0	0	32	9
3-4	T3	NC_003888.3	6122594	+	6mA	6mA	23	82.61	19	4	0	1	7	1
3-4	T3	NC_003888.3	6122767	+	6mA	6mA	30	60.0	18	12	0	0	4	0
3-4	T3	NC_003888.3	6123155	+	6mA	6mA	27	59.26	16	11	0	0	10	0
3-4	T3	NC_003888.3	6124300	+	6mA	6mA	29	62.07	18	11	0	0	8	0
3-4	T3	NC_003888.3	6124301	+	6mA	6mA	25	48.0	12	13	0	1	11	0
3-4	T3	NC_003888.3	6125183	+	6mA	6mA	31	58.06	18	13	0	0	5	0
3-4	T3	NC_003888.3	6128671	-	5mC	CCGG_pos_5mC	16	0.0	0	5	11	0	32	0
3-4	T3	NC_003888.3	6128671	-	4mC	CCGG_4mC	16	68.75	11	5	0	0	32	0
3-4	T3	NC_003888.3	6128993	-	6mA	6mA	32	56.25	18	14	0	0	15	0
3-4	T3	NC_003888.3	6129441	-	5mC	CCGG_pos_5mC	9	0.0	0	4	5	0	40	0
3-4	T3	NC_003888.3	6129441	-	4mC	CCGG_4mC	9	55.56	5	4	0	0	40	0
3-4	T3	NC_003888.3	6129444	-	6mA	6mA	38	50.0	19	19	0	0	10	1
3-4	T3	NC_003888.3	6129445	-	6mA	6mA	41	87.8	36	5	0	0	8	0
3-4	T3	NC_003888.3	6130226	-	6mA	6mA	35	71.43	25	10	0	1	12	2
3-4	T3	NC_003888.3	6130227	-	6mA	6mA	35	88.57	31	4	0	0	7	8
3-4	T3	NC_003888.3	6130929	+	5mC	CCGG_pos_5mC	13	0.0	0	2	11	0	18	3
3-4	T3	NC_003888.3	6130929	+	4mC	CCGG_4mC	13	84.62	11	2	0	0	18	3
3-4	T3	NC_003888.3	6131209	+	6mA	6mA	30	56.67	17	13	0	0	7	0
3-4	T3	NC_003888.3	6139471	-	5mC	CCGG_pos_5mC	31	0.0	0	1	30	0	18	0
3-4	T3	NC_003888.3	6139471	-	4mC	CCGG_4mC	31	96.77	30	1	0	0	18	0
3-4	T3	NC_003888.3	6143024	+	6mA	6mA	46	73.91	34	12	0	0	8	1
3-4	T3	NC_003888.3	6143025	+	6mA	6mA	39	48.72	19	20	0	0	15	1
3-4	T3	NC_003888.3	6143064	+	6mA	6mA	42	38.1	16	26	0	0	13	0
3-4	T3	NC_003888.3	6144879	+	6mA	6mA	29	75.86	22	7	0	0	12	1
3-4	T3	NC_003888.3	6149046	+	6mA	6mA	28	53.57	15	13	0	1	7	0
3-4	T3	NC_003888.3	6151852	-	5mC	CCGG_pos_5mC	13	0.0	0	3	10	0	24	0
3-4	T3	NC_003888.3	6151852	-	4mC	CCGG_4mC	13	76.92	10	3	0	0	24	0
3-4	T3	NC_003888.3	6152005	-	5mC	CCGG_pos_5mC	12	0.0	0	1	11	0	23	3
3-4	T3	NC_003888.3	6152005	-	4mC	CCGG_4mC	12	91.67	11	1	0	0	23	3
3-4	T3	NC_003888.3	6157835	+	5mC	CCGG_pos_5mC	10	0.0	0	3	7	0	21	2
3-4	T3	NC_003888.3	6157835	+	4mC	CCGG_4mC	10	70.0	7	3	0	0	21	2
3-4	T3	NC_003888.3	6159923	-	6mA	6mA	30	36.67	11	19	0	0	11	0
3-4	T3	NC_003888.3	6160410	-	5mC	CCGG_pos_5mC	10	0.0	0	0	10	0	30	2
3-4	T3	NC_003888.3	6160410	-	4mC	CCGG_4mC	10	100.0	10	0	0	0	30	2
3-4	T3	NC_003888.3	6160464	-	6mA	6mA	32	56.25	18	14	0	0	8	0
3-4	T3	NC_003888.3	6164126	+	6mA	6mA	31	70.97	22	9	0	0	3	2
3-4	T3	NC_003888.3	6164387	-	5mC	CCGG_pos_5mC	13	0.0	0	2	11	0	34	2
3-4	T3	NC_003888.3	6164387	-	4mC	CCGG_4mC	13	84.62	11	2	0	0	34	2
3-4	T3	NC_003888.3	6172438	-	6mA	6mA	35	62.86	22	13	0	0	6	0
3-4	T3	NC_003888.3	6177180	+	5mC	CCGG_pos_5mC	9	0.0	0	1	8	1	21	0
3-4	T3	NC_003888.3	6177180	+	4mC	CCGG_4mC	9	88.89	8	1	0	1	21	0
3-4	T3	NC_003888.3	6178949	+	6mA	6mA	21	52.38	11	10	0	0	5	0
3-4	T3	NC_003888.3	6179576	-	6mA	6mA	23	60.87	14	9	0	0	7	0
3-4	T3	NC_003888.3	6179915	-	6mA	6mA	15	53.33	8	7	0	0	16	0
3-4	T3	NC_003888.3	6182518	+	6mA	6mA	20	50.0	10	10	0	0	3	0
3-4	T3	NC_003888.3	6183984	-	6mA	6mA	26	53.85	14	12	0	1	9	0
3-4	T3	NC_003888.3	6185801	-	5mC	CCGG_pos_5mC	15	0.0	0	2	13	1	23	5
3-4	T3	NC_003888.3	6185801	-	4mC	CCGG_4mC	15	86.67	13	2	0	1	23	5
3-4	T3	NC_003888.3	6185945	+	6mA	6mA	17	52.94	9	8	0	0	7	0
3-4	T3	NC_003888.3	6185982	+	6mA	6mA	16	62.5	10	6	0	0	8	0
3-4	T3	NC_003888.3	6186257	+	6mA	6mA	17	64.71	11	6	0	0	7	1
3-4	T3	NC_003888.3	6186825	+	6mA	6mA	24	79.17	19	5	0	0	2	0
3-4	T3	NC_003888.3	6188172	+	5mC	CCGG_pos_5mC	13	0.0	0	0	13	1	15	0
3-4	T3	NC_003888.3	6188172	+	4mC	CCGG_4mC	13	100.0	13	0	0	1	15	0
3-4	T3	NC_003888.3	6195674	+	6mA	6mA	26	53.85	14	12	0	0	4	0
3-4	T3	NC_003888.3	6197487	+	6mA	6mA	18	61.11	11	7	0	0	6	0
3-4	T3	NC_003888.3	6197595	+	6mA	6mA	20	50.0	10	10	0	0	4	0
3-4	T3	NC_003888.3	6200601	+	6mA	6mA	23	43.48	10	13	0	0	1	0
3-4	T3	NC_003888.3	6205960	-	5mC	CCGG_pos_5mC	11	0.0	0	3	8	0	14	1
3-4	T3	NC_003888.3	6205960	-	4mC	CCGG_4mC	11	72.73	8	3	0	0	14	1
3-4	T3	NC_003888.3	6206232	+	5mC	CCGG_pos_5mC	6	0.0	0	2	4	0	27	0
3-4	T3	NC_003888.3	6206232	+	4mC	CCGG_4mC	6	66.67	4	2	0	0	27	0
3-4	T3	NC_003888.3	6206520	-	5mC	CCGG_pos_5mC	5	0.0	0	0	5	0	20	0
3-4	T3	NC_003888.3	6206520	-	4mC	CCGG_4mC	5	100.0	5	0	0	0	20	0
3-4	T3	NC_003888.3	6208628	+	5mC	CCGG_pos_5mC	17	0.0	0	2	15	0	19	1
3-4	T3	NC_003888.3	6208628	+	4mC	CCGG_4mC	17	88.24	15	2	0	0	19	1
3-4	T3	NC_003888.3	6211240	+	5mC	CCGG_pos_5mC	19	0.0	0	4	15	0	23	0
3-4	T3	NC_003888.3	6211240	+	4mC	CCGG_4mC	19	78.95	15	4	0	0	23	0
3-4	T3	NC_003888.3	6212406	+	6mA	6mA	23	52.17	12	11	0	1	17	2
3-4	T3	NC_003888.3	6212607	+	6mA	6mA	26	57.69	15	11	0	1	14	0
3-4	T3	NC_003888.3	6212746	+	6mA	6mA	33	57.58	19	14	0	0	6	1
3-4	T3	NC_003888.3	6213469	-	5mC	CCGG_pos_5mC	15	0.0	0	6	9	0	35	0
3-4	T3	NC_003888.3	6213469	-	4mC	CCGG_4mC	15	60.0	9	6	0	0	35	0
3-4	T3	NC_003888.3	6215503	-	5mC	CCGG_pos_5mC	12	0.0	0	4	8	0	37	5
3-4	T3	NC_003888.3	6215503	-	4mC	CCGG_4mC	12	66.67	8	4	0	0	37	5
3-4	T3	NC_003888.3	6216739	+	6mA	6mA	24	62.5	15	9	0	0	14	0
3-4	T3	NC_003888.3	6216858	+	6mA	6mA	22	59.09	13	9	0	1	3	13
3-4	T3	NC_003888.3	6216859	+	6mA	6mA	22	45.45	10	12	0	3	11	3
3-4	T3	NC_003888.3	6216987	+	6mA	6mA	28	39.29	11	17	0	1	10	0
3-4	T3	NC_003888.3	6217217	-	6mA	6mA	44	52.27	23	21	0	0	9	1
3-4	T3	NC_003888.3	6219951	+	5mC	CCGG_pos_5mC	14	0.0	0	1	13	0	22	1
3-4	T3	NC_003888.3	6219951	+	4mC	CCGG_4mC	14	92.86	13	1	0	0	22	1
3-4	T3	NC_003888.3	6222485	+	5mC	CCGG_pos_5mC	17	0.0	0	0	17	0	13	1
3-4	T3	NC_003888.3	6222485	+	4mC	CCGG_4mC	17	100.0	17	0	0	0	13	1
3-4	T3	NC_003888.3	6222849	+	6mA	6mA	20	55.0	11	9	0	0	11	1
3-4	T3	NC_003888.3	6223688	-	6mA	6mA	26	53.85	14	12	0	0	7	0
3-4	T3	NC_003888.3	6223689	-	6mA	6mA	22	63.64	14	8	0	0	11	0
3-4	T3	NC_003888.3	6224961	+	6mA	6mA	21	76.19	16	5	0	0	9	0
3-4	T3	NC_003888.3	6225507	+	6mA	6mA	18	61.11	11	7	0	0	11	1
3-4	T3	NC_003888.3	6227053	+	6mA	6mA	14	64.29	9	5	0	0	14	0
3-4	T3	NC_003888.3	6227175	+	6mA	6mA	22	54.55	12	10	0	0	7	0
3-4	T3	NC_003888.3	6228262	+	6mA	6mA	19	78.95	15	4	0	0	8	0
3-4	T3	NC_003888.3	6228298	+	6mA	6mA	20	60.0	12	8	0	0	6	0
3-4	T3	NC_003888.3	6231819	-	5mC	CCGG_pos_5mC	7	0.0	0	0	7	0	37	0
3-4	T3	NC_003888.3	6231819	-	4mC	CCGG_4mC	7	100.0	7	0	0	0	37	0
3-4	T3	NC_003888.3	6233232	-	5mC	CCGG_pos_5mC	21	0.0	0	7	14	0	29	0
3-4	T3	NC_003888.3	6233232	-	4mC	CCGG_4mC	21	66.67	14	7	0	0	29	0
3-4	T3	NC_003888.3	6233236	-	6mA	6mA	34	55.88	19	15	0	0	12	4
3-4	T3	NC_003888.3	6233835	-	6mA	6mA	41	56.1	23	18	0	0	8	0
3-4	T3	NC_003888.3	6235152	-	6mA	6mA	30	26.67	8	22	0	0	16	0
3-4	T3	NC_003888.3	6235413	-	6mA	6mA	34	73.53	25	9	0	0	11	1
3-4	T3	NC_003888.3	6236072	+	6mA	6mA	20	85.0	17	3	0	1	3	0
3-4	T3	NC_003888.3	6236091	+	6mA	6mA	19	42.11	8	11	0	1	3	0
3-4	T3	NC_003888.3	6236153	-	6mA	6mA	38	44.74	17	21	0	0	11	0
3-4	T3	NC_003888.3	6236190	+	6mA	6mA	14	57.14	8	6	0	0	10	0
3-4	T3	NC_003888.3	6242795	+	5mC	CCGG_pos_5mC	15	0.0	0	0	15	1	25	0
3-4	T3	NC_003888.3	6242795	+	4mC	CCGG_4mC	15	100.0	15	0	0	1	25	0
3-4	T3	NC_003888.3	6244201	-	5mC	CCGG_pos_5mC	18	0.0	0	8	10	0	25	0
3-4	T3	NC_003888.3	6244201	-	4mC	CCGG_4mC	18	55.56	10	8	0	0	25	0
3-4	T3	NC_003888.3	6245325	-	6mA	6mA	40	45.0	18	22	0	0	9	0
3-4	T3	NC_003888.3	6252209	-	5mC	CCGG_pos_5mC	8	0.0	0	2	6	0	27	0
3-4	T3	NC_003888.3	6252209	-	4mC	CCGG_4mC	8	75.0	6	2	0	0	27	0
3-4	T3	NC_003888.3	6254672	-	5mC	CCGG_pos_5mC	10	0.0	0	0	10	0	22	1
3-4	T3	NC_003888.3	6254672	-	4mC	CCGG_4mC	10	100.0	10	0	0	0	22	1
3-4	T3	NC_003888.3	6255215	+	6mA	6mA	27	55.56	15	12	0	0	11	1
3-4	T3	NC_003888.3	6260597	+	6mA	6mA	26	65.38	17	9	0	0	7	5
3-4	T3	NC_003888.3	6262129	+	6mA	6mA	32	56.25	18	14	0	0	5	1
3-4	T3	NC_003888.3	6264742	-	6mA	6mA	35	62.86	22	13	0	0	14	0
3-4	T3	NC_003888.3	6266448	+	5mC	CCGG_pos_5mC	15	0.0	0	1	14	0	23	0
3-4	T3	NC_003888.3	6266448	+	4mC	CCGG_4mC	15	93.33	14	1	0	0	23	0
3-4	T3	NC_003888.3	6276452	+	5mC	CCGG_pos_5mC	8	0.0	0	2	6	1	34	2
3-4	T3	NC_003888.3	6276452	+	4mC	CCGG_4mC	8	75.0	6	2	0	1	34	2
3-4	T3	NC_003888.3	6280046	+	5mC	CCGG_pos_5mC	9	0.0	0	3	6	0	26	5
3-4	T3	NC_003888.3	6280046	+	4mC	CCGG_4mC	9	66.67	6	3	0	0	26	5
3-4	T3	NC_003888.3	6280598	+	5mC	CCGG_pos_5mC	16	0.0	0	6	10	1	20	0
3-4	T3	NC_003888.3	6280598	+	4mC	CCGG_4mC	16	62.5	10	6	0	1	20	0
3-4	T3	NC_003888.3	6281057	+	5mC	CCGG_pos_5mC	12	0.0	0	1	11	0	27	0
3-4	T3	NC_003888.3	6281057	+	4mC	CCGG_4mC	12	91.67	11	1	0	0	27	0
3-4	T3	NC_003888.3	6281333	+	5mC	CCGG_pos_5mC	16	0.0	0	6	10	0	24	0
3-4	T3	NC_003888.3	6281333	+	4mC	CCGG_4mC	16	62.5	10	6	0	0	24	0
3-4	T3	NC_003888.3	6286267	+	6mA	6mA	30	70.0	21	9	0	0	9	1
3-4	T3	NC_003888.3	6296487	-	5mC	CCGG_pos_5mC	11	0.0	0	5	6	0	27	0
3-4	T3	NC_003888.3	6296487	-	4mC	CCGG_4mC	11	54.55	6	5	0	0	27	0
3-4	T3	NC_003888.3	6296655	-	6mA	6mA	24	66.67	16	8	0	0	15	0
3-4	T3	NC_003888.3	6297020	+	6mA	6mA	24	58.33	14	10	0	0	9	1
3-4	T3	NC_003888.3	6297352	+	6mA	6mA	20	60.0	12	8	0	0	12	1
3-4	T3	NC_003888.3	6299704	-	6mA	6mA	24	50.0	12	12	0	0	8	0
3-4	T3	NC_003888.3	6299706	+	6mA	6mA	26	38.46	10	16	0	0	8	0
3-4	T3	NC_003888.3	6301333	-	6mA	6mA	30	70.0	21	9	0	1	6	0
3-4	T3	NC_003888.3	6303651	+	5mC	CCGG_pos_5mC	10	0.0	0	1	9	0	19	4
3-4	T3	NC_003888.3	6303651	+	4mC	CCGG_4mC	10	90.0	9	1	0	0	19	4
3-4	T3	NC_003888.3	6310133	+	6mA	6mA	22	36.36	8	14	0	0	11	0
3-4	T3	NC_003888.3	6310139	+	6mA	6mA	23	82.61	19	4	0	0	10	0
3-4	T3	NC_003888.3	6311525	+	6mA	6mA	20	50.0	10	10	0	1	16	0
3-4	T3	NC_003888.3	6317610	+	6mA	6mA	28	50.0	14	14	0	0	13	1
3-4	T3	NC_003888.3	6318436	-	5mC	CCGG_pos_5mC	13	0.0	0	4	9	0	25	1
3-4	T3	NC_003888.3	6318436	-	4mC	CCGG_4mC	13	69.23	9	4	0	0	25	1
3-4	T3	NC_003888.3	6320323	-	5mC	CCGG_pos_5mC	13	0.0	0	1	12	0	28	0
3-4	T3	NC_003888.3	6320323	-	4mC	CCGG_4mC	13	92.31	12	1	0	0	28	0
3-4	T3	NC_003888.3	6321511	+	5mC	CCGG_pos_5mC	18	0.0	0	2	16	0	17	4
3-4	T3	NC_003888.3	6321511	+	4mC	CCGG_4mC	18	88.89	16	2	0	0	17	4
3-4	T3	NC_003888.3	6321532	+	5mC	CCGG_pos_5mC	13	0.0	0	4	9	0	25	0
3-4	T3	NC_003888.3	6321532	+	4mC	CCGG_4mC	13	69.23	9	4	0	0	25	0
