position	strand	timepoint	frequency	rel_pos_in_motif	motif_base	in_CCGG_C1	in_CCGG_C2	in_CCGG_other_C	orientation
8554999	-	T2	67.94	5	G	False	False	False	+
8570868	-	T2	77.76	5	G	False	False	False	+
8575794	+	T2	81.31	3	C	True	False	False	+
8579680	-	T2	81.28	5	G	False	False	False	+
8591309	+	T2	58.01	3	C	True	False	False	+
8599637	+	T2	72.22	3	C	True	False	False	+
8601981	+	T2	88.89	3	C	True	False	False	+
8606305	+	T2	58.48	3	C	True	False	False	+
8621230	+	T2	71.57	3	C	True	False	False	+
8624415	+	T2	55.71	3	C	True	False	False	+
8624860	+	T2	82.47	3	C	True	False	False	+
8625983	-	T2	57.83	5	G	False	False	False	+
8637615	+	T2	67.31	3	C	True	False	False	+
8638200	+	T2	77.36	3	C	True	False	False	+
8645440	-	T2	68.35	5	G	False	False	False	+
8651615	+	T2	52.96	3	C	True	False	False	+
8651616	-	T2	85.47	5	G	False	False	False	+
8652064	+	T2	72.3	3	C	True	False	False	+
8652065	-	T2	51.54	5	G	False	False	False	+
8660634	-	T2	87.08	5	G	False	False	False	+
423899	-	T3	72.38	5	G	False	False	False	+
608270	-	T3	65.41	5	G	False	False	False	+
766725	-	T3	95.24	5	G	False	False	False	+
777330	-	T3	83.33	5	G	False	False	False	+
1214207	-	T3	67.78	5	G	False	False	False	+
1334129	-	T3	62.22	5	G	False	False	False	+
1670192	-	T3	71.17	5	G	False	False	False	+
2091488	+	T3	55.5	3	C	True	False	False	+
3115382	-	T3	56.67	5	G	False	False	False	+
3281297	-	T3	50.0	5	G	False	False	False	+
5006770	-	T3	55.56	5	G	False	False	False	+
5275755	+	T3	50.56	3	C	True	False	False	+
6838587	+	T3	52.84	3	C	True	False	False	+
7011226	-	T3	78.69	5	G	False	False	False	+
7318780	+	T3	90.0	3	C	True	False	False	+
7380528	+	T3	55.56	3	C	True	False	False	+
7476470	-	T3	64.29	5	G	False	False	False	+
7618158	-	T3	76.72	5	G	False	False	False	+
7869604	-	T3	63.33	5	G	False	False	False	+
8508270	+	T3	81.71	3	C	True	False	False	+
8555565	-	T3	86.35	5	G	False	False	False	+
