chrom	position	strand	T1_freq	T2_freq	T3_freq	delta	category	pattern	region
NC_003888.3	7910904	+	92.92	94.08	92.89	1.1899999999999977	dynamic	Peak (T2 max)	arm
NC_003888.3	4234012	-	94.43	95.06	94.04	1.019999999999996	dynamic	Peak (T2 max)	core
NC_003888.3	6631406	-	94.32	94.27	95.24	0.9699999999999989	dynamic	Valley (T2 min)	core
NC_003888.3	6832923	-	97.92	97.92	97.02	0.9000000000000057	dynamic	Other	core
NC_003888.3	7982612	+	95.83	95.87	96.73	0.9000000000000057	dynamic	Monotone increase	arm
NC_003888.3	3956015	-	94.13	93.54	93.3	0.8299999999999983	dynamic	Monotone decrease	core
NC_003888.3	7061219	+	92.56	91.74	91.97	0.8200000000000074	dynamic	Valley (T2 min)	core
NC_003888.3	7330927	-	96.63	96.3	95.83	0.7999999999999972	dynamic	Monotone decrease	arm
NC_003888.3	3985059	-	93.49	94.25	94.05	0.7600000000000051	dynamic	Peak (T2 max)	core
NC_003888.3	3864041	-	80.47	80.81	80.05	0.7600000000000051	dynamic	Peak (T2 max)	core
NC_003888.3	8659069	+	59.91	60.6	60.44	0.6900000000000048	dynamic	Peak (T2 max)	arm
NC_003888.3	2927993	-	86.2	86.18	85.55	0.6500000000000057	dynamic	Monotone decrease	core
NC_003888.3	4055295	+	98.81	98.21	98.85	0.6400000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	2850521	+	83.59	83.66	83.06	0.5999999999999943	dynamic	Peak (T2 max)	core
NC_003888.3	6098966	+	96.67	97.22	96.96	0.5499999999999972	dynamic	Peak (T2 max)	core
NC_003888.3	1157284	+	93.75	93.64	94.19	0.5499999999999972	dynamic	Valley (T2 min)	arm
NC_003888.3	3969689	+	92.61	93.16	92.78	0.5499999999999972	dynamic	Peak (T2 max)	core
NC_003888.3	2132384	+	90.91	90.39	90.71	0.519999999999996	dynamic	Valley (T2 min)	core
NC_003888.3	7757969	-	91.25	91.53	91.04	0.4899999999999949	dynamic	Peak (T2 max)	arm
NC_003888.3	2031984	+	91.96	91.94	91.75	0.20999999999999375	stable	stable	core
NC_003888.3	1394445	-	100.0	100.0	100.0	0.0	stable	stable	arm
