# Program:featureCounts v2.1.1; Command:"/Users/okaban/miniconda3/envs/rna-seq/bin/featureCounts" "-T" "6" "-p" "--countReadPairs" "-B" "-C" "-s" "2" "-t" "gene" "-g" "gene_id" "-a" "/Users/okaban/SFC-CNS Dropbox/Takeda Tomoki/my_projects/2026/M145_RNA-seq/data/RH250715199/02_M145-ref/ncbi_dataset/data/GCF_000203835.1/genomic.gtf" "-o" "/Users/okaban/bioinfo/rna-seq/03_quantification/data/featureCounts_s2/featureCounts_M145_s2.txt" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_1.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_2.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_1.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_4.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_2.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_4.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_1.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_2.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_1.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_4.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_2.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_4.Aligned.sortedByCoord.out.bam
SC_RS34670	NC_003888.3	7187926	7188888	-	963	11	4	15	9	11	15	72	26	49
SC_RS34675	NC_003888.3	7189075	7190964	+	1890	23	19	14	28	14	21	132	48	107
SC_RS34680	NC_003888.3	7190961	7192808	+	1848	12	6	13	17	11	28	125	47	90
SC_RS34685	NC_003888.3	7192859	7193764	+	906	1	3	2	4	1	4	45	8	48
SC_RS34690	NC_003888.3	7193830	7194222	+	393	34	41	39	61	54	85	108	116	107
SC_RS34695	NC_003888.3	7194294	7194728	+	435	18	19	36	63	48	100	87	119	74
SC_RS34700	NC_003888.3	7194725	7195498	+	774	59	28	61	123	101	128	173	197	125
SC_RS34705	NC_003888.3	7195503	7195766	+	264	9	14	8	29	15	34	33	34	34
SC_RS34710	NC_003888.3	7195763	7196482	+	720	39	45	47	96	61	100	113	123	99
SC_RS34715	NC_003888.3	7196479	7197609	+	1131	38	39	50	106	75	136	179	195	149
SC_RS34720	NC_003888.3	7197606	7197935	+	330	13	15	15	40	25	41	64	56	55
SC_RS34725	NC_003888.3	7197932	7198711	+	780	16	16	32	34	31	54	89	68	72
SC_RS34730	NC_003888.3	7198708	7198890	+	183	1	5	1	9	14	14	19	15	25
SC_RS34735	NC_003888.3	7198892	7199188	+	297	2	1	6	14	1	16	16	20	11
SC_RS34740	NC_003888.3	7199279	7199449	-	171	18	8	9	805	355	948	78	66	70
SC_RS34745	NC_003888.3	7199504	7200325	-	822	43	30	65	4248	1694	4443	326	243	299
SC_RS34750	NC_003888.3	7200436	7201941	-	1506	90	92	92	63	43	52	124	91	124
SC_RS34755	NC_003888.3	7202065	7203684	+	1620	415	294	405	198	142	180	247	174	230
SC_RS34760	NC_003888.3	7203714	7204835	-	1122	16	15	20	24	16	31	110	44	67
SC_RS34765	NC_003888.3	7204898	7205176	+	279	7	3	7	4	8	3	37	16	28
SC_RS34770	NC_003888.3	7205258	7205800	-	543	13	11	14	45	16	55	60	52	43
SC_RS34775	NC_003888.3	7205826	7206224	-	399	18	14	12	49	30	56	66	45	44
SC_RS34780	NC_003888.3	7206433	7208823	+	2391	176	134	173	436	409	536	453	328	315
SC_RS34785	NC_003888.3	7208891	7209373	+	483	47	37	58	120	100	126	110	87	96
SC_RS34790	NC_003888.3	7209379	7209795	+	417	16	23	27	45	25	31	48	21	46
SC_RS34795	NC_003888.3	7210082	7210882	+	801	243	199	210	103	88	123	271	215	232
SC_RS34800	NC_003888.3	7211022	7211978	+	957	26	32	39	9	24	11	81	25	60
SC_RS34805	NC_003888.3	7212176	7213489	+	1314	24	23	20	91	91	113	183	181	175
SC_RS34810	NC_003888.3	7213486	7214526	+	1041	16	14	17	41	35	47	101	72	98
SC_RS34815	NC_003888.3	7214569	7215195	-	627	99	101	113	110	83	88	98	78	96
SC_RS34820	NC_003888.3	7215192	7215965	-	774	266	228	321	254	224	274	237	191	224
SC_RS34825	NC_003888.3	7216060	7216461	+	402	14	4	17	16	12	12	52	19	48
SC_RS34830	NC_003888.3	7216569	7218722	+	2154	376	299	411	169	177	273	390	362	354
SC_RS34835	NC_003888.3	7218804	7220228	+	1425	9	15	10	26	34	12	84	24	79
SC_RS34840	NC_003888.3	7220309	7221370	+	1062	25	14	19	10	6	13	79	13	47
SC_RS34845	NC_003888.3	7221367	7223199	+	1833	37	20	33	13	5	17	113	34	99
SC_RS34850	NC_003888.3	7223286	7223711	+	426	1186	1159	1495	9557	8750	10282	5215	6145	4154
SC_RS34855	NC_003888.3	7223740	7224462	-	723	24	24	40	54	47	37	78	28	81
SC_RS34860	NC_003888.3	7224459	7224953	-	495	8	6	4	5	0	3	24	3	16
SC_RS34865	NC_003888.3	7224958	7226553	-	1596	5	7	7	5	4	6	103	23	85
SC_RS34870	NC_003888.3	7226553	7230248	-	3696	25	23	36	18	6	15	211	51	198
SC_RS34875	NC_003888.3	7230397	7231212	-	816	69	50	86	73	67	69	108	49	95
SC_RS34880	NC_003888.3	7231262	7232125	-	864	154	118	165	150	116	167	166	95	140
SC_RS34885	NC_003888.3	7232354	7232779	+	426	7	6	4	5	8	8	47	13	29
SC_RS34890	NC_003888.3	7232761	7233579	-	819	100	97	113	129	126	145	138	121	134
SC_RS34895	NC_003888.3	7233669	7233974	+	306	126	119	149	120	89	93	141	109	119
SC_RS34900	NC_003888.3	7233979	7234725	+	747	62	57	70	94	76	79	129	95	102
SC_RS34905	NC_003888.3	7234796	7236691	+	1896	4	4	4	14	8	21	151	41	114
SC_RS34910	NC_003888.3	7236695	7236940	-	246	0	1	0	5	8	7	62	36	55
SC_RS34915	NC_003888.3	7237214	7237894	+	681	55	51	55	307	255	286	108	85	87
SC_RS34920	NC_003888.3	7237887	7240559	-	2673	14	10	18	25	9	7	174	32	140
SC_RS34925	NC_003888.3	7240806	7243727	-	2922	17	18	30	10	6	12	160	32	152
SC_RS34930	NC_003888.3	7244247	7245986	+	1740	3	7	7	4	9	10	98	33	102
SC_RS34935	NC_003888.3	7246146	7247090	+	945	39	38	41	97	85	91	127	78	105
SC_RS34940	NC_003888.3	7247175	7247876	+	702	70	34	56	204	207	227	131	108	104
SC_RS34945	NC_003888.3	7247934	7248767	-	834	956	895	1067	2582	2302	3659	830	910	628
SC_RS34950	NC_003888.3	7248851	7250677	-	1827	52	42	61	8	6	12	99	30	112
SC_RS34955	NC_003888.3	7250906	7252420	-	1515	46	45	51	4	7	4	93	21	87
SC_RS34960	NC_003888.3	7252536	7253519	+	984	16	26	30	17	16	10	64	17	58
SC_RS34965	NC_003888.3	7253501	7254379	-	879	54	48	53	13	22	13	59	29	47
SC_RS34970	NC_003888.3	7254532	7255569	+	1038	15	12	15	17	24	14	71	25	75
SC_RS34975	NC_003888.3	7255596	7257542	-	1947	12	19	16	13	3	5	136	23	101
SC_RS34980	NC_003888.3	7257738	7258586	-	849	164	179	251	59	52	61	146	93	107
SC_RS34985	NC_003888.3	7258619	7259479	-	861	0	0	2	2	1	5	39	8	33
SC_RS34990	NC_003888.3	7259476	7261467	-	1992	0	4	2	1	2	3	129	26	84
SC_RS34995	NC_003888.3	7261448	7263376	-	1929	4	3	6	9	5	5	109	29	91
SC_RS35000	NC_003888.3	7263373	7264344	-	972	0	1	0	3	2	6	60	10	48
SC_RS35005	NC_003888.3	7264548	7265888	+	1341	15	7	7	2	8	7	73	18	55
SC_RS35010	NC_003888.3	7265857	7266009	+	153	0	1	0	7	2	0	12	2	7
SC_RS35015	NC_003888.3	7266172	7267122	+	951	258	274	274	38	34	38	82	36	42
SC_RS35020	NC_003888.3	7267256	7267933	+	678	588	595	741	304	200	217	226	203	165
SC_RS35025	NC_003888.3	7268197	7269378	+	1182	173	157	199	120	114	132	1696	1450	1222
SC_RS35030	NC_003888.3	7269589	7271106	+	1518	19	8	25	19	15	17	775	591	607
SC_RS35035	NC_003888.3	7271103	7272122	+	1020	8	14	7	21	6	19	550	495	423
SC_RS35040	NC_003888.3	7272140	7273186	+	1047	16	8	27	45	21	36	2230	2457	1876
SC_RS35045	NC_003888.3	7273272	7274564	+	1293	13	13	15	34	28	33	989	894	939
SC_RS35050	NC_003888.3	7274581	7275579	+	999	8	7	8	35	25	31	1284	1224	1075
SC_RS35055	NC_003888.3	7275867	7279583	+	3717	2	4	8	72	58	84	3052	2901	2700
SC_RS35060	NC_003888.3	7279753	7281006	+	1254	6	2	0	11	12	18	244	192	234
SC_RS35065	NC_003888.3	7281003	7282094	+	1092	10	9	17	20	20	24	170	168	191
SC_RS35070	NC_003888.3	7282091	7283038	+	948	1	2	1	6	2	8	112	52	57
SC_RS35075	NC_003888.3	7283052	7283789	+	738	3	0	1	6	3	4	108	50	83
SC_RS35080	NC_003888.3	7283789	7284637	+	849	2	1	5	10	3	7	170	94	127
SC_RS35085	NC_003888.3	7284641	7285816	+	1176	6	6	5	6	6	7	116	59	112
SC_RS35090	NC_003888.3	7285813	7287210	+	1398	11	11	9	11	7	8	239	142	184
SC_RS35095	NC_003888.3	7287325	7288539	+	1215	1	1	6	29	15	29	597	532	457
SC_RS35100	NC_003888.3	7288619	7289998	-	1380	8	9	13	14	16	6	71	26	87
SC_RS35105	NC_003888.3	7290122	7292266	-	2145	6	11	20	23	16	40	131	35	118
SC_RS35110	NC_003888.3	7292271	7293503	-	1233	4	9	6	22	15	19	134	23	82
SC_RS35115	NC_003888.3	7293515	7295197	-	1683	5	6	3	5	2	6	106	34	78
SC_RS35120	NC_003888.3	7295341	7296492	+	1152	3	2	2	2	0	3	86	27	74
SC_RS35125	NC_003888.3	7296507	7297433	+	927	1	1	1	2	2	4	43	12	32
SC_RS35130	NC_003888.3	7297430	7298992	+	1563	4	1	5	5	0	4	92	22	86
SC_RS35135	NC_003888.3	7299120	7300451	-	1332	2	1	4	39	18	22	78	23	69
SC_RS35140	NC_003888.3	7300604	7300688	+	85	21	20	34	21	15	17	18	17	21
SC_RS35145	NC_003888.3	7301063	7303123	+	2061	76	68	89	15	16	13	147	56	107
SC_RS35150	NC_003888.3	7303361	7305568	-	2208	2581	2423	2859	773	720	1045	542	505	469
SC_RS35155	NC_003888.3	7305602	7306108	-	507	543	476	619	142	123	194	104	102	99
SC_RS35160	NC_003888.3	7306230	7306619	-	390	237	218	284	139	142	133	116	110	83
SC_RS35165	NC_003888.3	7306616	7310059	-	3444	1952	1772	2127	1336	1178	1405	851	797	685
SC_RS35170	NC_003888.3	7310408	7312216	-	1809	47	23	31	23	48	35	148	50	130
SC_RS35175	NC_003888.3	7312483	7313565	+	1083	5	3	4	51	51	56	93	41	66
SC_RS35180	NC_003888.3	7313660	7315429	+	1770	2	4	7	37	28	57	121	37	94
SC_RS35185	NC_003888.3	7315461	7318040	+	2580	9	14	16	45	36	44	164	56	160
SC_RS35190	NC_003888.3	7318137	7319177	+	1041	67	60	79	41	43	54	100	61	92
SC_RS35195	NC_003888.3	7319193	7319846	-	654	161	134	188	32	38	56	73	47	60
SC_RS35200	NC_003888.3	7320012	7321337	-	1326	8	4	9	6	3	3	90	20	65
SC_RS35205	NC_003888.3	7321513	7322829	+	1317	3	1	0	2	1	0	90	31	87
SC_RS35210	NC_003888.3	7322891	7323919	+	1029	1	3	3	4	2	4	56	17	49
SC_RS35215	NC_003888.3	7323927	7324766	+	840	1	0	5	4	4	4	38	16	43
SC_RS35220	NC_003888.3	7324811	7326169	+	1359	6	10	9	11	11	18	89	27	95
SC_RS35225	NC_003888.3	7326290	7326469	+	180	9	4	20	28	12	17	32	7	17
SC_RS35230	NC_003888.3	7326508	7327326	-	819	312	347	457	1074	973	1091	592	562	507
SC_RS35235	NC_003888.3	7327541	7328326	+	786	35	30	35	68	69	59	80	45	77
SC_RS35240	NC_003888.3	7328456	7330114	+	1659	63	56	73	192	163	183	248	176	184
SC_RS35245	NC_003888.3	7330247	7331275	+	1029	11	13	20	56	58	58	120	80	123
SC_RS35250	NC_003888.3	7331426	7332799	+	1374	13	6	12	8	4	5	89	17	73
SC_RS35255	NC_003888.3	7332818	7333378	-	561	15	16	15	29	19	14	53	18	54
SC_RS35260	NC_003888.3	7333403	7334332	-	930	20	18	25	19	6	17	61	24	36
SC_RS35265	NC_003888.3	7334456	7334863	+	408	78	77	110	25	34	42	45	43	58
SC_RS35270	NC_003888.3	7335116	7336225	+	1110	109	104	138	553	543	629	422	351	327
SC_RS35275	NC_003888.3	7336237	7337439	+	1203	47	42	58	234	219	279	224	154	178
SC_RS35280	NC_003888.3	7337453	7338883	-	1431	64	44	65	77	72	77	122	62	128
SC_RS35285	NC_003888.3	7338876	7339220	-	345	13	19	30	8	7	9	20	11	22
SC_RS35290	NC_003888.3	7339269	7339931	-	663	226	220	287	244	178	245	260	180	206
SC_RS35295	NC_003888.3	7339983	7340813	-	831	5	7	10	8	4	13	58	17	42
SC_RS35300	NC_003888.3	7340945	7341376	+	432	53	34	49	85	74	67	92	37	64
SC_RS35305	NC_003888.3	7341633	7342907	+	1275	311	315	353	187	162	225	777	1097	957
SC_RS35310	NC_003888.3	7343142	7345028	+	1887	309	320	409	667	600	704	520	433	445
SC_RS35315	NC_003888.3	7345115	7347256	+	2142	862	825	1147	2111	2032	2181	1914	1529	1365
SC_RS35320	NC_003888.3	7347312	7347440	-	129	16540	15998	21571	81427	81344	72873	104551	121648	114232
SC_RS35325	NC_003888.3	7347733	7348320	+	588	36	25	41	759	700	714	385	359	341
SC_RS35330	NC_003888.3	7348537	7353210	+	4674	1018	901	1131	1043	813	1123	807	551	598
SC_RS35335	NC_003888.3	7353207	7356839	+	3633	1245	1193	1622	1470	1212	1505	1136	963	929
SC_RS35340	NC_003888.3	7356766	7357314	-	549	10	5	9	8	6	7	48	11	43
SC_RS35345	NC_003888.3	7357519	7358352	+	834	28	22	30	246	245	264	176	150	158
SC_RS35350	NC_003888.3	7358349	7358552	+	204	79	78	108	475	524	652	396	434	285
SC_RS35355	NC_003888.3	7358814	7359689	+	876	207	225	289	846	731	830	840	659	648
SC_RS35360	NC_003888.3	7360045	7360494	+	450	202	218	293	685	548	603	660	637	571
SC_RS35365	NC_003888.3	7360544	7362409	+	1866	155	129	163	455	437	470	509	444	456
SC_RS35370	NC_003888.3	7362943	7366827	+	3885	575	526	686	718	639	832	715	462	549
SC_RS35375	NC_003888.3	7366824	7369748	+	2925	470	436	521	418	397	522	494	371	430
SC_RS35380	NC_003888.3	7369817	7370869	-	1053	180	176	264	711	654	722	1012	1001	840
SC_RS35385	NC_003888.3	7370866	7372683	-	1818	571	601	733	1466	1248	1367	1955	1644	1304
SC_RS35390	NC_003888.3	7372859	7374208	+	1350	321	307	407	286	238	325	324	250	283
SC_RS35395	NC_003888.3	7374208	7376403	+	2196	219	213	256	179	98	202	274	160	241
SC_RS35400	NC_003888.3	7376413	7377627	-	1215	12	10	18	9	6	11	83	28	75
SC_RS35405	NC_003888.3	7378334	7378888	+	555	678	591	771	278	238	313	240	177	176
SC_RS35410	NC_003888.3	7378997	7380508	+	1512	1336	1305	1618	265	249	293	231	147	147
SC_RS35415	NC_003888.3	7380512	7382317	+	1806	814	787	982	143	151	186	167	131	144
SC_RS35420	NC_003888.3	7382319	7383629	+	1311	521	465	629	94	66	97	179	95	111
SC_RS35425	NC_003888.3	7383632	7384426	-	795	14	21	16	12	11	12	103	60	88
SC_RS35430	NC_003888.3	7384536	7385545	+	1010	46	58	66	102	75	90	83	37	68
SC_RS35435	NC_003888.3	7385660	7386058	+	399	6	2	4	13	7	7	40	36	22
SC_RS35440	NC_003888.3	7386055	7387293	+	1239	22	17	12	29	33	26	178	168	166
SC_RS35445	NC_003888.3	7387377	7388675	+	1299	17	24	30	29	32	34	205	231	245
SC_RS35450	NC_003888.3	7388825	7389583	+	759	16	13	14	21	14	24	177	176	197
SC_RS35455	NC_003888.3	7389679	7390482	-	804	34	18	39	45	50	41	110	61	74
SC_RS35460	NC_003888.3	7390536	7391201	+	666	6	10	12	38	37	29	193	147	171
SC_RS35465	NC_003888.3	7391232	7392461	-	1230	61	57	73	91	81	84	109	69	96
SC_RS35470	NC_003888.3	7392553	7394076	-	1524	613	600	692	192	158	196	170	158	160
SC_RS35475	NC_003888.3	7394148	7395029	-	882	1633	1628	2028	937	924	1166	565	671	516
SC_RS35480	NC_003888.3	7395031	7396683	-	1653	1705	1991	2168	801	745	1154	485	542	413
SC_RS35485	NC_003888.3	7396676	7397611	-	936	1340	1558	1671	488	415	711	272	312	244
SC_RS35490	NC_003888.3	7397608	7399386	-	1779	4723	5273	5624	997	985	1270	663	744	588
SC_RS35495	NC_003888.3	7399383	7400528	-	1146	3851	4636	4896	615	580	702	404	569	466
SC_RS35500	NC_003888.3	7400592	7402688	-	2097	5128	6378	6335	1130	911	1393	1277	2253	1301
SC_RS35505	NC_003888.3	7402846	7403751	+	906	41	34	53	18	18	24	79	26	51
SC_RS35510	NC_003888.3	7403831	7405231	-	1401	8	5	3	47	47	47	114	57	139
SC_RS35515	NC_003888.3	7405534	7407651	-	2118	6	6	6	9	13	12	118	30	80
SC_RS35520	NC_003888.3	7407798	7408466	-	669	5	5	5	31	10	26	42	20	36
SC_RS35525	NC_003888.3	7408463	7409680	-	1218	23	24	29	48	52	53	113	48	73
SC_RS35530	NC_003888.3	7409712	7410506	-	795	7	3	5	8	8	7	58	7	37
SC_RS35535	NC_003888.3	7410633	7411970	+	1338	97	114	105	185	121	154	168	86	145
SC_RS35540	NC_003888.3	7411963	7413129	-	1167	134	125	144	18	28	39	93	33	76
SC_RS35545	NC_003888.3	7413412	7414299	+	888	98	119	145	126	85	109	142	79	118
SC_RS35550	NC_003888.3	7414296	7414976	+	681	80	93	106	91	55	72	117	64	72
SC_RS35555	NC_003888.3	7414995	7415231	-	237	124	112	163	108	68	85	187	158	144
SC_RS35560	NC_003888.3	7415327	7415983	-	657	140	139	187	334	259	277	395	348	253
SC_RS35565	NC_003888.3	7416216	7416875	+	660	70	53	109	23	25	18	62	28	68
SC_RS35570	NC_003888.3	7416896	7417258	-	363	2	7	4	0	0	1	22	7	20
SC_RS35575	NC_003888.3	7417332	7418273	-	942	6	4	2	5	4	9	49	9	47
SC_RS35580	NC_003888.3	7418270	7418440	-	171	1	2	1	1	2	2	7	2	5
SC_RS35585	NC_003888.3	7418437	7419516	-	1080	7	4	3	16	6	10	91	23	76
SC_RS35590	NC_003888.3	7419742	7422456	+	2715	4	2	5	178	101	59	1501	1161	951
SC_RS35595	NC_003888.3	7422494	7422622	+	129	0	0	0	79	52	26	2036	1942	1261
SC_RS35600	NC_003888.3	7422658	7424568	+	1911	3	3	3	68	43	35	673	543	547
SC_RS35605	NC_003888.3	7424565	7426391	+	1827	1	1	0	28	14	18	304	212	218
SC_RS35610	NC_003888.3	7426396	7427004	-	609	0	0	0	40	43	58	169	138	147
SC_RS35615	NC_003888.3	7427533	7428411	+	879	453	311	443	139	121	151	154	112	94
SC_RS35620	NC_003888.3	7428452	7433488	+	5037	606	602	737	373	396	489	532	307	386
SC_RS35625	NC_003888.3	7433569	7437084	+	3516	90	110	101	15	29	33	221	46	156
SC_RS35630	NC_003888.3	7437081	7438847	+	1767	12	11	15	13	7	11	94	16	82
SC_RS35635	NC_003888.3	7438926	7440227	-	1302	14	11	19	137	91	98	104	37	83
SC_RS35640	NC_003888.3	7440399	7442462	+	2064	25	23	33	15043	14766	15244	993	725	495
SC_RS35645	NC_003888.3	7442516	7443469	-	954	118	121	167	255	228	266	174	171	181
SC_RS35650	NC_003888.3	7443466	7444281	-	816	100	65	110	186	187	294	135	172	128
SC_RS35655	NC_003888.3	7444457	7445071	+	615	351	306	437	598	386	670	700	685	550
SC_RS35660	NC_003888.3	7445240	7446283	-	1044	258	269	305	366	417	468	288	290	247
SC_RS35665	NC_003888.3	7446559	7449240	+	2682	239	210	266	1535	1264	1658	993	789	820
SC_RS35670	NC_003888.3	7449267	7450385	-	1119	28	35	55	47	37	55	99	37	70
SC_RS35675	NC_003888.3	7450391	7451755	-	1365	25	23	27	17	23	28	83	31	60
SC_RS35680	NC_003888.3	7451752	7452357	-	606	11	10	13	15	8	5	26	7	23
SC_RS35685	NC_003888.3	7452364	7453137	-	774	7	5	8	5	4	6	36	9	43
SC_RS35690	NC_003888.3	7453156	7454358	-	1203	22	7	15	9	19	13	78	21	61
SC_RS35695	NC_003888.3	7454355	7455008	-	654	8	12	12	16	13	6	41	14	35
SC_RS35700	NC_003888.3	7455008	7455790	-	783	17	20	22	18	9	20	57	20	49
SC_RS35705	NC_003888.3	7456000	7456464	+	465	37	28	36	15	17	9	63	35	58
SC_RS35710	NC_003888.3	7456480	7457457	-	978	8	10	3	5	7	6	94	30	65
SC_RS35715	NC_003888.3	7457668	7458858	+	1191	10	4	9	36	26	44	140	74	91
SC_RS35720	NC_003888.3	7458874	7459941	-	1068	17	17	24	21	17	21	84	19	71
SC_RS35725	NC_003888.3	7460154	7460492	+	339	3	5	1	107	96	127	88	104	93
SC_RS35730	NC_003888.3	7460584	7461609	+	1026	38	35	56	138	140	174	159	133	142
SC_RS35735	NC_003888.3	7461626	7463815	-	2190	7	9	7	139	86	121	715	779	688
SC_RS35740	NC_003888.3	7463830	7466307	-	2478	18	13	8	132	134	107	866	765	686
SC_RS35745	NC_003888.3	7466508	7467539	+	1032	7	7	14	44	27	20	155	58	106
SC_RS35750	NC_003888.3	7467726	7468784	+	1059	82	70	133	138	101	150	188	119	158
SC_RS35755	NC_003888.3	7468890	7469681	-	792	406	369	409	130	137	114	176	146	160
SC_RS35760	NC_003888.3	7469875	7470120	+	246	83	84	115	62	59	40	187	187	165
SC_RS35765	NC_003888.3	7470181	7470306	-	126	529	467	596	156	226	188	122	102	130
SC_RS35770	NC_003888.3	7470453	7470647	+	195	134	140	171	102	96	61	79	53	84
SC_RS35775	NC_003888.3	7470692	7471666	-	975	2948	3161	4070	3339	3741	3654	3125	2688	2718
SC_RS35780	NC_003888.3	7471875	7472651	-	777	19	17	38	47	47	41	78	77	93
SC_RS35785	NC_003888.3	7472768	7475026	-	2259	28	21	27	18	7	18	136	44	96
SC_RS35790	NC_003888.3	7475037	7476671	-	1635	76	92	101	27	44	31	111	63	104
SC_RS35795	NC_003888.3	7476971	7477642	+	672	27	34	20	53	34	22	93	61	91
SC_RS35800	NC_003888.3	7477705	7478121	-	417	396	407	476	1178	1258	964	697	743	603
SC_RS35805	NC_003888.3	7478448	7479494	+	1047	42	37	39	108	101	92	131	77	117
SC_RS35810	NC_003888.3	7479567	7479896	+	330	110	96	141	78	87	89	218	205	185
SC_RS35815	NC_003888.3	7479906	7480202	-	297	143	124	178	252	232	237	89	91	118
SC_RS35820	NC_003888.3	7480244	7480945	+	702	102	108	120	43	79	86	124	81	83
SC_RS35825	NC_003888.3	7480933	7481127	-	195	14	13	27	12	15	15	31	14	34
SC_RS35830	NC_003888.3	7481296	7481442	+	147	526	536	557	526	391	273	914	1007	944
SC_RS35835	NC_003888.3	7481508	7482698	-	1191	210	235	248	173	129	95	307	183	287
SC_RS35840	NC_003888.3	7482906	7484102	+	1197	37	35	46	40	20	35	133	65	121
SC_RS35845	NC_003888.3	7484114	7485328	+	1215	91	107	121	219	189	247	267	210	229
SC_RS35850	NC_003888.3	7485381	7487561	+	2181	184	179	201	374	334	411	516	399	413
SC_RS35855	NC_003888.3	7487571	7488326	-	756	43	34	61	26	16	27	85	35	48
SC_RS35860	NC_003888.3	7488549	7490018	+	1470	215	184	294	99	97	101	135	112	142
SC_RS35865	NC_003888.3	7490061	7490546	+	486	220	216	314	76	47	69	87	41	66
SC_RS35870	NC_003888.3	7490559	7492055	-	1497	118	124	152	4008	2396	5677	693	744	595
SC_RS35875	NC_003888.3	7492490	7493788	+	1299	15	11	16	51	36	45	147	83	104
SC_RS35880	NC_003888.3	7493869	7495605	+	1737	95	93	144	129	99	132	206	172	192
SC_RS35885	NC_003888.3	7495638	7496600	-	963	386	393	550	309	273	350	236	235	281
SC_RS35890	NC_003888.3	7496667	7497704	+	1038	4	6	5	26	12	27	131	122	138
SC_RS35895	NC_003888.3	7497718	7499361	+	1644	359	289	419	135	97	141	212	139	188
SC_RS35900	NC_003888.3	7499508	7501850	-	2343	2120	2036	2606	1243	1153	1258	889	878	741
SC_RS35905	NC_003888.3	7501965	7502096	-	132	21	23	18	32	23	34	23	34	34
SC_RS35910	NC_003888.3	7502204	7503073	-	870	69	53	74	70	59	64	108	56	90
SC_RS35915	NC_003888.3	7503189	7504166	+	978	10	8	18	27	27	32	78	30	55
SC_RS35920	NC_003888.3	7504216	7504851	+	636	8	6	18	30	33	35	80	33	53
SC_RS35925	NC_003888.3	7504838	7505593	-	756	130	142	185	122	116	151	217	134	180
SC_RS35930	NC_003888.3	7505789	7506241	+	453	23	33	44	984	881	758	712	785	700
SC_RS35935	NC_003888.3	7506308	7506901	-	594	580	549	725	1270	1276	1175	875	712	712
SC_RS35940	NC_003888.3	7507178	7508116	-	939	300	308	417	703	585	707	120	139	121
SC_RS35945	NC_003888.3	7508594	7510411	+	1818	1223	1163	1380	49	42	69	181	92	159
SC_RS35950	NC_003888.3	7510408	7511160	+	753	1739	1937	2388	75	73	109	197	182	197
SC_RS35955	NC_003888.3	7511148	7512209	+	1062	1601	1548	1879	78	76	98	164	124	162
SC_RS35960	NC_003888.3	7512187	7512966	+	780	976	1025	1207	40	30	31	92	77	81
SC_RS35965	NC_003888.3	7512975	7513847	+	873	613	616	751	14	15	28	87	49	76
SC_RS35970	NC_003888.3	7513947	7514876	+	930	789	736	982	169	142	189	169	142	138
SC_RS35975	NC_003888.3	7514869	7515657	+	789	784	835	1028	267	224	251	234	200	195
SC_RS35980	NC_003888.3	7516017	7516928	+	912	246	205	310	365	355	525	341	370	288
SC_RS35985	NC_003888.3	7516925	7517875	+	951	282	285	372	522	467	593	456	372	336
