start	strand	21839	m
2247861	-	0.0	0.0
2248720	+	0.0	0.0
2248721	-	0.0	0.0
2248739	+	0.0	0.0
2248740	-	100.0	0.0
2249810	+	0.0	0.0
2249811	-	0.0	0.0
2250912	+	0.0	0.0
2250913	-	0.0	0.0
2251053	+	0.0	0.0
2251054	-	0.0	0.0
2251189	+	0.0	0.0
2251190	-	0.0	0.0
2252135	+	0.0	0.0
2252136	-	0.0	0.0
2252156	+	0.0	0.0
2252157	-	0.0	0.0
2252285	+	0.0	0.0
2252286	-	0.0	0.0
2252747	+	0.0	0.0
2252748	-	0.0	0.0
2252961	+	0.0	0.0
2252962	-	0.0	0.0
2253047	+	0.0	0.0
2253048	-	0.0	0.0
2253626	+	0.0	0.0
2253627	-	0.0	0.0
2254177	+	0.0	0.0
2254178	-	0.0	0.0
2255544	+	0.0	0.0
2255545	-	0.0	0.0
2255845	-	0.0	0.0
2256206	+	0.0	0.0
2256207	-	0.0	0.0
2256514	+	0.0	0.0
2256515	-	0.0	0.0
2257057	+	0.0	0.0
2257058	-	0.0	0.0
2257239	+	0.0	0.0
2257240	-	0.0	0.0
2257955	+	0.0	0.0
2257956	-	0.0	0.0
2258123	+	0.0	0.0
2258124	-	0.0	0.0
2258133	+	0.0	0.0
2258134	-	0.0	0.0
2258922	+	0.0	0.0
2258923	-	0.0	0.0
2259343	+	0.0	0.0
2259344	-	0.0	0.0
2260080	+	0.0	0.0
2260081	-	0.0	0.0
2260701	+	0.0	0.0
2260702	-	0.0	0.0
2260824	+	0.0	0.0
2260825	-	0.0	0.0
2261285	+	0.0	0.0
2261286	-	0.0	0.0
2261363	+	0.0	0.0
2261364	-	0.0	0.0
2261705	+	0.0	0.0
2261706	-	0.0	0.0
2261723	+	0.0	0.0
2261724	-	0.0	0.0
2262605	+	0.0	0.0
2262606	-	0.0	0.0
2263943	+	0.0	0.0
2263944	-	0.0	0.0
2264532	+	0.0	0.0
2264533	-	0.0	0.0
2264802	+	0.0	0.0
2264803	-	0.0	0.0
2266450	+	0.0	0.0
2266451	-	0.0	0.0
2268192	+	0.0	0.0
2268193	-	0.0	0.0
2268256	+	0.0	0.0
2268257	-	0.0	0.0
2268275	+	0.0	0.0
2268276	-	0.0	0.0
2268861	+	0.0	0.0
2268862	-	0.0	0.0
2269438	+	100.0	0.0
2269439	-	0.0	0.0
2269537	+	0.0	0.0
2269538	-	0.0	0.0
2269966	+	0.0	0.0
2269967	-	100.0	0.0
2270039	+	0.0	0.0
2270040	-	0.0	0.0
2270080	+	83.33	0.0
2270081	-	0.0	0.0
2271718	+	0.0	0.0
2271719	-	0.0	0.0
2274092	+	0.0	0.0
2274093	-	0.0	0.0
2274352	+	0.0	0.0
2274353	-	0.0	0.0
2274530	+	0.0	0.0
2274531	-	94.44	0.0
2274821	+	94.74	0.0
2274822	-	0.0	0.0
2275208	+	95.65	0.0
2275209	-	0.0	0.0
2275403	+	0.0	0.0
2275404	-	0.0	0.0
2275487	+	89.29	0.0
2275488	-	0.0	0.0
2277826	+	0.0	0.0
2277827	-	0.0	0.0
2278453	+	0.0	0.0
2278454	-	0.0	0.0
2278797	+	0.0	0.0
2278798	-	0.0	0.0
2279115	+	0.0	0.0
2279116	-	0.0	0.0
2279358	+	0.0	0.0
2279359	-	0.0	0.0
2279427	+	95.0	0.0
2279428	-	0.0	0.0
2280113	+	0.0	0.0
2280114	-	50.0	0.0
2280143	+	0.0	0.0
2280144	-	0.0	0.0
2280151	+	0.0	0.0
2280152	-	0.0	0.0
2281824	+	0.0	0.0
2281825	-	0.0	0.0
2282000	+	0.0	0.0
2282001	-	0.0	0.0
2282415	+	0.0	0.0
2282416	-	30.0	0.0
2282610	+	0.0	0.0
2282611	-	0.0	0.0
2282722	+	0.0	0.0
2282723	-	0.0	0.0
2283282	+	0.0	0.0
2283283	-	0.0	0.0
2283353	+	0.0	0.0
2283354	-	0.0	0.0
2284233	+	0.0	0.0
2284234	-	0.0	0.0
2284370	+	0.0	0.0
2284371	-	0.0	0.0
2285061	+	78.57	0.0
2285062	-	0.0	0.0
2285509	+	0.0	0.0
2285510	-	0.0	0.0
2285585	+	0.0	0.0
2285586	-	0.0	0.0
2285624	+	0.0	0.0
2285625	-	0.0	0.0
2286032	+	0.0	0.0
2286033	-	0.0	0.0
2286887	+	0.0	0.0
2286888	-	0.0	0.0
2287342	+	0.0	0.0
2287343	-	0.0	0.0
2288286	+	0.0	0.0
2288287	-	0.0	0.0
2288294	+	0.0	0.0
2288295	-	0.0	0.0
2290118	+	0.0	0.0
2290119	-	0.0	0.0
2290304	+	0.0	0.0
2290305	-	0.0	0.0
2290677	+	0.0	0.0
2290678	-	0.0	0.0
2291151	+	0.0	0.0
2291152	-	0.0	0.0
2292102	+	0.0	0.0
2292103	-	0.0	0.0
2292263	+	0.0	0.0
2292264	-	0.0	0.0
2292791	+	0.0	0.0
2292792	-	0.0	0.0
2294089	+	0.0	0.0
2294090	-	0.0	0.0
2294207	+	0.0	0.0
2294208	-	0.0	0.0
2294401	+	87.5	0.0
2294402	-	0.0	0.0
2295269	+	0.0	0.0
2295270	-	0.0	0.0
2295461	+	0.0	0.0
2295462	-	36.36	0.0
2295831	+	0.0	0.0
2295832	-	0.0	0.0
2296548	+	0.0	0.0
2296549	-	0.0	0.0
2297807	+	0.0	0.0
2297808	-	0.0	0.0
2297936	+	0.0	0.0
2297937	-	0.0	0.0
2300013	+	0.0	0.0
2300014	-	0.0	0.0
2300132	+	0.0	0.0
2300133	-	0.0	0.0
2300506	+	0.0	0.0
2300507	-	95.24	0.0
2301153	+	0.0	0.0
2301154	-	0.0	0.0
2301692	+	0.0	0.0
2301693	-	0.0	0.0
2302529	+	0.0	0.0
2302530	-	0.0	0.0
2302610	+	0.0	0.0
2302611	-	0.0	0.0
2302652	+	0.0	0.0
2302653	-	0.0	0.0
2303680	+	0.0	0.0
2303681	-	0.0	0.0
2303994	+	64.29	0.0
2303995	-	0.0	0.0
2304886	+	0.0	0.0
2304887	-	83.33	0.0
2306843	+	0.0	0.0
2306844	-	0.0	0.0
2306960	+	0.0	0.0
2306961	-	0.0	0.0
2307062	+	0.0	0.0
2307063	-	0.0	0.0
2307071	+	0.0	0.0
2307072	-	0.0	0.0
2307758	+	0.0	0.0
2307759	-	95.0	0.0
2307800	+	0.0	0.0
2307801	-	100.0	0.0
2309035	+	0.0	0.0
2309036	-	100.0	0.0
2309437	+	0.0	0.0
2309438	-	0.0	0.0
2309572	+	0.0	0.0
2310214	+	0.0	0.0
2310215	-	0.0	0.0
2311302	+	0.0	0.0
2311303	-	93.75	0.0
2311601	+	0.0	0.0
2311602	-	0.0	0.0
2311632	+	0.0	0.0
2311633	-	0.0	0.0
2312706	+	0.0	0.0
2312707	-	0.0	0.0
2313263	+	0.0	0.0
2313264	-	0.0	0.0
2314530	+	0.0	0.0
2314531	-	0.0	0.0
2316074	+	93.33	0.0
2316075	-	0.0	0.0
2316544	+	0.0	0.0
2316545	-	0.0	0.0
2316674	+	0.0	0.0
2316675	-	0.0	0.0
2316780	+	0.0	0.0
2316781	-	0.0	0.0
2317245	+	0.0	0.0
2317246	-	0.0	0.0
2318894	+	0.0	0.0
2318895	-	0.0	0.0
2318936	+	0.0	0.0
2320105	+	0.0	0.0
2320106	-	0.0	0.0
2320482	+	0.0	0.0
2320483	-	0.0	0.0
2320902	+	0.0	0.0
2320903	-	0.0	0.0
2320930	+	0.0	0.0
2320931	-	0.0	0.0
2320961	+	0.0	0.0
2320962	-	0.0	0.0
2321553	+	0.0	0.0
2321554	-	0.0	0.0
2322045	+	0.0	0.0
2322046	-	0.0	0.0
2322551	+	0.0	0.0
2322552	-	0.0	0.0
2322758	+	0.0	0.0
2322759	-	0.0	0.0
2323166	+	0.0	0.0
2323167	-	0.0	0.0
2324242	+	0.0	0.0
2324243	-	0.0	0.0
2324361	+	0.0	0.0
2324362	-	0.0	0.0
2326338	+	0.0	0.0
2326339	-	0.0	0.0
2326362	+	0.0	0.0
2326363	-	0.0	0.0
2326961	+	0.0	0.0
2326962	-	0.0	0.0
2327378	+	0.0	0.0
2327379	-	0.0	0.0
2329792	+	0.0	0.0
2329793	-	95.0	0.0
2330659	+	0.0	0.0
2330660	-	0.0	0.0
2331156	+	0.0	0.0
2331157	-	46.67	0.0
2331378	+	0.0	0.0
2331379	-	0.0	0.0
2331465	+	0.0	0.0
2331466	-	0.0	0.0
2331961	+	0.0	0.0
2331962	-	0.0	0.0
2332283	+	0.0	0.0
2332284	-	0.0	0.0
2333408	+	0.0	0.0
2333409	-	0.0	0.0
2333701	+	0.0	0.0
2333702	-	0.0	0.0
2334011	+	100.0	0.0
2334470	+	0.0	0.0
2334471	-	0.0	0.0
2335555	+	0.0	0.0
2335556	-	0.0	0.0
2336458	+	0.0	0.0
2336459	-	0.0	0.0
2338479	+	0.0	0.0
2338480	-	0.0	0.0
2338567	+	0.0	0.0
2338568	-	0.0	0.0
2338652	+	0.0	0.0
2338653	-	0.0	0.0
2339881	+	0.0	0.0
2339882	-	0.0	0.0
2340280	+	0.0	0.0
2340281	-	0.0	0.0
2341118	+	0.0	0.0
2341119	-	0.0	0.0
2341157	+	0.0	0.0
2341158	-	0.0	0.0
2341945	+	0.0	0.0
2341946	-	0.0	0.0
2342069	-	0.0	0.0
2342170	+	0.0	0.0
2342171	-	0.0	0.0
2342608	+	0.0	0.0
2342609	-	0.0	0.0
2342775	+	0.0	0.0
2342776	-	0.0	0.0
2342799	+	63.64	0.0
2342800	-	0.0	0.0
2343347	+	0.0	0.0
2343348	-	0.0	0.0
2343384	+	60.0	0.0
2343385	-	0.0	0.0
2343565	+	0.0	0.0
2343566	-	0.0	0.0
2343746	+	0.0	0.0
2343747	-	0.0	0.0
2344597	+	78.95	0.0
2344598	-	0.0	0.0
2344630	+	0.0	0.0
2344631	-	0.0	0.0
2344697	+	0.0	0.0
2344698	-	0.0	0.0
2345329	+	0.0	0.0
2345330	-	0.0	0.0
2345628	+	0.0	0.0
2345629	-	0.0	0.0
2345705	-	0.0	0.0
2346084	+	0.0	0.0
2346085	-	0.0	0.0
2346163	+	0.0	0.0
2346164	-	0.0	0.0
2346546	+	0.0	0.0
2346547	-	0.0	0.0
2347213	+	100.0	0.0
2347214	-	0.0	0.0
2348470	+	0.0	0.0
2348471	-	0.0	0.0
2349269	+	0.0	0.0
2349270	-	0.0	0.0
2349617	+	0.0	0.0
2349618	-	0.0	0.0
2350496	+	0.0	0.0
2350497	-	0.0	0.0
2350888	+	0.0	0.0
2350889	-	92.31	0.0
2351676	+	0.0	0.0
2351677	-	0.0	0.0
2352428	+	0.0	0.0
2352429	-	0.0	0.0
2352511	+	0.0	0.0
2352512	-	0.0	0.0
2354011	+	0.0	0.0
2354012	-	0.0	0.0
2354121	-	0.0	0.0
2354773	+	93.33	0.0
2354774	-	0.0	0.0
2354904	+	0.0	0.0
2354905	-	0.0	0.0
2355371	+	94.12	0.0
2355372	-	0.0	0.0
2356120	+	0.0	0.0
2356121	-	0.0	0.0
2356708	+	65.0	0.0
2356709	-	0.0	0.0
2358213	+	0.0	0.0
2358214	-	0.0	0.0
2358238	+	0.0	0.0
2358239	-	0.0	0.0
2358309	+	0.0	0.0
2358310	-	0.0	0.0
2358375	+	0.0	0.0
2358376	-	0.0	0.0
2358484	+	0.0	0.0
2358485	-	0.0	0.0
2358843	+	0.0	0.0
2358844	-	0.0	0.0
2359170	+	0.0	0.0
2359171	-	0.0	0.0
2359244	+	0.0	0.0
2359245	-	0.0	0.0
2359470	+	0.0	0.0
2359471	-	0.0	0.0
2359827	+	0.0	0.0
2359828	-	0.0	0.0
2359951	+	0.0	0.0
2359952	-	0.0	0.0
2361109	+	0.0	0.0
2361110	-	0.0	0.0
2361266	+	0.0	0.0
2361267	-	0.0	0.0
2362082	+	0.0	0.0
2362083	-	0.0	0.0
2362352	+	0.0	0.0
2362353	-	0.0	0.0
2362364	+	0.0	0.0
2362365	-	0.0	0.0
2362640	+	0.0	0.0
2362641	-	0.0	0.0
2363307	+	0.0	0.0
2363308	-	0.0	0.0
2363787	+	0.0	0.0
2363788	-	0.0	0.0
2364620	+	0.0	0.0
2364621	-	0.0	0.0
2365368	+	0.0	0.0
2365369	-	0.0	0.0
2365764	+	0.0	0.0
2365765	-	0.0	0.0
2366066	+	0.0	0.0
2366067	-	0.0	0.0
2366941	+	0.0	0.0
2366942	-	0.0	0.0
2367484	+	0.0	0.0
2367485	-	0.0	0.0
2368072	+	0.0	0.0
2368073	-	0.0	0.0
2369310	+	0.0	0.0
2369311	-	0.0	0.0
2371174	+	0.0	0.0
2371175	-	0.0	0.0
2371215	+	0.0	0.0
2371216	-	0.0	0.0
2372678	+	0.0	0.0
2372679	-	0.0	0.0
2373227	+	0.0	0.0
2373263	+	0.0	0.0
2373264	-	0.0	0.0
2373518	+	0.0	0.0
2373519	-	0.0	0.0
2375121	+	0.0	0.0
2375122	-	0.0	0.0
2375337	+	0.0	0.0
2375338	-	86.67	0.0
2375515	+	0.0	0.0
2375516	-	0.0	0.0
2376534	+	0.0	0.0
2376535	-	0.0	0.0
2376847	+	0.0	0.0
2376848	-	0.0	0.0
2378082	+	0.0	0.0
2378083	-	0.0	0.0
2378194	+	0.0	0.0
2378195	-	0.0	0.0
2378217	+	0.0	0.0
2378218	-	0.0	0.0
2380096	+	0.0	0.0
2380097	-	0.0	0.0
2380644	+	0.0	0.0
2380645	-	0.0	0.0
2380899	+	0.0	0.0
2380900	-	0.0	0.0
2381471	+	0.0	0.0
2381472	-	0.0	0.0
2381503	+	0.0	0.0
2381504	-	0.0	0.0
2382445	+	0.0	0.0
2382446	-	0.0	0.0
2383762	+	0.0	0.0
2383763	-	0.0	0.0
2383886	+	0.0	0.0
2383887	-	0.0	0.0
2384061	+	0.0	0.0
2384062	-	0.0	0.0
2384107	-	0.0	0.0
2384371	+	0.0	0.0
2384372	-	0.0	0.0
2384637	+	0.0	0.0
2384638	-	0.0	0.0
2384928	+	0.0	0.0
2384929	-	0.0	0.0
2385978	+	0.0	0.0
2385979	-	0.0	0.0
2388014	+	0.0	0.0
2388015	-	0.0	0.0
2388326	+	0.0	0.0
2388327	-	0.0	0.0
2388434	+	0.0	0.0
2388435	-	0.0	0.0
2388633	+	0.0	0.0
2388634	-	0.0	0.0
2388730	+	0.0	0.0
2388731	-	0.0	0.0
2388804	+	0.0	0.0
2388805	-	0.0	0.0
2388812	+	0.0	0.0
2388813	-	0.0	0.0
2388904	+	0.0	0.0
2388905	-	0.0	0.0
2388935	+	0.0	0.0
2388936	-	0.0	0.0
2389906	+	0.0	0.0
2390494	+	0.0	0.0
2390495	-	0.0	0.0
2391348	+	0.0	0.0
2391349	-	0.0	0.0
2392234	+	0.0	0.0
2392235	-	0.0	0.0
2392564	+	0.0	0.0
2392565	-	0.0	0.0
2392603	+	0.0	0.0
2392604	-	0.0	0.0
2392996	+	0.0	0.0
2392997	-	0.0	0.0
2393491	+	0.0	0.0
2393492	-	0.0	0.0
2393878	+	0.0	0.0
2393879	-	0.0	0.0
2394743	+	0.0	0.0
2394744	-	0.0	0.0
2394773	+	0.0	0.0
2394774	-	0.0	0.0
2395123	+	0.0	0.0
2395124	-	0.0	0.0
2395388	+	0.0	0.0
2395389	-	0.0	0.0
2395651	+	0.0	0.0
2395652	-	100.0	0.0
2396883	+	0.0	0.0
2396884	-	0.0	0.0
2397179	+	0.0	0.0
2397180	-	0.0	0.0
2398802	+	0.0	0.0
2398803	-	0.0	0.0
2399067	+	0.0	0.0
2399068	-	0.0	0.0
2399166	+	0.0	0.0
2399167	-	0.0	0.0
2399676	+	0.0	0.0
2399677	-	0.0	0.0
2399772	+	0.0	0.0
2399773	-	0.0	0.0
2400994	+	81.25	0.0
2400995	-	0.0	0.0
2401700	+	0.0	0.0
2401701	-	0.0	0.0
2401887	+	0.0	0.0
2401888	-	0.0	0.0
2404350	+	0.0	0.0
2404351	-	0.0	0.0
2404846	+	0.0	0.0
2404847	-	94.12	0.0
2405178	+	0.0	0.0
2405179	-	0.0	0.0
2408441	+	0.0	0.0
2408442	-	0.0	0.0
2409405	+	0.0	0.0
2409406	-	0.0	0.0
2409447	+	0.0	0.0
2409448	-	0.0	0.0
2410302	+	0.0	0.0
2410303	-	0.0	0.0
2411336	+	0.0	0.0
2411337	-	0.0	0.0
2411507	+	0.0	0.0
2411508	-	0.0	0.0
2411795	+	0.0	0.0
2411796	-	0.0	0.0
2412011	+	0.0	0.0
2412012	-	0.0	0.0
2412867	+	0.0	0.0
2412868	-	0.0	0.0
2413467	+	92.59	0.0
2413468	-	0.0	0.0
2415128	+	0.0	0.0
2415129	-	0.0	0.0
2416912	+	0.0	0.0
2416913	-	0.0	0.0
2418372	+	0.0	0.0
2418373	-	0.0	0.0
2419941	+	0.0	0.0
2419942	-	0.0	0.0
2421683	+	100.0	0.0
2421684	-	0.0	0.0
2422063	+	0.0	0.0
2422064	-	66.67	0.0
2423928	+	0.0	0.0
2423929	-	0.0	0.0
2424303	+	0.0	0.0
2424304	-	0.0	0.0
2424510	+	0.0	0.0
2424511	-	0.0	0.0
2424694	+	0.0	0.0
2424695	-	0.0	0.0
2424814	+	0.0	0.0
2424815	-	0.0	0.0
2426266	+	0.0	0.0
2426267	-	0.0	0.0
2427095	+	0.0	0.0
2427722	+	0.0	0.0
2427723	-	0.0	0.0
2428408	+	0.0	0.0
2428409	-	0.0	0.0
2428983	+	0.0	0.0
2428984	-	0.0	0.0
2429076	+	0.0	0.0
2429077	-	0.0	0.0
2429165	+	0.0	0.0
2429166	-	0.0	0.0
2430089	+	0.0	0.0
2430090	-	0.0	0.0
2432011	+	100.0	0.0
2432012	-	0.0	0.0
2432936	+	0.0	0.0
2432937	-	0.0	0.0
2433175	+	0.0	0.0
2433176	-	0.0	0.0
2433761	+	0.0	0.0
2433762	-	0.0	0.0
2434363	+	0.0	0.0
2434364	-	0.0	0.0
2434976	+	0.0	0.0
2434977	-	0.0	0.0
2435375	+	0.0	0.0
2435376	-	0.0	0.0
2435438	+	0.0	0.0
2435439	-	0.0	0.0
2436275	+	68.75	0.0
2436276	-	0.0	0.0
2437301	+	0.0	0.0
2437302	-	0.0	0.0
2438353	+	0.0	0.0
2438354	-	0.0	0.0
2439520	+	0.0	0.0
2439521	-	0.0	0.0
2439533	-	0.0	0.0
2439887	+	0.0	0.0
2439888	-	0.0	0.0
2439923	+	0.0	0.0
2439924	-	0.0	0.0
2440169	+	0.0	0.0
2440170	-	0.0	0.0
2440575	+	0.0	0.0
2440576	-	0.0	0.0
2440646	+	0.0	0.0
2440647	-	0.0	0.0
2442476	+	0.0	0.0
2442477	-	0.0	0.0
2443363	+	0.0	0.0
2443364	-	0.0	0.0
2443574	+	0.0	0.0
2443575	-	0.0	0.0
2444840	+	0.0	0.0
2444841	-	0.0	0.0
2445035	+	0.0	0.0
2445036	-	0.0	0.0
2445805	+	0.0	0.0
2445806	-	0.0	0.0
2446013	+	0.0	0.0
2446014	-	0.0	0.0
2446780	+	0.0	0.0
2446781	-	0.0	0.0
2448372	+	0.0	0.0
2448373	-	0.0	0.0
2448968	+	0.0	0.0
2448969	-	0.0	0.0
2449854	+	0.0	0.0
2449855	-	0.0	0.0
2450122	+	0.0	0.0
2450123	-	0.0	0.0
2450332	+	0.0	0.0
2450333	-	0.0	0.0
2451352	+	0.0	0.0
2451353	-	0.0	0.0
2451463	+	0.0	0.0
2451464	-	0.0	0.0
2451496	+	0.0	0.0
2451497	-	0.0	0.0
2454703	+	0.0	0.0
2454704	-	0.0	0.0
2454758	+	0.0	0.0
2454759	-	85.71	0.0
2454798	+	0.0	0.0
2454799	-	0.0	0.0
2455362	+	0.0	0.0
2455363	-	0.0	0.0
2456515	+	0.0	0.0
2456817	+	0.0	0.0
2456818	-	0.0	0.0
2457337	+	0.0	0.0
2457338	-	0.0	0.0
2457649	+	0.0	0.0
2457650	-	0.0	0.0
2457656	+	0.0	0.0
2457657	-	0.0	0.0
2457988	+	0.0	0.0
2457989	-	0.0	0.0
2458066	+	0.0	0.0
2458067	-	0.0	0.0
2458088	-	0.0	0.0
2459864	+	0.0	0.0
2459865	-	0.0	0.0
2461073	+	0.0	0.0
2461074	-	0.0	0.0
2461181	+	0.0	0.0
2461182	-	0.0	0.0
2461367	+	0.0	0.0
2461368	-	0.0	0.0
2463376	+	0.0	0.0
2463377	-	70.0	0.0
2463484	+	0.0	0.0
2463485	-	0.0	0.0
2464547	+	0.0	0.0
2464548	-	0.0	0.0
2465731	+	0.0	0.0
2465732	-	0.0	0.0
2465868	+	0.0	0.0
2465869	-	0.0	0.0
2466036	+	0.0	0.0
2466037	-	0.0	0.0
2466445	+	0.0	0.0
2466446	-	0.0	0.0
2467555	+	0.0	0.0
2467556	-	0.0	0.0
2469371	+	0.0	0.0
2469372	-	94.12	0.0
2470081	+	0.0	0.0
2470082	-	0.0	0.0
2470575	+	0.0	0.0
2470576	-	0.0	0.0
2470827	+	0.0	0.0
2470828	-	72.73	0.0
2471754	+	0.0	0.0
2471755	-	0.0	0.0
2472886	+	0.0	0.0
2472887	-	0.0	0.0
2473117	+	0.0	0.0
2473118	-	0.0	0.0
2473189	+	0.0	0.0
2473190	-	0.0	0.0
2473309	+	0.0	0.0
2473310	-	0.0	0.0
2473732	+	0.0	0.0
2473733	-	100.0	0.0
2473979	+	0.0	0.0
2473980	-	0.0	0.0
2474041	+	0.0	0.0
2474042	-	0.0	0.0
2474301	+	0.0	0.0
2474302	-	0.0	0.0
2474379	+	90.91	0.0
2474380	-	0.0	0.0
2474511	+	75.0	0.0
2474512	-	0.0	0.0
2474766	+	70.59	0.0
2474767	-	0.0	0.0
2477566	+	0.0	0.0
2477567	-	0.0	0.0
2478906	+	0.0	0.0
2478907	-	0.0	0.0
2479000	+	0.0	0.0
2479001	-	0.0	0.0
2479382	+	0.0	0.0
2479383	-	0.0	0.0
2480132	+	0.0	0.0
2480133	-	0.0	0.0
2480443	+	0.0	0.0
2480444	-	0.0	0.0
2480977	+	0.0	0.0
2480978	-	0.0	0.0
2483947	+	0.0	0.0
2483948	-	0.0	0.0
2484475	+	0.0	0.0
2484476	-	0.0	0.0
2486121	+	0.0	0.0
2486122	-	0.0	0.0
2486595	+	92.31	0.0
2486596	-	0.0	0.0
2486649	+	0.0	0.0
2486650	-	0.0	0.0
2488487	+	0.0	0.0
2488488	-	0.0	0.0
2488635	+	0.0	0.0
2488636	-	0.0	0.0
2490818	+	92.86	0.0
2490819	-	0.0	0.0
2490867	+	0.0	0.0
2490868	-	0.0	0.0
2491115	+	0.0	0.0
2491116	-	0.0	0.0
2493446	+	0.0	0.0
2493447	-	0.0	0.0
2493597	+	0.0	0.0
2493598	-	0.0	0.0
2493796	-	0.0	0.0
2493951	+	0.0	0.0
2493952	-	0.0	0.0
2494983	+	100.0	0.0
2494984	-	0.0	0.0
2495163	+	0.0	0.0
2495164	-	0.0	0.0
2495262	+	93.33	0.0
2495263	-	0.0	0.0
2495871	+	63.64	0.0
2495872	-	0.0	0.0
2496513	+	90.0	0.0
2496514	-	0.0	0.0
2497058	+	0.0	0.0
2497059	-	0.0	0.0
2497229	+	0.0	0.0
2497230	-	0.0	0.0
2497975	+	0.0	0.0
2497976	-	0.0	0.0
2498555	+	0.0	0.0
2498556	-	0.0	0.0
2500299	+	0.0	0.0
2500300	-	0.0	0.0
2501797	+	0.0	0.0
2501798	-	0.0	0.0
2502335	+	0.0	0.0
2502336	-	0.0	0.0
2502891	+	0.0	0.0
2502892	-	0.0	0.0
2503188	+	0.0	0.0
2503189	-	0.0	0.0
2503927	+	0.0	0.0
2503928	-	0.0	0.0
2504921	+	0.0	0.0
2504922	-	0.0	0.0
2505111	+	0.0	0.0
2505112	-	0.0	0.0
2508046	+	0.0	0.0
2508047	-	0.0	0.0
2508496	+	0.0	0.0
2508497	-	0.0	0.0
2508676	+	0.0	0.0
2508677	-	0.0	0.0
2509410	+	0.0	0.0
2509411	-	0.0	0.0
2509873	+	0.0	0.0
2509874	-	0.0	0.0
2509946	+	0.0	0.0
2509947	-	3.7	0.0
2511091	+	0.0	0.0
2511092	-	0.0	0.0
2511401	+	0.0	0.0
2511402	-	0.0	0.0
2512130	+	0.0	0.0
2512131	-	0.0	0.0
2512785	+	0.0	0.0
2512786	-	0.0	0.0
2514751	+	0.0	0.0
2514752	-	0.0	0.0
2514968	+	0.0	0.0
2514969	-	0.0	0.0
2515223	+	0.0	0.0
2515224	-	0.0	0.0
2516146	+	0.0	0.0
2516147	-	0.0	0.0
2516804	+	0.0	0.0
2516805	-	0.0	0.0
2516816	+	0.0	0.0
2516817	-	0.0	0.0
2517221	+	0.0	0.0
2517222	-	0.0	0.0
2517314	+	0.0	0.0
2517315	-	0.0	0.0
2517577	+	0.0	0.0
2517578	-	0.0	0.0
2518315	+	0.0	0.0
2518316	-	0.0	0.0
2518576	+	0.0	0.0
2518577	-	0.0	0.0
2519116	+	0.0	0.0
2519117	-	0.0	0.0
2520538	+	0.0	0.0
2520539	-	0.0	0.0
2521594	+	0.0	0.0
2521595	-	0.0	0.0
2521621	+	0.0	0.0
2521622	-	0.0	0.0
2521672	+	69.23	0.0
2521673	-	0.0	0.0
2522522	+	0.0	0.0
2522523	-	0.0	0.0
2523443	+	0.0	0.0
2523444	-	0.0	0.0
2524424	+	0.0	0.0
2524425	-	0.0	0.0
2524701	+	0.0	0.0
2524702	-	0.0	0.0
2525450	+	0.0	0.0
2525451	-	0.0	0.0
2525553	-	0.0	0.0
2525776	+	0.0	0.0
2525777	-	0.0	0.0
2527641	+	0.0	0.0
2527642	-	0.0	0.0
2527744	+	0.0	0.0
2527745	-	100.0	0.0
2527995	+	0.0	0.0
2527996	-	0.0	0.0
2528391	+	0.0	0.0
2528392	-	0.0	0.0
2528661	+	0.0	0.0
2528662	-	0.0	0.0
2529685	+	0.0	0.0
2529686	-	0.0	0.0
2530781	+	0.0	0.0
2530782	-	0.0	0.0
2531098	+	0.0	0.0
2531099	-	0.0	0.0
2531409	+	0.0	0.0
2531410	-	0.0	0.0
2534307	+	0.0	0.0
2534308	-	0.0	0.0
2534350	+	0.0	0.0
2534351	-	0.0	0.0
2536894	+	0.0	0.0
2536895	-	0.0	0.0
2537509	+	0.0	0.0
2537510	-	0.0	0.0
2538077	+	0.0	0.0
2538078	-	0.0	0.0
2538753	+	0.0	0.0
2538754	-	0.0	0.0
2540483	+	0.0	0.0
2540484	-	0.0	0.0
2541518	+	0.0	0.0
2541519	-	2.27	0.0
2542316	+	0.0	0.0
2542317	-	0.0	0.0
2542552	+	0.0	0.0
2542553	-	0.0	0.0
2542985	+	0.0	0.0
2542986	-	58.33	0.0
2543023	+	0.0	0.0
2543024	-	0.0	0.0
2543278	+	0.0	0.0
2543279	-	100.0	0.0
2543374	+	0.0	0.0
2543375	-	100.0	0.0
2543551	+	0.0	0.0
2543552	-	96.15	0.0
2543593	+	0.0	0.0
2543594	-	95.65	0.0
2544200	+	0.0	0.0
2544201	-	0.0	0.0
2544743	+	61.11	0.0
2544744	-	0.0	0.0
2545877	+	0.0	0.0
2545878	-	0.0	0.0
2545920	+	0.0	0.0
2545921	-	0.0	0.0
2546354	+	71.43	0.0
2546355	-	0.0	0.0
2546630	+	0.0	0.0
2546631	-	0.0	0.0
2547236	+	0.0	0.0
2547237	-	0.0	0.0
2547347	+	93.33	0.0
2547348	-	0.0	0.0
2547370	+	0.0	0.0
2547371	-	0.0	0.0
2547517	+	0.0	0.0
2547518	-	0.0	0.0
2547908	+	0.0	0.0
2547909	-	0.0	0.0
2548597	+	0.0	0.0
2548598	-	0.0	0.0
2548815	+	0.0	0.0
2548816	-	0.0	0.0
2549223	+	0.0	0.0
2549224	-	0.0	0.0
2549380	+	0.0	0.0
2549381	-	0.0	0.0
