SCO_ID	gene_id	gene_name	contig	start	end	strand	pfam_TF_flag	tf_related_domains	ZorroAranda_regulator_type	CastroMelchor_regulator_flag	sigma_flag	sigma_group	TF_family	source_flags	confidence	product
SCO6139	SC_RS32945		chromosome	6740466	6741632	+	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO6140	SC_RS32950		chromosome	6741629	6742288	+	no			1	no			CastroMelchor	medium	response regulator
SCO6144	SC_RS32970		chromosome	6744201	6744770	-	no			1	no			CastroMelchor	low	TetR-like C-terminal domain-containing protein
SCO6149	SC_RS32995	rsgA	chromosome	6750131	6751231	+	yes	LacI;Peripla_BP_1;Peripla_BP_3		0	no		LacI	pfam	medium	ribosome small subunit-dependent GTPase A
SCO6150	SC_RS33000		chromosome	6751253	6752737	+	no			1	no			CastroMelchor	low	DNA-3-methyladenine glycosylase 2 family protein
SCO6151	SC_RS33005		chromosome	6752734	6753294	+	no			1	no			CastroMelchor	low	methylated-DNA--[protein]-cysteine S-methyltransferase
SCO6152	SC_RS33010		chromosome	6753257	6753739	-	yes	HTH_3;HTH_31		0	no		HTH_other	pfam	medium	DUF456 domain-containing protein
SCO6153	SC_RS33015		chromosome	6753801	6754784	-	no			1	no			CastroMelchor	medium	helix-turn-helix transcriptional regulator
SCO6155	SC_RS33025		chromosome	6756908	6758650	+	yes	Sigma70_r2;Sigma70_r4_2		0	no		Sigma	pfam	medium	pyruvate dehydrogenase
SCO6156	SC_RS33030		chromosome	6758794	6759201	+	no			1	no			CastroMelchor	low	ATP-binding protein
SCO6159	SC_RS33045		chromosome	6761595	6762416	+	no			1	no			CastroMelchor	medium	GntR family transcriptional regulator
SCO6162	SC_RS33060		chromosome	6765623	6766405	-	yes	HTH_IclR		1	no		HTH_other	pfam;CastroMelchor	medium	response regulator
SCO6163	SC_RS33065		chromosome	6766414	6767361	-	no			1	no			CastroMelchor	low	HAMP domain-containing sensor histidine kinase
SCO6169	SC_RS33095		chromosome	6771761	6773470	-	no			1	no			CastroMelchor	medium	PucR family transcriptional regulator
SCO6170	SC_RS33100		chromosome	6773787	6774677	+	yes	GerE;Response_reg		0	no		LuxR	pfam	medium	FAD binding domain-containing protein
SCO6172	SC_RS33110		chromosome	6775270	6777756	+	yes	GntR;HTH_IclR;MarR_2		0	no		GntR	pfam	medium	xanthine dehydrogenase family protein molybdopterin-binding subunit
SCO6173	SC_RS33115		chromosome	6777908	6779365	+	yes	Peripla_BP_1;Peripla_BP_4		0	no		LacI	pfam	medium	NCS2 family permease
SCO6181	SC_RS33155		chromosome	6786733	6787767	+	yes	TetR_N		0	no		TetR	pfam	medium	glycosyltransferase
SCO6195	SC_RS33225	ibuL	chromosome	6804196	6805872	+	yes	BTAD		0	no		SARP	pfam	medium	isobutyrate:CoA ligase IbuL
SCO6201	SC_RS33255	gcl	chromosome	6815497	6817281	+	yes	TetR_N		0	no		TetR	pfam	medium	glyoxylate carboligase
SCO6203	SC_RS33265		chromosome	6818162	6818422	-	yes	BTAD;Trans_reg_C		0	no		SARP	pfam	medium	hypothetical protein
SCO6207	SC_RS33285		chromosome	6822451	6822717	+	no			1	no			CastroMelchor	low	hypothetical protein
SCO6208	SC_RS33290		chromosome	6822714	6823082	+	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO6209	SC_RS33295	uraD	chromosome	6823232	6823747	+	yes	FCD;GntR		0	no		GntR	pfam	medium	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
SCO6214	SC_RS33320		chromosome	6828295	6829683	+	yes	HTH_31;TetR_C_6;TetR_N		0	no		TetR	pfam	medium	nucleobase:cation symporter-2 family protein
SCO6219	SC_RS33345		chromosome	6832135	6835920	+	no			1	no			CastroMelchor	low	LamG domain-containing protein
SCO6223	SC_RS33365		chromosome	6844468	6845118	+	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	winged helix-turn-helix transcriptional regulator
SCO6226	SC_RS33380		chromosome	6847315	6848841	-	yes	TetR_N		0	no		TetR	pfam	medium	IucA/IucC family protein
SCO6232	SC_RS33410		chromosome	6854701	6857163	+	no			1	no			CastroMelchor	low	glycoside hydrolase family 2 protein
SCO6233	SC_RS33415		chromosome	6857160	6858188	+	yes	TetR_N		1	no		TetR	pfam;CastroMelchor	medium	LacI family DNA-binding transcriptional regulator
SCO6237	SC_RS33435		chromosome	6860882	6861364	+	no			1	no			CastroMelchor	low	ATP-binding protein
SCO6238	SC_RS33440		chromosome	6861417	6862082	+	no			1	no			CastroMelchor	low	maleylpyruvate isomerase family mycothiol-dependent enzyme
SCO6239	SC_RS33445	sigJ	chromosome	6862307	6863275	-	no			1	yes	ECF	Sigma	CastroMelchor;SigmaReview	high	RNA polymerase sigma factor SigJ
SCO6242	SC_RS33460		chromosome	6864755	6865669	+	yes	GerE;Sigma70_r4_2		0	no		LuxR	pfam	medium	HipA family kinase
SCO6253	SC_RS33515		chromosome	6875083	6876336	+	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		1	no		LacI	pfam;CastroMelchor	medium	sensor histidine kinase
SCO6254	SC_RS33520		chromosome	6876381	6877070	+	no			1	no			CastroMelchor	medium	response regulator transcription factor
SCO6256	SC_RS33530		chromosome	6878304	6879041	+	no		TF	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	myo-inositol degradation transcriptional regulator
SCO6257	SC_RS33535		chromosome	6879297	6880301	+	yes	Response_reg;Trans_reg_C		0	no		LuxR	pfam	medium	sugar ABC transporter substrate-binding protein
SCO6265	SC_RS33575		chromosome	6890528	6891175	-	no		global	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	ScbR family autoregulator-binding transcription factor
SCO6266	SC_RS33580	scbA	chromosome	6891293	6892237	+	yes	GerE;Response_reg;Sigma70_r4;Sigma70_r4_2	TF	0	no		LuxR	pfam;ZorroAranda	high	gamma-butyrolactone biosynthesis protein ScbA
SCO6267	SC_RS33585	scbC	chromosome	6892353	6893207	+	yes	Response_reg;Trans_reg_C		0	no		LuxR	pfam	medium	butenolide phosphate reductase ScbC
SCO6268	SC_RS33590		chromosome	6893258	6894079	-	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO6280	SC_RS33650		chromosome	6938024	6939643	+	no		TF	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	AfsR/SARP family transcriptional regulator
SCO6281	SC_RS33655		chromosome	6939907	6941544	+	no			1	no			CastroMelchor	low	FAD-binding oxidoreductase
SCO6286	SC_RS33680		chromosome	6945705	6946379	-	no		global	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	ScbR family autoregulator-binding transcription factor
SCO6287	SC_RS33685		chromosome	6946617	6947423	+	no			1	no			CastroMelchor	low	thioesterase II family protein
SCO6288	SC_RS33690		chromosome	6947569	6948414	+	no			1	no			CastroMelchor	medium	AfsR/SARP family transcriptional regulator
SCO6294	SC_RS33720		chromosome	6953679	6954356	-	no		TF	1	no		GntR	ZorroAranda;CastroMelchor	high	GntR family transcriptional regulator
SCO6299	SC_RS33745		chromosome	6958987	6959844	-	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO6300	SC_RS33750		chromosome	6959963	6961810	-	yes	Sigma54_activat		0	no		Sigma	pfam	medium	glycoside hydrolase family 3 protein
SCO6304	SC_RS33765		chromosome	6963368	6964300	-	yes	HTH_26;HTH_3;HTH_31		0	no		HTH_other	pfam	medium	VOC family protein
SCO6307	SC_RS33780		chromosome	6966512	6967474	-	yes	HTH_30		0	no		HTH_other	pfam	medium	cyclase family protein
SCO6309	SC_RS33790		chromosome	6968600	6969571	+	no			1	no			CastroMelchor	medium	LysR family transcriptional regulator
SCO6320	SC_RS33825		chromosome	6977697	6979403	-	yes	GerE;Response_reg;Sigma70_r4_2		0	no		LuxR	pfam	medium	chloride channel protein
SCO6323	SC_RS33845		chromosome	6983231	6983887	-	yes	HTH_18;HTH_AraC		1	no		HTH_other	pfam;CastroMelchor	medium	ScbR family autoregulator-binding transcription factor
SCO6334	SC_RS33895		chromosome	6991755	6994433	-	no			1	no			CastroMelchor	medium	LuxR C-terminal-related transcriptional regulator
	SC_RS33900		chromosome	6994439	6994627	-	yes	AraC_binding		0	no		AraC	pfam	medium	hypothetical protein
SCO6349	SC_RS33960		chromosome	7011086	7012171	+	no			1	no			CastroMelchor	medium	LacI family DNA-binding transcriptional regulator
SCO6353	SC_RS33980		chromosome	7014907	7016286	-	yes	HTH_18;HTH_AraC		1	no		HTH_other	pfam;CastroMelchor	medium	sensor histidine kinase
SCO6354	SC_RS33985		chromosome	7016283	7016945	-	no			1	no			CastroMelchor	medium	response regulator transcription factor
SCO6355	SC_RS33990		chromosome	7016899	7017717	-	no			1	no			CastroMelchor	low	phosphatase PAP2 family protein
SCO6356	SC_RS33995		chromosome	7017714	7018319	-	no			1	no			CastroMelchor	low	phosphatase PAP2 family protein
SCO6357	SC_RS34000		chromosome	7018316	7018984	-	no			1	no			CastroMelchor	low	DedA family protein
SCO6360	SC_RS34015		chromosome	7020934	7021872	+	no			1	no			CastroMelchor	low	ABC transporter ATP-binding protein
SCO6361	SC_RS34020		chromosome	7021869	7022708	+	no			1	no			CastroMelchor	low	ABC transporter permease
SCO6362	SC_RS34025		chromosome	7022736	7024016	+	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO6363	SC_RS34030		chromosome	7024013	7024681	+	no			1	no			CastroMelchor	medium	response regulator
SCO6364	SC_RS34035		chromosome	7024745	7025473	-	yes	HTH_20;HTH_5		1	no		HTH_other	pfam;CastroMelchor	medium	response regulator transcription factor
SCO6365	SC_RS34040		chromosome	7025526	7028168	-	no			1	no			CastroMelchor	low	FtsX-like permease family protein
SCO6366	SC_RS34045		chromosome	7028165	7028854	-	yes	HTH_18;HTH_AraC		1	no		HTH_other	pfam;CastroMelchor	medium	ABC transporter ATP-binding protein
SCO6367	SC_RS34050		chromosome	7028841	7029569	-	yes	DNA_binding_1		1	no		Other_TF	pfam;CastroMelchor	medium	ABC transporter ATP-binding protein
SCO6368	SC_RS34055		chromosome	7029575	7030195	-	no			1	no			CastroMelchor	low	lipoprotein
SCO6369	SC_RS34060		chromosome	7030354	7031664	+	no			1	no			CastroMelchor	low	HAMP domain-containing sensor histidine kinase
	SC_RS34120		chromosome	7046100	7046327	-	yes	TetR_N		0	no		TetR	pfam	medium	hypothetical protein
SCO6410	SC_RS34245		chromosome	7077312	7077563	+	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO6411	SC_RS34250		chromosome	7077746	7078588	+	no			1	no			CastroMelchor	low	hydrolase
SCO6412	SC_RS34255		chromosome	7078585	7079868	+	no			1	no			CastroMelchor	low	aspartate aminotransferase family protein
SCO6413	SC_RS34260		chromosome	7079908	7081521	+	no			1	no			CastroMelchor	medium	PucR family transcriptional regulator
SCO6421	SC_RS34300		chromosome	7090613	7091761	+	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO6422	SC_RS34305		chromosome	7091758	7092432	+	no			1	no			CastroMelchor	medium	response regulator
SCO6423	SC_RS34310		chromosome	7092451	7093515	-	no			1	no			CastroMelchor	low	lipoate--protein ligase family protein
SCO6424	SC_RS34315		chromosome	7093614	7094582	-	no			1	no			CastroMelchor	low	HAMP domain-containing sensor histidine kinase
SCO6435	SC_RS34370		chromosome	7117871	7118257	+	yes	HTH_18;HTH_AraC		0	no		HTH_other	pfam	medium	cupin domain-containing protein
SCO6437	SC_RS34380		chromosome	7119848	7121122	+	yes	Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2		0	no		Sigma	pfam	medium	ATP-grasp domain-containing protein
SCO6439	SC_RS34390		chromosome	7122416	7122844	-	no			1	no			CastroMelchor	low	cold-shock protein
SCO6448	SC_RS34435		chromosome	7132198	7133130	+	no			1	no			CastroMelchor	medium	AraC family transcriptional regulator
SCO6454	SC_RS34465		chromosome	7138838	7139845	+	yes	HTH_3;HTH_31		0	no		HTH_other	pfam	medium	ABC transporter ATP-binding protein
SCO6456	SC_RS34475		chromosome	7140529	7141923	-	yes	HTH_3;HTH_31		0	no		HTH_other	pfam	medium	RICIN domain-containing protein
SCO6459	SC_RS34490		chromosome	7147028	7147390	-	no		TF	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	ArsR/SmtB family transcription factor
SCO6464	SC_RS34515		chromosome	7152607	7153332	-	no			1	no			CastroMelchor	low	Sir2 family NAD-dependent protein deacetylase
SCO6470	SC_RS34545		chromosome	7158341	7158853	-	yes	AsnC_trans_reg;HTH_24;HTH_AsnC-type;MarR_2		0	no		MarR	pfam	medium	MaoC family dehydratase
SCO6471	SC_RS34550		chromosome	7158859	7159878	-	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	HpcH/HpaI aldolase/citrate lyase family protein
SCO6474	SC_RS34565		chromosome	7163600	7164418	-	no			1	no			CastroMelchor	medium	TetR family transcriptional regulator
SCO6482	SC_RS34605		chromosome	7171800	7172243	+	yes	FCD;GntR		0	no		GntR	pfam	medium	SRPBCC family protein
SCO6486	SC_RS34625		chromosome	7178603	7179436	+	yes	Peripla_BP_1;Peripla_BP_4		0	no		LacI	pfam	medium	M55 family metallopeptidase
SCO6515	SC_RS34770		chromosome	7205258	7205800	-	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		0	no		LacI	pfam	medium	type 1 glutamine amidotransferase domain-containing protein
SCO6516	SC_RS34775		chromosome	7205826	7206224	-	yes	TetR_N		0	no		TetR	pfam	medium	DUF2795 domain-containing protein
SCO6518	SC_RS34785		chromosome	7208891	7209373	+	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO6519	SC_RS34790		chromosome	7209379	7209795	+	no			1	no			CastroMelchor	low	VOC family protein
SCO6520	SC_RS34795		chromosome	7210082	7210882	+	no			1	yes	sigma70_group3	Sigma	CastroMelchor;SigmaReview	high	RNA polymerase sigma factor SigF
SCO6535	SC_RS34870		chromosome	7226553	7230248	-	yes	HTH_27;MarR;MarR_2		0	no		MarR	pfam	medium	nitrate reductase subunit alpha
SCO6544	SC_RS34915		chromosome	7237214	7237894	+	yes	HTH_31		0	no		HTH_other	pfam	medium	hypothetical protein
SCO6554	SC_RS34960		chromosome	7252536	7253519	+	no			1	no			CastroMelchor	medium	Lrp/AsnC family transcriptional regulator
SCO6555	SC_RS34965		chromosome	7253501	7254379	-	no			1	no			CastroMelchor	low	LysR substrate-binding domain-containing protein
SCO6565	SC_RS35020		chromosome	7267256	7267933	+	no			1	no			CastroMelchor	medium	GntR family transcriptional regulator
SCO6567	SC_RS35030		chromosome	7269589	7271106	+	no			1	no			CastroMelchor	low	sugar ABC transporter ATP-binding protein
SCO6568	SC_RS35035		chromosome	7271103	7272122	+	no			1	no			CastroMelchor	low	ABC transporter permease
SCO6569	SC_RS35040		chromosome	7272140	7273186	+	no			1	no			CastroMelchor	low	substrate-binding domain-containing protein
SCO6570	SC_RS35045		chromosome	7273272	7274564	+	no			1	no			CastroMelchor	low	Gfo/Idh/MocA family protein
SCO6571	SC_RS35050		chromosome	7274581	7275579	+	no			1	no			CastroMelchor	low	sugar phosphate isomerase/epimerase family protein
SCO6574	SC_RS35065		chromosome	7281003	7282094	+	yes	AraC_binding;HTH_18;HTH_AraC		0	no		AraC	pfam	medium	SCO3242 family prenyltransferase
SCO6577	SC_RS35080		chromosome	7283789	7284637	+	yes	GerE;Response_reg		0	no		LuxR	pfam	medium	TatD family hydrolase
SCO6579	SC_RS35090		chromosome	7285813	7287210	+	yes	HTH_IclR		0	no		HTH_other	pfam	medium	nucleotide pyrophosphatase/phosphodiesterase family protein
SCO6585	SC_RS35120	sucC	chromosome	7295341	7296492	+	yes	HTH_3		0	no		HTH_other	pfam	medium	ADP-forming succinate--CoA ligase subunit beta
SCO6593	SC_RS35165		chromosome	7306616	7310059	-	yes	GerE		0	no		LuxR	pfam	medium	hypothetical protein
SCO6602	SC_RS35210		chromosome	7322891	7323919	+	yes	TetR_C_11;TetR_N		0	no		TetR	pfam	medium	carbohydrate ABC transporter permease
SCO6613	SC_RS35265		chromosome	7334456	7334863	+	yes	HTH_27;MarR;MarR_2		0	no		MarR	pfam	medium	winged helix-turn-helix transcriptional regulator
SCO6621	SC_RS35305		chromosome	7341633	7342907	+	no			1	no			CastroMelchor	low	PQQ-binding-like beta-propeller repeat protein
SCO6623	SC_RS35315		chromosome	7345115	7347256	+	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		0	no		LacI	pfam	medium	DUF2075 domain-containing protein
SCO6632	SC_RS35360		chromosome	7360045	7360494	+	no			1	no			CastroMelchor	low	PWWP domain-containing protein
SCO6633	SC_RS35365		chromosome	7360544	7362409	+	no			1	no			CastroMelchor	low	ATP-binding protein
SCO6646	SC_RS35420		chromosome	7382319	7383629	+	yes	MerR;MerR_1		0	no		MerR	pfam	medium	MDR family MFS transporter
SCO6660	SC_RS35485	opcA	chromosome	7396676	7397611	-	yes	HTH_67		0	no		Unknown_TF	pfam	medium	glucose-6-phosphate dehydrogenase assembly protein OpcA
SCO6661	SC_RS35490	zwf	chromosome	7397608	7399386	-	yes	HTH_18;HTH_AraC		0	no		HTH_other	pfam	medium	glucose-6-phosphate dehydrogenase
SCO6667	SC_RS35520		chromosome	7407798	7408466	-	no			1	no			CastroMelchor	medium	response regulator
SCO6668	SC_RS35525		chromosome	7408463	7409680	-	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO6669	SC_RS35530		chromosome	7409712	7410506	-	no			1	no			CastroMelchor	medium	IclR family transcriptional regulator
SCO6675	SC_RS35560		chromosome	7415327	7415983	-	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO6681	SC_RS35590	lanKC	chromosome	7419742	7422456	+	no			1	no			CastroMelchor	low	class III lanthionine synthetase LanKC
SCO6682	SC_RS35595	ramS	chromosome	7422494	7422622	+	no			1	no			CastroMelchor	low	mycelium formation morphogenetic lantipeptide SapB
SCO6683	SC_RS35600		chromosome	7422658	7424568	+	no			1	no			CastroMelchor	low	ATP-binding cassette domain-containing protein
SCO6684	SC_RS35605		chromosome	7424565	7426391	+	no			1	no			CastroMelchor	low	ATP-binding cassette domain-containing protein
SCO6685	SC_RS35610	ramR	chromosome	7426396	7427004	-	no		TCS	1	no		TCS_response_regulator	ZorroAranda;CastroMelchor	high	two-component system response regulator RamR
SCO6686	SC_RS35615		chromosome	7427533	7428411	+	yes	HTH_3;HTH_31		0	no		HTH_other	pfam	medium	DUF4132 domain-containing protein
SCO6691	SC_RS35640		chromosome	7440399	7442462	+	yes	TetR_C_6;TetR_N		0	no		TetR	pfam	medium	phosphocholine-specific phospholipase C
SCO6694	SC_RS35655		chromosome	7444457	7445071	+	yes	TetR_C_7;TetR_N		1	no		TetR	pfam;CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO6696	SC_RS35665		chromosome	7446559	7449240	+	yes	TetR_N		0	no		TetR	pfam	medium	ATP-binding protein
SCO6699	SC_RS35680	pcaG	chromosome	7451752	7452357	-	yes	TetR_N		0	no		TetR	pfam	medium	protocatechuate 3,4-dioxygenase subunit alpha
SCO6707	SC_RS35720		chromosome	7458874	7459941	-	yes	TetR_N		0	no		TetR	pfam	medium	ATP-dependent DNA ligase
SCO6713	SC_RS35750		chromosome	7467726	7468784	+	no			1	no			CastroMelchor	medium	LacI family DNA-binding transcriptional regulator
SCO6715	SC_RS35760		chromosome	7469875	7470120	+	no			1	no			CastroMelchor	medium	WhiB family transcriptional regulator
	SC_RS35765		chromosome	7470181	7470306	-	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	hypothetical protein
SCO6716	SC_RS35770		chromosome	7470453	7470647	+	yes	HTH_26;HTH_3;HTH_31		0	no		HTH_other	pfam	medium	hypothetical protein
SCO6721	SC_RS35795		chromosome	7476971	7477642	+	yes	HTH_17		0	no		HTH_other	pfam	medium	GOLPH3/VPS74 family protein
SCO6722	SC_RS35800	ssgD	chromosome	7477705	7478121	-	no			1	no			CastroMelchor	medium	spore wall synthesis regulator SsgD
SCO6723	SC_RS35805		chromosome	7478448	7479494	+	yes	HTH_20;HTH_5		0	no		HTH_other	pfam	medium	WD40/YVTN/BNR-like repeat-containing protein
SCO6727	SC_RS35825		chromosome	7480933	7481127	-	yes	HTH_20;HTH_5		0	no		HTH_other	pfam	medium	hypothetical protein
SCO6728	SC_RS35830	mmpA	chromosome	7481296	7481442	+	yes	HTH_20;HTH_5		0	no		HTH_other	pfam	medium	morphogenic membrane protein MmpA
SCO6733	SC_RS35855		chromosome	7487571	7488326	-	no			1	no			CastroMelchor	medium	MerR family transcriptional regulator
SCO6739	SC_RS35880		chromosome	7493869	7495605	+	yes	HTH_20;HTH_5		0	no		HTH_other	pfam	medium	BCCT family transporter
SCO6746	SC_RS35915		chromosome	7503189	7504166	+	yes	HTH_20;HTH_5		1	no		HTH_other	pfam;CastroMelchor	medium	GlxA family transcriptional regulator
SCO6747	SC_RS35920		chromosome	7504216	7504851	+	no			1	no			CastroMelchor	low	DJ-1/PfpI family protein
SCO6751	SC_RS35940		chromosome	7507178	7508116	-	yes	HTH_20;HTH_5		0	no		HTH_other	pfam	medium	cation diffusion facilitator family transporter
SCO6775	SC_RS36060		chromosome	7533249	7533869	-	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO6777	SC_RS36070		chromosome	7535353	7536285	-	no			1	no			CastroMelchor	low	MBL fold metallo-hydrolase
SCO6778	SC_RS36075		chromosome	7536362	7537048	-	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO6781	SC_RS36085		chromosome	7538739	7539902	-	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO6792	SC_RS36140		chromosome	7552594	7553190	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO6808	SC_RS36230		chromosome	7570606	7570968	-	no			1	no			CastroMelchor	medium	ArsR/SmtB family transcription factor
SCO6812	SC_RS36250		chromosome	7574420	7574779	+	no			1	no			CastroMelchor	medium	ArsR/SmtB family transcription factor
SCO6813	SC_RS36255		chromosome	7574849	7575238	+	no			1	no			CastroMelchor	medium	ArsR/SmtB family transcription factor
SCO6823	SC_RS36305		chromosome	7588044	7588445	+	no			1	no			CastroMelchor	medium	ArsR/SmtB family transcription factor
SCO6830	SC_RS36340		chromosome	7601654	7602007	+	no			1	no			CastroMelchor	medium	ArsR/SmtB family transcription factor
SCO6836	SC_RS36370		chromosome	7606744	7607052	+	no			1	no			CastroMelchor	medium	ArsR/SmtB family transcription factor
SCO6837	SC_RS36375	arsB	chromosome	7607049	7608155	+	no			1	no			CastroMelchor	low	ACR3 family arsenite efflux transporter
	SC_RS36460		chromosome	7625476	7625829	-	yes	GerE		0	no		LuxR	pfam	medium	hypothetical protein
SCO6864	SC_RS36515		chromosome	7633888	7635678	-	no			1	no			CastroMelchor	low	vWA domain-containing protein
SCO6865	SC_RS36520		chromosome	7635675	7636820	-	yes	HTH_31		1	no		HTH_other	pfam;CastroMelchor	medium	AAA family ATPase
SCO6889	SC_RS36645		chromosome	7656920	7657660	+	yes	GntR;MarR_2		0	no		GntR	pfam	medium	hypothetical protein
SCO6893	SC_RS36665		chromosome	7659185	7659598	+	no			1	no			CastroMelchor	low	hypothetical protein
SCO6894	SC_RS36670		chromosome	7659639	7660481	+	no			1	no			CastroMelchor	medium	winged helix-turn-helix transcriptional regulator
SCO6895	SC_RS36675		chromosome	7660478	7660993	+	no			1	no			CastroMelchor	low	hypothetical protein
SCO6896	SC_RS36680		chromosome	7660990	7662225	+	yes	Peripla_BP_1;Peripla_BP_4		1	no		LacI	pfam;CastroMelchor	medium	MFS transporter
SCO6903	SC_RS36715		chromosome	7667138	7667884	+	yes	LacI;Peripla_BP_4		0	no		LacI	pfam	medium	SPDY domain-containing protein
SCO6911	SC_RS36755		chromosome	7676742	7677550	+	yes	GerE;Sigma70_r4_2		0	no		LuxR	pfam	medium	IS5-like element IS1647 family transposase
SCO6915	SC_RS36770		chromosome	7678761	7679582	+	yes	Sigma70_r2		0	no		Sigma	pfam	medium	SPDY domain-containing protein
SCO6923	SC_RS36815		chromosome	7686586	7687302	-	no			1	no			CastroMelchor	low	zinc finger domain-containing protein
SCO6924	SC_RS36820		chromosome	7687305	7688201	-	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO6930	SC_RS36860		chromosome	7696262	7699360	-	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		0	no		LacI	pfam	medium	lantibiotic dehydratase
SCO6932	SC_RS36870		chromosome	7699664	7699795	-	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		0	no		LacI	pfam	medium	FxLD family lanthipeptide
SCO6935	SC_RS36885		chromosome	7700803	7701378	-	no			1	no			CastroMelchor	low	DUF6624 domain-containing protein
SCO6936	SC_RS36890		chromosome	7701375	7701950	-	no			1	no			CastroMelchor	low	hypothetical protein
SCO6937	SC_RS36895		chromosome	7702025	7702498	-	no			1	no			CastroMelchor	medium	LuxR C-terminal-related transcriptional regulator
SCO6938	SC_RS36900		chromosome	7702634	7703887	-	no			1	no			CastroMelchor	low	acyl-CoA dehydrogenase family protein
SCO6940	SC_RS36910		chromosome	7704611	7705189	-	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	GTP-binding protein
SCO6942	SC_RS36920		chromosome	7705649	7706164	-	yes	HTH_31;LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		0	no		LacI	pfam	medium	roadblock/LC7 domain-containing protein
SCO6943	SC_RS36925		chromosome	7706226	7707743	-	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO6944	SC_RS36930		chromosome	7707771	7709672	-	no			1	no			CastroMelchor	low	glycoside hydrolase family 15 protein
SCO6949	SC_RS36950		chromosome	7712805	7713266	-	yes	HTH_30		0	no		HTH_other	pfam	medium	ATP-binding protein
SCO6957	SC_RS36990		chromosome	7725214	7725813	+	yes	MarR;MarR_2		0	no		MarR	pfam	medium	Na+/H+ antiporter subunit E
SCO6969	SC_RS37055		chromosome	7736107	7736880	+	yes	PadR		0	no		PadR	pfam	medium	sulfite exporter TauE/SafE family protein
SCO6971	SC_RS37065	cobF	chromosome	7739022	7739795	-	yes	GntR;HTH_Crp_2		0	no		GntR	pfam	medium	precorrin-6A synthase (deacetylating)
SCO6974	SC_RS37085		chromosome	7741171	7741956	-	no		TF	0	no		GntR	ZorroAranda	medium	GntR family transcriptional regulator
SCO6975	SC_RS37090	iolD	chromosome	7742010	7743884	-	yes	HTH_20;HTH_IclR;MarR;MarR_2		0	no		MarR	pfam	medium	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
SCO6981	SC_RS37120		chromosome	7749062	7750054	+	yes	PadR		0	no		PadR	pfam	medium	ATP-binding cassette domain-containing protein
SCO6986	SC_RS37145		chromosome	7753893	7754939	+	no			1	no			CastroMelchor	medium	LacI family DNA-binding transcriptional regulator
SCO6988	SC_RS37160		chromosome	7755621	7756784	-	yes	Response_reg;Trans_reg_C		0	no		LuxR	pfam	medium	Gfo/Idh/MocA family protein
SCO6992	SC_RS37185	absR1	chromosome	7759825	7760904	-	yes	MerR;MerR_1		1	no		MerR	pfam;CastroMelchor	medium	beta-glucuronidase AbsR1
SCO6994	SC_RS37195		chromosome	7762852	7766040	-	yes	GerE;Response_reg;Sigma70_r4;Sigma70_r4_2		0	no		LuxR	pfam	medium	CHAT domain-containing protein
SCO6996	SC_RS37205		chromosome	7767699	7768337	+	no			0	yes	ECF	Sigma	SigmaReview	high	RNA polymerase sigma factor
SCO6998	SC_RS37215		chromosome	7768860	7770083	-	yes	GerE		0	no		LuxR	pfam	medium	cytochrome P450
