locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	tss	region	is_coordinated	coordination_primary	nearest_methyl_dist	sites_within_2kb	sites_2kb_T1	sites_2kb_T2	delta_sites	lfc_T2vsT1	padj_T2vsT1
SC_RS31810		SCO5914	LysR substrate-binding domain-containing protein	LysR	6481608	6482600	-	6482600	core	False	non_coordinated	1172	2	2	2	0	-0.1421209952369547	0.5302426865237797
SC_RS31825		SCO5917	MerR family transcriptional regulator	MerR	6484965	6485303	+	6484965	core	False	non_coordinated	114	5	4	4	0	0.4452361334056296	0.1288048405289447
SC_RS31885			MerR family transcriptional regulator	MerR	6497270	6497367	-	6497367	core	False	non_coordinated	552	1	1	1	0	-0.8165490271218628	0.193665514194749
SC_RS31920		SCO5934	RNA polymerase sigma factor	Sigma factor	6504108	6504752	+	6504108	core	False	non_coordinated	2295	0	0	0	0	-0.4024683776859474	0.1722237954499038
SC_RS31955		SCO5942	TetR/AcrR family transcriptional regulator	TetR	6509216	6509833	+	6509216	core	False	non_coordinated	1318	1	1	1	0	-0.1133721036123431	0.6554159076947671
SC_RS32000		SCO5951	TetR-like C-terminal domain-containing protein	TetR	6519692	6520303	+	6519692	core	False	non_coordinated	153	2	1	2	1	1.414256440559752	2.0333987494490427e-10
SC_RS32025		SCO5956	TetR/AcrR family transcriptional regulator	TetR	6527068	6527715	+	6527068	core	True	discordant_loss_down	5	4	4	4	0	-2.09236783247235	5.888344612414325e-11
SC_RS32055		SCO5962	MerR family transcriptional regulator	MerR	6532428	6533018	-	6533018	core	False	non_coordinated	598	2	2	0	-2	0.06213466260675	0.8973720098035864
SC_RS32155		SCO5982	PaaX family transcriptional regulator	Other regulatory	6557772	6558617	-	6558617	core	False	non_coordinated	391	3	2	2	0	-2.517783591869875	3.243952469746141e-34
SC_RS32230		SCO5998	helix-turn-helix domain-containing protein	HTH (other)	6573186	6574715	-	6574715	core	False	non_coordinated	2565	0	0	0	0	0.676826755060682	0.0031635198937337
SC_RS32255		SCO6003	helix-turn-helix domain-containing protein	HTH (other)	6579213	6580073	-	6580073	core	False	non_coordinated	2427	0	0	0	0	0.5913396103599787	0.0083443476474058
SC_RS32280		SCO6008	ROK family transcriptional regulator	ROK	6588242	6589453	+	6588242	core	False	non_coordinated	4387	0	0	0	0	1.9490638454787417	1.7656374142645202e-14
SC_RS32380		SCO6029	response regulator transcription factor	Response regulator	6618177	6618839	-	6618839	core	False	non_coordinated	2646	0	0	0	0	2.008928172406285	2.174031056790218e-08
SC_RS32585		SCO6069	sensor histidine kinase	Sensor kinase	6659273	6661906	-	6661906	core	False	non_coordinated	832	2	1	1	0	0.1908091448740959	0.3014359809592726
SC_RS32595	cprB	SCO6071	transcriptional regulator CprB	Other regulatory	6663344	6663991	+	6663344	core	False	non_coordinated	440	2	2	2	0	-0.4666273921675268	0.0123299923541455
SC_RS32795		SCO6110	ROK family protein	ROK	6713089	6714015	-	6714015	core	False	non_coordinated	296	3	3	2	-1	1.0082006305029243	5.995153363394063e-06
SC_RS32820		SCO6115	ROK family protein	ROK	6719695	6720918	+	6719695	core	False	non_coordinated	364	1	0	1	1	-0.8371667364894995	0.0044291641304128
SC_RS32835		SCO6118	AraC family transcriptional regulator	AraC	6723358	6724296	+	6723358	core	False	non_coordinated	294	5	5	4	-1	0.7506201439849568	0.0003877262689764185
SC_RS32840		SCO6119	helix-turn-helix transcriptional regulator	HTH (other)	6724307	6724990	+	6724307	core	False	non_coordinated	910	4	4	3	-1	0.0725119067724222	0.8349448247887048
SC_RS32850		SCO6121	TetR/AcrR family transcriptional regulator	TetR	6725692	6726270	-	6726270	core	False	non_coordinated	1049	3	3	1	-2	-1.7270404444147904	2.915587439862686e-20
SC_RS32895		SCO6129	helix-turn-helix domain-containing protein	HTH (other)	6730923	6731741	-	6731741	core	False	non_coordinated	1005	2	1	2	1	3.9036777829881735	3.909129012048911e-36
SC_RS32945		SCO6139	sensor histidine kinase	Sensor kinase	6740466	6741632	+	6740466	core	False	non_coordinated	510	1	1	1	0	0.6703361507363853	0.0005207335603329677
SC_RS32950		SCO6140	response regulator	Response regulator	6741629	6742288	+	6741629	core	False	non_coordinated	1127	3	2	2	0	0.5110354174030197	0.0148402476905826
SC_RS32970		SCO6144	TetR-like C-terminal domain-containing protein	TetR	6744201	6744770	-	6744770	core	False	non_coordinated	67	7	6	5	-1	-0.3674104959367556	0.0515111621800757
SC_RS33015		SCO6153	helix-turn-helix transcriptional regulator	HTH (other)	6753801	6754784	-	6754784	core	False	non_coordinated	1072	3	2	1	-1	-0.6153593086812125	0.0007912715208482218
SC_RS33045		SCO6159	GntR family transcriptional regulator	GntR	6761595	6762416	+	6761595	core	False	non_coordinated	619	7	3	5	2	-1.211004006853036	1.0456862010716414e-09
SC_RS33060		SCO6162	response regulator	Response regulator	6765623	6766405	-	6766405	core	False	non_coordinated	847	4	4	3	-1	-0.0170191284022702	0.9645800184546708
SC_RS33065		SCO6163	HAMP domain-containing sensor histidine kinase	Sensor kinase	6766414	6767361	-	6767361	core	False	non_coordinated	589	3	3	2	-1	0.7862765361985048	0.000863927287389067
SC_RS33075		SCO6165	TraR/DksA family transcriptional regulator	Other regulatory	6768098	6768478	+	6768098	core	True	concordant_derepression	144	4	2	3	1	0.9232644917721738	0.1839126222262727
SC_RS33095		SCO6169	PucR family transcriptional regulator	Other regulatory	6771761	6773470	-	6773470	core	False	non_coordinated	1398	2	1	2	1	-1.4893617865455608	7.803962298444223e-25
SC_RS33210		SCO6192	winged helix DNA-binding domain-containing protein	HTH (other)	6798812	6799918	+	6798812	core	False	non_coordinated	1161	3	2	3	1	0.9356096161154416	0.012826487687353
SC_RS33220		SCO6194	helix-turn-helix transcriptional regulator	HTH (other)	6803232	6804071	-	6804071	core	False	non_coordinated	638	2	0	1	1	0.9014871711366856	0.0003506572379046154
SC_RS33290		SCO6208	helix-turn-helix domain-containing protein	HTH (other)	6822714	6823082	+	6822714	core	False	non_coordinated	484	4	3	2	-1	2.3469696303850047	2.7472277395018048e-17
SC_RS33325			winged helix-turn-helix transcriptional regulator	HTH (other)	6830005	6830142	+	6830005	core	False	non_coordinated	801	1	0	0	0	-1.0420876988926229	1.116530464249054e-05
SC_RS33365		SCO6223	winged helix-turn-helix transcriptional regulator	HTH (other)	6844468	6845118	+	6844468	core	False	non_coordinated	537	1	0	0	0	-2.0577519682056615	6.218645919568063e-09
SC_RS33415		SCO6233	LacI family DNA-binding transcriptional regulator	LacI	6857160	6858188	+	6857160	core	False	non_coordinated	677	4	3	4	1	0.2104454084155884	0.3300222013451309
SC_RS33430		SCO6236	helix-turn-helix domain-containing protein	HTH (other)	6859900	6860733	-	6860733	core	False	non_coordinated	1909	1	1	1	0	1.347758125877864	7.974198827398116e-05
SC_RS33445	sigJ	SCO6239	RNA polymerase sigma factor SigJ	Sigma factor	6862307	6863275	-	6863275	core	False	non_coordinated	633	1	1	1	0	1.311935440800626	0.0005070002989406542
SC_RS33480	allR	SCO6246	allantoin degradation transcriptional regulator AllR	Other regulatory	6868657	6869469	-	6869469	core	False	non_coordinated	1271	1	0	1	1	-0.43298887693353	0.0216441792111781
SC_RS33515		SCO6253	sensor histidine kinase	Sensor kinase	6875083	6876336	+	6875083	core	False	non_coordinated	763	3	2	3	1	0.6158869060395805	0.0582812115279137
SC_RS33520		SCO6254	response regulator transcription factor	Response regulator	6876381	6877070	+	6876381	core	False	non_coordinated	2061	0	0	0	0	-0.2016202406480434	0.4870254952997314
SC_RS33530		SCO6256	myo-inositol degradation transcriptional regulator	Other regulatory	6878304	6879041	+	6878304	core	False	non_coordinated	1054	3	2	3	1	0.2558767649747333	0.3146045512107165
SC_RS33550		SCO6260	ROK family glucokinase	ROK	6882242	6883390	+	6882242	core	False	non_coordinated	1325	1	0	1	1	-0.9135029363219064	3.3249958463439535e-08
SC_RS33575		SCO6265	ScbR family autoregulator-binding transcription factor	Other regulatory	6890528	6891175	-	6891175	core	False	non_coordinated	2295	0	0	0	0	2.804243895494719	3.977977773677257e-34
SC_RS33590		SCO6268	sensor histidine kinase	Sensor kinase	6893258	6894079	-	6894079	core	False	non_coordinated	1858	1	0	1	1	3.763122204121846	3.008340297315059e-26
SC_RS33650		SCO6280	AfsR/SARP family transcriptional regulator	SARP	6938024	6939643	+	6938024	core	False	non_coordinated	322	5	2	3	1	7.177587903839435	3.3460251875646325e-172
SC_RS33680		SCO6286	ScbR family autoregulator-binding transcription factor	Other regulatory	6945705	6946379	-	6946379	core	False	non_coordinated	2850	0	0	0	0	5.710584198462153	2.3438803640521873e-120
SC_RS33690		SCO6288	AfsR/SARP family transcriptional regulator	SARP	6947569	6948414	+	6947569	core	False	non_coordinated	2051	0	0	0	0	4.557470549862644	1.688600800468281e-43
SC_RS33720		SCO6294	GntR family transcriptional regulator	GntR	6953679	6954356	-	6954356	core	False	non_coordinated	2782	0	0	0	0	-1.2820807712754514	7.08045177918595e-13
SC_RS33745		SCO6299	TetR/AcrR family transcriptional regulator	TetR	6958987	6959844	-	6959844	core	True	discordant_loss_down	35	3	2	0	-2	-1.4114119775299854	1.6258548905382441e-07
SC_RS33790		SCO6309	LysR family transcriptional regulator	LysR	6968600	6969571	+	6968600	core	False	non_coordinated	274	1	1	1	0	-1.2520710421838035	0.0042714741589795
SC_RS33805		SCO6312	ScbR family autoregulator-binding transcription factor	Other regulatory	6972028	6972675	-	6972675	core	False	non_coordinated	1134	2	0	2	2	-0.4090762493099477	0.0663135370091864
SC_RS33845		SCO6323	ScbR family autoregulator-binding transcription factor	Other regulatory	6983231	6983887	-	6983887	core	False	non_coordinated	4214	0	0	0	0	5.1259940145436715	4.844070853665387e-95
SC_RS33895		SCO6334	LuxR C-terminal-related transcriptional regulator	Other regulatory	6991755	6994433	-	6994433	core	True	discordant_gain_up	30	4	2	3	1	1.0792987194838373	0.0002553809415968921
SC_RS33960		SCO6349	LacI family DNA-binding transcriptional regulator	LacI	7011086	7012171	+	7011086	core	False	non_coordinated	139	3	1	1	0	0.6882335861624186	0.0006981202273279984
SC_RS33965		SCO6350	TetR/AcrR family transcriptional regulator	TetR	7012204	7012788	-	7012788	core	False	non_coordinated	620	5	2	3	1	-0.0498283263326837	0.8973720098035864
SC_RS33980		SCO6353	sensor histidine kinase	Sensor kinase	7014907	7016286	-	7016286	core	False	non_coordinated	1606	1	1	1	0	0.2530909439226394	0.4215180132266786
SC_RS33985		SCO6354	response regulator transcription factor	Response regulator	7016283	7016945	-	7016945	core	False	non_coordinated	2265	0	0	0	0	0.0394585311963026	0.9236925499815404
SC_RS34005		SCO6358	BlaI/MecI/CopY family transcriptional regulator	Other regulatory	7019120	7019509	+	7019120	core	False	non_coordinated	1889	1	0	1	1	-1.3836987195094357	6.727553642836647e-09
SC_RS34025		SCO6362	sensor histidine kinase	Sensor kinase	7022736	7024016	+	7022736	core	False	non_coordinated	1727	1	0	1	1	1.1673494768195165	2.7689585763523856e-05
SC_RS34030		SCO6363	response regulator	Response regulator	7024013	7024681	+	7024013	core	False	non_coordinated	836	2	1	2	1	0.7864881031547749	0.096765114732688
SC_RS34035		SCO6364	response regulator transcription factor	Response regulator	7024745	7025473	-	7025473	core	False	non_coordinated	448	6	4	6	2	0.0219411886218485	0.967852980125648
SC_RS34060		SCO6369	HAMP domain-containing sensor histidine kinase	Sensor kinase	7030354	7031664	+	7030354	core	True	discordant_gain_up	264	3	2	2	0	1.425234745616793	0.0025470969471078
SC_RS34110			BlaI/MecI/CopY family transcriptional regulator	Other regulatory	7042854	7043107	+	7042854	core	False	non_coordinated	638	2	2	1	-1	0.3197082326349006	0.2163859688688046
SC_RS34150			helix-turn-helix domain-containing protein	HTH (other)	7053625	7053826	+	7053625	core	False	non_coordinated	2185	0	0	0	0		
SC_RS34245		SCO6410	helix-turn-helix domain-containing protein	HTH (other)	7077312	7077563	+	7077312	core	False	non_coordinated	350	2	1	1	0	0.8374189701880895	0.0004832233100154486
SC_RS34260		SCO6413	PucR family transcriptional regulator	Other regulatory	7079908	7081521	+	7079908	core	False	non_coordinated	1024	2	2	2	0	1.384360594100357	3.6757320471733217e-06
SC_RS34300		SCO6421	sensor histidine kinase	Sensor kinase	7090613	7091761	+	7090613	core	False	non_coordinated	333	4	0	1	1	1.197361415829145	1.75197918074222e-05
SC_RS34305		SCO6422	response regulator	Response regulator	7091758	7092432	+	7091758	core	False	non_coordinated	529	5	1	2	1	1.762641305992856	1.8626331678202195e-09
SC_RS34315		SCO6424	HAMP domain-containing sensor histidine kinase	Sensor kinase	7093614	7094582	-	7094582	core	False	non_coordinated	926	1	1	1	0	0.0589953876424857	0.9111201758133908
SC_RS34320		SCO6425	helix-turn-helix transcriptional regulator	HTH (other)	7094757	7095527	+	7094757	core	False	non_coordinated	1101	1	1	1	0	-0.4653157464738689	0.2367405892482754
SC_RS34435		SCO6448	AraC family transcriptional regulator	AraC	7132198	7133130	+	7132198	core	False	non_coordinated	1618	1	0	0	0	2.210801116633274	1.2704175407927513e-19
SC_RS34490		SCO6459	ArsR/SmtB family transcription factor	ArsR	7147028	7147390	-	7147390	core	False	non_coordinated	1379	3	3	3	0	-0.1673996150422449	0.5988483451148896
SC_RS34565		SCO6474	TetR family transcriptional regulator	TetR	7163600	7164418	-	7164418	core	False	non_coordinated	665	3	2	2	0	0.2138501868067133	0.2296999208874532
SC_RS34785		SCO6518	helix-turn-helix domain-containing protein	HTH (other)	7208891	7209373	+	7208891	arm	False	non_coordinated	630	8	3	6	3	1.4496047332368664	1.5920159542059826e-10
SC_RS34795		SCO6520	RNA polymerase sigma factor SigF	Sigma factor	7210082	7210882	+	7210082	arm	False	non_coordinated	91	10	6	6	0	-0.7694022913550511	0.0004070925758670195
SC_RS34880		SCO6537	helix-turn-helix domain-containing protein	HTH (other)	7231262	7232125	-	7232125	arm	False	non_coordinated	144	4	1	3	2	0.2834525578409987	0.151151446132917
SC_RS34890		SCO6539	helix-turn-helix domain-containing protein	HTH (other)	7232761	7233579	-	7233579	arm	False	non_coordinated	173	5	2	4	2	0.522674323412158	0.0111003959929869
SC_RS34895		SCO6540	4a-hydroxytetrahydrobiopterin dehydratase	TetR	7233669	7233974	+	7233669	arm	False	non_coordinated	83	5	2	4	2	-0.1221266795356101	0.6286175581447112
SC_RS34960		SCO6554	Lrp/AsnC family transcriptional regulator	Lrp	7252536	7253519	+	7252536	arm	False	non_coordinated	1121	3	1	0	-1	-1.073084692332902	0.0058298754261827
SC_RS34965		SCO6555	LysR substrate-binding domain-containing protein	LysR	7253501	7254379	-	7254379	arm	False	non_coordinated	366	3	1	0	-1	-1.350614580826074	1.006067071802086e-05
SC_RS35020		SCO6565	GntR family transcriptional regulator	GntR	7267256	7267933	+	7267256	arm	False	non_coordinated	740	3	2	3	1	-1.1664627037141515	4.0716338261442814e-08
SC_RS35025		SCO6566	ROK family transcriptional regulator	ROK	7268197	7269378	+	7268197	arm	False	non_coordinated	140	3	2	3	1	-0.3083850799407891	0.1965699000784534
SC_RS35190		SCO6598	LacI family DNA-binding transcriptional regulator	LacI	7318137	7319177	+	7318137	arm	False	non_coordinated	615	3	1	2	1	-0.9534212333834048	7.2129294206032675e-06
SC_RS35195		SCO6599	TetR/AcrR family transcriptional regulator	TetR	7319193	7319846	-	7319846	arm	True	discordant_loss_down	236	2	1	1	0	-1.5315166238060172	3.3380934782945707e-12
SC_RS35200		SCO6600	ROK family protein	ROK	7320012	7321337	-	7321337	arm	False	non_coordinated	1255	2	2	1	-1	-0.5533563890819022	0.29563318412084
SC_RS35265		SCO6613	winged helix-turn-helix transcriptional regulator	HTH (other)	7334456	7334863	+	7334456	arm	False	non_coordinated	583	5	3	2	-1	-1.0135235371057882	0.0004472932995584925
SC_RS35300		SCO6620	MarR family winged helix-turn-helix transcriptional regulator	MarR	7340945	7341376	+	7340945	arm	False	non_coordinated	169	2	0	2	2	0.9030102954884232	0.0003893328075969378
SC_RS35345		SCO6629	helix-turn-helix domain-containing protein	HTH (other)	7357519	7358352	+	7357519	arm	False	non_coordinated	1134	1	1	1	0	3.597235720521963	6.096375286120936e-52
SC_RS35505		SCO6664	helix-turn-helix transcriptional regulator	HTH (other)	7402846	7403751	+	7402846	arm	False	non_coordinated	1373	1	0	1	1	-0.7833950398285775	0.0165938135944644
SC_RS35520		SCO6667	response regulator	Response regulator	7407798	7408466	-	7408466	arm	False	non_coordinated	636	4	2	1	-1	2.2719031783507027	6.731328493290625e-06
SC_RS35525		SCO6668	sensor histidine kinase	Sensor kinase	7408463	7409680	-	7409680	arm	True	concordant_derepression	99	4	3	2	-1	1.0418397945969575	0.0003648569121190967
SC_RS35530		SCO6669	IclR family transcriptional regulator	IclR	7409712	7410506	-	7410506	arm	False	non_coordinated	727	6	4	4	0	0.8239283223872396	0.1206113326016144
SC_RS35560		SCO6675	helix-turn-helix domain-containing protein	HTH (other)	7415327	7415983	-	7415983	arm	False	non_coordinated	1631	1	0	0	0	1.0485319674132163	1.1709659804581776e-06
SC_RS35565		SCO6676	MmyB family transcriptional regulator	Other regulatory	7416216	7416875	+	7416216	arm	False	non_coordinated	1398	1	0	0	0	-1.402405765129275	3.361772081442381e-06
SC_RS35610	ramR	SCO6685	two-component system response regulator RamR	Response regulator	7426396	7427004	-	7427004	arm	True	discordant_gain_up	286	6	4	4	0	6.6041010227398775	1.6843067948138286e-08
SC_RS35620		SCO6687	DNA-binding protein	Other regulatory	7428452	7433488	+	7428452	arm	False	non_coordinated	68	4	2	3	1	-0.3728500058188969	0.0197441488392149
SC_RS35655		SCO6694	TetR/AcrR family transcriptional regulator	TetR	7444457	7445071	+	7444457	arm	False	non_coordinated	470	3	2	2	0	0.7773806863872553	0.001068990949424
SC_RS35705		SCO6704	MarR family winged helix-turn-helix transcriptional regulator	MarR	7456000	7456464	+	7456000	arm	False	non_coordinated	1867	2	1	2	1	-0.9036534921614368	0.0136732558844081
SC_RS35750		SCO6713	LacI family DNA-binding transcriptional regulator	LacI	7467726	7468784	+	7467726	arm	False	non_coordinated	364	2	0	2	2	0.2261375268687284	0.2433027534071983
SC_RS35760		SCO6715	WhiB family transcriptional regulator	WhiB	7469875	7470120	+	7469875	arm	False	non_coordinated	695	3	1	2	1	-1.165932932805556	2.3230578991583267e-05
SC_RS35800	ssgD	SCO6722	spore wall synthesis regulator SsgD	Other regulatory	7477705	7478121	-	7478121	arm	False	non_coordinated	28	5	2	3	1	1.6461369304958555	1.3359219180187915e-10
SC_RS35855		SCO6733	MerR family transcriptional regulator	MerR	7487571	7488326	-	7488326	arm	False	non_coordinated	876	5	4	4	0	-0.029565549918643	0.9139842518523934
SC_RS35915		SCO6746	GlxA family transcriptional regulator	Other regulatory	7503189	7504166	+	7503189	arm	False	non_coordinated	261	2	1	2	1	0.6383356324867904	0.0543267702791537
SC_RS36035		SCO6770	helix-turn-helix domain-containing protein	HTH (other)	7529043	7529657	+	7529043	arm	False	non_coordinated	2844	0	0	0	0	-0.0668987798341696	0.7891072160162084
SC_RS36060		SCO6775	TetR/AcrR family transcriptional regulator	TetR	7533249	7533869	-	7533869	arm	False	non_coordinated	297	4	1	2	1	1.4030503736226552	4.7515524487964975e-12
SC_RS36075		SCO6778	TetR/AcrR family transcriptional regulator	TetR	7536362	7537048	-	7537048	arm	False	non_coordinated	569	1	1	1	0	-0.6306052173283383	0.0004287222360479936
SC_RS36085		SCO6781	TetR/AcrR family transcriptional regulator	TetR	7538739	7539902	-	7539902	arm	False	non_coordinated	2024	0	0	0	0	0.6993129590527637	0.0023788773583232
SC_RS36100		SCO6784	TetR/AcrR family transcriptional regulator	TetR	7541642	7542313	-	7542313	arm	False	non_coordinated	387	2	1	1	0	0.6678309138081808	0.0533086195977825
SC_RS36140		SCO6792	TetR/AcrR family transcriptional regulator	TetR	7552594	7553190	+	7552594	arm	False	non_coordinated	939	3	2	3	1	-0.2988871657424283	0.1123367263383033
SC_RS36150		SCO6794	sensor histidine kinase	Sensor kinase	7555369	7557321	+	7555369	arm	False	non_coordinated	832	4	2	3	1	7.13170172096867	4.1091133942570156e-156
SC_RS36185		SCO6801	LysR family transcriptional regulator	LysR	7561923	7562825	+	7561923	arm	False	non_coordinated	281	6	5	6	1	-1.63249377529844	5.596399664282942e-15
SC_RS36190		SCO6802	helix-turn-helix domain-containing protein	HTH (other)	7562872	7563450	+	7562872	arm	False	non_coordinated	668	3	2	3	1	-1.9609192542915552	2.3211643274963367e-10
SC_RS36200		SCO6804	MmcQ/YjbR family DNA-binding protein	Other regulatory	7564023	7564382	+	7564023	arm	False	non_coordinated	575	3	3	3	0	-1.5963457322971308	9.017260234719387e-10
SC_RS36220			helix-turn-helix transcriptional regulator	HTH (other)	7567337	7567666	-	7567666	arm	True	discordant_gain_up	183	4	1	4	3	2.168987976181465	0.0001427567692109228
SC_RS36230		SCO6808	ArsR/SmtB family transcription factor	ArsR	7570606	7570968	-	7570968	arm	False	non_coordinated	557	2	0	2	2	3.930618153497073	1.278493483033458e-65
SC_RS36250		SCO6812	ArsR/SmtB family transcription factor	ArsR	7574420	7574779	+	7574420	arm	False	non_coordinated	1351	1	1	1	0	1.707778190631277	1.819817776950569e-08
SC_RS36255		SCO6813	ArsR/SmtB family transcription factor	ArsR	7574849	7575238	+	7574849	arm	False	non_coordinated	1639	2	2	2	0	1.8920477179822155	1.6656975956244524e-06
SC_RS36305		SCO6823	ArsR/SmtB family transcription factor	ArsR	7588044	7588445	+	7588044	arm	False	non_coordinated	1235	5	3	5	2	1.333894111365043	1.2355942444586881e-09
SC_RS36340		SCO6830	ArsR/SmtB family transcription factor	ArsR	7601654	7602007	+	7601654	arm	False	non_coordinated	1791	1	0	1	1	1.1299856888569575	2.8109160778890853e-05
SC_RS36370		SCO6836	ArsR/SmtB family transcription factor	ArsR	7606744	7607052	+	7606744	arm	False	non_coordinated	1958	1	1	1	0	1.7514473298886375	1.3448076339488476e-05
SC_RS36670		SCO6894	winged helix-turn-helix transcriptional regulator	HTH (other)	7659639	7660481	+	7659639	arm	False	non_coordinated	2039	0	0	0	0	0.6141103560844645	0.3266536048498064
SC_RS36810		SCO6922	WhiB family transcriptional regulator	WhiB	7685784	7686425	-	7686425	arm	False	non_coordinated	30	4	1	4	3	0.3025027446595897	0.6090942505506286
SC_RS36820		SCO6924	helix-turn-helix domain-containing protein	HTH (other)	7687305	7688201	-	7688201	arm	True	concordant_repression	15	3	1	3	2	-2.5425777989933764	7.40547348508819e-05
SC_RS36830		SCO6926	MmyB family transcriptional regulator	Other regulatory	7689750	7690454	+	7689750	arm	False	non_coordinated	1564	2	1	2	1	-0.936880032066294	0.0177302200328527
SC_RS36895		SCO6937	LuxR C-terminal-related transcriptional regulator	Other regulatory	7702025	7702498	-	7702498	arm	False	non_coordinated	1961	1	0	1	1	0.0741572074268414	0.8965125255942354
SC_RS36925		SCO6943	sensor histidine kinase	Sensor kinase	7706226	7707743	-	7707743	arm	False	non_coordinated	192	3	1	3	2	1.833668978207916	7.10545066929381e-05
SC_RS36955		SCO6950	helix-turn-helix domain-containing protein	HTH (other)	7713425	7714828	+	7713425	arm	False	non_coordinated	2108	0	0	0	0	5.04399090452598	1.8009685053473498e-84
SC_RS37035			WhiB family transcriptional regulator	WhiB	7731868	7732188	-	7732188	arm	True	concordant_derepression	34	8	5	4	-1	1.2351768680285735	0.023562700652312
SC_RS37085		SCO6974	GntR family transcriptional regulator	GntR	7741171	7741956	-	7741956	arm	False	non_coordinated	2062	0	0	0	0	0.3961444797788856	0.2938182772355435
SC_RS37145		SCO6986	LacI family DNA-binding transcriptional regulator	LacI	7753893	7754939	+	7753893	arm	False	non_coordinated	1324	3	0	3	3	0.794457325211013	0.0172697238837962
SC_RS37190		SCO6993	LuxR family transcriptional regulator AbsR2	Other regulatory	7760977	7762803	+	7760977	arm	False	non_coordinated	1686	1	0	1	1	0.8445842065296982	0.013359329495831
SC_RS37205		SCO6996	RNA polymerase sigma factor	Sigma factor	7767699	7768337	+	7767699	arm	False	non_coordinated	2147	0	0	0	0	-0.4187259940548057	0.1170964494783467
SC_RS37295		SCO7014	LacI family DNA-binding transcriptional regulator	LacI	7791717	7792730	-	7792730	arm	False	non_coordinated	2173	0	0	0	0	-0.5650832389062417	0.0085247363608791
SC_RS37305		SCO7016	LacI family DNA-binding transcriptional regulator	LacI	7797371	7798381	-	7798381	arm	False	non_coordinated	720	3	2	2	0	0.0201303945005177	0.9475707904392504
SC_RS37350		SCO7025	LysR family transcriptional regulator	LysR	7811193	7812110	-	7812110	arm	False	non_coordinated	305	2	2	1	-1	-0.361839811126796	0.1463777512692755
SC_RS37360		SCO7027	LacI family DNA-binding transcriptional regulator	LacI	7812783	7813832	-	7813832	arm	False	non_coordinated	2027	0	0	0	0	-1.2597213517249928	0.0015609181472657
SC_RS37390		SCO7033	PucR family transcriptional regulator	Other regulatory	7820139	7821785	-	7821785	arm	False	non_coordinated	1658	1	0	1	1	0.3084724616286369	0.1413291088427989
SC_RS37435		SCO7042	MarR family winged helix-turn-helix transcriptional regulator	MarR	7834891	7835298	-	7835298	arm	False	non_coordinated	536	1	0	1	1	-0.064996638819204	0.7944702254881681
SC_RS37440		SCO7043	helix-turn-helix domain-containing protein	HTH (other)	7835428	7835715	+	7835428	arm	False	non_coordinated	666	1	0	1	1	3.73043732080737	1.181795012455063e-28
SC_RS37480	rho	SCO7051	transcription termination factor Rho	Other regulatory	7841463	7842710	-	7842710	arm	False	non_coordinated	5050	0	0	0	0	-1.8054125524265177	8.533855986252663e-08
SC_RS37500		SCO7054	PadR family transcriptional regulator	PadR	7844184	7844771	+	7844184	arm	False	non_coordinated	4076	0	0	0	0	-0.4101829966813702	0.252453435864034
SC_RS37510		SCO7056	GntR family transcriptional regulator	GntR	7845511	7846272	-	7846272	arm	False	non_coordinated	1988	1	0	1	1	2.3417968949676338	1.5759346225622788e-35
SC_RS37535		SCO7061	MarR family winged helix-turn-helix transcriptional regulator	MarR	7849651	7850187	-	7850187	arm	False	non_coordinated	1026	4	3	4	1	-0.6392258583075638	0.0519445115869822
SC_RS37565		SCO7067	PadR family transcriptional regulator	PadR	7857217	7857768	+	7857217	arm	False	non_coordinated	1181	1	0	0	0	0.6987172474216647	0.0427637938782379
SC_RS37610		SCO7075	response regulator transcription factor	Response regulator	7863791	7864483	+	7863791	arm	False	non_coordinated	194	4	1	4	3	-0.0453580522008571	0.8773293820981846
SC_RS37615		SCO7076	HAMP domain-containing sensor histidine kinase	Sensor kinase	7864480	7865931	+	7864480	arm	False	non_coordinated	311	4	1	4	3	0.2870214430238649	0.2184046041558244
SC_RS37650			LysR family transcriptional regulator	LysR	7872807	7872977	+	7872807	arm	False	non_coordinated	1330	3	2	3	1	-1.5024968012635218	0.0227340340969478
SC_RS37660		SCO7086	MerR family transcriptional regulator	MerR	7873600	7873947	-	7873947	arm	False	non_coordinated	190	2	2	2	0	-0.2945712757961456	0.3656193491327967
SC_RS37670		SCO7088	response regulator	Response regulator	7875374	7876051	-	7876051	arm	False	non_coordinated	1224	3	2	2	0	-0.7175922588414839	0.2219344479970813
SC_RS37675		SCO7089	sensor histidine kinase	Sensor kinase	7876048	7877241	-	7877241	arm	True	discordant_gain_up	34	2	0	1	1	0.5692475959080903	0.220371723922328
SC_RS37710		SCO7097	MarR family winged helix-turn-helix transcriptional regulator	MarR	7887694	7888179	-	7888179	arm	False	non_coordinated	3161	0	0	0	0	-0.869316549170603	0.2116311375075707
SC_RS37720		SCO7099	sigma-70 family RNA polymerase sigma factor family protein	Sigma factor	7889266	7890168	-	7890168	arm	False	non_coordinated	1172	1	0	0	0	-0.3606469464108222	0.5194135970337534
SC_RS37745		SCO7104	sigma-70 family RNA polymerase sigma factor family protein	Sigma factor	7894195	7895073	+	7894195	arm	False	non_coordinated	802	2	0	1	1	-0.2525763008527139	0.2793594975840121
