gene_id	old_locus_tag	gene_name	gene_biotype	contig	start	end	strand	product	protein_id	ontology_term	baseMean	log2FoldChange_2_vs_1	lfcSE_2_vs_1	pvalue_2_vs_1	padj_2_vs_1	log2FoldChange_3_vs_1	lfcSE_3_vs_1	pvalue_3_vs_1	padj_3_vs_1	log2FoldChange_3_vs_2	lfcSE_3_vs_2	pvalue_3_vs_2	padj_3_vs_2	norm_M145_1_1	norm_M145_1_2	norm_M145_1_3	norm_M145_2_1	norm_M145_2_3	norm_M145_2_4	norm_M145_3_2	norm_M145_3_3	norm_M145_3_4	bgc_name	bgc_role	is_regulator	regulator_name	regulator_type	is_SARP	SARP_subtype
SC_RS31300	SCO5812	NA	protein_coding	NC_003888.3	6356449	6357150	+	ribonuclease HII	WP_011030471.1	GO:0003723,GO:0004523	534.0027131666592	-1.96239919157441	0.2026229728940192	7.632753158816715e-23	4.6317484644692545e-22	-2.57378954047096	0.2024616978934018	5.333539343912715e-38	4.99146166750999e-37	-0.5843574879487583	0.2055389666391411	0.0034061354856325	0.0056067409952951	1155.9750739216954	1088.37962106409	1144.831287734796	269.84613707461705	259.5209289162659	323.42976286388375	164.15686146902877	246.83341570370732	153.05132975184893	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31305	SCO5813	NA	protein_coding	NC_003888.3	6357219	6357857	+	hypothetical protein	WP_011030472.1	NA	1437.7767615331943	-0.5612752888637742	0.2453644170574238	0.0179701903668989	0.0273280732651827	-1.4434045716206043	0.2503872721431206	2.7776533006641454e-9	6.435738526326683e-9	-0.8584254821031551	0.2483674162597014	3.5528663219212e-4	6.8254311300025e-4	2156.149548813417	2081.3077673396715	2165.535002150453	1267.050270900361	1496.476660761729	1485.2889879210663	590.8482779824972	1139.1471353051625	558.1872026243902	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31310	SCO5814	NA	protein_coding	NC_003888.3	6358172	6358786	-	hypothetical protein	WP_003973208.1	NA	391.5864748907429	-1.834513115004224	0.2386157142160704	3.49966766111054e-15	1.4932175746010712e-14	-1.070365666962607	0.2304411561589547	1.719093320055664e-6	3.1385357032343856e-6	0.7349017205242863	0.2366296652138812	0.0013591186083663	0.0023900232013727	707.0950263668052	654.1918150139236	664.3950687010049	180.30628249985776	222.8494933085327	150.51923579434592	253.22069056392735	429.2280193431725	262.4726424251165	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31315	SCO5815	NA	protein_coding	NC_003888.3	6359074	6361233	+	RecQ family ATP-dependent DNA helicase	WP_011030473.1	GO:0003676,GO:0005524	788.0471125347702	-1.8811925191884868	0.1394946707615895	4.529252251369465e-42	5.40259948735896e-41	-2.3711258036988507	0.1383475019502246	1.355817586823215e-66	3.676092648528476e-65	-0.4799756169722969	0.1428865423880508	6.8635426698985e-4	0.0012563717322012	1653.8832820104935	1549.3404017500577	1652.950634631129	423.1678058670131	431.59458830639875	451.5577073830377	338.79182047863384	305.8113114913188	285.32646089484956	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31320	SCO5816	NA	protein_coding	NC_003888.3	6361399	6363003	+	DUF4192 domain-containing protein	WP_011030474.1	NA	99.63096655392988	-0.4921631337233725	0.2460902098580678	0.0387376138327407	0.0558528748567105	-0.0804297316641627	0.2318937568611722	0.7210644452336343	0.7478647243972284	0.4116345181788491	0.2425546438669077	0.0806560899629109	0.1050053573738153	119.84661463844157	117.5682799224311	103.58847845338248	74.82097437068929	84.62638986399975	78.36951946317184	135.63315149745992	79.72937763880812	102.4959131369848	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31325	SCO5817	NA	protein_coding	NC_003888.3	6363135	6363893	+	NUDIX hydrolase	WP_003973205.1	GO:0009132,GO:0016817,GO:0046872	153.4564256394251	0.0265018898791359	0.1807760923977817	0.8822619268681207	0.9054731131320336	-0.5043702142592634	0.1799547415536638	0.0043339335844943	0.005900508580314	-0.5304803532342683	0.1823866069697763	0.0030578237905597	0.0050716096968806	181.94895131472492	164.1299749412157	162.52675067685874	176.62656244884028	157.9692610794662	182.86221208073428	123.9908208968196	122.32452459652752	108.72877271963928	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31330	SCO5818	NA	protein_coding	NC_003888.3	6363949	6366183	+	ABC transporter ATP-binding protein	WP_011030476.1	GO:0005524,GO:0016887,GO:0042626,GO:0140359	106.5315330857891	0.1276022804843471	0.2783019766641985	0.6348168680097468	0.6876058610004991	0.9131002184135614	0.2734657995488494	5.2633389771354e-4	7.7555386045823e-4	0.7787930834970548	0.2743350841335336	0.0031787399619148	0.0052596073899157	75.17651281865881	80.31892390740343	82.15637946302749	73.5944010203501	98.73078817466636	89.56516510076781	188.02363920034145	93.92775995804791	177.29022812883858	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31335	SCO5819	whiH	protein_coding	NC_003888.3	6366349	6367236	+	sporulation transcriptional regulator WhiH	WP_011030477.1	NA	429.72176664664255	5.44672201767712	0.2712807574228297	2.032086143528247e-90	6.967412849065909e-89	3.4638282082189096	0.2740149479552896	1.7464798817970803e-37	1.5935065842745198e-36	-1.9410592980536383	0.2103488276106029	5.417536808161804e-21	8.436351616131396e-20	25.0588376062196	18.62467800751384	24.111111364149373	965.3132267169256	1023.9793173543968	1034.975241164428	232.26449548277472	337.48462589577684	205.68436622759788	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS31340	SCO5820	NA	protein_coding	NC_003888.3	6367665	6369200	+	RNA polymerase sigma factor	WP_003973202.1	GO:0006352,GO:0006355,GO:0003677,GO:0016987	3030.3018862184663	-0.2685324365602969	0.2090508662995974	0.1914221208665808	0.2376659497301773	-0.7883781230324853	0.2115664660757347	1.2910171820666e-4	2.001111970416e-4	-0.5167558661612791	0.2104729424978122	0.0117795969145503	0.017712251329135	3761.004670290002	3942.6115257155857	3696.144071711639	2992.8389748275713	3401.98087253279	3001.6769915021214	1830.174370420661	2969.6462712317707	1676.639227734055	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS31345	SCO5821	NA	protein_coding	NC_003888.3	6369367	6370224	+	S1 family peptidase	WP_003973201.1	GO:0006508,GO:0004252	301.30276946920924	-0.1316201410656265	0.1870511912814735	0.472998422941549	0.5338075190865068	-0.5707304312560902	0.1871712842974081	0.0018549773140474	0.0026110376552295	-0.4371815833893046	0.1885978405891119	0.0179999204631583	0.0261202110194171	366.0769319865124	348.04867026541484	337.5555590980912	321.36221778886215	297.6028043550658	337.1133297542789	196.17327062078968	293.79729568273126	213.9948456711372	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31350	NA	NA	protein_coding	NC_003888.3	6370335	6370565	-	DUF7455 domain-containing protein	WP_003973200.1	NA	7002.495868980799	1.5857111754387088	0.2224172345032032	3.45742739257064e-13	1.3171644167212312e-12	1.069579896266066	0.221285757146085	7.626964753669518e-7	1.4345823494848004e-6	-0.509843735500171	0.2187706703768607	0.0195731898350821	0.0281892276283741	3380.7640474825835	3481.650745029618	3282.683162022707	10000.25252531524	10262.360210841036	10872.215874732094	5521.957403883712	10237.033652171896	5983.545199348302	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31355	SCO5822	NA	protein_coding	NC_003888.3	6371006	6373129	+	DNA gyrase/topoisomerase IV subunit B	WP_003973199.1	GO:0006265,GO:0003677,GO:0003918,GO:0005524	1658.0158541841608	-0.316824380268541	0.1879228766633107	0.0857552654962319	0.1155595276672875	-1.878547954969703	0.1922674303782817	3.1726713400697423e-23	1.5886211569203176e-22	-1.55056121304622	0.1924327136052056	2.4166322096774846e-16	2.590730440866773e-15	2390.3952046976437	2365.3341069542575	2471.8354168876094	1836.1803054577351	1940.7652075477276	1981.629277854488	586.191345742241	844.2576563671051	505.5541661486412	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31360	SCO5823	NA	protein_coding	NC_003888.3	6373348	6373872	+	DUF1453 family protein	WP_011030478.1	NA	40.76540769244132	-2.679249995593592	0.5093243834760852	1.9008522259581027e-8	5.3355051834345284e-8	-1.0471640167419105	0.4226707175943821	0.0067031728585029	0.0089414619113946	1.4770770678083116	0.5067279327120322	0.0011470748368629	0.002035871449084	88.25068896103424	74.49871203005536	69.65432171865373	7.359440102035011	19.746157634933276	6.2198031319977645	44.822972812465295	12.014015808587525	44.322557032209644	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31365	SCO5824	NA	protein_coding	NC_003888.3	6373869	6375023	+	sensor histidine kinase	WP_011030479.1	GO:0007165,GO:0000155,GO:0004673,GO:0005524	63.75203931795773	-0.3742325630780733	0.2684231422616314	0.1474659305828366	0.1881402478285281	0.1157194743288712	0.2491492688443046	0.6340811166006961	0.6640438594067829	0.4926551878260679	0.2631550549546065	0.0529357436013826	0.0711454905213871	59.92330731922078	71.00658490364651	71.44032996784999	47.83636066322757	52.186273749466515	53.490306935180776	88.48171256486657	54.60916276630693	74.79431499185378	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS31370	SCO5825	NA	protein_coding	NC_003888.3	6375020	6375709	+	response regulator	WP_011030480.1	GO:0000160	85.9085916624623	0.3780366942079564	0.232446571515371	0.0943668982479938	0.1261194378612411	-0.1683040121039007	0.2295592687353545	0.4513042202691263	0.48541395874653	-0.5499401453252593	0.2302958905502767	0.0141988294815249	0.0210436616041364	77.35554217572137	88.46722053569073	75.90535059084061	103.03216142849016	129.76046445813296	85.83328322156916	76.83938196422622	68.80754508554674	67.17637550194274	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS31375	SCO5826	NA	protein_coding	NC_003888.3	6375779	6376357	+	DUF485 domain-containing protein	WP_011030481.1	GO:0016020	1222.8559623610504	5.9935789831551904	0.2645652255178676	2.897519150115409e-114	1.6410689942061048e-112	3.6996299836463256	0.2661854018165268	9.007197419324358e-45	1.0948971616558672e-43	-2.2468180529164417	0.2362008655733635	3.0275991914193904e-22	5.1787524424144656e-21	45.75961649831405	31.429144137679604	60.72428047267249	3065.206802497582	2954.871446084658	2991.725306490925	498.2917497074064	835.5201903244961	522.1751250357198	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31380	SCO5827	NA	protein_coding	NC_003888.3	6376354	6377946	+	solute symporter family protein	WP_011030482.1	GO:0055085,GO:0015123,GO:0022857,GO:0016020	1973.3179973255512	6.746366056341315	0.2389560253475138	5.1237816195702965e-176	1.1522480665657204e-173	4.257716142951513	0.2401615003650526	3.2502151534293106e-71	1.0852028411843016e-69	-2.4541538485778895	0.2054854908883355	9.948938355409314e-34	2.994865459270064e-32	46.84913117684534	37.24935601502768	52.68724335128937	4898.933961254639	4878.711375659585	5163.680560184544	796.335413083799	1168.6360831989682	716.7788520052653	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31385	SCO5828	NA	protein_coding	NC_003888.3	6377983	6378663	-	response regulator	WP_011030483.1	GO:0000160	219.22692612499264	3.2007683924803816	0.2056241316185142	1.5573951855105455e-55	2.66394711150193e-54	1.0914308087972038	0.2112919480847973	1.2501918396638062e-7	2.497770265500252e-7	-2.079203850021943	0.1822505937398879	7.059105016925934e-31	1.913968686504102e-29	49.028160533907915	57.03807639801113	51.79423922669124	496.7622068873632	500.7061400286652	473.9489986582297	97.79557704537883	115.77142506457068	130.19751128211584	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS31390	SCO5829	NA	protein_coding	NC_003888.3	6378660	6380330	-	ATP-binding protein	WP_166680912.1	NA	341.63624634993874	0.3673101882768605	0.1736658573089931	0.0320338360250446	0.0468318757643386	-0.3014059490380379	0.1735003549245	0.0772392139597107	0.0921902950259051	-0.6697106804733644	0.1741272194448201	8.863125473549101e-5	1.8819066195711e-4	315.9592567740732	318.9476108786745	354.5226374654556	450.1524195744748	356.8412772598656	477.6808805374283	240.996243433255	291.612929172079	268.0129620541427	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31395	SCO5830	NA	protein_coding	NC_003888.3	6380416	6381357	-	sucrase ferredoxin	WP_011030485.1	NA	479.78093481312015	1.3317415908342014	0.1838784828706616	1.8360234874659525e-13	7.104370235407224e-13	0.0886381802690551	0.1826103681658907	0.6236217204004473	0.6541654100949129	-1.242337351953825	0.1819672895914331	3.993125766792858e-12	2.6758492211129006e-11	335.57052098763637	293.33867861834295	304.51440648796057	794.8195310197812	730.6078324925312	860.8207534684907	304.44694520674483	410.6609040026281	283.24884103396477	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31400	SCO5831	NA	protein_coding	NC_003888.3	6381412	6382677	-	citrate synthase	WP_003973190.1	NA	98.58041595368717	0.3844483450926879	0.2371980192139923	0.0957862304682329	0.1278822277213391	-0.0503312715972304	0.2332463337137127	0.8236128528062404	0.8406546352364858	-0.4353021063166792	0.2336831709915095	0.0553252415752481	0.074109459895646	96.96680638928454	76.82679678099458	96.44444545659748	109.165028180186	105.78298732999968	143.05547203594858	89.06382909489858	68.80754508554674	101.11083322972826	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31405	SCO5832	NA	protein_coding	NC_003888.3	6382802	6383974	+	citrate synthase/methylcitrate synthase	WP_003973189.1	NA	75.52790130266527	-2.5112964538343068	0.3223212943966697	1.1747455634728537e-15	5.123847449123467e-15	-0.8329644969344351	0.2618232128168623	9.7929398098792e-4	0.0014109066852522	1.626075301669769	0.3235986464219523	1.6756086639016242e-7	5.638954156774567e-7	137.27884949494216	136.19295792994495	125.02057744373748	30.664333758479213	21.156597465999937	14.927527516794637	83.2426637945784	50.24042974500237	81.02717457450825	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31410	SCO5833	NA	protein_coding	NC_003888.3	6384115	6384351	-	hypothetical protein	WP_003973188.1	NA	153.8156026966846	0.1966628900570445	0.2171104003951308	0.3548868819944825	0.4130539643210571	-0.7423095875866388	0.2217155324700326	5.7305590875549e-4	8.4196492666112e-4	-0.9438672865260992	0.2234162406597905	1.3731065550547505e-5	3.3446233577408796e-5	180.85943663619364	140.8491274318234	182.17284141801747	193.79858935358865	201.69289584253275	186.59409395993293	98.37769357541085	124.5088911071798	75.48685494548205	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31415	SCO5834	NA	protein_coding	NC_003888.3	6384501	6385052	-	DUF6082 family protein	WP_030865023.1	NA	95.68570313897776	1.5304912504589394	0.2658954534871107	3.047428542000439e-9	9.034757127621307e-9	2.341173043514851	0.2545935766437263	7.740678952652199e-21	3.4370053003471965e-20	0.7726861491354029	0.2237320960608382	3.9089661535331e-4	7.4514971852193e-4	33.7749550344699	23.2808475093923	35.720164983924995	105.48530812916847	94.49946868146638	79.6134800895714	154.8429969885165	180.21023712881288	153.7438697054772	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31420	SCO5835	NA	protein_coding	NC_003888.3	6385339	6386427	+	CobW family GTP-binding protein	WP_011030486.1	GO:0003924,GO:0005525,GO:0046872	214.4860322984893	-1.81322143740636	0.1829854142304175	9.973317644802588e-24	6.317811658008334e-23	-1.819013008607812	0.1742226954434069	4.42769778148547e-26	2.511437480507263e-25	-0.0030767586664264	0.1871763679368722	0.9853807113004678	0.9877059410859172	404.20994573510745	414.399085667183	420.6049426857168	109.165028180186	102.96210766786636	134.34774765115174	119.33388865656346	104.84959251130933	120.50195193131997	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31425	SCO5836	NA	protein_coding	NC_003888.3	6386424	6388880	-	DNA gyrase/topoisomerase IV subunit A	WP_011030487.1	GO:0006265,GO:0003677,GO:0003918,GO:0005524,GO:0009330	1427.5689473684752	-0.916146996306944	0.1592228382216794	5.3665158621033e-9	1.5643301670469627e-8	-1.9687154964138167	0.1606933313750515	3.2358135587449806e-35	2.70393775630209e-34	-1.036281141912893	0.1613363566423624	7.179164563936784e-11	4.0302417221630424e-10	2488.4515257654593	2350.2015560731525	2392.3580497983767	1246.198523944595	1191.8216572513295	1349.697279643515	578.6238308518248	730.6705978131868	520.0975051748351	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31430	SCO5837	NA	protein_coding	NC_003888.3	6389216	6390568	+	M16 family metallopeptidase	WP_003973184.1	GO:0008237,GO:0046872	2099.206468249554	1.4803881762124809	0.213207945098323	1.3407077632964893e-12	4.914214553290967e-12	-0.1947071788278855	0.2094561229299761	0.34091198853904	0.3747826116994248	-1.682731357880895	0.2133469470340112	8.185555331599946e-16	8.256827976967438e-15	1313.954702308732	1321.188096158013	1367.189314759729	3397.6081804394967	3572.644092091856	4439.695475620005	976.2094208636922	1561.822055116378	942.5468768880831	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31435	SCO5838	NA	protein_coding	NC_003888.3	6390565	6391953	+	M16 family metallopeptidase	WP_011030488.1	GO:0008237,GO:0046872	1798.4362920721617	1.693955470263424	0.2365899039266217	2.287915756028167e-13	8.817239854128712e-13	-0.0373431422677545	0.2307176504092318	0.8657867281087902	0.878540852437931	-1.732550270228737	0.2363578490748131	5.859402197712095e-14	4.817310667065234e-13	1038.3074886403165	1070.9189854320457	948.3703803232086	2978.1200946235012	3115.6615868262575	4056.555602688942	820.2021908151117	1392.5336505408268	765.2566487592446	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31440	SCO5839	NA	protein_coding	NC_003888.3	6392322	6393074	+	M23 family metallopeptidase	WP_011030489.1	GO:0008237,GO:0046872	501.7440839308969	-0.7990400933905177	0.1810048679086772	6.9912910341071714e-6	1.6091333909326742e-5	-2.9376824937499006	0.1906806460366079	1.1586258296892507e-54	2.0365179525986229e-53	-2.1158738974236178	0.1931532773032129	1.059901255699135e-28	2.50897987649399e-27	936.9826235369068	841.6026374645315	883.1810792275455	429.300672618709	520.4522976635984	559.7822818797988	119.33388865656346	134.33854040511503	90.72273392530413	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31445	SCO5840	NA	protein_coding	NC_003888.3	6393195	6393890	+	GntR family transcriptional regulator	WP_011030490.1	GO:0003677,GO:0003700	188.8001399678948	0.2191804438160448	0.164966604469781	0.1784197971957807	0.2231633844853491	-1.146704794468829	0.1725400542858849	1.4580002493789225e-11	4.0129121334597696e-11	-1.3707067348297817	0.1733894362924115	1.004598248335185e-15	1.0001508081732843e-14	221.17147974185124	214.18379708640916	214.32098990354996	256.3538302208862	269.39400773373256	233.86459776311597	96.6313439853148	100.48085949000476	92.80035378618894	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS31450	SCO5841	NA	protein_coding	NC_003888.3	6394045	6394326	-	HPr family phosphocarrier protein	WP_003973180.1	GO:0008982	792.4436500411242	-1.4664859646504451	0.2429304182478939	5.319689789100284e-10	1.664934430104821e-9	-1.7172373610703475	0.2425441258761034	3.632398898089613e-13	1.1096013573628918e-12	-0.2356903509726315	0.2384230951140056	0.3066563216605249	0.3555260402450907	1362.98286284264	1463.201265965306	1500.2469293248498	495.53563353702407	589.563849385865	436.6301798662431	328.89583946808955	614.899172748616	340.03711723148336	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31455	SCO5842	NA	protein_coding	NC_003888.3	6394529	6397648	+	bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase	WP_011030491.1	GO:0046356,GO:0003985,GO:0005524,GO:0008080,GO:0043758	994.1690866420512	-1.2797281736889925	0.2074340542236792	2.8674539949590936e-10	9.078489956711067e-10	-0.464107558719556	0.20228393311499351	0.018917405094601	0.0241796187484653	0.8039063239675021	0.2060796928338225	6.722320782470432e-5	1.457710286522e-4	1402.2053912697663	1342.140858916466	1474.349809711504	547.0517142512691	595.2056087101316	559.7822818797988	792.2605973735749	1354.307236604412	880.2182810615384	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31460	SCO5843	NA	protein_coding	NC_003888.3	6397745	6398341	+	DUF5998 family protein	WP_003973177.1	NA	551.0001679046507	-0.0946494429531487	0.2050664740672334	0.6351852816673076	0.6879074594374269	-1.336750271267616	0.2108590279607132	8.679578340486611e-11	2.2511552235875387e-10	-1.237148577551168	0.2113998361650536	2.033887607708447e-9	9.245603239321516e-9	716.9006584735869	706.5737219100563	711.7242873047055	775.1943574143545	551.4819739470651	665.5189351237608	232.84661201280676	362.604840768278	236.156124187242	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31465	SCO5844	NA	protein_coding	NC_003888.3	6398341	6399534	+	alkaline phosphatase family protein	WP_011030493.1	GO:0016787	237.0827935431004	-0.4883697952896072	0.1856182896465809	0.0073483313089965	0.011875996869285	-1.1144140203855883	0.1868284368469711	1.1909451520660075e-9	2.831457286286285e-9	-0.6159653614422285	0.1897208364037587	9.2103623495992e-4	0.0016550512461818	332.30197695204254	344.556543139006	310.7654353601475	201.1580294556236	218.61817381533268	276.1592590607008	149.02183168819633	168.19622132022533	132.96767109662892	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31470	SCO5845	NA	protein_coding	NC_003888.3	6399582	6400232	+	thymidine kinase	WP_003973175.1	GO:0004797,GO:0005524	110.70487494944744	-1.8026497037572915	0.2107444106008622	3.2760012317474638e-18	1.6244037236018878e-17	-2.034053429552232	0.2001052120573901	5.931883543821217e-25	3.2166795444012075e-24	-0.2167228050164195	0.2212201716641845	0.3147909984786729	0.3638536620359687	215.7239063491948	215.34783946187875	224.14403527412935	63.78181421763677	56.4175932426665	63.4419919463772	50.64413811278547	53.51697951098079	53.32557642937723	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31475	SCO5846	NA	protein_coding	NC_003888.3	6400262	6402331	-	glycoside hydrolase family 36 protein	WP_011030494.1	GO:0016052,GO:0004553,GO:0004557	79.10665867826623	-0.7869655416707805	0.3516146938126745	0.0167086853058762	0.0255304971720083	1.013970227340523	0.3258627078473835	0.0010266625846109	0.0014774820481715	1.866228040658034	0.3517793378316155	2.793532498282936e-8	1.0679674740935665e-7	69.72893942600237	66.35041540176805	58.93827222347624	33.11748045915755	36.67143560773322	37.31881879198659	175.21707553963708	67.71536183022059	166.90212882441443	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31480	SCO5847	NA	protein_coding	NC_003888.3	6402578	6403366	+	GntR family transcriptional regulator	WP_003973173.1	GO:0003677,GO:0003700	87.58432775658996	-0.5646193232573034	0.2267536233730522	0.0105446086276668	0.0166064011466818	-0.3204366937900349	0.2121708440533072	0.1216676023722663	0.1420043486091204	0.2427020171991069	0.2240129855324694	0.2675947991411608	0.3139045465224479	116.5780706028477	107.09189854320458	98.23045370579374	67.46153426865426	66.29067206013313	79.6134800895714	92.55652827509068	73.17627810685129	87.26003415716274	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS31485	SCO5848	NA	protein_coding	NC_003888.3	6403579	6404886	+	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit	WP_003973172.1	GO:0005975	96.15626022614111	-1.5168722768669851	0.2588310415663454	1.527057415113287e-9	4.616797546839143e-9	-0.5492890579900729	0.2285873449335906	0.0135249850448286	0.0175215241702406	0.9465329087066752	0.2571025630011236	1.4130239467055e-4	2.9022962123258e-4	140.54739353053603	148.99742406011072	141.98765581110186	47.83636066322757	53.59671358053318	44.78258255038391	90.81017868499464	74.26846136217742	122.5795717922048	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31490	SCO5849	NA	protein_coding	NC_003888.3	6404883	6406040	+	AgaS family sugar isomerase	WP_011030496.1	GO:1901135,GO:0097367	84.90739279223759	-0.6851426591685501	0.2523501680563661	0.0049374418927798	0.0081766689868301	-0.296042019258128	0.2351188543624316	0.1949752538198871	0.2219414605786597	0.3864431679139118	0.2490386534636346	0.1097790923123619	0.1394767264573478	94.78777703222195	102.43572904132613	119.66255269614874	56.42237411560175	71.93243138439979	64.68595257277676	105.36309193579504	77.54501112815583	71.33161522371239	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31495	SCO5850	NA	protein_coding	NC_003888.3	6406090	6407082	+	BadF/BadG/BcrA/BcrD ATPase family protein	WP_011030497.1	NA	90.88729054341856	-1.259683897915649	0.2852930794656981	4.275147500234294e-6	1.0050015671319123e-5	-0.5393486100550512	0.2602851965470585	0.0319575125768183	0.0400044435432797	0.7004988239180514	0.2812099503109599	0.0095961270639786	0.0146832074306945	142.7264228875986	115.24019517149188	137.52263518811122	55.19580076526258	59.23847290479983	44.78258255038391	99.54192663547488	55.70134602163307	108.036232766011	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31500	SCO5851	NA	protein_coding	NC_003888.3	6407079	6408017	+	DMT family transporter	WP_003973169.1	GO:0055085,GO:0022857,GO:0016020	69.36264347822251	-1.1992419219692356	0.2929146936429696	1.922975583198308e-5	4.239639939196731e-5	-0.332114029378848	0.2593653060564778	0.1848036693658092	0.2107710107355276	0.8520838442355193	0.2892036035464177	0.0020889016466062	0.0035618379041612	94.78777703222195	79.15488153193381	109.83950732556936	26.98461370746171	43.723634763066535	48.51446442958257	73.92879931406614	60.07007904293762	87.26003415716274	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31505	SCO5852	NA	protein_coding	NC_003888.3	6408122	6408970	+	class II fructose-bisphosphate aldolase	WP_011030498.1	GO:0006096,GO:0030388,GO:0004332,GO:0008270	69.33394157707423	-0.4576503451959824	0.255091230443306	0.0632507562133852	0.0876432189212655	-0.0861567688201772	0.237276741049271	0.7078030888000948	0.7354073130813323	0.3721807222621059	0.2506597259984292	0.1262209834837431	0.1585486511773779	69.72893942600237	89.63126291116035	76.79835471543873	66.2349609183151	52.186273749466515	49.75842505598211	84.98901338467446	63.34662880891604	71.33161522371239	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31510	SCO5853	NA	protein_coding	NC_003888.3	6409025	6409828	-	VOC family protein	WP_003973167.1	NA	95.26470332810806	1.5328837989808053	0.2715645618344383	5.619637348139539e-9	1.6337546450142552e-8	1.3477105487347003	0.2669977731567447	1.802167372142355e-7	3.558722037035239e-7	-0.175574140394516	0.2420776258817377	0.4528016964090912	0.5033616997301412	49.028160533907915	29.101059386740378	50.00823097749499	116.524468282221	157.9692610794662	113.20041700235932	102.45250928563496	131.06199063913664	108.036232766011	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31515	SCO5854	NA	protein_coding	NC_003888.3	6410064	6410915	+	sulfurtransferase	WP_011030499.1	GO:0000098,GO:0016783	556.0174783595427	1.5236653954028117	0.1548032143074002	2.472891429951847e-23	1.5398937595637196e-22	-0.1380839129100382	0.155790180769601	0.3688173128845675	0.4023940031842755	-1.665067589225484	0.1537995980492528	6.5223069688758485e-28	1.4667517377654336e-26	344.28663841588667	359.689094020111	334.8765467242968	1027.8684675842233	1002.822719888397	988.9486979876448	284.65498318565625	368.0657570449087	292.9444003847606	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS31520	SCO5855	sepH	protein_coding	NC_003888.3	6411199	6412257	-	septation protein SepH	WP_003973165.1	GO:0051301	3437.254788133734	-0.5242972717545078	0.206297151669182	0.0092195416972684	0.0146798450265127	-1.28425788303207	0.2089930074704273	3.3072934422700063e-10	8.210248590778072e-10	-0.7431996893614518	0.2075626645169316	2.3765664053604e-4	4.6954074251642e-4	5157.762488167113	4762.097358046195	4897.234619296117	3270.044552004223	3311.7127233445235	3575.1428402723154	1549.594202945229	2718.444122506759	1693.2601866211342	NA	NA	FALSE	NA	NA	FALSE	NA
