locus_tag	old_locus_tag	gene_name	product	tf_family	region_label	tss	nearest_GCCGGC_T1	nearest_GCCGGC_T2	nearest_GCCGGC_T3	baseMean	LFC_T2vsT1	LFC_T3vsT1	class
SC_RS26005	SCO4769		sigma-70 family RNA polymerase sigma factor	Sigma factor	core	5180620	2849	35739	95135	770.8	1.48	0.91	Shielded
SC_RS26125	SCO4792		LuxR C-terminal-related transcriptional regulator	Other regulatory	core	5213402	505	50698	62353	444.8	0.33	-0.16	Shielded
SC_RS26210	SCO4810		helix-turn-helix domain-containing protein	HTH (other)	core	5238327	1244	25773	37428	155.9	-2.17	-1.77	Shielded
SC_RS26275	SCO4822		single stranded DNA-binding domain-containing protein	Other regulatory	core	5253685	504	10415	22070	1304.7	-1.6	-4.16	Shielded
SC_RS26280	SCO4824		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	TetR	core	5253981	208	10119	21774	1112.2	-1.04	-2.65	Exposed
SC_RS26290	SCO4826		XRE family transcriptional regulator	XRE	core	5255754	1565	8346	20001	1286.4	-1.39	-1.66	Shielded
SC_RS26340	SCO4836	pdxR	MocR-like pyridoxine biosynthesis transcription factor PdxR	Other regulatory	core	5267682	3012	3582	8073	37.4	-0.48	1.7	Shielded
SC_RS26410	SCO4850		TetR/AcrR family transcriptional regulator	TetR	core	5282203	1098	18103	6448	108.8	-1.2	-1.68	Shielded
SC_RS26480	SCO4864		RNA polymerase sigma factor	Sigma factor	core	5292481	1630	28381	16726	18.3	-1.03	0.12	Shielded
SC_RS26490	SCO4866		RNA polymerase sigma factor	Sigma factor	core	5294399	3548	30299	18644	91.2	-2.38	-1.46	Shielded
SC_RS26515	SCO4871		TetR/AcrR family transcriptional regulator	TetR	core	5300705	763	36605	24950	156.0	0.45	-0.58	Shielded
SC_RS26620	SCO4892		winged helix-turn-helix domain-containing protein	HTH (other)	core	5326010	309	61910	50255	144.7	0.92	0.91	Shielded
SC_RS26635	SCO4895		sigma-70 family RNA polymerase sigma factor	Sigma factor	core	5329422	735	65322	53667	1651.9	-0.36	-0.47	Shielded
SC_RS26645	SCO4897		LysR family transcriptional regulator	LysR	core	5330904	2217	66804	55149	88.4	-0.26	-0.2	Shielded
SC_RS26650	SCO4898		TetR/AcrR family transcriptional regulator	TetR	core	5332572	1511	68472	56817	89.2	-0.39	-0.74	Shielded
SC_RS26690	SCO4906	afsQ2	two-component system sensor histidine kinase AfsQ2	Sensor kinase	core	5339528	519	75428	63773	1137.9	-1.26	-2.31	Shielded
SC_RS26695	SCO4907	afsQ1	two-component system response regulator AfsQ1	Response regulator	core	5340202	1193	76102	64447	1004.0	-1.44	-2.33	Shielded
SC_RS26700	SCO4908		SigE family RNA polymerase sigma factor	Sigma factor	core	5340411	1402	76311	64656	2483.9	-2.85	-0.33	Shielded
SC_RS26760	SCO4920		DeoR/GlpR family DNA-binding transcription regulator	DeoR	core	5354193	5694	90093	78438	10219.9	5.32	3.93	Shielded
SC_RS26855	SCO4938	sigJ	RNA polymerase sigma factor SigJ	Sigma factor	core	5373018	1541	108918	97263	35.5	-1.02	1.34	Shielded
SC_RS26865	SCO4940		TetR/AcrR family transcriptional regulator	TetR	core	5374860	1046	110760	99105	64.9	-3.05	-2.2	Shielded
SC_RS26875	SCO4942		TetR family transcriptional regulator	TetR	core	5376623	717	112523	100868	79.1	-1.92	-0.97	Shielded
SC_RS26885	SCO4944		helix-turn-helix domain-containing protein	HTH (other)	core	5378730	992	114630	102975	425.7	-1.55	-2.02	Shielded
SC_RS26925	SCO4952		TetR/AcrR family transcriptional regulator	TetR	core	5389080	1040	124980	113325	144.5	-0.06	-1.59	Shielded
SC_RS26965	SCO4960		sigma factor-like helix-turn-helix DNA-binding protein	Sigma factor	core	5395822	5702	131722	120067	155.0	-1.27	-1.51	Shielded
SC_RS26970	SCO4961		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	5396511	6391	132411	120756	193.8	0.23	-0.24	Shielded
SC_RS26990	SCO4965	greA	transcription elongation factor GreA	Other regulatory	core	5400524	10404	136424	124769	892.6	-1.03	-1.19	Shielded
SC_RS27010	SCO4969		tetratricopeptide repeat protein	TetR	core	5405644	5835	141544	129889	1077.3	-0.31	-0.82	Shielded
SC_RS27045	SCO4977		acyl-CoA-like ligand-binding transcription factor	Other regulatory	core	5415242	3635	151142	139487	112.9	-1.25	-1.01	Shielded
SC_RS27105	SCO4989		IclR family transcriptional regulator	IclR	core	5428166	856	164066	152411	277.8	-1.72	-2.39	Shielded
SC_RS27140	SCO4996		SigE family RNA polymerase sigma factor	Sigma factor	core	5436069	2129	171969	160314	189.8	0.39	-0.12	Shielded
SC_RS27150	SCO4998		helix-turn-helix domain-containing protein	HTH (other)	core	5437222	3282	173122	161467	68.5	0.23	0.59	Shielded
SC_RS27250	SCO5017		AraC-like ligand-binding domain-containing protein	AraC	core	5452583	134	164038	176828	60.4	1.84	3.05	Exposed
SC_RS27290	SCO5025		MerR family transcriptional regulator	MerR	core	5458994	96	157627	183239	117.5	0.28	-0.37	Exposed
SC_RS27300	SCO5027		winged helix DNA-binding domain-containing protein	HTH (other)	core	5461950	3052	154671	186195	112.8	-2.25	-1.1	Shielded
SC_RS27330	SCO5033		LysR substrate-binding domain-containing protein	LysR	core	5468567	1741	148054	192812	161.5	-0.75	-0.74	Shielded
SC_RS27345	SCO5036		PadR family transcriptional regulator	PadR	core	5473182	1975	143439	197427	419.6	-2.48	-2.06	Shielded
SC_RS27395	SCO5046		WhiB family transcriptional regulator	WhiB	core	5486443	1044	130178	210688	317.9	0.88	1.43	Shielded
SC_RS27485	SCO5065		helix-turn-helix transcriptional regulator	HTH (other)	core	5507768	4634	108853	232013	258.3	0.49	0.14	Shielded
SC_RS27500	SCO5068		TetR/AcrR family transcriptional regulator	TetR	core	5511115	2026	105506	235360	90.6	-0.2	-1.26	Shielded
SC_RS27570	SCO5082	actII	TetR family transcriptional regulator ActII	TetR	core	5523962	609	92659	248207	1530.6	-0.83	2.6	Shielded
SC_RS27585	SCO5085		AfsR/SARP family transcriptional regulator	SARP	core	5528094	3250	88527	252339	2568.5	1.99	6.44	Shielded
SC_RS27635	SCO5095		helix-turn-helix domain-containing protein	HTH (other)	core	5536422	1063	80199	260667	41.5	-1.09	0.31	Shielded
SC_RS27640	SCO5096		LysR family transcriptional regulator	LysR	core	5538175	585	78446	262420	63.3	-0.43	0.72	Shielded
SC_RS27660	SCO5100		GntR family transcriptional regulator	GntR	core	5541010	1043	75611	265255	558.9	3.32	2.52	Shielded
SC_RS27785	SCO5125		helix-turn-helix domain-containing protein	HTH (other)	core	5573124	1049	43497	297369	440.7	2.69	2.53	Shielded
SC_RS27815	SCO5131		sensor histidine kinase	Sensor kinase	core	5578902	2296	37719	303147	78.8	-0.69	-0.04	Shielded
SC_RS27820	SCO5132		response regulator transcription factor	Response regulator	core	5580065	3459	36556	304310	149.3	-1.03	-1.71	Shielded
SC_RS27900	SCO5147	sigE	RNA polymerase sigma factor SigE	Sigma factor	core	5593690	3166	22931	317935	4235.7	-0.77	0.76	Shielded
SC_RS27905	SCO5148		anti-sigma factor family protein	Sigma factor	core	5594358	2498	22263	318603	1758.9	-0.55	0.6	Shielded
SC_RS28015	SCO5170		TetR/AcrR family transcriptional regulator	TetR	core	5617854	886	1233	342099	1012.3	0.23	-0.83	Shielded
SC_RS28115	SCO5190		WhiB family transcriptional regulator	WhiB	core	5647747	1130	31126	371992	217.2	-2.61	-1.99	Shielded
SC_RS28200	SCO5205		tetratricopeptide repeat protein	TetR	core	5664867	2583	43451	389112	747.4	-0.61	-0.18	Shielded
SC_RS28210	SCO5206		Fur family transcriptional regulator	Other regulatory	core	5667360	5076	40958	391605	463.2	0.05	-0.3	Shielded
SC_RS28225	SCO5209		TetR/AcrR family transcriptional regulator	TetR	core	5669080	6796	39238	393325	134.7	-0.65	-0.65	Shielded
SC_RS28260	SCO5216	sigR	RNA polymerase sigma factor SigR	Sigma factor	core	5675219	2156	33099	399464	3873.6	1.69	0.1	Shielded
SC_RS28265	SCO5217	rsrA	mycothiol system anti-sigma-R factor	Anti-sigma	core	5675899	1476	32419	400144	855.4	1.64	0.12	Shielded
SC_RS28280	SCO5220		tetratricopeptide repeat protein	TetR	core	5679047	1672	29271	403292	1375.6	0.32	-0.59	Shielded
SC_RS28300	SCO5224		GlxA family transcriptional regulator	Other regulatory	core	5684465	2989	23853	408710	1044.1	0.17	-2.18	Shielded
SC_RS28335	SCO5231		GntR family transcriptional regulator	GntR	core	5691836	2740	16482	416081	158.8	-0.88	-1.18	Shielded
SC_RS28370	SCO5238		TetR/AcrR family transcriptional regulator	TetR	core	5699058	9848	9260	423303	249.7	0.9	0.1	Shielded
SC_RS28375	SCO5239		PAS domain-containing sensor histidine kinase	Sensor kinase	core	5700131	8775	8187	424376	370.6	-1.81	-1.77	Shielded
SC_RS28380	SCO5240		WhiB family transcriptional regulator	WhiB	core	5702112	6794	6206	426357	1868.1	-0.83	-1.33	Shielded
SC_RS28395	SCO5243		RNA polymerase sigma factor SigF	Sigma factor	core	5705071	3835	3247	429316	1614.1	1.03	0.16	Shielded
SC_RS28495			helix-turn-helix domain-containing protein	HTH (other)	core	5722789	1048	14471	447034	49.7	-0.57	-0.49	Shielded
SC_RS28505	SCO5264		PadR family transcriptional regulator	PadR	core	5724715	2974	16397	448960	337.8	-1.88	-1.95	Shielded
SC_RS28560	SCO5275	fxsT	FxSxx-COOH system tetratricopeptide repeat protein	TetR	core	5738498	10799	30180	462743	1177.6	3.27	1.63	Shielded
SC_RS28585	SCO5280	fxsT	FxSxx-COOH system tetratricopeptide repeat protein	TetR	core	5746301	2996	37983	470546	262.1	-1.24	-0.34	Shielded
SC_RS28595	SCO5282		sensor histidine kinase	Sensor kinase	core	5755076	1796	46758	479321	311.6	-1.13	-1.61	Shielded
SC_RS28600	SCO5283		response regulator transcription factor	Response regulator	core	5755807	2527	47489	480052	556.4	-1.05	-2.13	Shielded
SC_RS28620	SCO5287		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	5760383	2967	52065	484628	95.0	-2.02	-1.79	Shielded
SC_RS28630	SCO5289		sensor histidine kinase	Sensor kinase	core	5762143	1207	53825	486388	2509.1	-0.01	-2.41	Shielded
SC_RS28665	SCO5296		TetR/AcrR family transcriptional regulator	TetR	core	5770348	3212	62030	494593	63.6	-0.67	-0.51	Shielded
SC_RS28795	SCO5323		Lrp/AsnC family transcriptional regulator	Lrp	core	5795022	2432	44384	519267	84.0	-2.18	-1.48	Shielded
SC_RS28860	SCO5337		XRE family transcriptional regulator	XRE	core	5810652	628	28754	534897	94.2	-1.0	-0.82	Shielded
SC_RS28935	SCO5351		response regulator	Response regulator	core	5818975	1622	20431	543220	1757.2	4.13	4.04	Shielded
SC_RS28965	SCO5357	rho	transcription termination factor Rho	Other regulatory	core	5826214	647	13192	550459	6088.9	-0.57	-1.75	Shielded
SC_RS29065	SCO5377		response regulator	Response regulator	core	5847870	354	8464	572115	62.4	-0.03	0.17	Shielded
SC_RS29070	SCO5378		sensor histidine kinase	Sensor kinase	core	5849063	1547	9657	573308	88.7	0.81	1.08	Shielded
SC_RS29100	SCO5384		TetR/AcrR family transcriptional regulator	TetR	core	5852346	4064	12940	576591	112.7	-0.86	-0.93	Shielded
SC_RS29195	SCO5403		response regulator transcription factor	Response regulator	core	5875298	13795	35892	599543	66.3	-1.15	-1.0	Shielded
SC_RS29200	SCO5404		sensor histidine kinase	Sensor kinase	core	5875963	14460	36557	600208	114.4	-0.84	-0.41	Shielded
SC_RS29205	SCO5405		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	5877884	14951	38478	602129	1210.5	2.89	1.24	Shielded
SC_RS29245	SCO5413		MarR family winged helix-turn-helix transcriptional regulator	MarR	core	5882733	10102	43327	606978	63.3	1.11	1.03	Shielded
SC_RS29260	SCO5416		GlxA family transcriptional regulator	Other regulatory	core	5886499	6336	47093	610744	803.2	1.15	0.17	Shielded
SC_RS29270	SCO5418		TetR/AcrR family transcriptional regulator	TetR	core	5888283	4552	48877	612528	56.6	-2.06	-0.72	Shielded
SC_RS29275	SCO5419		tetratricopeptide repeat protein	TetR	core	5888566	4269	49160	612811	3298.3	0.31	-1.32	Shielded
SC_RS29315	SCO5427		helix-turn-helix domain-containing protein	HTH (other)	core	5899692	6857	49932	623937	214.7	-0.55	-1.55	Shielded
SC_RS29335			Scr1 family TA system antitoxin-like transcriptional regulator	Other regulatory	core	5903358	7584	46266	627603	21.0	-0.03	0.93	Shielded
SC_RS29350	SCO5433	tcrA	AfsR-like transcriptional regulator TcrA	Other regulatory	core	5905174	5768	44450	629419	110.8	1.04	1.49	Shielded
SC_RS29355	SCO5434		response regulator	Response regulator	core	5908036	2906	41588	632281	67.8	-1.92	-1.12	Shielded
SC_RS29360	SCO5435		sensor histidine kinase	Sensor kinase	core	5909691	1251	39933	633936	154.7	-2.95	-1.13	Shielded
SC_RS29370	SCO5437		MerR family transcriptional regulator	MerR	core	5911410	288	38214	635655	65.8	0.17	-0.21	Exposed
SC_RS29455	SCO5454		sensor histidine kinase	Sensor kinase	core	5939350	7685	10274	663595	85.0	-0.26	0.34	Shielded
SC_RS29460	SCO5455		response regulator	Response regulator	core	5940593	8928	9031	664838	49.8	-0.56	-0.33	Shielded
SC_RS29500	SCO5463		MerR family transcriptional regulator	MerR	core	5949398	1807	226	673643	26.2	1.04	3.01	Shielded
SC_RS29600	SCO5483		TetR family transcriptional regulator	TetR	core	5971214	493	14597	695459	86.6	-1.93	-1.35	Shielded
SC_RS29715	SCO5506		helix-turn-helix transcriptional regulator	HTH (other)	core	5992585	374	6774	716830	361.3	0.06	-0.14	Shielded
SC_RS29770	SCO5517		TetR/AcrR family transcriptional regulator	TetR	core	6010146	273	24335	734391	208.4	-1.26	-1.7	Exposed
SC_RS29775	SCO5518		PucR family transcriptional regulator	Other regulatory	core	6011964	1046	26153	736209	178.7	-1.06	-1.08	Shielded
SC_RS29825	SCO5528		TetR/AcrR family transcriptional regulator	TetR	core	6022748	448	36937	746993	109.0	-0.83	-1.21	Shielded
SC_RS29845	SCO5532		TetR/AcrR family transcriptional regulator	TetR	core	6027789	2229	41978	752034	70.9	-0.03	-0.75	Shielded
SC_RS29905	SCO5544		sensor histidine kinase	Sensor kinase	core	6044567	195	58756	768812	5945.3	-1.31	-3.05	Exposed
SC_RS29960	SCO5550		MerR family transcriptional regulator	MerR	core	6050379	3799	64568	774624	104.1	-0.9	-1.54	Shielded
SC_RS29970	SCO5552	ndgR	IclR family transcriptional regulator NdgR	IclR	core	6051815	5221	66004	776060	449.7	0.8	-1.73	Shielded
SC_RS29990	SCO5556		HU family DNA-binding protein	Other regulatory	core	6054696	2340	68885	778941	985.8	-1.56	-2.14	Shielded
SC_RS30020	SCO5561		Lrp/AsnC family transcriptional regulator	Lrp	core	6059965	1503	74154	778622	366.1	-0.95	-1.68	Shielded
SC_RS30085	SCO5574		winged helix-turn-helix transcriptional regulator	HTH (other)	core	6072168	10700	86357	766419	410.6	0.76	-0.3	Shielded
SC_RS30130	SCO5582	nsdA	transcriptional repressor NsdA	Repressor	core	6084219	748	98408	754368	3246.3	6.64	6.06	Shielded
SC_RS30140	SCO5584		P-II family nitrogen regulator	Other regulatory	core	6087374	130	101563	751213	61.1	-0.58	-1.44	Exposed
SC_RS30255	SCO5607		GntR family transcriptional regulator	GntR	core	6108427	9058	122616	730160	100.0	0.93	0.82	Shielded
SC_RS30275	SCO5611		helix-turn-helix domain-containing protein	HTH (other)	core	6111177	6308	120642	727410	18.1	1.13	1.87	Shielded
SC_RS30290	SCO5614		helix-turn-helix transcriptional regulator	HTH (other)	core	6115100	2385	116719	723487	9.1	0.64	4.09	Shielded
SC_RS30330	SCO5621	whiG	RNA polymerase sigma factor WhiG	Sigma factor	core	6121043	3558	110776	717544	110.0	2.0	1.84	Shielded
SC_RS30335	SCO5622		TetR/AcrR family transcriptional regulator	TetR	core	6122014	4529	109805	716573	428.5	1.02	-0.3	Shielded
SC_RS30340	SCO5623		murein hydrolase activator EnvC family protein	Activator	core	6123223	5738	108596	715364	80.9	0.43	-0.16	Shielded
SC_RS30370	SCO5629	fxsT	FxSxx-COOH system tetratricopeptide repeat protein	TetR	core	6131020	91	100799	707567	343.4	2.65	2.65	Exposed
SC_RS30395			SCO3933 family regulatory protein	Other regulatory	core	6136151	5222	95668	702436	13.8	0.4	1.44	Shielded
SC_RS30400	SCO5636		GntR family transcriptional regulator	GntR	core	6137068	6139	94751	701519	389.7	0.42	0.31	Shielded
SC_RS30495	SCO5656		Lrp/AsnC family transcriptional regulator	Lrp	core	6155964	1871	75855	682623	1202.8	-2.1	-2.39	Shielded
SC_RS30590	SCO5675		tetratricopeptide repeat protein	TetR	core	6175324	1856	56495	663263	159.4	-1.87	-1.76	Shielded
SC_RS30605	SCO5678		PucR family transcriptional regulator	Other regulatory	core	6180444	3264	51375	658143	259.7	-0.92	-1.13	Shielded
SC_RS30630	SCO5683		sensor histidine kinase	Sensor kinase	core	6186588	787	45231	651999	107.8	0.1	1.36	Shielded
SC_RS30635	SCO5684		response regulator	Response regulator	core	6187781	391	44038	650806	34.5	-0.14	0.92	Shielded
SC_RS30675	SCO5692		LacI family DNA-binding transcriptional regulator	LacI	core	6201527	4705	30292	637060	78.8	-0.83	-0.07	Shielded
SC_RS30735	SCO5704	nusA	transcription termination factor NusA	Other regulatory	core	6214874	629	16945	623713	2996.0	-2.2	-3.14	Shielded
SC_RS30905	SCO5739	dapB	4-hydroxy-tetrahydrodipicolinate reductase	TetR	core	6263394	3054	17204	575193	565.4	-1.67	-2.79	Shielded
SC_RS30910	SCO5740		tetratricopeptide repeat protein	TetR	core	6264160	2288	16438	574427	183.4	-2.02	-2.81	Shielded
SC_RS30930	SCO5744	dapA	4-hydroxy-tetrahydrodipicolinate synthase	TetR	core	6266753	305	13845	571834	904.1	-0.5	-1.58	Shielded
SC_RS30975	SCO5749		response regulator	Response regulator	core	6285256	3923	4658	553331	1630.3	1.19	-0.2	Shielded
SC_RS30985	SCO5751		helix-turn-helix domain-containing protein	HTH (other)	core	6289190	7857	8592	549397	2028.8	1.77	-1.03	Shielded
SC_RS31005	SCO5755		helix-turn-helix domain-containing protein	HTH (other)	core	6293066	10585	12468	545521	2343.6	0.1	0.51	Shielded
SC_RS31020	SCO5758		ArsR/SmtB family transcription factor	ArsR	core	6294435	9216	13837	544152	185.5	1.68	1.51	Shielded
SC_RS31040	SCO5762		AraC family transcriptional regulator	AraC	core	6301456	2195	16980	537131	122.0	-0.12	-0.27	Shielded
SC_RS31080	SCO5770	recX	recombination regulator RecX	Other regulatory	core	6307782	4131	10654	530805	1475.0	-1.3	-1.73	Shielded
SC_RS31130	SCO5778		response regulator transcription factor	Response regulator	core	6315651	4672	2785	522936	66.7	-3.29	-1.18	Shielded
SC_RS31135	SCO5779		HAMP domain-containing sensor histidine kinase	Sensor kinase	core	6316347	3976	2089	522240	63.2	-1.97	0.11	Shielded
SC_RS31155	SCO5783		cation:proton antiporter regulatory subunit	Other regulatory	core	6321176	335	2740	517411	267.9	-0.65	-0.99	Shielded
SC_RS31160	SCO5784		HAMP domain-containing sensor histidine kinase	Sensor kinase	core	6321291	220	2855	517296	180.6	-0.88	-0.3	Exposed
SC_RS31165	SCO5785		response regulator	Response regulator	core	6322367	835	3931	516220	40.6	-0.82	0.34	Shielded
SC_RS31255	SCO5803	lexA	transcriptional repressor LexA	Repressor	core	6346443	2694	3567	492144	2662.1	2.87	1.49	Shielded
SC_RS31260	SCO5804	nrdR	transcriptional regulator NrdR	Other regulatory	core	6347027	2110	4151	491560	1707.1	0.07	-2.5	Shielded
SC_RS31295	SCO5811		TetR/AcrR family transcriptional regulator	TetR	core	6355747	6610	3928	482840	219.0	1.51	1.21	Shielded
SC_RS31335	SCO5819	whiH	sporulation transcriptional regulator WhiH	Other regulatory	core	6366349	946	945	472238	429.7	5.45	3.46	Shielded
SC_RS31340	SCO5820		RNA polymerase sigma factor	Sigma factor	core	6367665	370	371	470922	3030.3	-0.27	-0.79	Shielded
SC_RS31365	SCO5824		sensor histidine kinase	Sensor kinase	core	6373869	481	6575	464718	63.8	-0.37	0.12	Shielded
SC_RS31370	SCO5825		response regulator	Response regulator	core	6375020	1632	7726	463567	85.9	0.38	-0.17	Shielded
SC_RS31385	SCO5828		response regulator	Response regulator	core	6378663	821	11369	459924	219.2	3.2	1.09	Shielded
SC_RS31445	SCO5840		GntR family transcriptional regulator	GntR	core	6393195	5986	18828	445392	188.8	0.22	-1.15	Shielded
SC_RS31480	SCO5847		GntR family transcriptional regulator	GntR	core	6402578	2508	9445	436009	87.6	-0.56	-0.32	Shielded
SC_RS31555	SCO5862		response regulator transcription factor	Response regulator	core	6419308	1132	7285	419279	441.1	-1.44	0.08	Shielded
SC_RS31560	SCO5863		sensor histidine kinase	Sensor kinase	core	6419968	472	7945	418619	508.5	-1.39	-0.03	Shielded
SC_RS31600	SCO5871		sensor histidine kinase	Sensor kinase	core	6426319	2514	14296	412268	307.0	-0.33	-0.36	Shielded
SC_RS31605	SCO5872		response regulator	Response regulator	core	6428862	1527	16839	409725	75.8	0.0	-0.11	Shielded
SC_RS31630	SCO5877		AfsR/SARP family transcriptional regulator	SARP	core	6432812	2423	20789	405775	925.5	5.79	5.0	Shielded
SC_RS31650	SCO5881		response regulator transcription factor	Response regulator	core	6438859	2107	26836	399728	1129.0	0.91	0.97	Shielded
SC_RS31765			LuxR C-terminal-related transcriptional regulator	Other regulatory	core	6469872	2960	57849	368715	15.6	-2.75	0.5	Shielded
SC_RS31780	SCO5906		TetR/AcrR family transcriptional regulator	TetR	core	6473606	4910	61583	364981	183.6	0.45	-0.61	Shielded
SC_RS31810	SCO5914		LysR substrate-binding domain-containing protein	LysR	core	6482600	1172	70577	355987	381.3	-0.14	-0.32	Shielded
SC_RS31825	SCO5917		MerR family transcriptional regulator	MerR	core	6484965	597	72942	353622	52.4	0.45	0.91	Shielded
SC_RS31885			MerR family transcriptional regulator	MerR	core	6497367	552	85344	341220	6.3	-0.82	0.46	Shielded
SC_RS31920	SCO5934		RNA polymerase sigma factor	Sigma factor	core	6504108	7293	92085	334479	62.4	-0.4	0.09	Shielded
SC_RS31955	SCO5942		TetR/AcrR family transcriptional regulator	TetR	core	6509216	5207	92062	329371	93.1	-0.11	-0.5	Shielded
SC_RS32000	SCO5951		TetR-like C-terminal domain-containing protein	TetR	core	6519692	5269	81586	318895	140.2	1.41	0.51	Shielded
SC_RS32025	SCO5956		TetR/AcrR family transcriptional regulator	TetR	core	6527068	1185	74210	311519	64.3	-2.09	-1.04	Shielded
SC_RS32055	SCO5962		MerR family transcriptional regulator	MerR	core	6533018	2312	68260	305569	23.3	0.06	1.56	Shielded
SC_RS32155	SCO5982		PaaX family transcriptional regulator	Other regulatory	core	6558617	1902	42661	279970	274.0	-2.52	-3.23	Shielded
SC_RS32230	SCO5998		helix-turn-helix domain-containing protein	HTH (other)	core	6574715	2565	26563	263872	926.3	0.68	-0.57	Shielded
SC_RS32255	SCO6003		helix-turn-helix domain-containing protein	HTH (other)	core	6580073	2427	21205	258514	240.3	0.59	0.62	Shielded
SC_RS32280	SCO6008		ROK family transcriptional regulator	ROK	core	6588242	4519	13036	250345	912.9	1.95	0.34	Shielded
SC_RS32380	SCO6029		response regulator transcription factor	Response regulator	core	6618839	2646	3076	219748	46.0	2.01	2.35	Shielded
SC_RS32585	SCO6069		sensor histidine kinase	Sensor kinase	core	6661906	998	3403	176681	352.1	0.19	-0.1	Shielded
SC_RS32595	SCO6071	cprB	transcriptional regulator CprB	Other regulatory	core	6663344	440	3878	175243	161.9	-0.47	-0.98	Shielded
SC_RS32795	SCO6110		ROK family protein	ROK	core	6714015	2453	9873	124572	108.9	1.01	-0.31	Shielded
SC_RS32820	SCO6115		ROK family protein	ROK	core	6719695	2174	10099	118892	68.7	-0.84	0.21	Shielded
SC_RS32835	SCO6118		AraC family transcriptional regulator	AraC	core	6723358	1489	6436	115229	113.9	0.75	0.41	Shielded
SC_RS32840	SCO6119		helix-turn-helix transcriptional regulator	HTH (other)	core	6724307	2438	5487	114280	63.7	0.07	-0.16	Shielded
SC_RS32850	SCO6121		TetR/AcrR family transcriptional regulator	TetR	core	6726270	4401	3524	112317	211.0	-1.73	-2.19	Shielded
SC_RS32895	SCO6129		helix-turn-helix domain-containing protein	HTH (other)	core	6731741	2208	1947	106846	134.6	3.9	3.9	Shielded
SC_RS32945	SCO6139		sensor histidine kinase	Sensor kinase	core	6740466	2290	10672	98121	230.1	0.67	-0.33	Shielded
SC_RS32950	SCO6140		response regulator	Response regulator	core	6741629	1127	11835	96958	115.5	0.51	-0.36	Shielded
SC_RS32970	SCO6144		TetR-like C-terminal domain-containing protein	TetR	core	6744770	183	14976	93817	158.1	-0.37	-0.66	Exposed
SC_RS33015	SCO6153		helix-turn-helix transcriptional regulator	HTH (other)	core	6754784	1072	20084	83803	233.0	-0.62	-0.6	Shielded
SC_RS33045	SCO6159		GntR family transcriptional regulator	GntR	core	6761595	619	13273	76992	423.9	-1.21	-1.3	Shielded
SC_RS33060	SCO6162		response regulator	Response regulator	core	6766405	4191	8463	72182	44.8	-0.02	0.83	Shielded
SC_RS33065	SCO6163		HAMP domain-containing sensor histidine kinase	Sensor kinase	core	6767361	4704	7507	71226	104.8	0.79	0.62	Shielded
SC_RS33075	SCO6165		TraR/DksA family transcriptional regulator	Other regulatory	core	6768098	3967	6770	70489	7.9	0.92	4.4	Shielded
SC_RS33095	SCO6169		PucR family transcriptional regulator	Other regulatory	core	6773470	1405	1398	65117	644.5	-1.49	-2.25	Shielded
SC_RS33210	SCO6192		winged helix DNA-binding domain-containing protein	HTH (other)	core	6798812	9485	6636	39775	50.3	0.94	1.73	Shielded
SC_RS33220	SCO6194		helix-turn-helix transcriptional regulator	HTH (other)	core	6804071	12054	1377	34516	133.2	0.9	1.79	Shielded
SC_RS33290	SCO6208		helix-turn-helix domain-containing protein	HTH (other)	core	6822714	3729	12461	15873	237.5	2.35	0.71	Shielded
SC_RS33325			winged helix-turn-helix transcriptional regulator	HTH (other)	core	6830005	2897	5170	8582	99.1	-1.04	-1.97	Shielded
SC_RS33365	SCO6223		winged helix-turn-helix transcriptional regulator	HTH (other)	core	6844468	3298	9293	5881	44.2	-2.06	-0.56	Shielded
SC_RS33415	SCO6233		LacI family DNA-binding transcriptional regulator	LacI	core	6857160	15891	1894	18573	156.6	0.21	0.2	Shielded
SC_RS33430	SCO6236		helix-turn-helix domain-containing protein	HTH (other)	core	6860733	12318	5467	22146	51.8	1.35	2.01	Shielded
SC_RS33445	SCO6239	sigJ	RNA polymerase sigma factor SigJ	Sigma factor	core	6863275	9776	7465	24688	41.6	1.31	2.33	Shielded
SC_RS33480	SCO6246	allR	allantoin degradation transcriptional regulator AllR	Other regulatory	core	6869469	3582	1271	30882	185.1	-0.43	-1.07	Shielded
SC_RS33515	SCO6253		sensor histidine kinase	Sensor kinase	core	6875083	1588	4275	36496	58.7	0.62	1.47	Shielded
SC_RS33520	SCO6254		response regulator transcription factor	Response regulator	core	6876381	2886	2977	37794	63.8	-0.2	-0.17	Shielded
SC_RS33530	SCO6256		myo-inositol degradation transcriptional regulator	Other regulatory	core	6878304	4809	1054	39717	84.6	0.26	0.06	Shielded
SC_RS33550	SCO6260		ROK family glucokinase	ROK	core	6882242	4568	2884	43655	259.2	-0.91	-1.8	Shielded
SC_RS33575	SCO6265		ScbR family autoregulator-binding transcription factor	Other regulatory	core	6891175	4365	11817	52588	646.2	2.8	0.54	Shielded
SC_RS33590	SCO6268		sensor histidine kinase	Sensor kinase	core	6894079	5363	14721	55492	88.0	3.76	3.64	Shielded
