position	site_strand	locus_tag	old_locus_tag	gene_name	gene_start	gene_end	gene_strand	product	distance	location	within_500bp	within_2kb	timepoint	region
4129198	-	SC_RS20910	SCO3757		4129649	4130926	-	sensor histidine kinase	451	downstream	True	True	T1	core
4129198	-	SC_RS20915	SCO3758		4131008	4132060	-	fatty acid desaturase family protein	1810	downstream_far	False	True	T1	core
4173642	-	SC_RS21085	SCO3793		4171328	4171693	+	PH domain-containing protein	1949	downstream_far	False	True	T1	core
4173642	-	SC_RS21095	SCO3794		4171889	4172662	-	glycosyltransferase family 2 protein	980	upstream	False	True	T1	core
4173642	-	SC_RS21100	SCO3795	aspS	4172747	4174510	-	aspartate--tRNA ligase	0	gene_body	True	True	T1	core
4173642	-	SC_RS21105	SCO3796		4174717	4176885	+	ATP-binding SpoIIE family protein phosphatase	1075	upstream	False	True	T1	core
4209710	-	SC_RS21260	SCO3826		4207170	4208267	-	potassium channel family protein	1443	upstream	False	True	T1	core
4209710	-	SC_RS21265	SCO3827		4208264	4209661	-	molybdopterin-binding protein	49	promoter	True	True	T1	core
4209710	-	SC_RS21270	SCO3828		4209661	4210671	-	NTP transferase domain-containing protein	0	gene_body	True	True	T1	core
4209710	-	SC_RS21275	SCO3829		4210796	4212271	-	dihydrolipoamide acetyltransferase family protein	1086	downstream_far	False	True	T1	core
4226868	-	SC_RS21335	SCO3841		4223858	4225387	-	DUF2252 domain-containing protein	1481	upstream	False	True	T1	core
4226868	-	SC_RS21340	SCO3842		4225790	4226674	+	carbohydrate-binding protein	194	downstream	True	True	T1	core
4226868	-	SC_RS21350	SCO3843	fhaA	4227374	4228246	+	antibiotic biosynthesis regulator FhaA	506	upstream	False	True	T1	core
4226868	-	SC_RS21355	SCO3844	fhaB	4228257	4228775	+	antibiotic biosynthesis regulator FhaB	1389	upstream	False	True	T1	core
4237139	-	SC_RS21375	SCO3848	pknB	4233591	4235612	+	Stk1 family PASTA domain-containing Ser/Thr kinase	1527	downstream_far	False	True	T1	core
4237139	-	SC_RS21380	SCO3849		4235691	4236452	-	class E sortase	687	upstream	False	True	T1	core
4237139	-	SC_RS21385	SCO3850		4236466	4237524	-	class E sortase	0	gene_body	True	True	T1	core
4237139	-	SC_RS21390	SCO3851		4237521	4238159	-	aminodeoxychorismate/anthranilate synthase component II	382	downstream	True	True	T1	core
4237139	-	SC_RS21395	SCO3852		4238156	4238317	-	hypothetical protein	1017	downstream_far	False	True	T1	core
4237139	-	SC_RS21400	SCO3853		4238399	4239178	-	DUF881 domain-containing protein	1260	downstream_far	False	True	T1	core
4256583	+	SC_RS21485	SCO3869		4252857	4257887	+	nSTAND1 domain-containing NTPase	0	gene_body	True	True	T1	core
4256583	+	SC_RS21490	SCO3870		4258228	4258428	-	SCO3870 family protein	1645	downstream_far	False	True	T1	core
4263175	-	SC_RS21510	SCO3873	gyrA	4260741	4263335	-	DNA gyrase subunit A	0	gene_body	True	True	T1	core
4263175	-	SC_RS21515	SCO3874	gyrB	4263378	4265438	-	DNA topoisomerase (ATP-hydrolyzing) subunit B	203	downstream	True	True	T1	core
4282692	-	SC_RS21595	SCO3890	trxB	4280583	4281551	-	thioredoxin-disulfide reductase	1141	upstream	False	True	T1	core
4282692	-	SC_RS21600	SCO3891		4281711	4282559	-	anti-sigma factor family protein	133	promoter	True	True	T1	core
4282692	-	SC_RS21605	SCO3892	sigM	4282577	4283287	-	RNA polymerase sigma factor SigM	0	gene_body	True	True	T1	core
4282692	-	SC_RS21610	SCO3893		4283316	4285007	-	protein kinase family protein	624	downstream_far	False	True	T1	core
4317756	-	SC_RS21745	SCO3920		4315547	4316725	-	cystathionine gamma-lyase	1031	upstream	False	True	T1	core
4317756	-	SC_RS21750	SCO3921		4316722	4317216	-	low molecular weight protein-tyrosine-phosphatase	540	upstream	False	True	T1	core
4317756	-	SC_RS21755	SCO3922		4317222	4317599	-	phage holin family protein	157	promoter	True	True	T1	core
4317756	-	SC_RS21760	SCO3923		4317659	4317976	+	cupin domain-containing protein	0	gene_body	True	True	T1	core
4317756	-	SC_RS21765	SCO3924		4318118	4318330	+	DUF5326 family protein	362	promoter	True	True	T1	core
4317756	-	SC_RS21770	SCO3925		4318648	4319373	+	IclR family transcriptional regulator	892	upstream	False	True	T1	core
4317756	-	SC_RS21775	SCO3926		4319474	4319911	+	SsgA family sporulation/cell division regulator	1718	upstream	False	True	T1	core
4327022	-	SC_RS21790	SCO3929		4324441	4325793	-	hypothetical protein	1229	upstream	False	True	T1	core
4327022	-	SC_RS21795	SCO3930		4325990	4326556	+	ATP-binding protein	466	downstream	True	True	T1	core
4327022	-	SC_RS21800	SCO3931		4326866	4327165	+	hypothetical protein	0	gene_body	True	True	T1	core
4327022	-	SC_RS21805	SCO3932		4327576	4328355	-	GntR family transcriptional regulator	554	downstream_far	False	True	T1	core
4327022	-	SC_RS21810	SCO3933		4328521	4328871	+	SCO3933 family regulatory protein	1499	upstream	False	True	T1	core
4327022	-	SC_RS21815	SCO3934		4328871	4330172	+	FtsK/SpoIIIE domain-containing protein	1849	upstream	False	True	T1	core
4367845	-	SC_RS21960	SCO3964		4364694	4366736	-	copper resistance CopC/CopD family protein	1109	upstream	False	True	T1	core
4367845	-	SC_RS21965	SCO3965		4366750	4367286	-	copper chaperone PCu(A)C	559	upstream	False	True	T1	core
4367845	-	SC_RS21970	SCO3966		4367283	4367933	-	SCO family protein	0	gene_body	True	True	T1	core
4367845	-	SC_RS21975	SCO3967		4368066	4368827	-	YcnI family copper-binding membrane protein	221	downstream	True	True	T1	core
4367845	-	SC_RS21980	SCO3968		4368955	4369809	-	hypothetical protein	1110	downstream_far	False	True	T1	core
4397561	-	SC_RS22120	SCO4000		4395100	4395579	-	hypothetical protein	1982	upstream	False	True	T1	core
4397561	-	SC_RS22125	SCO4001		4395671	4396546	-	bifunctional DNA primase/polymerase	1015	upstream	False	True	T1	core
4397561	-	SC_RS22130	SCO4002		4396912	4397238	+	hypothetical protein	323	downstream	True	True	T1	core
4397561	-	SC_RS22135	SCO4005		4397767	4398372	+	SigE family RNA polymerase sigma factor	206	promoter	True	True	T1	core
4397561	-	SC_RS22140	SCO4006		4398501	4400177	+	long-chain fatty acid--CoA ligase	940	upstream	False	True	T1	core
4436216	-	SC_RS22320	SCO4039		4434208	4434756	-	tRNA adenosine deaminase-associated protein	1460	upstream	False	True	T1	core
4436216	-	SC_RS22325			4435097	4435339	-	hypothetical protein	877	upstream	False	True	T1	core
4436216	-	SC_RS22330	SCO4041	upp	4435478	4436113	+	uracil phosphoribosyltransferase	103	downstream	True	True	T1	core
4436216	-	SC_RS22335	SCO4042		4436138	4436752	-	LytR C-terminal domain-containing protein	0	gene_body	True	True	T1	core
4436216	-	SC_RS22340	SCO4043		4436888	4437184	-	type II toxin-antitoxin system VapB family antitoxin	672	downstream_far	False	True	T1	core
4436216	-	SC_RS22345			4437354	4437488	-	hypothetical protein	1138	downstream_far	False	True	T1	core
4436216	-	SC_RS22350			4437558	4437887	-	hypothetical protein	1342	downstream_far	False	True	T1	core
4436216	-	SC_RS22355	SCO4045		4437969	4438649	-	HdeD family acid-resistance protein	1753	downstream_far	False	True	T1	core
4485795	-	SC_RS22585	SCO4090		4483978	4484829	+	hypothetical protein	966	downstream_far	False	True	T1	core
4485795	-	SC_RS22590	SCO4091	bldC	4485363	4485569	+	developmental transcriptional regulator BldC	226	downstream	True	True	T1	core
4485795	-	SC_RS22595			4486028	4486222	-	DUF6274 family protein	233	downstream	True	True	T1	core
4485795	-	SC_RS22605	SCO4092	hrpA	4486639	4490622	-	ATP-dependent RNA helicase HrpA	844	downstream_far	False	True	T1	core
4586817	-	SC_RS23035	SCO4169		4584106	4584870	+	glucose 1-dehydrogenase	1947	downstream_far	False	True	T1	core
4586817	-	SC_RS23040	SCO4170		4584983	4585840	+	hypothetical protein	977	downstream_far	False	True	T1	core
4586817	-	SC_RS23045	SCO4171		4585837	4586589	+	hypothetical protein	228	downstream	True	True	T1	core
4586817	-	SC_RS23050	SCO4172		4586586	4587461	+	hypothetical protein	0	gene_body	True	True	T1	core
4586817	-	SC_RS23055	SCO4173		4587481	4587843	-	DsrE family protein	664	downstream_far	False	True	T1	core
4586817	-	SC_RS23060	SCO4174		4587872	4588123	-	hypothetical protein	1055	downstream_far	False	True	T1	core
4586817	-	SC_RS23065	SCO4175		4588120	4588512	-	hypothetical protein	1303	downstream_far	False	True	T1	core
4586817	-	SC_RS23070	SCO4176		4588684	4589526	+	helix-turn-helix domain-containing protein	1867	upstream	False	True	T1	core
4655990	-	SC_RS23420	SCO4246		4652844	4654775	-	VgrG-related protein	1215	upstream	False	True	T1	core
4655990	-	SC_RS23425	SCO4247		4654775	4655497	-	CIS tube protein	493	promoter	True	True	T1	core
4655990	-	SC_RS23430	SCO4248		4655526	4655948	-	phage tail protein	42	promoter	True	True	T1	core
4655990	-	SC_RS23435			4656039	4656887	-	hypothetical protein	49	downstream	True	True	T1	core
4656583	-	SC_RS23420	SCO4246		4652844	4654775	-	VgrG-related protein	1808	upstream	False	True	T1	core
4656583	-	SC_RS23425	SCO4247		4654775	4655497	-	CIS tube protein	1086	upstream	False	True	T1	core
4656583	-	SC_RS23430	SCO4248		4655526	4655948	-	phage tail protein	635	upstream	False	True	T1	core
4656583	-	SC_RS23435			4656039	4656887	-	hypothetical protein	0	gene_body	True	True	T1	core
4661382	-	SC_RS23440			4660125	4660283	-	DUF6760 family protein	1099	upstream	False	True	T1	core
4661382	-	SC_RS23445	SCO4251		4660280	4660813	-	hypothetical protein	569	upstream	False	True	T1	core
4661382	-	SC_RS23450	SCO4252		4660813	4661262	-	phage tail protein	120	promoter	True	True	T1	core
4661382	-	SC_RS23455	SCO4253		4661315	4662919	-	phage tail sheath subtilisin-like domain-containing protein	0	gene_body	True	True	T1	core
4661382	-	SC_RS23460	SCO4254		4663249	4666119	+	hypothetical protein	1867	upstream	False	True	T1	core
4671074	+	SC_RS23475	SCO4257		4668591	4670033	+	RICIN domain-containing protein	1041	downstream_far	False	True	T1	core
4671074	+	SC_RS23480	SCO4258		4670132	4671589	+	RICIN domain-containing protein	0	gene_body	True	True	T1	core
4671074	+	SC_RS23485	SCO4259		4671614	4673686	-	ATP-binding protein	540	downstream_far	False	True	T1	core
4824047	-	SC_RS24185	SCO4403	purU	4821748	4822641	+	formyltetrahydrofolate deformylase	1406	downstream_far	False	True	T1	core
4824047	-	SC_RS24190	SCO4404		4822683	4823471	-	ABC transporter permease	576	upstream	False	True	T1	core
4824047	-	SC_RS24195	SCO4405		4823468	4824442	-	daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein	0	gene_body	True	True	T1	core
4824047	-	SC_RS24200	SCO4406		4824455	4825120	-	DUF4097 family beta strand repeat-containing protein	408	downstream	True	True	T1	core
4824047	-	SC_RS24205	SCO4407		4825352	4826125	+	GbsR/MarR family transcriptional regulator	1305	upstream	False	True	T1	core
4824048	-	SC_RS24185	SCO4403	purU	4821748	4822641	+	formyltetrahydrofolate deformylase	1407	downstream_far	False	True	T1	core
4824048	-	SC_RS24190	SCO4404		4822683	4823471	-	ABC transporter permease	577	upstream	False	True	T1	core
4824048	-	SC_RS24195	SCO4405		4823468	4824442	-	daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein	0	gene_body	True	True	T1	core
4824048	-	SC_RS24200	SCO4406		4824455	4825120	-	DUF4097 family beta strand repeat-containing protein	407	downstream	True	True	T1	core
4824048	-	SC_RS24205	SCO4407		4825352	4826125	+	GbsR/MarR family transcriptional regulator	1304	upstream	False	True	T1	core
4839519	-	SC_RS24270	SCO4421		4837557	4838192	-	TetR family transcriptional regulator	1327	upstream	False	True	T1	core
4839519	-	SC_RS24275	SCO4422		4838327	4839085	+	VOC family protein	434	downstream	True	True	T1	core
4839519	-	SC_RS24280	SCO4423		4839304	4841703	+	outer membrane protein assembly factor BamB family protein	0	gene_body	True	True	T1	core
4839520	-	SC_RS24270	SCO4421		4837557	4838192	-	TetR family transcriptional regulator	1328	upstream	False	True	T1	core
4839520	-	SC_RS24275	SCO4422		4838327	4839085	+	VOC family protein	435	downstream	True	True	T1	core
4839520	-	SC_RS24280	SCO4423		4839304	4841703	+	outer membrane protein assembly factor BamB family protein	0	gene_body	True	True	T1	core
4840210	+	SC_RS24275	SCO4422		4838327	4839085	+	VOC family protein	1125	downstream_far	False	True	T1	core
4840210	+	SC_RS24280	SCO4423		4839304	4841703	+	outer membrane protein assembly factor BamB family protein	0	gene_body	True	True	T1	core
4840210	+	SC_RS24285	SCO4424		4841760	4842290	+	hypothetical protein	1550	upstream	False	True	T1	core
4861416	-	SC_RS24355	SCO4438		4857727	4859604	-	MFS transporter	1812	upstream	False	True	T1	core
4861416	-	SC_RS24360	SCO4439		4859813	4862452	-	D-alanyl-D-alanine carboxypeptidase	0	gene_body	True	True	T1	core
4861416	-	SC_RS24365	SCO4440		4862642	4863400	+	GOLPH3/VPS74 family protein	1226	upstream	False	True	T1	core
4885758	-	SC_RS24475	SCO4462		4882715	4883962	+	MFS transporter	1796	downstream_far	False	True	T1	core
4885758	-	SC_RS24480	SCO4463		4883980	4884108	+	DMT family transporter	1650	downstream_far	False	True	T1	core
4885758	-	SC_RS24485	SCO4464		4884219	4884893	-	cysteine hydrolase family protein	865	upstream	False	True	T1	core
4885758	-	SC_RS24490	SCO4465		4884950	4885462	+	PadR family transcriptional regulator	296	downstream	True	True	T1	core
4885758	-	SC_RS24495	SCO4466		4885528	4886016	-	hypothetical protein	0	gene_body	True	True	T1	core
4885758	-	SC_RS24500	SCO4467		4886067	4886504	-	hypothetical protein	309	downstream	True	True	T1	core
4885758	-	SC_RS24505	SCO4469	hemL	4886990	4888306	+	glutamate-1-semialdehyde 2%2C1-aminomutase	1232	upstream	False	True	T1	core
4885759	-	SC_RS24475	SCO4462		4882715	4883962	+	MFS transporter	1797	downstream_far	False	True	T1	core
4885759	-	SC_RS24480	SCO4463		4883980	4884108	+	DMT family transporter	1651	downstream_far	False	True	T1	core
4885759	-	SC_RS24485	SCO4464		4884219	4884893	-	cysteine hydrolase family protein	866	upstream	False	True	T1	core
4885759	-	SC_RS24490	SCO4465		4884950	4885462	+	PadR family transcriptional regulator	297	downstream	True	True	T1	core
4885759	-	SC_RS24495	SCO4466		4885528	4886016	-	hypothetical protein	0	gene_body	True	True	T1	core
4885759	-	SC_RS24500	SCO4467		4886067	4886504	-	hypothetical protein	308	downstream	True	True	T1	core
4885759	-	SC_RS24505	SCO4469	hemL	4886990	4888306	+	glutamate-1-semialdehyde 2%2C1-aminomutase	1231	upstream	False	True	T1	core
4898789	-	SC_RS24545	SCO4477		4896795	4897511	-	MerR family transcriptional regulator	1278	upstream	False	True	T1	core
4898789	-	SC_RS24550	SCO4478		4897553	4898155	+	O-methyltransferase	634	downstream_far	False	True	T1	core
4898789	-	SC_RS24555	SCO4479		4898224	4899117	-	alpha/beta fold hydrolase	0	gene_body	True	True	T1	core
4898789	-	SC_RS24560	SCO4480		4899301	4899900	-	TetR/AcrR family transcriptional regulator	512	downstream_far	False	True	T1	core
4898789	-	SC_RS24565	SCO4481		4900077	4901975	+	serine/threonine-protein kinase	1288	upstream	False	True	T1	core
4942202	-	SC_RS24745	SCO4518		4939512	4940861	-	AAA family ATPase	1341	upstream	False	True	T1	core
4942202	-	SC_RS24750	SCO4519		4940966	4941562	+	hypothetical protein	640	downstream_far	False	True	T1	core
4942202	-	SC_RS24755	SCO4520		4941567	4941872	-	hypothetical protein	330	promoter	True	True	T1	core
4942202	-	SC_RS24760	SCO4521		4941895	4942980	-	hypothetical protein	0	gene_body	True	True	T1	core
4942202	-	SC_RS24770	SCO4523		4943703	4944296	+	membrane protein	1501	upstream	False	True	T1	core
4958840	-	SC_RS24850	SCO4539		4956659	4957264	-	hypothetical protein	1576	upstream	False	True	T1	core
4958840	-	SC_RS24855			4957302	4957697	-	hypothetical protein	1143	upstream	False	True	T1	core
4958840	-	SC_RS24860	SCO4541		4957723	4959303	-	putative T7SS-secreted protein	0	gene_body	True	True	T1	core
4958840	-	SC_RS24865	SCO4542		4959382	4959573	-	DUF397 domain-containing protein	542	downstream_far	False	True	T1	core
4958840	-	SC_RS24870	SCO4543	whiJ	4959584	4960435	-	transcriptional regulator WhiJ	744	downstream_far	False	True	T1	core
4958840	-	SC_RS24875	SCO4544		4960649	4961074	+	ATP-binding protein	1809	upstream	False	True	T1	core
4975776	-	SC_RS24930	SCO4555		4973632	4974723	+	acyltransferase family protein	1053	downstream_far	False	True	T1	core
4975776	-	SC_RS24935	SCO4556		4974767	4975462	+	demethylmenaquinone methyltransferase	314	downstream	True	True	T1	core
4975776	-	SC_RS24940	SCO4557		4975449	4975796	-	PASTA domain-containing protein	0	gene_body	True	True	T1	core
4975776	-	SC_RS24945	SCO4558		4975855	4976418	-	GNAT family N-acetyltransferase	79	downstream	True	True	T1	core
4975776	-	SC_RS24950	SCO4559		4976516	4977808	+	geranylgeranyl reductase family protein	740	upstream	False	True	T1	core
4987415	+	SC_RS24990	SCO4567	nuoF	4984137	4985486	+	NADH-quinone oxidoreductase subunit NuoF	1929	downstream_far	False	True	T1	core
4987415	+	SC_RS24995	SCO4568		4985483	4988014	+	NADH-quinone oxidoreductase subunit G	0	gene_body	True	True	T1	core
4987415	+	SC_RS25000	SCO4569	nuoH	4988011	4989414	+	NADH-quinone oxidoreductase subunit NuoH	596	upstream	False	True	T1	core
4987415	+	SC_RS25005	SCO4570	nuoI	4989407	4990084	+	NADH-quinone oxidoreductase subunit NuoI	1992	upstream	False	True	T1	core
5092064	-	SC_RS25485	SCO4661	fusA	5089830	5091956	+	elongation factor G	108	downstream	True	True	T1	core
5092064	-	SC_RS25490	SCO4662	tuf	5092130	5093323	+	elongation factor Tu	66	promoter	True	True	T1	core
5092064	-	SC_RS25495	SCO4663		5093313	5093666	-	AfsR/SARP family transcriptional regulator	1249	downstream_far	False	True	T1	core
5106232	+	SC_RS25535	SCO4672		5103076	5104845	-	NlpC/P60 family protein	1387	upstream	False	True	T1	core
5106232	+	SC_RS25540	SCO4673		5104850	5105851	-	helix-turn-helix transcriptional regulator	381	promoter	True	True	T1	core
5106232	+	SC_RS25545	SCO4674		5105926	5106318	+	VOC family protein	0	gene_body	True	True	T1	core
5106232	+	SC_RS25550	SCO4675		5106331	5107239	-	RpnC/YadD family protein	99	downstream	True	True	T1	core
5106232	+	SC_RS25555	SCO4676		5107257	5108129	-	helix-turn-helix domain-containing protein	1025	downstream_far	False	True	T1	core
5146697	-	SC_RS25815	SCO4731	truA	5144190	5145044	+	tRNA pseudouridine(38-40) synthase TruA	1653	downstream_far	False	True	T1	core
5146697	-	SC_RS25820	SCO4732		5145064	5145963	-	hypothetical protein	734	upstream	False	True	T1	core
5146697	-	SC_RS25825	SCO4733		5146038	5147243	+	glycosyltransferase family 87 protein	0	gene_body	True	True	T1	core
5146697	-	SC_RS25830	SCO4734	rplM	5147451	5147894	+	50S ribosomal protein L13	754	upstream	False	True	T1	core
5146697	-	SC_RS25835	SCO4735	rpsI	5147937	5148449	+	30S ribosomal protein S9	1240	upstream	False	True	T1	core
5146697	-	SC_RS25840	SCO4736	glmM	5148674	5150032	+	phosphoglucosamine mutase	1977	upstream	False	True	T1	core
5146698	-	SC_RS25815	SCO4731	truA	5144190	5145044	+	tRNA pseudouridine(38-40) synthase TruA	1654	downstream_far	False	True	T1	core
5146698	-	SC_RS25820	SCO4732		5145064	5145963	-	hypothetical protein	735	upstream	False	True	T1	core
5146698	-	SC_RS25825	SCO4733		5146038	5147243	+	glycosyltransferase family 87 protein	0	gene_body	True	True	T1	core
5146698	-	SC_RS25830	SCO4734	rplM	5147451	5147894	+	50S ribosomal protein L13	753	upstream	False	True	T1	core
5146698	-	SC_RS25835	SCO4735	rpsI	5147937	5148449	+	30S ribosomal protein S9	1239	upstream	False	True	T1	core
5146698	-	SC_RS25840	SCO4736	glmM	5148674	5150032	+	phosphoglucosamine mutase	1976	upstream	False	True	T1	core
5209389	-	SC_RS26095	SCO4787		5207363	5208166	+	class II aldolase/adducin family protein	1223	downstream_far	False	True	T1	core
5209389	-	SC_RS26100	SCO4788		5208328	5209623	+	membrane protein	0	gene_body	True	True	T1	core
5209389	-	SC_RS26105	SCO4789		5209763	5210290	+	DoxX family protein	374	promoter	True	True	T1	core
5209389	-	SC_RS26110			5210287	5210514	-	hypothetical protein	898	downstream_far	False	True	T1	core
5209389	-	SC_RS26115	SCO4790		5210501	5211922	-	PspC domain-containing protein	1112	downstream_far	False	True	T1	core
5231642	-	SC_RS26185	SCO4804		5229309	5231756	+	DUF5682 family protein	0	gene_body	True	True	T1	core
5231642	-	SC_RS26190	SCO4805		5231885	5233081	+	vWA domain-containing protein	243	promoter	True	True	T1	core
5231642	-	SC_RS26195	SCO4806		5233252	5234196	+	hypothetical protein	1610	upstream	False	True	T1	core
5233154	-	SC_RS26185	SCO4804		5229309	5231756	+	DUF5682 family protein	1398	downstream_far	False	True	T1	core
5233154	-	SC_RS26190	SCO4805		5231885	5233081	+	vWA domain-containing protein	73	downstream	True	True	T1	core
5233154	-	SC_RS26195	SCO4806		5233252	5234196	+	hypothetical protein	98	promoter	True	True	T1	core
5233154	-	SC_RS26200	SCO4808	sucC	5234993	5236177	+	ADP-forming succinate--CoA ligase subunit beta	1839	upstream	False	True	T1	core
5329807	+	SC_RS26625	SCO4893		5327081	5328004	-	AEC family transporter	1803	upstream	False	True	T1	core
5329807	+	SC_RS26630			5328139	5328525	+	STAS domain-containing protein	1282	downstream_far	False	True	T1	core
5329807	+	SC_RS26635	SCO4895		5328418	5329422	-	sigma-70 family RNA polymerase sigma factor	385	promoter	True	True	T1	core
5329807	+	SC_RS26640	SCO4896		5329530	5330840	-	MFS transporter	0	gene_body	True	True	T1	core
5329807	+	SC_RS26645	SCO4897		5330904	5331857	+	LysR family transcriptional regulator	1097	upstream	False	True	T1	core
5362918	-	SC_RS26795	SCO4927		5360721	5361596	+	biotin--[acetyl-CoA-carboxylase] ligase	1322	downstream_far	False	True	T1	core
5362918	-	SC_RS26800	SCO4928		5361712	5362857	+	adenylate/guanylate cyclase domain-containing protein	61	downstream	True	True	T1	core
5362918	-	SC_RS26805	SCO4929		5362921	5363586	-	hypothetical protein	3	downstream	True	True	T1	core
5362918	-	SC_RS26810	SCO4930		5363797	5364597	+	enoyl-CoA hydratase/isomerase family protein	879	upstream	False	True	T1	core
5362918	-	SC_RS26815	SCO4931		5364697	5365845	+	GGDEF domain-containing protein	1779	upstream	False	True	T1	core
5437964	-	SC_RS27140	SCO4996		5435560	5436069	-	SigE family RNA polymerase sigma factor	1895	upstream	False	True	T1	core
5437964	-	SC_RS27145	SCO4997		5436168	5436359	-	hypothetical protein	1605	upstream	False	True	T1	core
5437964	-	SC_RS27150	SCO4998		5436371	5437222	-	helix-turn-helix domain-containing protein	742	upstream	False	True	T1	core
5437964	-	SC_RS27155	SCO4999		5437435	5437923	+	hypothetical protein	41	downstream	True	True	T1	core
5437964	-	SC_RS27165	SCO5000		5438306	5438614	+	hypothetical protein	342	promoter	True	True	T1	core
5437964	-	SC_RS27170	SCO5001		5438710	5439252	+	hypothetical protein	746	upstream	False	True	T1	core
5437964	-	SC_RS27175	SCO5002		5439185	5439847	-	hypothetical protein	1221	downstream_far	False	True	T1	core
5437964	-	SC_RS27180	SCO5003		5439963	5441678	-	chitinase	1999	downstream_far	False	True	T1	core
5462058	-	SC_RS27295	SCO5026		5459908	5460726	+	class I SAM-dependent methyltransferase	1332	downstream_far	False	True	T1	core
5462058	-	SC_RS27300	SCO5027		5460757	5461950	-	winged helix DNA-binding domain-containing protein	108	promoter	True	True	T1	core
5462058	-	SC_RS27305	SCO5028		5463012	5464337	+	PhoH family protein	954	upstream	False	True	T1	core
5577919	+	SC_RS27800	SCO5128		5574738	5577065	+	hypothetical protein	854	downstream_far	False	True	T1	core
5577919	+	SC_RS27805	SCO5129		5577212	5578168	+	ABC transporter ATP-binding protein	0	gene_body	True	True	T1	core
5577919	+	SC_RS27810	SCO5130		5578165	5578905	+	ABC transporter permease	246	promoter	True	True	T1	core
5577919	+	SC_RS27815	SCO5131		5578902	5580068	+	sensor histidine kinase	983	upstream	False	True	T1	core
5577931	+	SC_RS27800	SCO5128		5574738	5577065	+	hypothetical protein	866	downstream_far	False	True	T1	core
5577931	+	SC_RS27805	SCO5129		5577212	5578168	+	ABC transporter ATP-binding protein	0	gene_body	True	True	T1	core
5577931	+	SC_RS27810	SCO5130		5578165	5578905	+	ABC transporter permease	234	promoter	True	True	T1	core
5577931	+	SC_RS27815	SCO5131		5578902	5580068	+	sensor histidine kinase	971	upstream	False	True	T1	core
5614302	-	SC_RS27995	SCO5166		5612300	5614939	-	DEAD/DEAH box helicase	0	gene_body	True	True	T1	core
5614302	-	SC_RS28000	SCO5167		5615432	5616214	+	ferritin-like domain-containing protein	1130	upstream	False	True	T1	core
5649596	-	SC_RS28115	SCO5190		5647747	5648115	+	WhiB family transcriptional regulator	1481	downstream_far	False	True	T1	core
5649596	-	SC_RS28120	SCO5191		5648112	5648435	+	hypothetical protein	1161	downstream_far	False	True	T1	core
5649596	-	SC_RS28125	SCO5192		5648569	5649978	-	ABC1 kinase family protein	0	gene_body	True	True	T1	core
5649596	-	SC_RS28130	SCO5193		5649971	5651185	-	TOMM precursor leader peptide-binding protein	375	downstream	True	True	T1	core
5649596	-	SC_RS28135	SCO5194		5651416	5652012	+	M48 metallopeptidase family protein	1820	upstream	False	True	T1	core
5652736	-	SC_RS28130	SCO5193		5649971	5651185	-	TOMM precursor leader peptide-binding protein	1551	upstream	False	True	T1	core
5652736	-	SC_RS28135	SCO5194		5651416	5652012	+	M48 metallopeptidase family protein	724	downstream_far	False	True	T1	core
5652736	-	SC_RS28140	SCO5195		5652152	5653906	+	TerD family protein	0	gene_body	True	True	T1	core
5652736	-	SC_RS28145	SCO5196		5653920	5654600	+	AIM24 family protein	1184	upstream	False	True	T1	core
5652736	-	SC_RS28150	SCO5197		5654618	5655373	+	AIM24 family protein	1882	upstream	False	True	T1	core
5697997	-	SC_RS28355	SCO5235		5695480	5696970	+	glycoside hydrolase family 3 protein	1027	downstream_far	False	True	T1	core
5697997	-	SC_RS28360	SCO5236	nagB	5697291	5698076	-	glucosamine-6-phosphate deaminase	0	gene_body	True	True	T1	core
5697997	-	SC_RS28365	SCO5237		5698211	5698963	-	SDR family oxidoreductase	214	downstream	True	True	T1	core
5697997	-	SC_RS28370	SCO5238		5699058	5699702	+	TetR/AcrR family transcriptional regulator	1061	upstream	False	True	T1	core
5724200	-	SC_RS28490	SCO5262		5721695	5722660	+	zinc-binding dehydrogenase	1540	downstream_far	False	True	T1	core
5724200	-	SC_RS28495			5722789	5722998	+	helix-turn-helix domain-containing protein	1202	downstream_far	False	True	T1	core
5724200	-	SC_RS28500	SCO5263		5722998	5723564	+	Clp protease N-terminal domain-containing protein	636	downstream_far	False	True	T1	core
5724200	-	SC_RS28505	SCO5264		5723633	5724715	-	PadR family transcriptional regulator	0	gene_body	True	True	T1	core
5724200	-	SC_RS28510	SCO5265		5724717	5725667	-	DUF4097 family beta strand repeat-containing protein	517	downstream_far	False	True	T1	core
5724200	-	SC_RS28515	SCO5266		5725804	5726637	+	hypothetical protein	1604	upstream	False	True	T1	core
5753297	-	SC_RS28590	SCO5281		5749846	5753664	-	multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit	0	gene_body	True	True	T1	core
5753297	-	SC_RS28595	SCO5282		5753949	5755076	-	sensor histidine kinase	652	downstream_far	False	True	T1	core
5753297	-	SC_RS28600	SCO5283		5755073	5755807	-	response regulator transcription factor	1776	downstream_far	False	True	T1	core
