locus_tag	gene_name	tss	strand	region	nearest_methyl_dist	extended_kb	expected_motifs	observed_motifs	methylated_T1	layer2_deficit	layer3_deficit	is_layer2	is_layer3	category
SC_RS40820		8563058	-	arm	1376	4.467	1.151913031369501	1	1	0.15191303136950096	0	True	False	layer2_only
SC_RS40860		8569962	+	arm	848	4.212	1.0861557394511616	0	0	1.0861557394511616	0	True	False	layer2_only
SC_RS40895		8577403	+	arm	1609	4.476	1.154233876966619	1	0	0.15423387696661894	1	True	True	both
SC_RS40930		8584661	+	arm	338	4.506	1.161970028957012	0	0	1.161970028957012	0	True	False	layer2_only
SC_RS40940		8586491	-	arm	1026	4.383	1.130251805796401	0	0	1.130251805796401	0	True	False	layer2_only
SC_RS40985		8595004	+	arm	3695	4.44	1.1449504945781477	0	0	1.1449504945781477	0	True	False	layer2_only
SC_RS40995		8597410	-	arm	2227	4.827	1.2447468552542158	0	0	1.2447468552542158	0	True	False	layer2_only
SC_RS41010		8598830	+	arm	807	4.575	1.1797631785349156	0	0	1.1797631785349156	0	True	False	layer2_only
SC_RS41050		8605797	+	arm	411	4.767	1.2292745512734302	2	0	0.0	2	False	True	layer3_only
SC_RS41060		8607539	+	arm	975	4.941	1.2741442328177088	1	0	0.27414423281770883	1	True	True	both
SC_RS41085		8611658	+	arm	492	4.605	1.1874993305253085	0	0	1.1874993305253085	0	True	False	layer2_only
SC_RS41130		8618313	+	arm	1112	4.638	1.1960090977147406	0	0	1.1960090977147406	0	True	False	layer2_only
SC_RS41190		8628988	-	arm	1096	4.632	1.194461867316662	0	0	1.194461867316662	0	True	False	layer2_only
SC_RS41235		8637257	-	arm	358	4.857	1.2524830072446087	2	0	0.0	2	False	True	layer3_only
SC_RS41270		8643812	-	arm	1253	4.572	1.1789895633358762	2	1	0.0	1	False	True	layer3_only
