accession,species,size_mb,gc_pct,CCGG_count,CCGG_density,CCGG_expected,CCGG_oe,AAGCCCG_count,AAGCCCG_density,AAGCCCG_expected,AAGCCCG_oe,GATC_count,GATC_density,GATC_expected,GATC_oe,GGCCGG_count,GGCCGG_density,GGCCGG_expected,GGCCGG_oe,GCCCG_count,GCCCG_density,GCCCG_expected,GCCCG_oe,GCGG_count,GCGG_density,GCGG_expected,GCGG_oe,CGACNNNCTCC_count,CGACNNNCTCC_density,CGACNNNCTCC_expected,CGACNNNCTCC_oe
GCF_001514265.1,Streptomyces resistomycificus,9.18,70.9,144269,15716.0,145316.8,0.993,1498,163.2,2176.2,0.688,51199,5577.4,24381.2,2.1,35744,3893.8,36566.9,0.977,86029,9371.6,103090.1,0.835,274896,29946.0,290633.5,0.946,2132,232.3,771.9,2.762
GCF_001511815.1,Streptomyces reticuli,9.34,72.7,182111,19505.9,163145.0,1.116,1408,150.8,2207.8,0.638,49096,5258.7,22968.1,2.138,49810,5335.1,43132.6,1.155,102514,10980.2,118632.7,0.864,312469,33468.5,326290.1,0.958,2092,224.1,802.7,2.606
GCF_002154675.1,Streptomyces reticuliscabiei,9.96,70.0,150022,15058.0,149230.5,1.005,1722,172.8,2354.4,0.731,56545,5675.5,27494.0,2.057,34224,3435.1,36527.8,0.937,89556,8988.9,104413.2,0.858,274067,27508.7,298461.0,0.918,2350,235.9,823.6,2.853
GCF_023155275.1,Streptomyces rhizoryzae,7.78,73.8,171516,22036.7,144210.1,1.189,1027,132.0,1827.7,0.562,39547,5081.1,18196.9,2.173,50919,6542.2,39259.4,1.297,93562,12021.0,106410.6,0.879,304222,39086.9,288420.2,1.055,1642,211.0,674.3,2.435
GCF_004794175.1,Streptomyces rhizosphaericola,7.21,72.4,137125,19010.4,124012.0,1.106,1203,166.8,1707.8,0.704,39916,5533.8,17984.2,2.22,32149,4457.0,32520.9,0.989,81562,11307.4,89810.7,0.908,234727,32541.5,248024.0,0.946,1928,267.3,618.4,3.118
GCF_018138705.1,Streptomyces rhizosphaericus,11.67,71.1,191326,16399.2,186118.3,1.028,1912,163.9,2766.3,0.691,71077,6092.2,30814.0,2.307,44372,3803.3,47015.1,0.944,117229,10048.1,132290.4,0.886,372045,31889.1,372236.7,0.999,2093,179.4,983.1,2.129
GCF_025399795.1,Streptomyces rhizosphaerihabitans,10.22,70.3,160294,15690.8,156315.9,1.025,1824,178.5,2418.0,0.754,60646,5936.5,27788.9,2.182,36856,3607.7,38672.2,0.953,95322,9330.8,109955.2,0.867,299598,29326.9,312631.9,0.958,2236,218.9,850.4,2.629
GCF_000331185.2,Streptomyces rimosus,9.64,71.9,168337,17455.3,160993.7,1.046,1668,173.0,2286.3,0.73,47012,4874.8,24614.4,1.91,44868,4652.5,41602.3,1.078,107594,11156.7,115738.6,0.93,326420,33847.3,321987.4,1.014,1868,193.7,821.8,2.273
GCF_003112535.1,Streptomyces rishiriensis,9.18,71.8,151145,16465.1,152097.1,0.994,1512,164.7,2176.7,0.695,50905,5545.4,23566.5,2.16,39219,4272.4,39155.9,1.002,92485,10074.9,109137.5,0.847,288484,31426.2,304194.3,0.948,2241,244.1,780.9,2.87
GCF_030863865.1,Streptomyces rochei,8.18,72.5,146122,17860.8,141451.9,1.033,1252,153.0,1936.2,0.647,40304,4926.5,20303.6,1.985,37100,4534.8,37199.4,0.997,86767,10605.7,102585.9,0.846,267898,32745.8,282903.8,0.947,2179,266.3,702.1,3.104
GCF_052936015.1,Streptomyces rosealbus,9.67,71.2,134267,13888.9,155711.0,0.862,2170,224.5,2292.6,0.947,54027,5588.7,25353.0,2.131,29514,3053.0,39523.7,0.747,96443,9976.3,110944.0,0.869,310728,32142.4,311422.0,0.998,2129,220.2,816.7,2.607
GCF_004117935.1,Streptomyces roseicoloratus,7.6,72.6,136406,17955.2,131926.0,1.034,1387,182.6,1797.4,0.772,40992,5395.8,18786.5,2.182,36331,4782.3,34770.0,1.045,83379,10975.2,95781.7,0.871,254422,33489.8,263852.0,0.964,1883,247.9,652.5,2.886
GCF_001445655.1,Streptomyces roseifaciens,8.64,72.1,146753,16985.6,146196.5,1.004,1781,206.1,2047.3,0.87,42606,4931.3,21818.3,1.953,38871,4499.0,38035.0,1.022,96560,11176.1,105456.9,0.916,284962,32982.4,292393.1,0.975,2064,238.9,738.4,2.795
GCF_014489635.1,Streptomyces roseirectus,9.95,71.8,158031,15886.6,164971.3,0.958,1417,142.4,2358.7,0.601,54315,5460.2,25519.1,2.128,35781,3597.0,42490.0,0.842,93606,9410.1,118403.0,0.791,308390,31001.9,329942.7,0.935,2972,298.8,846.4,3.511
GCF_039532905.1,Streptomyces roseiscleroticus,7.95,72.3,141456,17787.3,136011.7,1.04,1148,144.4,1883.4,0.61,39420,4956.8,19912.2,1.98,34984,4399.0,35574.5,0.983,86355,10858.7,98372.2,0.878,262063,32952.9,272023.4,0.963,2026,254.8,681.1,2.975
GCF_000497445.1,Streptomyces roseochromogenus,9.78,68.8,154949,15839.8,137016.9,1.131,1624,166.0,2293.6,0.708,56282,5753.5,28167.2,1.998,38312,3916.5,32431.8,1.181,88425,9039.3,94273.1,0.938,279847,28607.6,274033.8,1.021,1941,198.4,789.1,2.46
GCF_039534915.1,Streptomyces roseofulvus,8.21,73.0,153842,18748.8,145909.7,1.054,1332,162.3,1937.2,0.688,43808,5338.9,19891.4,2.202,40464,4931.4,38913.9,1.04,86863,10586.0,106563.8,0.815,280068,34131.9,291819.5,0.96,2675,326.0,707.4,3.781
GCF_014649335.1,Streptomyces roseolilacinus,6.8,74.0,129149,19001.7,127660.5,1.012,1061,156.1,1592.4,0.666,30069,4424.1,15693.1,1.916,34147,5024.1,34991.8,0.976,79914,11757.8,94520.5,0.845,251536,37008.5,255321.0,0.985,1929,283.8,589.5,3.272
GCF_014649855.1,Streptomyces roseolus,8.06,73.2,151225,18767.4,144267.1,1.048,1309,162.4,1901.0,0.689,41635,5167.0,19419.4,2.144,39508,4903.0,38607.4,1.023,86347,10715.9,105544.1,0.818,275732,34219.0,288534.2,0.956,2672,331.6,695.4,3.843
GCF_000719265.1,Streptomyces roseoverticillatus,7.21,72.4,123498,17139.5,123848.6,0.997,1511,209.7,1706.0,0.886,34863,4838.4,17968.8,1.94,33966,4713.9,32474.0,1.046,82460,11444.1,89686.7,0.919,248164,34441.0,247697.2,1.002,1678,232.9,617.7,2.717
GCF_039535235.1,Streptomyces roseoviridis,7.45,72.9,136613,18345.5,131634.2,1.038,1209,162.4,1759.1,0.687,39026,5240.7,18143.2,2.151,37328,5012.7,35002.7,1.066,81725,10974.7,95995.4,0.851,250900,33692.9,263268.3,0.953,1969,264.4,641.4,3.07
GCF_001044425.1,Streptomyces roseus,7.83,72.1,136830,17464.5,132647.7,1.032,1415,180.6,1856.5,0.762,44637,5697.3,19776.4,2.257,36864,4705.2,34519.7,1.068,85862,10959.1,95697.0,0.897,262605,33518.0,265295.4,0.99,1799,229.6,669.7,2.686
GCF_000961885.1,Streptomyces rubellomurinus,8.61,73.6,180266,20934.8,158348.7,1.138,1469,170.6,2024.4,0.726,48096,5585.5,20269.0,2.373,53072,6163.4,42946.7,1.236,106609,12380.8,116623.8,0.914,296269,34406.6,316697.4,0.935,1956,227.2,745.5,2.624
GCF_014648075.1,Streptomyces ruber,7.9,72.3,140390,17778.1,134579.4,1.043,1137,144.0,1870.6,0.608,39046,4944.5,19828.8,1.969,34739,4399.1,35137.6,0.989,85796,10864.6,97250.2,0.882,260144,32942.9,269158.9,0.967,2010,254.5,675.9,2.974
GCF_044453005.1,Streptomyces rubiginosohelvolus,7.6,71.8,134733,17723.9,126056.6,1.069,1467,193.0,1802.5,0.814,45123,5935.9,19503.1,2.314,30121,3962.4,32465.4,0.928,82175,10810.0,90470.8,0.908,239764,31540.5,252113.2,0.951,1991,261.9,646.8,3.078
GCF_016860525.1,Streptomyces rubradiris,9.05,72.3,179178,19794.9,154842.8,1.157,1328,146.7,2143.7,0.619,45822,5062.2,22660.2,2.022,49395,5457.0,40504.2,1.22,99600,11003.4,111998.1,0.889,292857,32353.7,309685.6,0.946,1995,220.4,775.3,2.573
GCF_027947575.1,Streptomyces rubrogriseus,8.41,72.2,146364,17399.7,142995.4,1.024,1301,154.7,1992.8,0.653,41993,4992.1,21164.9,1.984,35433,4212.3,37287.8,0.95,88283,10495.1,103266.5,0.855,273571,32522.1,285990.7,0.957,2061,245.0,719.6,2.864
GCF_001750785.1,Streptomyces rubrolavendulae,6.54,74.8,129968,19862.9,127913.6,1.016,1090,166.6,1520.6,0.717,26482,4047.2,14542.4,1.821,36547,5585.4,35769.1,1.022,85015,12992.8,95659.4,0.889,255140,38992.8,255827.3,0.997,1768,270.2,568.6,3.11
GCF_024505145.1,Streptomyces rugosispiralis,11.02,71.3,185013,16792.2,178357.3,1.037,1749,158.7,2613.0,0.669,67579,6133.6,28787.7,2.347,43532,3951.1,45385.6,0.959,112596,10219.5,127238.8,0.885,358015,32494.2,356714.5,1.004,2039,185.1,932.0,2.188
GCF_014216335.1,Streptomyces rutgersensis,7.0,73.3,134448,19216.9,126448.2,1.063,1117,159.7,1648.7,0.678,29746,4251.6,16723.6,1.779,36768,5255.3,33998.8,1.081,81075,11588.2,92726.3,0.874,242187,34616.2,252896.3,0.958,1933,276.3,604.5,3.198
GCF_014280945.1,Streptomyces salinarius,8.43,71.9,144459,17137.2,140984.4,1.025,1337,158.6,1998.3,0.669,42412,5031.3,21483.9,1.974,36257,4301.2,36465.6,0.994,85601,10154.8,101401.0,0.844,266969,31670.5,281968.7,0.947,2029,240.7,718.6,2.823
GCF_031845605.1,Streptomyces salyersiae,7.92,71.7,139405,17603.9,130806.4,1.066,1312,165.7,1877.8,0.699,43366,5476.2,20377.9,2.128,33976,4290.4,33623.2,1.01,80849,10209.5,93788.3,0.862,244379,30859.8,261612.9,0.934,1838,232.1,673.2,2.73
GCF_001704195.1,Streptomyces sampsonii,7.07,73.4,132066,18678.9,128182.7,1.03,1163,164.5,1665.5,0.698,30166,4266.6,16854.5,1.79,34962,4944.9,34518.7,1.013,80647,11406.4,94071.2,0.857,243327,34415.2,256365.4,0.949,2044,289.1,611.1,3.345
GCF_041363955.1,Streptomyces sanglieri,9.86,70.6,171930,17444.0,152747.5,1.126,1694,171.9,2334.5,0.726,62027,6293.3,26574.7,2.334,42135,4275.0,38031.1,1.108,96304,9771.0,107788.3,0.893,293071,29735.0,305495.0,0.959,2108,213.9,823.7,2.559
GCF_039536205.1,Streptomyces sannanensis,7.83,69.9,124350,15876.6,116964.8,1.063,1650,210.7,1850.4,0.892,46409,5925.3,21657.4,2.143,31143,3976.2,28587.0,1.089,70291,8974.5,81776.2,0.86,223267,28505.9,233929.6,0.954,1628,207.9,646.8,2.517
GCF_039543485.1,Streptomyces sanyensis,6.68,73.9,129070,19311.2,124301.2,1.038,1147,171.6,1568.6,0.731,31420,4701.0,15573.2,2.018,29994,4487.6,33902.8,0.885,84424,12631.3,91805.8,0.92,246428,36870.0,248602.5,0.991,1764,263.9,579.3,3.045
GCF_032656605.1,Streptomyces sasae,11.89,70.6,196094,16492.8,184976.1,1.06,1858,156.3,2816.8,0.66,70353,5917.2,31971.2,2.201,48175,4051.8,46144.4,1.044,108500,9125.6,130656.9,0.83,349827,29422.8,369952.2,0.946,2740,230.5,994.8,2.754
GCF_011045015.1,Streptomyces scabichelini,11.16,69.8,156219,13999.1,165802.4,0.942,2190,196.2,2635.2,0.831,66917,5996.6,30960.7,2.161,35681,3197.4,40420.2,0.883,99283,8896.9,115773.7,0.858,321436,28804.5,331604.8,0.969,2388,214.0,920.0,2.596
GCF_051172975.1,Streptomyces scabiei,10.08,71.5,169305,16794.0,164705.8,1.028,1612,159.9,2390.9,0.674,55771,5532.1,26159.6,2.132,41280,4094.7,42105.2,0.98,100579,9976.8,117770.7,0.854,309133,30664.0,329411.6,0.938,2470,245.0,854.8,2.89
GCF_040907265.1,Streptomyces sclerotialus,8.28,71.8,145397,17568.2,137740.5,1.056,1394,168.4,1962.2,0.71,40687,4916.2,21173.5,1.922,38937,4704.7,35539.3,1.096,86232,10419.3,98946.4,0.872,274407,33156.3,275481.1,0.996,1894,228.9,704.8,2.687
GCF_035917595.1,Streptomyces scopuliridis,9.49,70.1,149433,15738.9,143392.5,1.042,1723,181.5,2245.2,0.767,63630,6701.8,26057.1,2.442,36495,3843.8,35243.9,1.035,88109,9280.0,100535.6,0.876,282948,29801.3,286785.0,0.987,1882,198.2,787.1,2.391
GCF_040782645.1,Streptomyces secundicynarae,9.87,70.4,145395,14735.7,151106.2,0.962,1720,174.3,2335.5,0.736,58513,5930.2,26824.0,2.181,34731,3520.0,37399.3,0.929,88642,8983.8,106313.4,0.834,289601,29350.8,302212.5,0.958,2258,228.8,821.6,2.748
GCF_006335015.1,Streptomyces sedi,6.6,72.9,111222,16842.1,116744.5,0.953,848,128.4,1560.0,0.544,32095,4860.1,16088.5,1.995,28778,4357.8,31044.7,0.927,64561,9776.3,85138.7,0.758,214995,32556.3,233489.0,0.921,1805,273.3,568.8,3.173
GCF_047049295.1,Streptomyces sediminimaris,9.18,72.0,158865,17305.4,154479.4,1.028,1451,158.1,2175.8,0.667,50124,5460.1,23284.4,2.153,41500,4520.7,40078.6,1.035,97123,10579.8,111277.3,0.873,300809,32767.6,308958.8,0.974,2053,223.6,783.6,2.62
GCF_019890635.1,Streptomyces sennicomposti,7.35,73.1,135725,18462.6,131093.4,1.035,1101,149.8,1735.1,0.635,38084,5180.6,17777.6,2.142,37835,5146.7,35012.1,1.081,82928,11280.7,95810.8,0.866,256689,34917.4,262186.8,0.979,1585,215.6,634.0,2.5
GCF_004328625.1,Streptomyces seoulensis,6.43,71.9,112546,17513.5,107090.5,1.051,1134,176.5,1523.6,0.744,32291,5024.9,16424.3,1.966,27824,4329.7,27648.9,1.006,64450,10029.2,76953.7,0.838,202099,31449.0,214181.0,0.944,1614,251.2,547.4,2.948
GCF_039537145.1,Streptomyces shaanxiensis,9.89,70.7,146491,14816.6,154804.1,0.946,1610,162.8,2342.9,0.687,57568,5822.6,26466.2,2.175,34543,3493.8,38741.2,0.892,90120,9115.1,109519.8,0.823,291453,29478.6,309608.1,0.941,2434,246.2,828.8,2.937
GCF_021462265.1,Streptomyces shenzhenensis,10.66,71.3,186670,17512.2,172635.1,1.081,1521,142.7,2528.0,0.602,59568,5588.3,27841.7,2.14,48418,4542.3,43939.7,1.102,101664,9537.5,123170.8,0.825,332387,31182.5,345270.1,0.963,2456,230.4,901.8,2.723
GCF_039535475.1,Streptomyces showdoensis,8.5,72.9,153787,18096.9,150039.1,1.025,1523,179.2,2007.7,0.759,44885,5281.9,20725.4,2.166,39965,4702.9,39873.0,1.002,95259,11209.6,109384.8,0.871,286442,33707.2,300078.1,0.955,2389,281.1,731.9,3.264
GCF_039543605.1,Streptomyces siamensis,10.26,71.2,161056,15689.9,165070.1,0.976,1692,164.8,2434.3,0.695,57337,5585.7,26953.0,2.127,38154,3716.9,41865.3,0.911,101633,9901.0,117564.5,0.864,315354,30721.4,330140.2,0.955,2360,229.9,866.9,2.722
GCF_020328095.1,Streptomyces sichuanensis,6.95,72.4,121270,17439.0,119258.8,1.017,1336,192.1,1646.6,0.811,31799,4572.8,17373.0,1.83,34549,4968.2,31235.6,1.106,77245,11108.0,86314.7,0.895,227455,32708.6,238517.6,0.954,1481,213.0,595.9,2.485
GCF_016741825.1,Streptomyces siderophoricus,8.81,71.7,167439,19014.5,145514.8,1.151,1330,151.0,2088.1,0.637,48415,5498.0,22653.1,2.137,48164,5469.5,37411.4,1.287,92270,10478.2,104344.8,0.884,292392,33204.2,291029.6,1.005,1782,202.4,748.7,2.38
GCF_001419745.1,Streptomyces silaceus,8.74,72.1,121488,13893.6,147608.4,0.823,1581,180.8,2072.2,0.763,45959,5256.0,22123.6,2.077,27026,3090.8,38356.4,0.705,91565,10471.6,106411.7,0.86,293919,33613.3,295216.8,0.996,2183,249.7,746.9,2.923
GCF_036898485.1,Streptomyces silvae,7.81,71.3,131757,16860.6,126389.2,1.042,1435,183.6,1853.3,0.774,45106,5772.1,20431.4,2.208,32382,4143.8,32147.3,1.007,77155,9873.3,90145.2,0.856,235070,30081.3,252778.4,0.93,1923,246.1,660.9,2.91
GCF_001482415.1,Streptomyces silvensis,9.74,71.9,142930,14672.5,163078.1,0.876,1954,200.6,2309.2,0.846,45272,4647.4,24808.6,1.825,29306,3008.4,42200.2,0.694,105309,10810.5,117319.4,0.898,334588,34347.3,326156.1,1.026,2314,237.5,830.6,2.786
GCF_029269905.1,Streptomyces silvisoli,7.88,70.3,118121,14987.7,119973.4,0.985,1440,182.7,1864.7,0.772,45921,5826.7,21513.9,2.134,23987,3043.6,29604.8,0.81,71099,9021.4,84282.7,0.844,248983,31592.1,239946.9,1.038,1224,155.3,655.0,1.869
GCF_039543625.1,Streptomyces similanensis,8.78,72.9,160870,18331.4,154989.6,1.038,1138,129.7,2073.3,0.549,45140,5143.8,21397.2,2.11,45590,5195.0,41195.0,1.107,94847,10808.0,113002.6,0.839,306081,34878.4,309979.3,0.987,1953,222.5,755.8,2.584
GCF_014649035.1,Streptomyces sindenensis,7.56,71.8,136720,18073.7,125652.3,1.088,1342,177.4,1793.6,0.748,44859,5930.1,19382.3,2.314,31766,4199.3,32388.7,0.981,82546,10912.2,90218.8,0.915,239473,31657.1,251304.6,0.953,1893,250.2,643.9,2.94
GCF_004122735.1,Streptomyces sioyaensis,7.85,71.6,144377,18396.8,128927.2,1.12,1242,158.3,1861.1,0.667,44377,5654.6,20279.4,2.188,39998,5096.6,33049.8,1.21,81592,10396.6,92314.8,0.884,261890,33370.5,257854.3,1.016,1606,204.6,666.3,2.41
GCF_045690365.1,Streptomyces sirii,8.55,71.5,144813,16931.8,139395.1,1.039,1467,171.5,2028.4,0.723,50197,5869.1,22233.7,2.258,39030,4563.4,35591.7,1.097,84627,9894.7,99612.3,0.85,282396,33018.2,278790.2,1.013,1786,208.8,724.7,2.464
GCF_009604385.1,Streptomyces smaragdinus,7.86,72.0,137496,17499.3,132131.8,1.041,1339,170.4,1862.3,0.719,48278,6144.4,19939.5,2.421,32463,4131.6,34269.4,0.947,79281,10090.2,95163.8,0.833,260623,33169.9,264263.6,0.986,2041,259.8,670.6,3.043
GCF_017676345.1,Streptomyces smyrnaeus,8.08,71.2,129659,16051.7,130048.6,0.997,1335,165.3,1915.6,0.697,39933,4943.7,21191.0,1.884,28909,3578.9,33002.6,0.876,80508,9966.8,92649.2,0.869,253987,31443.4,260097.2,0.977,1810,224.1,682.3,2.653
GCF_039529215.1,Streptomyces sodiiphilus,5.56,72.0,118843,21365.3,93239.3,1.275,833,149.8,1318.5,0.632,28676,5155.3,14151.9,2.026,31221,5612.8,24143.3,1.293,61148,10993.0,67098.4,0.911,181780,32679.9,186478.6,0.975,1117,200.8,474.4,2.354
GCF_020312315.1,Streptomyces solaniscabiei,8.27,72.1,143619,17360.8,139568.1,1.029,1291,156.1,1960.5,0.659,42448,5131.2,20940.0,2.027,36981,4470.3,36256.7,1.02,85101,10287.1,100601.0,0.846,264229,31940.3,279136.1,0.947,2010,243.0,706.6,2.845
GCF_003999195.1,Streptomyces soli,9.4,70.0,141604,15068.2,140628.2,1.007,1845,196.3,2220.6,0.831,54494,5798.7,25950.2,2.1,34564,3678.0,34405.8,1.005,80899,8608.5,98371.0,0.822,272072,28951.4,281256.5,0.967,1939,206.3,776.7,2.497
GCF_045348655.1,Streptomyces solicamelliae,7.35,72.3,128028,17428.3,125133.0,1.023,1259,171.4,1740.1,0.724,43201,5880.9,18452.7,2.341,32885,4476.6,32663.5,1.007,75230,10241.0,90413.2,0.832,245475,33416.2,250265.9,0.981,1955,266.1,628.7,3.11
GCF_033343995.1,Streptomyces solicathayae,7.88,72.0,137293,17433.3,131965.5,1.04,1343,170.5,1866.8,0.719,48111,6109.1,20041.5,2.401,35671,4529.5,34165.4,1.044,79340,10074.5,94959.5,0.836,254365,32298.9,263931.1,0.964,2052,260.6,671.7,3.055
GCF_029968095.1,Streptomyces solicavernae,7.05,71.4,105340,14951.1,114701.2,0.918,1429,202.8,1670.9,0.855,37704,5351.4,18331.4,2.057,24783,3517.5,29270.0,0.847,72038,10224.5,81942.7,0.879,228774,32470.4,229402.5,0.997,1649,234.0,596.9,2.763
GCF_002982015.1,Streptomyces solincola,6.41,73.7,131710,20533.1,118041.3,1.116,971,151.4,1507.9,0.644,29437,4589.1,15089.7,1.951,37136,5789.4,32025.7,1.16,73828,11509.5,86952.4,0.849,235105,36652.0,236082.6,0.996,1451,226.2,555.4,2.613
GCF_049239045.1,Streptomyces soliscabiei,10.48,70.6,157909,15064.7,162490.4,0.972,1764,168.3,2482.8,0.71,59793,5704.3,28257.4,2.116,39236,3743.2,40462.1,0.97,95615,9121.8,114670.8,0.834,306158,29207.8,324980.7,0.942,2447,233.4,876.1,2.793
GCF_024349285.1,Streptomyces somaliensis,4.95,73.7,98113,19837.1,91121.6,1.077,720,145.6,1162.4,0.619,22030,4454.2,11622.8,1.895,25130,5081.0,24736.5,1.016,58826,11893.8,67142.1,0.876,183620,37125.5,182243.3,1.008,1482,299.6,428.3,3.46
GCF_044903365.1,Streptomyces sparsogenes,9.51,72.4,163875,17229.9,163000.9,1.005,1535,161.4,2252.2,0.682,50993,5361.4,23774.6,2.145,43667,4591.2,42677.6,1.023,106489,11196.3,117953.3,0.903,324441,34111.9,326001.8,0.995,2082,218.9,814.9,2.555
GCF_054776295.1,Streptomyces sparsus,6.04,71.8,111605,18467.7,100371.6,1.112,1003,166.0,1432.9,0.7,28006,4634.3,15485.6,1.809,27590,4565.4,25870.9,1.066,62215,10294.9,72065.2,0.863,195550,32358.4,200743.2,0.974,1391,230.2,514.4,2.704
GCF_001493375.1,Streptomyces specialis,5.88,72.4,111400,18932.2,101153.4,1.101,709,120.5,1393.1,0.509,32367,5500.7,14671.8,2.206,29273,4974.9,26525.2,1.104,68067,11567.8,73254.5,0.929,199896,33971.9,202306.7,0.988,1362,231.5,504.4,2.7
GCF_008704795.1,Streptomyces spectabilis,9.81,72.4,138921,14165.3,168754.3,0.823,2134,217.6,2321.8,0.919,45821,4672.2,24434.6,1.875,28432,2899.1,44273.2,0.642,112276,11448.4,122239.9,0.918,340977,34768.2,337508.7,1.01,2437,248.5,840.9,2.898
GCF_021441825.1,Streptomyces spinosirectus,8.62,70.7,124458,14431.3,135048.9,0.922,1534,177.9,2043.7,0.751,49739,5767.4,23084.1,2.155,28939,3355.6,33799.3,0.856,81773,9481.8,95546.4,0.856,261447,30315.5,270097.8,0.968,1809,209.8,723.0,2.502
GCF_022698145.1,Streptomyces spinosisporus,9.41,70.8,136525,14513.4,147493.4,0.926,1560,165.8,2229.3,0.7,55031,5850.1,25156.1,2.188,31990,3400.7,36937.5,0.866,88936,9454.4,104384.2,0.852,283733,30162.4,294986.9,0.962,2133,226.7,788.9,2.704
GCF_020400655.1,Streptomyces spinosus,9.17,72.5,177005,19297.8,158177.0,1.119,1365,148.8,2171.2,0.629,46147,5031.1,22811.9,2.023,47296,5156.4,41543.8,1.138,96888,10563.1,114640.9,0.845,297146,32396.1,316353.9,0.939,2070,225.7,786.8,2.631
GCF_006539505.1,Streptomyces spinoverrucosus,9.22,70.7,138002,14967.6,143908.8,0.959,1553,168.4,2184.6,0.711,54029,5859.9,24736.2,2.184,31052,3367.9,35957.9,0.864,85985,9325.8,101731.6,0.845,276287,29965.8,287817.7,0.96,2145,232.6,772.2,2.778
GCF_014654675.1,Streptomyces spiralis,9.81,71.2,161214,16427.5,157824.0,1.021,1481,150.9,2327.3,0.636,55660,5671.7,25766.6,2.16,41254,4203.7,40028.9,1.031,94850,9665.1,112405.7,0.844,299649,30533.9,315648.0,0.949,2167,220.8,828.8,2.615
GCF_012034385.1,Streptomyces spiramenti,5.71,73.3,106789,18705.8,103205.9,1.035,643,112.6,1345.3,0.478,25548,4475.1,13643.1,1.873,24132,4227.1,27753.1,0.87,59059,10345.1,75687.3,0.78,204541,35828.6,206411.8,0.991,1619,283.6,493.3,3.282
GCF_028807635.1,Streptomyces spiramyceticus,7.08,69.5,96062,13569.5,103346.5,0.93,1597,225.6,1668.7,0.957,40257,5686.6,19866.5,2.026,21720,3068.1,24973.6,0.87,62938,8890.5,71846.1,0.876,202799,28647.0,206693.0,0.981,1508,213.0,580.0,2.6
GCF_017676385.1,Streptomyces spirodelae,7.31,71.0,113332,15502.1,116318.6,0.974,1258,172.1,1733.4,0.726,34604,4733.3,19346.2,1.789,25180,3444.2,29344.2,0.858,70030,9579.0,82622.9,0.848,224056,30647.4,232637.2,0.963,1514,207.1,615.6,2.459
GCF_009377185.1,Streptomyces spongiae,11.31,70.3,162046,14330.5,173086.3,0.936,1939,171.5,2676.5,0.724,63863,5647.7,30751.7,2.077,36699,3245.5,42828.8,0.857,103066,9114.6,121762.7,0.846,323965,28649.8,346172.5,0.936,2684,237.4,941.4,2.851
GCF_003122365.1,Streptomyces spongiicola,7.18,72.4,141745,19740.5,123641.0,1.146,1326,184.7,1699.8,0.78,38680,5386.9,17880.0,2.163,34533,4809.3,32448.8,1.064,80020,11144.2,89576.8,0.893,245547,34196.8,247282.0,0.993,1737,241.9,615.8,2.821
GCF_005768555.2,Streptomyces sporangiiformans,10.36,69.9,145218,14010.8,154772.8,0.938,1884,181.8,2448.6,0.769,62162,5997.5,28661.1,2.169,32963,3180.3,37826.3,0.871,92083,8884.3,108207.9,0.851,297735,28725.9,309545.6,0.962,2174,209.8,856.0,2.54
GCF_016755875.1,Streptomyces spororaveus,8.86,71.7,155955,17606.7,146700.9,1.063,1668,188.3,2100.3,0.794,51062,5764.7,22747.1,2.245,41036,4632.8,37758.8,1.087,93982,10610.2,105254.5,0.893,284485,32117.2,293401.9,0.97,1909,215.5,753.5,2.534
GCF_032248615.1,Streptomyces stackebrandtii,8.77,72.0,144918,16530.0,147209.3,0.984,1694,193.2,2078.0,0.815,50458,5755.5,22274.4,2.265,35282,4024.4,38151.2,0.925,87178,9943.9,105983.1,0.823,276893,31583.7,294418.6,0.94,2780,317.1,748.0,3.716
GCF_014873495.1,Streptomyces stelliscabiei,10.5,71.1,166856,15894.5,167633.5,0.995,1704,162.3,2489.2,0.685,59256,5644.7,27706.2,2.139,40748,3881.6,42366.6,0.962,99161,9446.0,119181.1,0.832,313731,29885.7,335267.0,0.936,2570,244.8,884.9,2.904
GCF_031845765.1,Streptomyces stephensoniae,7.94,72.0,144044,18141.6,133202.0,1.081,1423,179.2,1882.1,0.756,42623,5368.1,20187.8,2.111,31927,4021.0,34505.3,0.925,89068,11217.6,95876.8,0.929,251445,31668.2,266404.1,0.944,2151,270.9,677.3,3.176
GCF_045822005.1,Streptomyces stoeckheimensis,9.51,71.6,164406,17292.9,156491.3,1.051,1959,206.1,2254.6,0.869,55623,5850.6,24530.2,2.268,42567,4477.4,40155.1,1.06,100028,10521.3,112106.4,0.892,300776,31636.8,312982.6,0.961,2034,213.9,807.6,2.519
GCF_039524935.1,Streptomyces stramineus,7.75,72.3,139701,18022.8,132148.9,1.057,1541,198.8,1836.1,0.839,38444,4959.7,19457.8,1.976,38092,4914.2,34509.3,1.104,90196,11636.2,95502.6,0.944,261748,33768.0,264297.8,0.99,1808,233.2,663.5,2.725
GCF_008704535.1,Streptomyces subrutilus,7.6,73.4,147785,19432.7,138322.3,1.068,1289,169.5,1790.7,0.72,37541,4936.4,18077.4,2.077,42870,5637.1,37309.5,1.149,93045,12234.8,101594.7,0.916,272079,35776.5,276644.6,0.983,1677,220.5,657.6,2.55
