accession	binomial	full_name	tax_id	strain	level	refseq_cat	n50	total_len	gc	n_assemblies
GCF_039535215.1	Streptomyces racemochromogenes	Streptomyces racemochromogenes	67353	JCM 4407	Contig	reference genome	7436068	7436068	73	3
GCF_003626575.1	Streptomyces radicis	Streptomyces radicis	1750517	DS1-2	Contig	reference genome	225216	7569598	73	2
GCF_900110735.1	Streptomyces radiopugnans	Streptomyces radiopugnans	403935	CGMCC 4.3519	Scaffold	reference genome	288077	6067124	73.5	2
GCF_039534525.1	Streptomyces rameus	Streptomyces rameus	68261	JCM 11574	Scaffold	reference genome	57602	8518029	72	1
GCF_039534955.1	Streptomyces ramulosus	Streptomyces ramulosus	47762	JCM 4193	Scaffold	reference genome	325185	7614717	73	2
GCF_024298965.1	Streptomyces rapamycinicus	Streptomyces rapamycinicus NRRL 5491	1343740	NRRL 5491	Complete Genome	reference genome	12466108	12466108	71	5
GCF_002154615.1	Streptomyces recifensis	Streptomyces recifensis	67355	NRRL B-3811	Scaffold	reference genome	12194	6184501	71.5	1
GCF_013394065.1	Streptomyces rectiverticillatus	Streptomyces rectiverticillatus	173860	B15-08	Complete Genome	reference genome	7679243	7679243	72	1
GCF_039533825.1	Streptomyces rectiviolaceus	Streptomyces rectiviolaceus	332591	JCM 9092	Scaffold	reference genome	51274	9416068	70	2
GCF_001509475.1	Streptomyces regalis	Streptomyces regalis	68262	NRRL 3151	Contig	reference genome	73780	10954269	70	1
GCF_003323735.1	Streptomyces reniochalinae	Streptomyces reniochalinae	2250578	LHW50302	Scaffold	reference genome	287482	7687565	72	2
GCF_001514265.1	Streptomyces resistomycificus	Streptomyces resistomycificus	67356	DSM 40133	Scaffold	reference genome	264564	9179735	71	3
GCF_001511815.1	Streptomyces reticuli	Streptomyces reticuli	1926		Complete Genome		8353915	9336224	72.5	1
GCF_002154675.1	Streptomyces reticuliscabiei	Streptomyces reticuliscabiei	146821	NRRL B-24446	Scaffold		22056	9962914	70	1
GCF_023155275.1	Streptomyces rhizoryzae	Streptomyces rhizoryzae	2932493	RS10V-4	Contig	reference genome	120589	7783213	74	1
GCF_004794175.1	Streptomyces rhizosphaericola	Streptomyces rhizosphaericola	2564098	1AS2c	Contig	reference genome	15942	7213159	72.5	6
GCF_018138705.1	Streptomyces rhizosphaericus	Streptomyces rhizosphaericus	114699	DSM 41759	Contig	reference genome	11450095	11666822	71	9
GCF_025399795.1	Streptomyces rhizosphaerihabitans	Streptomyces rhizosphaerihabitans	1266770	ASQP_78	Contig	reference genome	147426	10215804	70.5	1
GCF_000331185.2	Streptomyces rimosus	Streptomyces rimosus subsp. rimosus ATCC 10970	1265868	ATCC 10970	Complete Genome	reference genome	9351267	9643891	72	120
GCF_003112535.1	Streptomyces rishiriensis	Streptomyces rishiriensis	68264	NBRC 13407	Scaffold	reference genome	327727	9179716	72	6
GCF_030863865.1	Streptomyces rochei	Streptomyces rochei	1928	JK1	Complete Genome	reference genome	8030667	8181137	72.5	112
GCF_052936015.1	Streptomyces rosealbus	Streptomyces rosealbus	225049	DSM 41833	Complete Genome	reference genome	9667225	9667225	71	1
GCF_004117935.1	Streptomyces roseicoloratus	Streptomyces roseicoloratus	2508722	TRM44457	Scaffold	reference genome	78770	7597003	72.5	2
GCF_001445655.1	Streptomyces roseifaciens	Streptomyces roseifaciens	1488406	MBT76	Scaffold	reference genome	2514044	8639831	72	1
GCF_014489635.1	Streptomyces roseirectus	Streptomyces roseirectus	2768066	CRXT-G-22	Complete Genome	reference genome	9947447	9947447	72	1
GCF_039532905.1	Streptomyces roseiscleroticus	Streptomyces roseiscleroticus	1972	JCM 4823	Scaffold	reference genome	230625	7952644	72.5	1
GCF_000497445.1	Streptomyces roseochromogenus	Streptomyces roseochromogenus subsp. oscitans DS 12.976	1352936	DS 12.976	Chromosome	reference genome	41748	9782257	70.5	1
GCF_039534915.1	Streptomyces roseofulvus	Streptomyces roseofulvus	33902	JCM 4334	Contig	reference genome	8205451	8205451	73	3
GCF_014649335.1	Streptomyces roseolilacinus	Streptomyces roseolilacinus	66904	JCM 4335	Scaffold	reference genome	527492	6796704	74	2
GCF_014649855.1	Streptomyces roseolus	Streptomyces roseolus	67358	JCM 4411	Scaffold	reference genome	148174	8057871	73	20
GCF_000719265.1	Streptomyces roseoverticillatus	Streptomyces roseoverticillatus	66429	NRRL B-3500	Contig	reference genome	256192	7205477	72.5	5
GCF_039535235.1	Streptomyces roseoviridis	Streptomyces roseoviridis	67361	JCM 4414	Contig	reference genome	7446670	7446670	73	2
GCF_001044425.1	Streptomyces roseus	Streptomyces roseus	66430	ATCC 31245	Scaffold	reference genome	66555	7834742	72.5	6
GCF_000961885.1	Streptomyces rubellomurinus	Streptomyces rubellomurinus	359131	ATCC 31215	Contig	reference genome	74283	8610816	73.5	1
GCF_014648075.1	Streptomyces ruber	Streptomyces ruber	83378	JCM 3131	Scaffold	reference genome	284760	7896808	72.5	1
GCF_044453005.1	Streptomyces rubiginosohelvolus	Streptomyces rubiginosohelvolus	67362	NPDC051783	Scaffold	reference genome	340952	7601773	72	88
GCF_016860525.1	Streptomyces rubradiris	Streptomyces rubradiris	285531	NBRC 14000	Contig	reference genome	5808967	9051737	72.5	6
GCF_027947575.1	Streptomyces rubrogriseus	Streptomyces rubrogriseus	194673	NBRC 15455	Complete Genome	reference genome	8411861	8411861	72	10
GCF_001750785.1	Streptomyces rubrolavendulae	Streptomyces rubrolavendulae	285473	MJM4426	Complete Genome		6543262	6543262	75	1
GCF_024505145.1	Streptomyces rugosispiralis	Streptomyces rugosispiralis	2967341	RCU-064	Contig	reference genome	183891	11017810	71.5	1
GCF_014216335.1	Streptomyces rutgersensis	Streptomyces rutgersensis	53451	NBH77	Complete Genome	reference genome	6848830	6996347	73.5	2
GCF_014280945.1	Streptomyces salinarius	Streptomyces salinarius	2762598	SS06011	Contig	reference genome	392281	8429580	72	5
GCF_031845605.1	Streptomyces salyersiae	Streptomyces salyersiae	3075530	DSM 41770	Contig	reference genome	427311	7918998	71.5	1
GCF_001704195.1	Streptomyces sampsonii	Streptomyces sampsonii	42239	KJ40	Complete Genome		7070328	7070328	73.5	2
GCF_041363955.1	Streptomyces sanglieri	Streptomyces sanglieri	193460	PU_15B	Contig	reference genome	19508	9856091	70.5	1
GCF_039536205.1	Streptomyces sannanensis	Streptomyces sannanensis	285536	JCM 9651	Contig	reference genome	7409353	7832297	70	1
GCF_039543485.1	Streptomyces sanyensis	Streptomyces sanyensis	568869	JCM 18324	Scaffold	reference genome	290854	6683691	74	2
GCF_032656605.1	Streptomyces sasae	Streptomyces sasae	1266772	JR-39	Scaffold	reference genome	237532	11889659	70.5	1
GCF_011045015.1	Streptomyces scabichelini	Streptomyces scabichelini	2711217	HC44	Contig	reference genome	41950	11159245	70	1
GCF_051172975.1	Streptomyces scabiei	Streptomyces scabiei	1930	ATCC 49173	Contig	reference genome	9936670	10081288	71.5	101
GCF_040907265.1	Streptomyces sclerotialus	Streptomyces sclerotialus	1957	NRRL ISP-5269	Chromosome	reference genome	8261949	8276155	72	1
GCF_035917595.1	Streptomyces scopuliridis	Streptomyces scopuliridis	452529	NBC 01786	Complete Genome	reference genome	9080322	9494495	70	18
GCF_040782645.1	Streptomyces secundicynarae	Streptomyces secundicynarae	3231715	HUAS ZL42	Complete Genome	reference genome	9866886	9866886	70.5	1
GCF_006335015.1	Streptomyces sedi	Streptomyces sedi	555059	JCM 16909	Contig	reference genome	245021	6603797	73	2
GCF_047049295.1	Streptomyces sediminimaris	Streptomyces sediminimaris	3383721	MCC20	Contig	reference genome	8327590	9180064	72	2
GCF_019890635.1	Streptomyces sennicomposti	Streptomyces sennicomposti	2873384	RCPT1-4	Contig	reference genome	95602	7351330	73	2
GCF_004328625.1	Streptomyces seoulensis	Streptomyces seoulensis	73044	KCTC 9819	Complete Genome	reference genome	6339363	6426245	72	10
GCF_039537145.1	Streptomyces shaanxiensis	Streptomyces shaanxiensis	653357	JCM 16925	Scaffold	reference genome	195508	9886929	71	2
GCF_021462265.1	Streptomyces shenzhenensis	Streptomyces shenzhenensis	943815	DSM 42034	Contig	reference genome	185809	10659425	71.5	11
GCF_039535475.1	Streptomyces showdoensis	Streptomyces showdoensis	68268	JCM 4830	Contig	reference genome	4324196	8497953	73	3
GCF_039543605.1	Streptomyces siamensis	Streptomyces siamensis	1274986	JCM 18409	Scaffold	reference genome	369467	10264970	71	1
GCF_020328095.1	Streptomyces sichuanensis	Streptomyces sichuanensis	2871810	SCA3-4	Contig	reference genome	62247	6953971	72.5	1
GCF_016741825.1	Streptomyces siderophoricus	Streptomyces siderophoricus	2802281	CH9-7	Contig	reference genome	381329	8805876	71.5	1
GCF_001419745.1	Streptomyces silaceus	Streptomyces silaceus	545123	NRRL B-24166	Scaffold	reference genome	20483	8744139	72	1
GCF_036898485.1	Streptomyces silvae	Streptomyces silvae	2803812	B21-103	Contig	reference genome	7675747	7814483	71.5	2
GCF_001482415.1	Streptomyces silvensis	Streptomyces silvensis	1765722	ATCC 53525	Scaffold		88345	9741331	72	1
GCF_029269905.1	Streptomyces silvisoli	Streptomyces silvisoli	3034235	RB6PN23	Contig	reference genome	254380	7881186	70.5	1
GCF_039543625.1	Streptomyces similanensis	Streptomyces similanensis	1274988	JCM 18410	Scaffold	reference genome	106287	8775663	73	1
GCF_014649035.1	Streptomyces sindenensis	Streptomyces sindenensis	67363	JCM 4164	Contig	reference genome	183557	7564582	72	6
GCF_004122735.1	Streptomyces sioyaensis	Streptomyces sioyaensis	67364	DSM 40032	Contig	reference genome	54690	7847945	71.5	20
GCF_045690365.1	Streptomyces sirii	Streptomyces sirii	3127701	BP-8	Complete Genome	reference genome	8552742	8552742	71.5	2
GCF_009604385.1	Streptomyces smaragdinus	Streptomyces smaragdinus	2585196	RB5	Contig	reference genome	161565	7857212	72	1
GCF_017676345.1	Streptomyces smyrnaeus	Streptomyces smyrnaeus	1387713	DSM 42105	Contig	reference genome	270321	8077585	71	11
GCF_039529215.1	Streptomyces sodiiphilus	Streptomyces sodiiphilus	226217	JCM 13581	Scaffold	reference genome	142409	5562435	72	1
GCF_020312315.1	Streptomyces solaniscabiei	Streptomyces solaniscabiei	2683255	FS70	Contig	reference genome	113910	8272591	72	4
GCF_003999195.1	Streptomyces soli	Streptomyces soli	2487275	LAM7114	Contig	reference genome	40353	9397553	70	1
GCF_045348655.1	Streptomyces solicamelliae	Streptomyces solicamelliae	3231716	HUAS MG47	Complete Genome	reference genome	7345996	7345996	72.5	1
GCF_033343995.1	Streptomyces solicathayae	Streptomyces solicathayae	3081768	HUAS YS2	Complete Genome	reference genome	7875343	7875343	72	1
GCF_029968095.1	Streptomyces solicavernae	Streptomyces solicavernae	3043614	B-S-A8	Contig	reference genome	187674	7045620	71.5	1
GCF_002982015.1	Streptomyces solincola	Streptomyces solincola	2100817	T5	Scaffold	reference genome	13160	6414515	73.5	1
GCF_049239045.1	Streptomyces soliscabiei	Streptomyces soliscabiei	588897	NY05-11A	Contig	reference genome	10464339	10482049	70.5	2
GCF_024349285.1	Streptomyces somaliensis	Streptomyces somaliensis DSM 40738	1134445	DSM 40738	Scaffold	reference genome	29393	4945925	74	5
GCF_044903365.1	Streptomyces sparsogenes	Streptomyces sparsogenes	67365	NPDC021451	Scaffold	reference genome	204088	9511082	72.5	10
GCF_054776295.1	Streptomyces sparsus	Streptomyces sparsus	297584	JCM 19151	Scaffold	reference genome	5349	6043256	72	1
GCF_001493375.1	Streptomyces specialis	Streptomyces specialis	498367	GW41-1564T	Scaffold	reference genome	185160	5884160	72.5	1
GCF_008704795.1	Streptomyces spectabilis	Streptomyces spectabilis	68270	ATCC 27465	Complete Genome	reference genome	9807160	9807160	72.5	8
GCF_021441825.1	Streptomyces spinosirectus	Streptomyces spinosirectus	2906474	CRSS-Y-16	Complete Genome	reference genome	8624193	8624193	70.5	2
GCF_022698145.1	Streptomyces spinosisporus	Streptomyces spinosisporus	2927582	7R016	Contig	reference genome	372099	9406843	71	1
GCF_020400655.1	Streptomyces spinosus	Streptomyces spinosus	2872623	SBTS01	Contig	reference genome	350598	9172287	72.5	1
GCF_006539505.1	Streptomyces spinoverrucosus	Streptomyces spinoverrucosus	284043	NBRC 14228	Contig	reference genome	109659	9220073	70.5	3
GCF_014654675.1	Streptomyces spiralis	Streptomyces spiralis	66376	JCM 3302	Scaffold	reference genome	85236	9813663	71.5	7
GCF_012034385.1	Streptomyces spiramenti	Streptomyces spiramenti	2720606	5675061	Scaffold	reference genome	19934	5708881	73.5	1
GCF_028807635.1	Streptomyces spiramyceticus	Streptomyces spiramyceticus	299717	F2R-15	Contig	reference genome	5151550	7079233	69.5	2
GCF_017676385.1	Streptomyces spirodelae	Streptomyces spirodelae	2812904	DW4-2	Contig	reference genome	191641	7310765	71	1
GCF_009377185.1	Streptomyces spongiae	Streptomyces spongiae	565072	NBRC 106415	Contig	reference genome	15786	11307761	70.5	1
GCF_003122365.1	Streptomyces spongiicola	Streptomyces spongiicola	1690221	HNM0071	Complete Genome	reference genome	7180417	7180417	72.5	3
GCF_005768555.2	Streptomyces sporangiiformans	Streptomyces sporangiiformans	2315329	NEAU-SSA 1	Scaffold	reference genome	59982	10364704	70	2
GCF_016755875.1	Streptomyces spororaveus	Streptomyces spororaveus	284039	NBRC 15456	Contig	reference genome	8236684	8857713	71.5	7
GCF_032248615.1	Streptomyces stackebrandtii	Streptomyces stackebrandtii	3051177	DSM 40976	Contig	reference genome	267216	8766954	72	1
GCF_014873495.1	Streptomyces stelliscabiei	Streptomyces stelliscabiei	146820	DSM 41803	Contig	reference genome	10314407	10497710	71	17
GCF_031845765.1	Streptomyces stephensoniae	Streptomyces stephensoniae	3375367	DSM 40932	Contig	reference genome	131579	7939994	72	1
GCF_045822005.1	Streptomyces stoeckheimensis	Streptomyces stoeckheimensis	3344656	DSM 116496	Complete Genome	reference genome	9131297	9507149	71.5	1
GCF_039524935.1	Streptomyces stramineus	Streptomyces stramineus	173861	JCM 10649	Scaffold	reference genome	64593	7751352	72.5	1
GCF_008704535.1	Streptomyces subrutilus	Streptomyces subrutilus	36818	ATCC 27467	Complete Genome	reference genome	7604974	7604974	73.5	7
GCF_023614315.1	Streptomyces sudanensis	Streptomyces sudanensis	436397	SD 504	Chromosome	reference genome	38104	5259510	74	4
GCF_014656295.1	Streptomyces sulfonofaciens	Streptomyces sulfonofaciens	68272	JCM 5069	Scaffold	reference genome	291345	8645219	72.5	1
GCF_000381025.1	Streptomyces sulphureus	Streptomyces sulphureus DSM 40104	1123321	DSM 40104	Scaffold	reference genome	354595	7104952	71.5	1
GCF_054602395.1	Streptomyces sundarbansensis	Streptomyces sundarbansensis	265730	DSM 42019	Contig	reference genome	7232247	7479561	72	2
GCF_000154965.1	Streptomyces sviceus	Streptomyces sviceus ATCC 29083	463191	ATCC 29083	Chromosome	reference genome	33523	9313494	70.5	6
GCF_002148965.1	Streptomyces swartbergensis	Streptomyces swartbergensis	487165	HMC13	Scaffold	reference genome	21344	9204779	71	2
GCF_039531005.1	Streptomyces synnematoformans	Streptomyces synnematoformans	415721	JCM 15481	Scaffold	reference genome	19363	8007711	73.5	1
GCF_017876625.1	Streptomyces syringium	Streptomyces syringium	76729	DSM 41480	Contig	reference genome	7654834	7715887	71.5	16
GCF_040529335.1	Streptomyces tabacisoli	Streptomyces tabacisoli	3156398	HUAS MG91	Complete Genome	reference genome	8451342	8616192	71.5	1
GCF_018069565.1	Streptomyces tagetis	Streptomyces tagetis	2820809	RG38	Scaffold	reference genome	781243	7150798	73.5	1
GCF_008386495.1	Streptomyces tailanensis	Streptomyces tailanensis	2569858	TRM68348	Scaffold	reference genome	75636	10008136	70	1
GCF_009709575.1	Streptomyces taklimakanensis	Streptomyces taklimakanensis	2569853	TRM43335	Contig	reference genome	5949284	6136714	73	1
GCF_032423885.1	Streptomyces tamarix	Streptomyces tamarix	3078565	TRM76323	Contig	reference genome	131186	7338911	73	1
GCF_026427415.1	Streptomyces tanashiensis	Streptomyces tanashiensis	67367	Kala	Complete Genome	reference genome	8694918	8694918	72	14
GCF_018101125.2	Streptomyces tardus	Streptomyces tardus	2780544	P38-E01	Scaffold	reference genome	179494	6158643	71.5	1
GCF_003205575.1	Streptomyces tateyamensis	Streptomyces tateyamensis	565073	ATCC 21389	Scaffold	reference genome	64917	7455770	72.5	1
GCF_036204065.1	Streptomyces tauricus	Streptomyces tauricus	68274	NBC_00189	Complete Genome	reference genome	10308633	10308633	70.5	9
GCF_024519335.1	Streptomyces telluris	Streptomyces telluris	2720021	AA8	Contig	reference genome	173799	8368964	72.5	2
GCF_014650435.1	Streptomyces tendae	Streptomyces tendae	1932	JCM 4610	Scaffold	reference genome	452485	8887909	72	76
GCF_014650175.1	Streptomyces termitum	Streptomyces termitum	67368	JCM 4518	Contig	reference genome	381716	7137690	74	5
GCF_039525155.1	Streptomyces thermoalcalitolerans	Streptomyces thermoalcalitolerans	65605	JCM 10673	Scaffold	reference genome	81810	6519430	71	1
GCF_039524635.1	Streptomyces thermocarboxydovorans	Streptomyces thermocarboxydovorans	59298	JCM 10367	Scaffold	reference genome	79395	6501533	71.5	1
GCF_024760485.1	Streptomyces thermocarboxydus	Streptomyces thermocarboxydus	59299	K155	Chromosome	reference genome	1231007	7399598	72	5
GCF_042429225.1	Streptomyces thermocoprophilus	Streptomyces thermocoprophilus	78356	JCM 10918	Scaffold	reference genome	101053	7002779	72	2
GCF_014656135.1	Streptomyces thermodiastaticus	Streptomyces thermodiastaticus	44061	JCM 4840	Scaffold	reference genome	143606	6105542	72.5	2
GCF_039525705.1	Streptomyces thermogriseus	Streptomyces thermogriseus	75292	JCM 11269	Scaffold	reference genome	78708	6360944	71.5	2
GCF_000478605.2	Streptomyces thermolilacinus	Streptomyces thermolilacinus SPC6	1306406	SPC6	Contig	reference genome	6424956	6448617	73.5	2
GCF_044987285.1	Streptomyces thermolineatus	Streptomyces thermolineatus	44033	NAK03196	Complete Genome	reference genome	6006460	6006460	74	2
GCF_039526425.1	Streptomyces thermospinosisporus	Streptomyces thermospinosisporus	161482	JCM 11756	Scaffold	reference genome	42393	6889987	72	1
GCF_045209695.1	Streptomyces thermoviolaceus	Streptomyces thermoviolaceus	1952	NBC 01629	Complete Genome	reference genome	6066002	6066002	72.5	6
GCF_002155915.1	Streptomyces thermovulgaris	Streptomyces thermovulgaris	1934	NRRL B-12375	Scaffold	reference genome	20625	6021617	71.5	1
GCF_039543405.1	Streptomyces thinghirensis	Streptomyces thinghirensis	551547	JCM 18306	Scaffold	reference genome	370376	8530654	71.5	1
GCF_039535865.1	Streptomyces thioluteus	Streptomyces thioluteus	66431	JCM 4087	Contig	reference genome	31229	3917560	71.5	1
GCF_005869865.1	Streptomyces tibetensis	Streptomyces tibetensis	2382123	XZ 46	Contig	reference genome	316998	8993737	71	9
GCF_003097515.1	Streptomyces tirandamycinicus	Streptomyces tirandamycinicus	2174846	HNM0039	Complete Genome	reference genome	7289495	7289495	72.5	3
GCF_001419765.1	Streptomyces torulosus	Streptomyces torulosus	68276	NRRL B-3889	Scaffold	reference genome	15769	9848803	71	1
GCF_014649915.1	Streptomyces toxytricini	Streptomyces toxytricini	67369	JCM 4421	Scaffold	reference genome	127110	7196824	74	3
GCF_000725125.1	Streptomyces toyocaensis	Streptomyces toyocaensis	55952	NRRL 15009	Contig	reference genome	169618	7341014	72	2
GCF_039540215.1	Streptomyces tremellae	Streptomyces tremellae	1124239	JCM 30846	Scaffold	reference genome	71331	7461242	73.5	1
GCF_042956545.1	Streptomyces tricolor	Streptomyces tricolor	68277	NPDC008224	Scaffold	reference genome	462649	8853479	73	8
GCF_017349075.1	Streptomyces triculaminicus	Streptomyces triculaminicus	2816232	JCM 4242	Contig	reference genome	1882190	7560338	72	4
GCF_003429565.1	Streptomyces triticagri	Streptomyces triticagri	2293568	NEAU-YY421	Scaffold	reference genome	58154	7471434	71	1
GCF_048500665.1	Streptomyces tritici	Streptomyces tritici	2054410	CGMCC 4.7393	Complete Genome	reference genome	7277411	7277411	73	1
GCF_008868685.1	Streptomyces triticiradicis	Streptomyces triticiradicis	2651189	NEAU-H2	Scaffold	reference genome	167996	9921301	71.5	1
GCF_003696235.1	Streptomyces triticirhizae	Streptomyces triticirhizae	2483353	NEAU-YY642	Scaffold	reference genome	25828	6563286	73.5	1
GCF_003270085.1	Streptomyces triticisoli	Streptomyces triticisoli	2182797	NEAU-DSCPA1-4-4	Contig	reference genome	33934	6844226	71.5	1
GCF_049310105.1	Streptomyces tritrimontium	Streptomyces tritrimontium	3406573	2.9	Contig	reference genome	8657574	9650043	72	2
GCF_029269835.1	Streptomyces tropicalis	Streptomyces tropicalis	3034234	K1PA1	Contig	reference genome	345819	7389381	73	1
GCF_003932715.1	Streptomyces tsukubensis	Streptomyces tsukubensis	83656	NRRL 18488	Complete Genome	reference genome	7963742	8019548	72	10
GCF_022699385.1	Streptomyces tubbatahanensis	Streptomyces tubbatahanensis	2923272	DSD3025	Complete Genome	reference genome	7760770	7760770	72.5	1
GCF_027497495.1	Streptomyces tubercidicus	Streptomyces tubercidicus	47759	DSM 40261	Complete Genome	reference genome	8284047	8284047	70.5	16
GCF_014701095.1	Streptomyces tuirus	Streptomyces tuirus	68278	JCM 4255	Complete Genome	reference genome	7561001	7561001	71.5	6
GCF_039538125.1	Streptomyces tunisiensis	Streptomyces tunisiensis	948699	JCM 17589	Scaffold	reference genome	344137	7347643	72.5	4
GCF_033794965.1	Streptomyces turgidiscabies	Streptomyces turgidiscabies	85558	ATCC 700248	Scaffold	reference genome	289639	10662466	70	13
GCF_009755605.1	Streptomyces typhae	Streptomyces typhae	2681492	p1417	Scaffold	reference genome	287733	9812178	72	1
GCF_014656275.1	Streptomyces umbrinus	Streptomyces umbrinus	67370	JCM 4958	Scaffold	reference genome	326472	10658486	70.5	13
GCF_036250755.1	Streptomyces uncialis	Streptomyces uncialis	1048205	NBC_01365	Complete Genome	reference genome	9117749	9258615	72	11
GCF_011045025.1	Streptomyces ureilyticus	Streptomyces ureilyticus	1775131	YC419	Scaffold	reference genome	39427	10480775	69.5	1
GCF_014649935.1	Streptomyces variabilis	Streptomyces variabilis	67372	JCM 4422	Scaffold	reference genome	165790	7359771	72.5	2
GCF_000955965.1	Streptomyces variegatus	Streptomyces variegatus	284040	NRRL B-16380	Contig	reference genome	220724	8775595	71	2
GCF_000718635.1	Streptomyces varsoviensis	Streptomyces varsoviensis	67373	NRRL ISP-5346	Contig	reference genome	268175	8588807	72.5	4
GCF_039532825.1	Streptomyces vastus	Streptomyces vastus	285451	JCM 4524	Scaffold	reference genome	184164	9449533	69.5	1
GCF_039540295.1	Streptomyces venetus	Streptomyces venetus	1701086	JCM 31290	Scaffold	reference genome	637635	8611039	71.5	2
GCF_008639165.1	Streptomyces venezuelae	Streptomyces venezuelae ATCC 10712	953739	ATCC 10712	Complete Genome	reference genome	8223505	8223505	72.5	33
GCF_017114865.1	Streptomyces verrucosisporus	Streptomyces verrucosisporus	1695161	CPB1-1	Contig	reference genome	171252	6063600	73	1
GCF_000830005.1	Streptomyces vietnamensis	Streptomyces vietnamensis	362257	GIMV4.0001	Complete Genome	reference genome	8867142	9153777	72	3
GCF_005517195.1	Streptomyces vilmorinianum	Streptomyces vilmorinianum	3051092	YP1	Complete Genome	reference genome	7646296	7646296	71.5	1
GCF_008704935.1	Streptomyces vinaceus	Streptomyces vinaceus	1960	ATCC 27476	Complete Genome	reference genome	7673509	7673509	72.5	16
GCF_014650215.1	Streptomyces vinaceusdrappus	Streptomyces vinaceusdrappus	67376	JCM 4529	Scaffold	reference genome	255017	8461620	72.5	2
GCF_014650235.1	Streptomyces violaceochromogenes	Streptomyces violaceochromogenes	67377	JCM 4530	Scaffold	reference genome	420090	8856784	71.5	2
GCF_039532845.1	Streptomyces violaceolatus	Streptomyces violaceolatus	67378	JCM 4531	Scaffold	reference genome	200485	8882066	72	1
GCF_033406955.1	Streptomyces violaceoruber	Streptomyces violaceoruber	1935	CGMCC 4.1801	Complete Genome	reference genome	8629698	8629698	72	9
GCF_000717995.1	Streptomyces violaceorubidus	Streptomyces violaceorubidus	284042	NRRL B-16381	Contig	reference genome	176436	7651467	72	4
GCF_036014075.1	Streptomyces violaceus	Streptomyces violaceus	1936	NBC_00450	Complete Genome	reference genome	8918193	9003480	71	10
GCF_039532925.1	Streptomyces violaceusniger	Streptomyces violaceusniger	68280	JCM 4850	Scaffold	reference genome	150811	11616614	71	8
GCF_014650255.1	Streptomyces violarus	Streptomyces violarus	67380	JCM 4534	Scaffold	reference genome	485312	9119470	71	4
GCF_020521295.1	Streptomyces violascens	Streptomyces violascens	67381	NBRC 12920	Contig	reference genome	2340450	8916662	70.5	8
GCF_000717745.1	Streptomyces violens	Streptomyces violens	66377	NRRL ISP-5597	Contig	reference genome	355841	7941520	71.5	1
GCF_039533845.1	Streptomyces virens	Streptomyces virens	285572	JCM 9095	Scaffold	reference genome	83458	7967522	72	1
GCF_017876235.1	Streptomyces virginiae	Streptomyces virginiae	1961	DSM 40803	Contig	reference genome	8588732	8588732	72.5	100
GCF_014650995.1	Streptomyces viridiviolaceus	Streptomyces viridiviolaceus	68282	JCM 4855	Scaffold	reference genome	165101	9134388	71.5	3
GCF_039532945.1	Streptomyces viridochromogenes	Streptomyces viridochromogenes	1938	JCM 4856	Scaffold	reference genome	138379	7827744	72	9
GCF_008704515.1	Streptomyces viridosporus	Streptomyces viridosporus T7A	665577	ATCC 39115	Complete Genome	reference genome	7280536	7280536	72.5	9
GCF_042653945.1	Streptomyces vulcanius	Streptomyces vulcanius	1441876	CGMCC 4.7177	Scaffold	reference genome	212175	12151611	70.5	1
GCF_000698945.1	Streptomyces wadayamensis	Streptomyces wadayamensis	141454	A23	Scaffold		15752	7056006	73.5	1
GCF_000716445.1	Streptomyces wedmorensis	Streptomyces wedmorensis	43759	NRRL 3426	Contig	reference genome	125151	9380839	72	7
GCF_020312145.1	Streptomyces werraensis	Streptomyces werraensis	68284	O57	Contig	reference genome	166679	7381630	72.5	28
GCF_032248595.1	Streptomyces winkii	Streptomyces winkii	3051178	DSM 40971	Contig	reference genome	838128	7271151	71.5	1
GCF_900103455.1	Streptomyces wuyuanensis	Streptomyces wuyuanensis	1196353	CGMCC 4.7042	Scaffold	reference genome	235455	8039558	72	11
GCF_014621695.1	Streptomyces xanthii	Streptomyces xanthii	2768069	CRXT-Y-14	Complete Genome	reference genome	7867709	8354710	72	1
GCF_014650355.1	Streptomyces xanthochromogenes	Streptomyces xanthochromogenes	67384	JCM 4594	Scaffold	reference genome	403561	8711471	71.5	16
GCF_014651015.1	Streptomyces xantholiticus	Streptomyces xantholiticus	68285	JCM 4863	Scaffold	reference genome	198543	7810960	70.5	5
GCF_028421465.1	Streptomyces xanthophaeus	Streptomyces xanthophaeus	67385	KPP03845	Complete Genome	reference genome	8204848	8595635	72	22
GCF_000993785.3	Streptomyces xiamenensis	Streptomyces xiamenensis	408015	MCCC 1A01550	Complete Genome	reference genome	5961402	5961402	72	12
GCF_042654925.1	Streptomyces xiangluensis	Streptomyces xiangluensis	2665720	CGMCC 4.7466	Scaffold	reference genome	209962	11435768	69.5	1
GCF_000262345.1	Streptomyces xiaopingdaonensis	Streptomyces xiaopingdaonensis	1565415	DUT 180	Contig	reference genome	30588	6466982	72	1
GCF_000220705.2	Streptomyces xinghaiensis	Streptomyces xinghaiensis S187	1038929	S187	Complete Genome	reference genome	7137891	7137891	73	10
GCF_000716435.1	Streptomyces xylophagus	Streptomyces xylophagus	285514	NRRL B-12029	Contig	reference genome	356030	11386825	70	1
GCF_042648045.1	Streptomyces yaanensis	Streptomyces yaanensis	1142239	CGMCC 4.7035	Scaffold	reference genome	638767	8022293	70.5	2
