gene_id	old_locus_tag	gene_name	chrom	start	end	strand	gff_tss	experimental_tss	tss_source	tss	promoter_4mC_sites	promoter_6mA_sites	promoter_methylated
SC_RS29935	SCOt56		NC_003888.3	6049148	6049219	+	6049148	6049066.0	Jeong2016_dRNA-seq	6049066	0	0	False
SC_RS29960	SCO5550		NC_003888.3	6049735	6050379	-	6050379	6050403.0	Jeong2016_dRNA-seq	6050403	0	0	False
SC_RS29965	SCO5551		NC_003888.3	6050461	6051033	+	6050461	6050418.0	Jeong2016_dRNA-seq	6050418	0	0	False
SC_RS29970	SCO5552	ndgR	NC_003888.3	6051099	6051815	-	6051815	6051815.0	Jeong2016_dRNA-seq	6051815	0	0	False
SC_RS29975	SCO5553	leuC	NC_003888.3	6052013	6053443	+	6052013	6051887.0	Jeong2016_dRNA-seq	6051887	0	0	False
SC_RS29985	SCO5555		NC_003888.3	6054328	6054558	+	6054328	6054234.0	Jeong2016_dRNA-seq	6054234	0	0	False
SC_RS29995	SCO5557		NC_003888.3	6055467	6055700	-	6055700	6055700.0	Jeong2016_dRNA-seq	6055700	0	0	False
SC_RS30000	SCO5557a	cofC	NC_003888.3	6055710	6056348	-	6056348	6056371.0	Jeong2016_dRNA-seq	6056371	0	0	False
SC_RS30005	SCO5558		NC_003888.3	6056492	6057286	+	6056492	6056430.0	Jeong2016_dRNA-seq	6056430	0	0	False
SC_RS30015	SCO5560		NC_003888.3	6058385	6059554	+	6058385	6058385.0	Jeong2016_dRNA-seq	6058385	0	0	False
SC_RS30020	SCO5561		NC_003888.3	6059732	6059965	-	6059965	6060121.0	Jeong2016_dRNA-seq	6060121	0	0	False
SC_RS30035	SCO5564	rpmB	NC_003888.3	6062059	6062244	-	6062244	6062402.0	Jeong2016_dRNA-seq	6062402	0	1	True
SC_RS30045	SCO5566	recG	NC_003888.3	6064343	6066571	+	6064343	6064352.0	Jeong2016_dRNA-seq	6064352	0	0	False
SC_RS30050	SCO5567	rsmD	NC_003888.3	6066627	6067214	+	6066627	6066477.0	Jeong2016_dRNA-seq	6066477	0	0	False
SC_RS30055	SCO5568	coaD	NC_003888.3	6067241	6067720	+	6067241	6067188.0	Jeong2016_dRNA-seq	6067188	0	0	False
SC_RS30060	SCO5569		NC_003888.3	6067854	6068993	+	6067854	6067814.0	Jeong2016_dRNA-seq	6067814	0	0	False
SC_RS30065	SCO5570		NC_003888.3	6069138	6069791	+	6069138	6069055.0	Jeong2016_dRNA-seq	6069055	0	0	False
SC_RS30070	SCO5571	rpmF	NC_003888.3	6069794	6069967	+	6069794	6069613.0	Jeong2016_dRNA-seq	6069613	0	0	False
SC_RS30085	SCO5574		NC_003888.3	6071764	6072168	-	6072168	6072168.0	Jeong2016_dRNA-seq	6072168	0	0	False
SC_RS30090	SCO5575		NC_003888.3	6072276	6073466	-	6073466	6073577.0	Jeong2016_dRNA-seq	6073577	0	0	False
SC_RS30095	SCO5576		NC_003888.3	6073650	6073931	+	6073650	6073650.0	Jeong2016_dRNA-seq	6073650	0	0	False
SC_RS30105	SCO5577	smc	NC_003888.3	6074834	6078394	+	6074834	6074834.0	Jeong2016_dRNA-seq	6074834	0	0	False
SC_RS30110	SCO5578		NC_003888.3	6078582	6080000	+	6078582	6078498.0	Jeong2016_dRNA-seq	6078498	0	0	False
SC_RS30120	SCO5580	ftsY	NC_003888.3	6081768	6082976	+	6081768	6081765.0	Jeong2016_dRNA-seq	6081765	0	0	False
SC_RS30125	SCO5581		NC_003888.3	6083101	6083772	-	6083772	6083947.0	Jeong2016_dRNA-seq	6083947	0	0	False
SC_RS30130	SCO5582	nsdA	NC_003888.3	6084219	6085721	+	6084219	6084061.0	Jeong2016_dRNA-seq	6084061	0	0	False
SC_RS30135	SCO5583		NC_003888.3	6086031	6087377	+	6086031	6085953.0	Jeong2016_dRNA-seq	6085953	0	0	False
SC_RS30145	SCO5585		NC_003888.3	6087762	6090284	+	6087762	6087638.0	Jeong2016_dRNA-seq	6087638	0	0	False
SC_RS30150	SCO5586	ffh	NC_003888.3	6090383	6091933	+	6090383	6090346.0	Jeong2016_dRNA-seq	6090346	0	0	False
SC_RS30170	SCO5590		NC_003888.3	6096339	6096935	+	6096339	6096339.0	Jeong2016_dRNA-seq	6096339	0	0	False
SC_RS30175	SCO5591	rpsP	NC_003888.3	6097191	6097610	+	6097191	6097064.0	Jeong2016_dRNA-seq	6097064	0	1	True
SC_RS30195	SCO5595	rplS	NC_003888.3	6099500	6099850	+	6099500	6099370.0	Jeong2016_dRNA-seq	6099370	0	0	False
SC_RS30210	SCO5598	lepB	NC_003888.3	6101641	6102651	+	6101641	6101525.0	Jeong2016_dRNA-seq	6101525	0	0	False
SC_RS30225	SCO5601		NC_003888.3	6104109	6104417	+	6104109	6104083.0	Jeong2016_dRNA-seq	6104083	0	0	False
SC_RS30245	SCO5605		NC_003888.3	6107817	6108128	+	6107817	6107817.0	Jeong2016_dRNA-seq	6107817	0	0	False
SC_RS30255	SCO5607		NC_003888.3	6108427	6108660	+	6108427	6108427.0	Jeong2016_dRNA-seq	6108427	0	0	False
SC_RS30260	SCO5608		NC_003888.3	6108755	6109456	+	6108755	6108716.0	Jeong2016_dRNA-seq	6108716	0	0	False
SC_RS30265	SCO5609		NC_003888.3	6109515	6109712	-	6109712	6109956.0	Jeong2016_dRNA-seq	6109956	0	0	False
SC_RS30285	SCO5613		NC_003888.3	6114162	6114659	+	6114162	6113938.0	Jeong2016_dRNA-seq	6113938	0	0	False
SC_RS30335	SCO5622		NC_003888.3	6122014	6122571	+	6122014	6121990.0	Jeong2016_dRNA-seq	6121990	0	0	False
SC_RS30345	SCO5624	rpsB	NC_003888.3	6123494	6124426	+	6123494	6123333.0	Jeong2016_dRNA-seq	6123333	0	1	True
SC_RS30350	SCO5625	tsf	NC_003888.3	6124521	6125357	+	6124521	6124531.0	Jeong2016_dRNA-seq	6124531	0	2	True
SC_RS30355	SCO5626	pyrH	NC_003888.3	6125563	6126324	+	6125563	6125400.0	Jeong2016_dRNA-seq	6125400	0	1	True
SC_RS30360	SCO5627	frr	NC_003888.3	6126503	6127060	+	6126503	6126294.0	Jeong2016_dRNA-seq	6126294	0	0	False
SC_RS30370	SCO5629	fxsT	NC_003888.3	6128360	6131020	-	6131020	6131048.0	Jeong2016_dRNA-seq	6131048	1	1	True
SC_RS30380	SCO5632		NC_003888.3	6132437	6132679	-	6132679	6132953.0	Jeong2016_dRNA-seq	6132953	0	0	False
SC_RS30400	SCO5636		NC_003888.3	6136289	6137068	-	6137068	6137094.0	Jeong2016_dRNA-seq	6137094	0	0	False
SC_RS30405	SCO5637		NC_003888.3	6137087	6137551	+	6137087	6137099.0	Jeong2016_dRNA-seq	6137099	0	0	False
SC_RS30410	SCO5638		NC_003888.3	6137881	6138768	-	6138768	6138876.0	Jeong2016_dRNA-seq	6138876	0	0	False
SC_RS30415	SCO5639		NC_003888.3	6138765	6139295	-	6139295	6139440.0	Jeong2016_dRNA-seq	6139440	1	0	True
SC_RS30430	SCO5642		NC_003888.3	6140819	6141571	-	6141571	6141615.0	Jeong2016_dRNA-seq	6141615	0	0	False
SC_RS30440	SCO5645	rlmN	NC_003888.3	6143019	6144125	+	6143019	6143016.0	Jeong2016_dRNA-seq	6143016	0	0	False
SC_RS30460	SCO5649		NC_003888.3	6148202	6149002	+	6148202	6148202.0	Jeong2016_dRNA-seq	6148202	0	0	False
SC_RS30470	SCO5651		NC_003888.3	6149925	6151109	-	6151109	6151109.0	Jeong2016_dRNA-seq	6151109	0	0	False
SC_RS30475	SCO5652		NC_003888.3	6151136	6151543	-	6151543	6151576.0	Jeong2016_dRNA-seq	6151576	1	0	True
SC_RS30485	SCO5654		NC_003888.3	6153091	6153867	-	6153867	6153949.0	Jeong2016_dRNA-seq	6153949	0	0	False
SC_RS30495	SCO5656		NC_003888.3	6155449	6155964	-	6155964	6155949.0	Jeong2016_dRNA-seq	6155949	0	0	False
SC_RS30500	SCO5657		NC_003888.3	6156130	6157569	+	6156130	6156094.0	Jeong2016_dRNA-seq	6156094	0	0	False
SC_RS30525	SCO5662		NC_003888.3	6161552	6162715	-	6162715	6162690.0	Jeong2016_dRNA-seq	6162690	0	0	False
SC_RS30530	SCO5663		NC_003888.3	6162772	6163452	+	6162772	6162748.0	Jeong2016_dRNA-seq	6162748	0	0	False
SC_RS30605	SCO5678		NC_003888.3	6180444	6182102	+	6180444	6180337.0	Jeong2016_dRNA-seq	6180337	0	0	False
SC_RS30610	SCO5679		NC_003888.3	6182246	6183691	+	6182246	6182196.0	Jeong2016_dRNA-seq	6182196	0	0	False
SC_RS30675	SCO5692		NC_003888.3	6200514	6201527	-	6201527	6201761.0	Jeong2016_dRNA-seq	6201761	0	0	False
SC_RS30685	SCO5694	dxr	NC_003888.3	6203922	6205178	+	6203922	6203922.0	Jeong2016_dRNA-seq	6203922	0	0	False
SC_RS30690	SCO5695		NC_003888.3	6205187	6206479	+	6205187	6204978.0	Jeong2016_dRNA-seq	6204978	0	0	False
SC_RS30695	SCO5696	ispG	NC_003888.3	6206675	6207832	+	6206675	6206567.0	Jeong2016_dRNA-seq	6206567	1	0	True
SC_RS30705	SCO5698		NC_003888.3	6209024	6209566	+	6209024	6209024.0	Jeong2016_dRNA-seq	6209024	0	0	False
SC_RS30725	SCO5702		NC_003888.3	6213362	6213925	-	6213925	6214190.0	Jeong2016_dRNA-seq	6214190	0	0	False
SC_RS30730	SCO5703	rimP	NC_003888.3	6214338	6214871	+	6214338	6214288.0	Jeong2016_dRNA-seq	6214288	0	0	False
SC_RS30740	SCO5705		NC_003888.3	6215999	6216304	+	6215999	6216001.0	Jeong2016_dRNA-seq	6216001	0	0	False
SC_RS30745	SCO5706	infB	NC_003888.3	6216466	6219567	+	6216466	6216485.0	Jeong2016_dRNA-seq	6216485	0	0	False
SC_RS30750	SCO5707		NC_003888.3	6219719	6220012	+	6219719	6219660.0	Jeong2016_dRNA-seq	6219660	0	0	False
SC_RS30770	SCO5711		NC_003888.3	6225981	6226937	+	6225981	6225925.0	Jeong2016_dRNA-seq	6225925	0	0	False
SC_RS30795	SCO5716		NC_003888.3	6231310	6233175	-	6233175	6233274.0	Jeong2016_dRNA-seq	6233274	0	0	False
SC_RS30800	SCO5717		NC_003888.3	6233478	6236729	-	6236729	6236871.0	Jeong2016_dRNA-seq	6236871	0	0	False
SC_RS30805	SCO5718		NC_003888.3	6237439	6238782	+	6237439	6237137.0	Jeong2016_dRNA-seq	6237137	0	0	False
SC_RS30815	SCO5720	eccE	NC_003888.3	6239617	6240885	-	6240885	6240950.0	Jeong2016_dRNA-seq	6240950	0	0	False
SC_RS30820	SCO5721	eccB	NC_003888.3	6241070	6242596	+	6241070	6241005.0	Jeong2016_dRNA-seq	6241005	0	0	False
SC_RS30830	SCO5723		NC_003888.3	6243938	6244234	-	6244234	6244273.0	Jeong2016_dRNA-seq	6244273	0	0	False
SC_RS30835	SCO5724		NC_003888.3	6244580	6244912	+	6244580	6244410.0	Jeong2016_dRNA-seq	6244410	1	0	True
SC_RS30850	SCO5728		NC_003888.3	6246517	6247155	-	6247155	6247273.0	Jeong2016_dRNA-seq	6247273	0	0	False
SC_RS30875	SCO5733		NC_003888.3	6252847	6253335	-	6253335	6253395.0	Jeong2016_dRNA-seq	6253395	0	0	False
SC_RS30880	SCO5734		NC_003888.3	6253407	6257372	-	6257372	6257444.0	Jeong2016_dRNA-seq	6257444	0	0	False
SC_RS30885	SCO5735	eccD	NC_003888.3	6257536	6259005	+	6257536	6257499.0	Jeong2016_dRNA-seq	6257499	0	0	False
SC_RS30890	SCO5736	rpsO	NC_003888.3	6259203	6259490	+	6259203	6259063.0	Jeong2016_dRNA-seq	6259063	0	0	False
SC_RS30895	SCO5737		NC_003888.3	6259773	6261992	+	6259773	6259639.0	Jeong2016_dRNA-seq	6259639	0	0	False
SC_RS30920	SCO5742		NC_003888.3	6265362	6265601	-	6265601	6265643.0	Jeong2016_dRNA-seq	6265643	0	0	False
SC_RS30925	SCO5743	thyX	NC_003888.3	6265793	6266533	+	6265793	6265755.0	Jeong2016_dRNA-seq	6265755	0	0	False
SC_RS30930	SCO5744	dapA	NC_003888.3	6266753	6267652	+	6266753	6266753.0	Jeong2016_dRNA-seq	6266753	0	0	False
SC_RS30940	SCOr16		NC_003888.3	6269991	6271517	+	6269991	6269576.0	Jeong2016_dRNA-seq	6269576	0	0	False
SC_RS30960	SCOt61		NC_003888.3	6275983	6276058	+	6275983	6275952.0	Jeong2016_dRNA-seq	6275952	0	0	False
SC_RS30965	SCO5747		NC_003888.3	6276106	6278856	-	6278856	6279021.0	Jeong2016_dRNA-seq	6279021	0	0	False
SC_RS30970	SCO5748		NC_003888.3	6279265	6284754	+	6279265	6279028.0	Jeong2016_dRNA-seq	6279028	0	0	False
SC_RS30975	SCO5749		NC_003888.3	6285256	6285930	+	6285256	6285148.0	Jeong2016_dRNA-seq	6285148	0	0	False
SC_RS30980	SCO5750		NC_003888.3	6286133	6288886	+	6286133	6285967.0	Jeong2016_dRNA-seq	6285967	0	0	False
SC_RS30985	SCO5751		NC_003888.3	6289190	6290053	+	6289190	6289046.0	Jeong2016_dRNA-seq	6289046	0	0	False
SC_RS30990	SCO5752	rimO	NC_003888.3	6290145	6291626	+	6290145	6290145.0	Jeong2016_dRNA-seq	6290145	0	0	False
SC_RS31000	SCO5754		NC_003888.3	6292411	6292956	+	6292411	6292172.0	Jeong2016_dRNA-seq	6292172	0	0	False
SC_RS31005	SCO5755		NC_003888.3	6293066	6293446	+	6293066	6293028.0	Jeong2016_dRNA-seq	6293028	0	0	False
SC_RS31020	SCO5758		NC_003888.3	6294435	6294824	+	6294435	6294433.0	Jeong2016_dRNA-seq	6294433	0	0	False
SC_RS31060	SCO5766		NC_003888.3	6304454	6304648	+	6304454	6304454.0	Jeong2016_dRNA-seq	6304454	0	0	False
SC_RS31070	SCO5768		NC_003888.3	6306165	6306365	-	6306365	6306398.0	Jeong2016_dRNA-seq	6306398	0	0	False
SC_RS31075	SCO5769	recA	NC_003888.3	6306654	6307778	+	6306654	6306618.0	Jeong2016_dRNA-seq	6306618	0	0	False
SC_RS31095	SCO5772		NC_003888.3	6309316	6309864	-	6309864	6310032.0	Jeong2016_dRNA-seq	6310032	0	2	True
SC_RS31125	SCO5777		NC_003888.3	6314572	6315348	-	6315348	6315377.0	Jeong2016_dRNA-seq	6315377	0	0	False
SC_RS31130	SCO5778		NC_003888.3	6315651	6316337	+	6315651	6315347.0	Jeong2016_dRNA-seq	6315347	0	0	False
SC_RS31160	SCO5784		NC_003888.3	6321291	6322367	+	6321291	6321291.0	Jeong2016_dRNA-seq	6321291	0	0	False
SC_RS31175	SCO5787	miaB	NC_003888.3	6324453	6325970	+	6324453	6324453.0	Jeong2016_dRNA-seq	6324453	0	0	False
SC_RS31190	SCO5790		NC_003888.3	6327186	6327473	-	6327473	6327476.0	Jeong2016_dRNA-seq	6327476	0	0	False
SC_RS31195	SCO5791	miaA	NC_003888.3	6327656	6328594	+	6327656	6327656.0	Jeong2016_dRNA-seq	6327656	0	0	False
SC_RS31200	SCO5792		NC_003888.3	6328702	6329199	+	6328702	6328529.0	Jeong2016_dRNA-seq	6328529	0	0	False
SC_RS31205	SCO5793	dapF	NC_003888.3	6329272	6330141	+	6329272	6329272.0	Jeong2016_dRNA-seq	6329272	0	0	False
SC_RS31220	SCO5796	hflX	NC_003888.3	6334502	6335995	+	6334502	6334393.0	Jeong2016_dRNA-seq	6334393	0	0	False
SC_RS31235	SCO5799		NC_003888.3	6338949	6340547	+	6338949	6338652.0	Jeong2016_dRNA-seq	6338652	0	0	False
SC_RS31255	SCO5803	lexA	NC_003888.3	6345664	6346443	-	6346443	6346720.0	Jeong2016_dRNA-seq	6346720	0	0	False
SC_RS31260	SCO5804	nrdR	NC_003888.3	6347027	6347575	+	6347027	6346899.0	Jeong2016_dRNA-seq	6346899	0	0	False
SC_RS31265	SCO5805		NC_003888.3	6347744	6350647	+	6347744	6347613.0	Jeong2016_dRNA-seq	6347613	0	0	False
SC_RS31270	SCO5806		NC_003888.3	6350725	6351258	-	6351258	6351324.0	Jeong2016_dRNA-seq	6351324	0	0	False
SC_RS31275	SCO5807		NC_003888.3	6351419	6352033	+	6351419	6351419.0	Jeong2016_dRNA-seq	6351419	0	0	False
SC_RS31280	SCO5808		NC_003888.3	6352147	6352806	+	6352147	6352147.0	Jeong2016_dRNA-seq	6352147	0	0	False
SC_RS31285	SCO5809		NC_003888.3	6352819	6353724	+	6352819	6352816.0	Jeong2016_dRNA-seq	6352816	0	0	False
SC_RS31290	SCO5810		NC_003888.3	6354012	6355559	-	6355559	6355605.0	Jeong2016_dRNA-seq	6355605	0	0	False
SC_RS31300	SCO5812		NC_003888.3	6356449	6357150	+	6356449	6356446.0	Jeong2016_dRNA-seq	6356446	0	0	False
SC_RS31305	SCO5813		NC_003888.3	6357219	6357857	+	6357219	6356961.0	Jeong2016_dRNA-seq	6356961	0	0	False
SC_RS31315	SCO5815		NC_003888.3	6359074	6361233	+	6359074	6359074.0	Jeong2016_dRNA-seq	6359074	0	0	False
SC_RS31320	SCO5816		NC_003888.3	6361399	6363003	+	6361399	6361212.0	Jeong2016_dRNA-seq	6361212	0	0	False
SC_RS31340	SCO5820		NC_003888.3	6367665	6369200	+	6367665	6367511.0	Jeong2016_dRNA-seq	6367511	2	0	True
SC_RS31355	SCO5822		NC_003888.3	6371006	6373129	+	6371006	6370943.0	Jeong2016_dRNA-seq	6370943	0	0	False
SC_RS31400	SCO5831		NC_003888.3	6381412	6382677	-	6382677	6382678.0	Jeong2016_dRNA-seq	6382678	0	0	False
SC_RS31405	SCO5832		NC_003888.3	6382802	6383974	+	6382802	6382784.0	Jeong2016_dRNA-seq	6382784	0	0	False
SC_RS31410	SCO5833		NC_003888.3	6384115	6384351	-	6384351	6384391.0	Jeong2016_dRNA-seq	6384391	1	0	True
SC_RS31420	SCO5835		NC_003888.3	6385339	6386427	+	6385339	6385302.0	Jeong2016_dRNA-seq	6385302	0	0	False
SC_RS31425	SCO5836		NC_003888.3	6386424	6388880	-	6388880	6388990.0	Jeong2016_dRNA-seq	6388990	0	0	False
SC_RS31430	SCO5837		NC_003888.3	6389216	6390568	+	6389216	6389127.0	Jeong2016_dRNA-seq	6389127	0	0	False
SC_RS31440	SCO5839		NC_003888.3	6392322	6393074	+	6392322	6392109.0	Jeong2016_dRNA-seq	6392109	0	0	False
SC_RS31445	SCO5840		NC_003888.3	6393195	6393890	+	6393195	6393148.0	Jeong2016_dRNA-seq	6393148	0	1	True
SC_RS31450	SCO5841		NC_003888.3	6394045	6394326	-	6394326	6394795.0	Jeong2016_dRNA-seq	6394795	0	0	False
SC_RS31460	SCO5843		NC_003888.3	6397745	6398341	+	6397745	6397754.0	Jeong2016_dRNA-seq	6397754	0	0	False
SC_RS31495	SCO5850		NC_003888.3	6406090	6407082	+	6406090	6406098.0	Jeong2016_dRNA-seq	6406098	0	0	False
SC_RS31510	SCO5853		NC_003888.3	6409025	6409828	-	6409828	6410006.0	Jeong2016_dRNA-seq	6410006	0	0	False
SC_RS31520	SCO5855	sepH	NC_003888.3	6411199	6412257	-	6412257	6412510.0	Jeong2016_dRNA-seq	6412510	0	0	False
SC_RS31525	SCO5856		NC_003888.3	6412730	6413614	+	6412730	6412686.0	Jeong2016_dRNA-seq	6412686	0	0	False
SC_RS31530	SCO5857		NC_003888.3	6413538	6414875	-	6414875	6415194.0	Jeong2016_dRNA-seq	6415194	0	0	False
SC_RS31535	SCO5858		NC_003888.3	6414817	6416073	-	6416073	6415974.0	Jeong2016_dRNA-seq	6415974	0	0	False
SC_RS31540	SCO5859		NC_003888.3	6416236	6417363	+	6416236	6416236.0	Jeong2016_dRNA-seq	6416236	0	0	False
SC_RS31555	SCO5862		NC_003888.3	6419308	6419961	+	6419308	6419234.0	Jeong2016_dRNA-seq	6419234	0	0	False
SC_RS31560	SCO5863		NC_003888.3	6419968	6421212	+	6419968	6420038.0	Jeong2016_dRNA-seq	6420038	0	0	False
SC_RS31565	SCO5864		NC_003888.3	6421618	6421914	+	6421618	6421457.0	Jeong2016_dRNA-seq	6421457	0	0	False
SC_RS31590	SCO5869		NC_003888.3	6424551	6425303	+	6424551	6424526.0	Jeong2016_dRNA-seq	6424526	0	0	False
SC_RS31600	SCO5871		NC_003888.3	6426319	6428865	+	6426319	6426285.0	Jeong2016_dRNA-seq	6426285	0	0	False
SC_RS31610	SCO5873		NC_003888.3	6429608	6430006	+	6429608	6429608.0	Jeong2016_dRNA-seq	6429608	0	0	False
SC_RS31625	SCO5876		NC_003888.3	6431627	6432298	-	6432298	6432404.0	Jeong2016_dRNA-seq	6432404	0	0	False
SC_RS31630	SCO5877		NC_003888.3	6432812	6433618	+	6432812	6432601.0	Jeong2016_dRNA-seq	6432601	0	0	False
SC_RS31635	SCO5878		NC_003888.3	6433650	6436616	+	6433650	6433591.0	Jeong2016_dRNA-seq	6433591	0	0	False
SC_RS31650	SCO5881		NC_003888.3	6438206	6438859	-	6438859	6438972.0	Jeong2016_dRNA-seq	6438972	0	0	False
SC_RS31655	SCO5882		NC_003888.3	6439123	6440310	-	6440310	6440437.0	Jeong2016_dRNA-seq	6440437	0	0	False
SC_RS31680	SCO5887		NC_003888.3	6443973	6444218	-	6444218	6444315.0	Jeong2016_dRNA-seq	6444315	0	0	False
SC_RS31685	SCO5888		NC_003888.3	6444587	6445594	+	6444587	6444567.0	Jeong2016_dRNA-seq	6444567	0	0	False
SC_RS31750	SCO5901		NC_003888.3	6467755	6469131	+	6467755	6467712.0	Jeong2016_dRNA-seq	6467712	0	0	False
SC_RS31780	SCO5906		NC_003888.3	6473606	6474202	+	6473606	6473573.0	Jeong2016_dRNA-seq	6473573	0	0	False
SC_RS31785	SCO5908		NC_003888.3	6474517	6474711	+	6474517	6474517.0	Jeong2016_dRNA-seq	6474517	0	0	False
SC_RS31810	SCO5914		NC_003888.3	6481608	6482600	-	6482600	6482626.0	Jeong2016_dRNA-seq	6482626	0	0	False
SC_RS31850	SCO5921		NC_003888.3	6489617	6489820	-	6489820	6489982.0	Jeong2016_dRNA-seq	6489982	1	0	True
SC_RS31890	SCO5929		NC_003888.3	6497455	6498183	-	6498183	6498234.0	Jeong2016_dRNA-seq	6498234	0	0	False
SC_RS31905	SCO5931		NC_003888.3	6499512	6500945	-	6500945	6500951.0	Jeong2016_dRNA-seq	6500951	0	1	True
SC_RS31920	SCO5934		NC_003888.3	6504108	6504752	+	6504108	6504108.0	Jeong2016_dRNA-seq	6504108	0	0	False
SC_RS31935	SCO5938		NC_003888.3	6506167	6506775	-	6506775	6506763.0	Jeong2016_dRNA-seq	6506763	0	0	False
SC_RS32005	SCO5952		NC_003888.3	6520547	6521299	+	6520547	6520509.0	Jeong2016_dRNA-seq	6520509	0	0	False
SC_RS32030	SCO5957		NC_003888.3	6527871	6529472	+	6527871	6527817.0	Jeong2016_dRNA-seq	6527817	0	0	False
SC_RS32050	SCO5961		NC_003888.3	6531443	6532141	-	6532141	6532344.0	Jeong2016_dRNA-seq	6532344	0	1	True
SC_RS32080	SCO5967		NC_003888.3	6539278	6539670	+	6539278	6539241.0	Jeong2016_dRNA-seq	6539241	0	1	True
SC_RS32100	SCO5971		NC_003888.3	6542306	6543229	+	6542306	6542306.0	Jeong2016_dRNA-seq	6542306	0	0	False
SC_RS32105	SCO5972		NC_003888.3	6543401	6544900	+	6543401	6543307.0	Jeong2016_dRNA-seq	6543307	0	0	False
SC_RS32120	SCO5975		NC_003888.3	6549081	6550304	+	6549081	6549081.0	Jeong2016_dRNA-seq	6549081	0	0	False
SC_RS32125	SCO5976	argF	NC_003888.3	6550399	6551406	+	6550399	6550364.0	Jeong2016_dRNA-seq	6550364	0	0	False
SC_RS32175	SCO5986		NC_003888.3	6562040	6562867	+	6562040	6562040.0	Jeong2016_dRNA-seq	6562040	1	0	True
SC_RS32195	SCO5991		NC_003888.3	6565263	6565649	+	6565263	6565238.0	Jeong2016_dRNA-seq	6565238	0	0	False
SC_RS32215	SCO5995		NC_003888.3	6568057	6568779	+	6568057	6567992.0	Jeong2016_dRNA-seq	6567992	0	0	False
SC_RS32230	SCO5998		NC_003888.3	6573186	6574715	-	6574715	6574715.0	Jeong2016_dRNA-seq	6574715	0	0	False
SC_RS32240	SCO5999	acnA	NC_003888.3	6575305	6578019	+	6575305	6575152.0	Jeong2016_dRNA-seq	6575152	0	0	False
SC_RS32245	SCO6000		NC_003888.3	6578257	6578481	+	6578257	6578244.0	Jeong2016_dRNA-seq	6578244	0	0	False
SC_RS32255	SCO6003		NC_003888.3	6579213	6580073	-	6580073	6580144.0	Jeong2016_dRNA-seq	6580144	0	0	False
SC_RS32260	SCO6004		NC_003888.3	6580256	6584062	-	6584062	6584286.0	Jeong2016_dRNA-seq	6584286	0	0	False
SC_RS32265	SCO6005	ngcE	NC_003888.3	6584690	6586033	+	6584690	6584310.0	Jeong2016_dRNA-seq	6584310	0	0	False
SC_RS32280	SCO6008		NC_003888.3	6588242	6589453	+	6588242	6588178.0	Jeong2016_dRNA-seq	6588178	0	0	False
SC_RS32285	SCO6009		NC_003888.3	6589587	6590690	+	6589587	6589532.0	Jeong2016_dRNA-seq	6589532	0	0	False
SC_RS32305	SCO6013	dxs	NC_003888.3	6594926	6596854	+	6594926	6594893.0	Jeong2016_dRNA-seq	6594893	0	0	False
SC_RS32330	SCO6019		NC_003888.3	6601234	6602355	+	6601234	6601155.0	Jeong2016_dRNA-seq	6601155	0	0	False
SC_RS32335	SCO6020		NC_003888.3	6602452	6603552	-	6603552	6603685.0	Jeong2016_dRNA-seq	6603685	0	0	False
SC_RS32340	SCO6021		NC_003888.3	6603996	6605621	+	6603996	6603764.0	Jeong2016_dRNA-seq	6603764	0	0	False
SC_RS32370	SCO6027		NC_003888.3	6615297	6616514	-	6616514	6616577.0	Jeong2016_dRNA-seq	6616577	0	0	False
SC_RS32375	SCO6028		NC_003888.3	6616708	6617994	-	6617994	6617974.0	Jeong2016_dRNA-seq	6617974	0	0	False
SC_RS32385	SCO6030		NC_003888.3	6619133	6619849	-	6619849	6619849.0	Jeong2016_dRNA-seq	6619849	0	0	False
SC_RS32450	SCO6042	hemQ	NC_003888.3	6633983	6634714	+	6633983	6633983.0	Jeong2016_dRNA-seq	6633983	0	0	False
SC_RS32465	SCO6045		NC_003888.3	6637343	6638659	-	6638659	6638686.0	Jeong2016_dRNA-seq	6638686	1	0	True
SC_RS32505	SCO6053		NC_003888.3	6645402	6646190	-	6646190	6646226.0	Jeong2016_dRNA-seq	6646226	0	0	False
SC_RS32520	SCO6056		NC_003888.3	6648450	6648851	-	6648851	6648936.0	Jeong2016_dRNA-seq	6648936	0	0	False
SC_RS32540	SCO6060	murC	NC_003888.3	6652235	6653623	+	6652235	6652028.0	Jeong2016_dRNA-seq	6652028	0	0	False
SC_RS32545	SCO6061	msrB	NC_003888.3	6653637	6654044	+	6653637	6653611.0	Jeong2016_dRNA-seq	6653611	0	0	False
SC_RS32550	SCO6062		NC_003888.3	6654289	6655458	+	6654289	6654180.0	Jeong2016_dRNA-seq	6654180	0	1	True
SC_RS32590	SCO6070		NC_003888.3	6661975	6662988	-	6662988	6663084.0	Jeong2016_dRNA-seq	6663084	0	0	False
SC_RS32595	SCO6071	cprB	NC_003888.3	6663344	6663991	+	6663344	6663289.0	Jeong2016_dRNA-seq	6663289	0	0	False
SC_RS32615	SCO6075		NC_003888.3	6669117	6669872	-	6669872	6669925.0	Jeong2016_dRNA-seq	6669925	0	1	True
SC_RS32635	SCO6079		NC_003888.3	6674122	6674673	+	6674122	6674122.0	Jeong2016_dRNA-seq	6674122	0	0	False
