locus_tag	gene_name	old_locus_tag	product	tf_family	tf_domains	n_tf_domains	start	end	strand
SC_RS37205			RNA polymerase sigma factor	Sigma factor	Sigma70_r2	1	7767699	7768337	+
SC_RS33430			helix-turn-helix domain-containing protein	HTH (other)	HTH_3;HTH_31	2	6859900	6860733	-
SC_RS25575			helix-turn-helix transcriptional regulator	HTH (other)	HTH_3;HTH_31	2	5109911	5110819	-
SC_RS18490			MerR family transcriptional regulator	MerR	MerR;MerR_1	2	3619017	3619451	-
SC_RS19550			LacI family DNA-binding transcriptional regulator	LacI	LacI;Peripla_BP_1;Peripla_BP_3	3	3849177	3850163	-
SC_RS40450			TetR/AcrR family transcriptional regulator	TetR	TetR_C_6;TetR_N	2	8478902	8479495	-
SC_RS08620			LuxR C-terminal-related transcriptional regulator	LuxR	GerE	1	1406162	1408480	+
SC_RS15515			helix-turn-helix domain-containing protein	LuxR	GerE	1	2929823	2930719	-
SC_RS39850			MerR family transcriptional regulator	MerR	MerR;MerR_1	2	8348997	8350073	-
SC_RS08090			helix-turn-helix transcriptional regulator	HTH (other)	HTH_3;HTH_31	2	1300601	1302022	-
SC_RS08720			helix-turn-helix transcriptional regulator	Sigma factor	GerE;Sigma70_r4_2	2	1426307	1429033	+
SC_RS33000			DNA-3-methyladenine glycosylase 2 family protein	HTH (other)	HTH_18	1	6751253	6752737	+
SC_RS33650			AfsR/SARP family transcriptional regulator	SARP	BTAD	1	6938024	6939643	+
SC_RS36220			helix-turn-helix transcriptional regulator	HTH (other)	HTH_17	1	7567337	7567666	-
SC_RS36255			ArsR/SmtB family transcription factor	HTH (other)	HTH_20;HTH_5	2	7574849	7575238	+
SC_RS13320			BTAD domain-containing putative transcriptional regulator	SARP	BTAD;Trans_reg_C	2	2426233	2430201	-
SC_RS15755			LysR family transcriptional regulator	LysR	HTH_1;LysR_substrate	2	2980555	2981592	+
SC_RS30255			GntR family transcriptional regulator	GntR	GntR	1	6108427	6108660	+
SC_RS36895			LuxR C-terminal-related transcriptional regulator	LuxR	GerE	1	7702025	7702498	-
SC_RS38105			helix-turn-helix transcriptional regulator	HTH (other)	HTH_23	1	7977963	7978478	+
SC_RS40435			response regulator transcription factor	LuxR	GerE;Response_reg	2	8475216	8475908	-
SC_RS38175			sigma factor-like helix-turn-helix DNA-binding protein	Sigma factor	Sigma70_r2;Sigma70_r4_2	2	7995692	7996294	+
SC_RS34500			AlkA N-terminal domain-containing protein	HTH (other)	HTH_18;HTH_AraC	2	7149456	7150940	+
SC_RS25135			response regulator transcription factor	Sigma factor	GerE;Response_reg;Sigma70_r4_2	3	5019699	5020358	-
SC_RS20070			TetR/AcrR family transcriptional regulator	TetR	TetR_C_6;TetR_N	2	3965144	3965740	-
SC_RS01660			TetR/AcrR family transcriptional regulator	TetR	TetR_C_13;TetR_N	2	315294	315917	+
SC_RS00615			RNA polymerase sigma factor	Sigma factor	Sigma70_r2;Sigma70_r4;Sigma70_r4_2	3	110149	111153	+
SC_RS02060			helix-turn-helix domain-containing protein	MarR	MarR_2	1	28965	29477	-
SC_RS06290			PP2C family protein-serine/threonine phosphatase	Response regulator	Response_reg	1	918438	919640	-
SC_RS38960			helix-turn-helix transcriptional regulator	AraC	AraC_binding;HTH_18;HTH_AraC	3	8163903	8164718	+
SC_RS34435			AraC family transcriptional regulator	HTH (other)	HTH_18;HTH_AraC	2	7132198	7133130	+
SC_RS00840			IS630 family transposase	HTH (other)	HTH_23;HTH_28;HTH_29;HTH_32	4	157995	159116	+
