gene_id	old_locus_tag	gene_name	gene_biotype	contig	start	end	strand	product	protein_id	ontology_term
SC_RS40870			protein_coding	NC_003888.3	8572975	8573685	-	hypothetical protein	WP_173943928.1	
SC_RS40875	SCO7738		protein_coding	NC_003888.3	8573919	8574302	-	RidA family protein	WP_011031872.1	
SC_RS40880	SCO7739		pseudogene	NC_003888.3	8574364	8574981	-	carboxylesterase family protein		
SC_RS40885			pseudogene	NC_003888.3	8575522	8575674	-	IS110 family transposase		
SC_RS40890	SCO7741		protein_coding	NC_003888.3	8576308	8577372	-	bifunctional NAD(P)H-dependent oxidoreductase/GNAT family N-acetyltransferase	WP_011031875.1	GO:0016747
SC_RS40895	SCO7742		protein_coding	NC_003888.3	8577403	8577879	+	MarR family winged helix-turn-helix transcriptional regulator	WP_011031876.1	GO:0006355,GO:0003700
SC_RS40900	SCO7743		protein_coding	NC_003888.3	8578000	8578485	-	hypothetical protein	WP_011031877.1	
SC_RS40905			pseudogene	NC_003888.3	8578547	8579414	-	IS5 family transposase		GO:0004803
SC_RS40910	SCO7747		protein_coding	NC_003888.3	8580056	8581234	+	PP2C family protein-serine/threonine phosphatase	WP_011031879.1	GO:0006470,GO:0004722,GO:0046872
SC_RS40915	SCO7748		protein_coding	NC_003888.3	8581478	8583109	+	PP2C family protein-serine/threonine phosphatase	WP_003971389.1	GO:0006470,GO:0004722,GO:0046872
SC_RS40920	SCO7749		protein_coding	NC_003888.3	8583106	8584200	+	cobalamin B12-binding domain-containing protein	WP_011031881.1	GO:0031419,GO:0046872
SC_RS40925	SCO7750		protein_coding	NC_003888.3	8584197	8584610	+	STAS domain-containing protein	WP_003971387.1	GO:0006355,GO:0043856
SC_RS40930	SCO7751		protein_coding	NC_003888.3	8584661	8585167	+	MarR family winged helix-turn-helix transcriptional regulator	WP_003971386.1	GO:0006355,GO:0003700
SC_RS40935	SCO7752		protein_coding	NC_003888.3	8585463	8586017	-	DUF6328 family protein	WP_011031882.1	
SC_RS40940	SCO7753		protein_coding	NC_003888.3	8586108	8586491	-	helix-turn-helix transcriptional regulator	WP_003971384.1	GO:0006355,GO:0003677,GO:0003700
SC_RS40945	SCO7754		protein_coding	NC_003888.3	8586637	8586975	+	STAS domain-containing protein	WP_016328224.1	GO:0006355,GO:0043856
SC_RS40950	SCO7755		protein_coding	NC_003888.3	8587133	8587375	+	DUF5133 domain-containing protein	WP_003971382.1	
SC_RS40955	SCO7757		protein_coding	NC_003888.3	8588247	8589079	-	IS5-like element IS1650 family transposase	WP_231909196.1	GO:0006313,GO:0004803
SC_RS40960	SCO7759		protein_coding	NC_003888.3	8589159	8590784	+	SpoIIE family protein phosphatase	WP_134112219.1	GO:0006470,GO:0004722,GO:0046872
SC_RS40965			pseudogene	NC_003888.3	8590974	8591325	-	SDR family oxidoreductase		
SC_RS40970			protein_coding	NC_003888.3	8591691	8591942	+	hypothetical protein	WP_161270419.1	
SC_RS40975			protein_coding	NC_003888.3	8591968	8592516	-	putative immunity protein	WP_037665939.1	
SC_RS40980	SCO7763		protein_coding	NC_003888.3	8593372	8594052	+	restriction endonuclease	WP_161270420.1	GO:0003677,GO:0004519
SC_RS40985	SCO7765		protein_coding	NC_003888.3	8595004	8595444	+	MarR family winged helix-turn-helix transcriptional regulator	WP_011031892.1	GO:0006355,GO:0003700
SC_RS40990	SCO7766		protein_coding	NC_003888.3	8595528	8596418	+	NmrA family NAD(P)-binding protein	WP_011031893.1	
SC_RS40995	SCO7767		protein_coding	NC_003888.3	8596583	8597410	-	helix-turn-helix transcriptional regulator	WP_011031894.1	GO:0003677
SC_RS41000	SCO7768		protein_coding	NC_003888.3	8597573	8597980	+	nuclear transport factor 2 family protein	WP_234328744.1	
SC_RS41005	SCO7769		protein_coding	NC_003888.3	8597980	8598822	+	NAD(P)H-binding protein	WP_011031896.1	
SC_RS41010	SCO7770		protein_coding	NC_003888.3	8598830	8599405	+	tetratricopeptide repeat protein	WP_011031897.1	
SC_RS41015	SCO7772		protein_coding	NC_003888.3	8600297	8600881	-	hypothetical protein	WP_011031898.1	
SC_RS41020	SCO7773		protein_coding	NC_003888.3	8601284	8601838	-	GNAT family N-acetyltransferase	WP_161270421.1	GO:0008080,GO:0016746
SC_RS41025			pseudogene	NC_003888.3	8601845	8601940	+	ArsR family transcriptional regulator		
SC_RS41030	SCO7774		protein_coding	NC_003888.3	8602543	8603184	+	RICIN domain-containing protein	WP_011031900.1	GO:0030246
SC_RS41035	SCO7775		protein_coding	NC_003888.3	8603208	8603747	+	RICIN domain-containing protein	WP_430981114.1	GO:0030246
SC_RS41040	SCO7776		pseudogene	NC_003888.3	8604178	8604653	+	DUF6461 domain-containing protein		
SC_RS41045	SCO7777		protein_coding	NC_003888.3	8604711	8605640	-	alpha/beta fold hydrolase	WP_011031903.1	
SC_RS41050	SCO7778		protein_coding	NC_003888.3	8605797	8606564	+	IclR family transcriptional regulator	WP_011031904.1	GO:0006355,GO:0003677,GO:0003700
SC_RS41055	SCO7779		protein_coding	NC_003888.3	8606671	8607396	-	SDR family NAD(P)-dependent oxidoreductase	WP_003971351.1	
SC_RS41060	SCO7780		protein_coding	NC_003888.3	8607539	8608480	+	helix-turn-helix domain-containing protein	WP_011031906.1	GO:0006355,GO:0003700,GO:0043565
SC_RS41065	SCO7781		pseudogene	NC_003888.3	8608584	8608918	+	hypothetical protein		
SC_RS41070	SCO7782		protein_coding	NC_003888.3	8609130	8610347	+	IS110-like element IS110 family transposase	WP_011027512.1	GO:0006313,GO:0004803
SC_RS41075	SCO7783		pseudogene	NC_003888.3	8610407	8610638	+	ISL3 family transposase		
SC_RS41080	SCO7784		protein_coding	NC_003888.3	8610788	8611627	+	NADPH-dependent oxidoreductase	WP_003971349.1	
SC_RS41085	SCO7785		protein_coding	NC_003888.3	8611658	8612263	+	TetR/AcrR family transcriptional regulator	WP_238363772.1	GO:0006355,GO:0003677,GO:0003700
SC_RS41090	SCO7786		pseudogene	NC_003888.3	8612498	8613397	-	helix-turn-helix domain-containing protein		
SC_RS41095			pseudogene	NC_003888.3	8613473	8613673	-	hypothetical protein		
SC_RS41100	SCO7788		protein_coding	NC_003888.3	8613848	8614045	-	hypothetical protein	WP_011031911.1	
SC_RS41105	SCO7789		protein_coding	NC_003888.3	8614151	8614369	-	hypothetical protein	WP_011031912.1	
SC_RS41110	SCO7790		protein_coding	NC_003888.3	8614384	8614620	-	beta/gamma crystallin domain-containing protein	WP_011031913.1	
SC_RS41115	SCO7791		protein_coding	NC_003888.3	8614845	8616041	-	FAD-dependent monooxygenase	WP_161270422.1	GO:0071949
SC_RS41120	SCO7791a		protein_coding	NC_003888.3	8616047	8617276	-	FAD-dependent monooxygenase	WP_011031915.1	GO:0071949
SC_RS41125			protein_coding	NC_003888.3	8617566	8617739	-	hypothetical protein	WP_237530542.1	
SC_RS41130	SCO7794		protein_coding	NC_003888.3	8618313	8618951	+	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	WP_011031918.1	GO:0045892
SC_RS41135	SCO7796		protein_coding	NC_003888.3	8619356	8620069	+	hypothetical protein	WP_238363773.1	
SC_RS41140	SCO7797		protein_coding	NC_003888.3	8620094	8620228	+	hypothetical protein	WP_258876802.1	
SC_RS41145			pseudogene	NC_003888.3	8620339	8621174	-	IS5 family transposase		GO:0004803
SC_RS41150	SCO7801		protein_coding	NC_003888.3	8621520	8621900	+	hypothetical protein	WP_011031925.1	
SC_RS41155			protein_coding	NC_003888.3	8622086	8622478	+	PH domain-containing protein	WP_231909049.1	
SC_RS41160	SCO7803		protein_coding	NC_003888.3	8623230	8624186	+	IS481-like element IS1649 family transposase	WP_011027058.1	GO:0006313,GO:0004803
SC_RS41165			protein_coding	NC_003888.3	8624964	8625110	-	hypothetical protein	WP_155562950.1	
SC_RS41170	SCO7804		protein_coding	NC_003888.3	8625198	8625431	+	YrhK family protein	WP_003971337.1	
SC_RS41175			pseudogene	NC_003888.3	8625559	8626228	-	ZIP family metal transporter		GO:0030001,GO:0055085,GO:0046873
SC_RS41180	SCO7806		protein_coding	NC_003888.3	8626338	8627069	-	class I SAM-dependent methyltransferase	WP_011031927.1	GO:0032259,GO:0008168,GO:1904047
SC_RS41185	SCO7808		protein_coding	NC_003888.3	8627358	8627603	-	hypothetical protein	WP_375336301.1	
SC_RS41190	SCO7809		protein_coding	NC_003888.3	8628356	8628988	-	TetR/AcrR family transcriptional regulator	WP_011031930.1	GO:0006355,GO:0003677,GO:0003700
SC_RS41195	SCO7810		protein_coding	NC_003888.3	8629028	8629804	+	SDR family oxidoreductase	WP_173944001.1	
SC_RS41200	SCO7811		protein_coding	NC_003888.3	8630050	8630394	-	DUF998 domain-containing protein	WP_161270424.1	
SC_RS41205	SCO7812		protein_coding	NC_003888.3	8630427	8631482	-	transposase	WP_238363775.1	
SC_RS41210	SCO7813		protein_coding	NC_003888.3	8631557	8632408	+	class I SAM-dependent methyltransferase	WP_011031934.1	GO:0032259,GO:0008168,GO:0008757,GO:1904047
SC_RS41215			protein_coding	NC_003888.3	8633209	8633592	-	hypothetical protein	WP_173944000.1	
SC_RS41220	SCO7814		protein_coding	NC_003888.3	8633882	8634775	-	SDR family NAD(P)-dependent oxidoreductase	WP_134112214.1	
SC_RS41225	SCO7815		protein_coding	NC_003888.3	8634834	8635487	+	TetR/AcrR family transcriptional regulator	WP_161270425.1	GO:0003677
SC_RS41230	SCO7816		protein_coding	NC_003888.3	8635608	8636324	+	sulfite exporter TauE/SafE family protein	WP_173668794.1	GO:0016020
SC_RS41235	SCO7817		protein_coding	NC_003888.3	8636400	8637257	-	helix-turn-helix transcriptional regulator	WP_161270426.1	GO:0003677
SC_RS41240	SCO7818		protein_coding	NC_003888.3	8637359	8638123	+	SDR family oxidoreductase	WP_003971321.1	GO:0016491,GO:0051287
SC_RS41245	SCO7819		protein_coding	NC_003888.3	8638588	8639349	-	ZIP family metal transporter	WP_161270427.1	GO:0030001,GO:0055085,GO:0046873
SC_RS41250	SCO7821		protein_coding	NC_003888.3	8640037	8640450	+	hypothetical protein	WP_011031939.1	
SC_RS41255			protein_coding	NC_003888.3	8641177	8641371	+	hypothetical protein	WP_237530545.1	
SC_RS41260	SCO7822	lgt	protein_coding	NC_003888.3	8641685	8642638	-	prolipoprotein diacylglyceryl transferase	WP_003971316.1	GO:0009249,GO:0008961,GO:0016020
SC_RS41265	SCO7823		protein_coding	NC_003888.3	8642714	8643124	-	DUF4260 family protein	WP_003971315.1	
SC_RS41270	SCO7824		protein_coding	NC_003888.3	8643240	8643812	-	TetR/AcrR family transcriptional regulator	WP_003971313.1	GO:0006355,GO:0003677,GO:0003700
SC_RS41275	SCO7826		protein_coding	NC_003888.3	8644811	8645791	-	CYTH domain-containing protein	WP_011031940.1	
SC_RS41280	SCO7827		protein_coding	NC_003888.3	8645888	8647537	-	ISL3 family transposase	WP_011031941.1	GO:0004803
SC_RS41285	SCO7829		protein_coding	NC_003888.3	8648145	8649023	+	ANTAR domain-containing protein	WP_237530288.1	GO:0003723
SC_RS41290	SCO7830		protein_coding	NC_003888.3	8649245	8649589	-	DUF6233 domain-containing protein	WP_011026780.1	
SC_RS41295	SCO7831		protein_coding	NC_003888.3	8649590	8649793	-	hypothetical protein	WP_011026779.1	
SC_RS41300	SCO7832	nhaA	protein_coding	NC_003888.3	8650206	8651438	+	Na+/H+ antiporter NhaA	WP_011026778.1	GO:0006814,GO:0006885,GO:0015385,GO:0016020
SC_RS41305	SCO7833		protein_coding	NC_003888.3	8651913	8652191	+	hypothetical protein	WP_011026777.1	
SC_RS41310			pseudogene	NC_003888.3	8652148	8652769	+	DUF6879 family protein		
SC_RS41315	SCO7835		protein_coding	NC_003888.3	8653165	8653464	+	hypothetical protein	WP_237530287.1	
SC_RS41320			pseudogene	NC_003888.3	8653887	8653991	+	RipA family octameric membrane protein		
SC_RS41325	SCO7837		protein_coding	NC_003888.3	8654051	8655142	-	hypothetical protein	WP_011026773.1	
SC_RS41330			pseudogene	NC_003888.3	8655544	8655891	-	helicase associated domain-containing protein		GO:0003676
SC_RS41335			protein_coding	NC_003888.3	8656145	8657101	-	TniQ family protein	WP_161269923.1	
SC_RS41340	SCO7841		protein_coding	NC_003888.3	8657098	8658084	-	ATP-binding protein	WP_161269922.1	
SC_RS41345	SCO7842		protein_coding	NC_003888.3	8658201	8660354	-	Mu transposase C-terminal domain-containing protein	WP_161270428.1	
SC_RS41350	SCO7843		protein_coding	NC_003888.3	8660335	8661162	-	TnsA-like heteromeric transposase endonuclease subunit	WP_238363709.1	
SC_RS41355	SCO7844		protein_coding	NC_003888.3	8661288	8663639	-	Helicase associated domain protein	WP_011026766.1	
SC_RS41360	SCO7845		protein_coding	NC_003888.3	8663695	8666364	-	DEAD/DEAH box helicase	WP_173943998.1	GO:0003676
SC_RS41365			protein_coding	NC_003888.3	8666385	8666708	-	hypothetical protein	WP_173943997.1	
SC_RS41370			protein_coding	NC_003888.3	8666809	8666931	-	hypothetical protein	WP_262377497.1	
SC_RS00005	SCP1.01c		protein_coding	NC_003903.1	899	1522	-	hypothetical protein	WP_011039303.1	
SC_RS00010	SCP1.02c		protein_coding	NC_003903.1	1607	2812	-	DUF932 domain-containing protein	WP_011039304.1	
SC_RS00015	SCP1.03c		protein_coding	NC_003903.1	2903	3121	-	hypothetical protein	WP_011039305.1	
SC_RS00020	SCP1.04c		protein_coding	NC_003903.1	3109	3345	-	hypothetical protein	WP_011039306.1	
SC_RS00025	SCP1.05c		protein_coding	NC_003903.1	3424	3819	-	DUF3846 domain-containing protein	WP_011039307.1	
SC_RS00030	SCP1.06c		protein_coding	NC_003903.1	4408	4632	-	hypothetical protein	WP_011039308.1	
SC_RS00035	SCP1.07c		protein_coding	NC_003903.1	4629	4922	-	hypothetical protein	WP_011039309.1	
SC_RS00040	SCP1.08c		protein_coding	NC_003903.1	4919	5440	-	hypothetical protein	WP_011039310.1	
SC_RS00045	SCP1.09c		protein_coding	NC_003903.1	5516	6181	-	hypothetical protein	WP_011039311.1	
SC_RS00050	SCP1.10		protein_coding	NC_003903.1	6777	7271	+	hypothetical protein	WP_011039312.1	
SC_RS00055	SCP1.11c		protein_coding	NC_003903.1	7395	8243	-	endonuclease VII domain-containing protein	WP_416071026.1	
SC_RS00060	SCP1.12c		protein_coding	NC_003903.1	8135	8578	-	hypothetical protein	WP_319152195.1	
SC_RS00065	SCP1.13c		protein_coding	NC_003903.1	8633	10183	-	AbiJ-related protein	WP_319152196.1	
SC_RS00070	SCP1.14c		protein_coding	NC_003903.1	10282	11454	-	hypothetical protein	WP_319152197.1	
SC_RS00075	SCP1.15		protein_coding	NC_003903.1	11690	11914	+	hypothetical protein	WP_011039317.1	
SC_RS00080	SCP1.16c		protein_coding	NC_003903.1	12362	12946	-	phosphoadenosine phosphosulfate reductase domain-containing protein	WP_011039318.1	GO:0003824
SC_RS00085	SCP1.17		protein_coding	NC_003903.1	13089	13907	+	barstar family protein	WP_011039319.1	
SC_RS00090	SCP1.18c		protein_coding	NC_003903.1	13943	16393	-	tyrosine-type recombinase/integrase	WP_319152198.1	GO:0006310,GO:0009009
SC_RS00095	SCP1.19c		protein_coding	NC_003903.1	16386	17582	-	tyrosine-type recombinase/integrase	WP_430981099.1	GO:0006310,GO:0009009
SC_RS00100	SCP1.20c		protein_coding	NC_003903.1	17618	18343	-	tRNA lysidine(34) synthetase	WP_319152199.1	
SC_RS00105	SCP1.21c		protein_coding	NC_003903.1	18421	19278	-	hypothetical protein	WP_011039323.1	
SC_RS00110	SCP1.22c		protein_coding	NC_003903.1	19353	19586	-	hypothetical protein	WP_011039324.1	
SC_RS00115	SCP1.25c		protein_coding	NC_003903.1	20274	21338	-	DUF6292 family protein	WP_011039327.1	
SC_RS00120	SCP1.26c		protein_coding	NC_003903.1	22062	22904	-	hypothetical protein	WP_011039328.1	
SC_RS00125	SCP1.27c		protein_coding	NC_003903.1	23099	26422	-	hypothetical protein	WP_319152200.1	
SC_RS00130	SCP1.28c		protein_coding	NC_003903.1	26523	26876	-	DUF3846 domain-containing protein	WP_011039330.1	
SC_RS00135	SCP1.29		protein_coding	NC_003903.1	27713	28150	+	hypothetical protein	WP_319152201.1	
SC_RS00140	SCP1.30		protein_coding	NC_003903.1	28328	28888	-	hypothetical protein	WP_319152202.1	
SC_RS00145	SCP1.31		protein_coding	NC_003903.1	29125	29784	+	HNH endonuclease family protein	WP_011039333.1	
SC_RS00150	SCP1.32c		protein_coding	NC_003903.1	29839	30219	-	hypothetical protein	WP_011039334.1	
SC_RS00155	SCP1.33c		protein_coding	NC_003903.1	30246	31238	-	DNA polymerase Y family protein	WP_319152219.1	GO:0006261,GO:0000287,GO:0003684,GO:0003887
SC_RS00160	SCP1.34		protein_coding	NC_003903.1	31461	32399	+	SpoIIE family protein phosphatase	WP_011039336.1	GO:0016791
SC_RS00165	SCP1.35		protein_coding	NC_003903.1	32556	32855	+	hypothetical protein	WP_011039337.1	
SC_RS00170	SCP1.36c		protein_coding	NC_003903.1	33166	34080	-	AraC family transcriptional regulator	WP_011039338.1	GO:0006355,GO:0003700,GO:0043565
SC_RS00175	SCP1.37		protein_coding	NC_003903.1	34167	35162	+	SDR family NAD(P)-dependent oxidoreductase	WP_011039339.1	
SC_RS00180	SCP1.38c		protein_coding	NC_003903.1	35455	36417	-	IS5-like element IS4811 family transposase	WP_011039340.1	GO:0006313,GO:0004803
SC_RS00185	SCP1.39c		protein_coding	NC_003903.1	36486	36905	-	hypothetical protein	WP_011039341.1	
SC_RS00190	SCP1.40c		pseudogene	NC_003903.1	36908	37171	-	DUF6192 family protein		
SC_RS00195			pseudogene	NC_003903.1	37544	37747	+	transposase		
SC_RS00200	SCP1.41c		protein_coding	NC_003903.1	37969	39204	-	PP2C family protein-serine/threonine phosphatase	WP_011039343.1	GO:0016791
SC_RS00205	SCP1.42c		protein_coding	NC_003903.1	40107	40730	-	TetR/AcrR family transcriptional regulator	WP_319152205.1	GO:0006355,GO:0003677,GO:0003700
SC_RS00210	SCP1.43		protein_coding	NC_003903.1	40935	41750	+	oxidoreductase	WP_011039345.1	GO:0016491
SC_RS00215	SCP1.44		protein_coding	NC_003903.1	42353	43369	+	NAD(P)/FAD-dependent oxidoreductase	WP_011039346.1	GO:0016491,GO:0050660
SC_RS00220	SCP1.45		protein_coding	NC_003903.1	43464	45101	+	MFS transporter	WP_011039347.1	GO:0055085,GO:0022857,GO:0016020
SC_RS00225			protein_coding	NC_003903.1	45540	45668	+	hypothetical protein	WP_430981100.1	
SC_RS00230			protein_coding	NC_003903.1	45946	46785	-	hypothetical protein	WP_319152206.1	
SC_RS00235			protein_coding	NC_003903.1	46733	47431	-	hypothetical protein	WP_319152207.1	
SC_RS00240			protein_coding	NC_003903.1	47388	47966	-	hypothetical protein	WP_319152208.1	
SC_RS00245			protein_coding	NC_003903.1	47963	48967	-	hypothetical protein	WP_319152209.1	
SC_RS00250			protein_coding	NC_003903.1	49307	49684	+	hypothetical protein	WP_319152210.1	
SC_RS00255	SCP1.47		protein_coding	NC_003903.1	49731	50141	+	hypothetical protein	WP_011039348.1	
SC_RS00260	SCP1.48c		protein_coding	NC_003903.1	50418	51074	-	PIG-L deacetylase family protein	WP_011039349.1	GO:0019213
SC_RS00265	SCP1.49c		protein_coding	NC_003903.1	51118	52008	-	aminoglycoside phosphotransferase family protein	WP_011039350.1	GO:0016310,GO:0005524,GO:0016301
SC_RS00270	SCP1.50c		protein_coding	NC_003903.1	52099	53301	-	GNAT family N-acetyltransferase	WP_011039351.1	GO:0008080
SC_RS00275	SCP1.51c		protein_coding	NC_003903.1	53318	53842	-	MaoC family dehydratase	WP_011039352.1	GO:0016829
SC_RS00280	SCP1.52c		protein_coding	NC_003903.1	53839	54702	-	HpcH/HpaI aldolase/citrate lyase family protein	WP_011039353.1	GO:0016829,GO:0046872
SC_RS00285	SCP1.53c	dmpG	protein_coding	NC_003903.1	54699	55715	-	4-hydroxy-2-oxovalerate aldolase	WP_011039354.1	GO:0009056,GO:0008701
SC_RS00290	SCP1.54c		protein_coding	NC_003903.1	55712	56593	-	acetylating acetaldehyde dehydrogenase	WP_011039355.1	
SC_RS00295	SCP1.55c		protein_coding	NC_003903.1	56620	57444	-	2-keto-4-pentenoate hydratase	WP_011039356.1	GO:0008684,GO:0030145
SC_RS00300	SCP1.56c		protein_coding	NC_003903.1	57441	57893	-	DUF6082 family protein	WP_011039357.1	
SC_RS00305	SCP1.57c		protein_coding	NC_003903.1	57923	58462	-	hypothetical protein	WP_011039358.1	
SC_RS00310	SCP1.58c		protein_coding	NC_003903.1	58459	58887	-	ATP-binding protein	WP_319152211.1	GO:0005524,GO:0016787
SC_RS00315	SCP1.59c		protein_coding	NC_003903.1	58920	59357	-	ATP-binding protein	WP_319152212.1	GO:0005524,GO:0016787
SC_RS00320	SCP1.60		protein_coding	NC_003903.1	59650	60522	+	helix-turn-helix domain-containing protein	WP_011039361.1	GO:0003677
SC_RS00325	SCP1.61		protein_coding	NC_003903.1	60519	60743	+	DUF397 domain-containing protein	WP_011039362.1	
SC_RS00330	SCP1.62		protein_coding	NC_003903.1	61144	61557	+	restriction system modified-DNA reader domain-containing protein	WP_011039363.1	
SC_RS00335	SCP1.63		protein_coding	NC_003903.1	61655	63463	+	zeta toxin family protein	WP_011039364.1	GO:0005524,GO:0016301
SC_RS00340	SCP1.64c		protein_coding	NC_003903.1	63427	63702	-	hypothetical protein	WP_011039365.1	
SC_RS00345	SCP1.65		protein_coding	NC_003903.1	63899	66577	+	ATP/GTP-binding protein	WP_011039366.1	
SC_RS00350	SCP1.66c		protein_coding	NC_003903.1	66588	66962	-	PIN domain-containing protein	WP_319152213.1	GO:0004540
SC_RS00355	SCP1.67c		protein_coding	NC_003903.1	66959	67213	-	ribbon-helix-helix domain-containing protein	WP_011039368.1	GO:0006355,GO:0003677,GO:0003700
SC_RS00360			protein_coding	NC_003903.1	67259	67447	-	hypothetical protein	WP_319152214.1	
SC_RS00365	SCP1.68	ku	protein_coding	NC_003903.1	67553	68452	+	non-homologous end joining protein Ku	WP_011039369.1	GO:0006303,GO:0045027
SC_RS00370	SCP1.69c		protein_coding	NC_003903.1	68525	68884	-	hypothetical protein	WP_319152215.1	
SC_RS00375			protein_coding	NC_003903.1	69051	69398	+	SH3 domain-containing protein	WP_319152216.1	GO:0005515,GO:0070064
SC_RS00380	SCP1.71c		protein_coding	NC_003903.1	69453	69704	-	hypothetical protein	WP_011039372.1	
SC_RS00385	SCP1.72c		protein_coding	NC_003903.1	69714	70400	-	hypothetical protein	WP_319152217.1	
SC_RS00390	SCP1.73c		protein_coding	NC_003903.1	70445	72058	-	hypothetical protein	WP_011039374.1	
SC_RS00395	SCP1.74		protein_coding	NC_003903.1	72284	73369	+	hypothetical protein	WP_011039375.1	
SC_RS00400	SCP1.75c		protein_coding	NC_003903.1	73777	74073	-	hypothetical protein	WP_011039376.1	
SC_RS00405			protein_coding	NC_003903.1	74070	74267	-	toxin-antitoxin system HicB family antitoxin	WP_319152218.1	
SC_RS00410	SCP1.76c		protein_coding	NC_003903.1	74846	75391	-	hypothetical protein	WP_011039377.1	
SC_RS00415			protein_coding	NC_003903.1	75741	76256	+	hypothetical protein	WP_319152374.1	
SC_RS00420	SCP1.78		protein_coding	NC_003903.1	76340	77068	+	GNAT family N-acetyltransferase	WP_011039379.1	GO:0008080
SC_RS00425	SCP1.80		protein_coding	NC_003903.1	78993	79994	+	DUF6192 family protein	WP_011039380.1	
SC_RS00430	SCP1.81		protein_coding	NC_003903.1	79999	80421	+	hypothetical protein	WP_011039381.1	
SC_RS00435	SCP1.82		protein_coding	NC_003903.1	80439	81284	+	IS5 family transposase	WP_011039382.1	GO:0004803
SC_RS00440			protein_coding	NC_003903.1	81294	81893	-	hypothetical protein	WP_192963554.1	
SC_RS00445			protein_coding	NC_003903.1	81921	82391	-	hypothetical protein	WP_319152314.1	
SC_RS00450	SCP1.85		protein_coding	NC_003903.1	82970	83170	+	hypothetical protein	WP_011039383.1	
SC_RS00455	SCP1.85c		protein_coding	NC_003903.1	83371	84690	-	hypothetical protein	WP_319152313.1	
SC_RS00460	SCP1.87c		protein_coding	NC_003903.1	85719	86630	-	FAD-dependent oxidoreductase	WP_011039386.1	
SC_RS00465	SCP1.88c		protein_coding	NC_003903.1	86627	87208	-	cysteine hydrolase family protein	WP_011039387.1	GO:0016787
SC_RS00470	SCP1.89c		protein_coding	NC_003903.1	87214	88383	-	helix-turn-helix domain-containing protein	WP_011039388.1	GO:0003677
SC_RS00475	SCP1.90c		protein_coding	NC_003903.1	88591	89277	-	AAA family ATPase	WP_011039389.1	GO:0005524,GO:0016887
SC_RS00480	SCP1.91c		protein_coding	NC_003903.1	89274	90032	-	GntR family transcriptional regulator	WP_011039390.1	GO:0003677,GO:0003700
SC_RS00485	SCP1.92		protein_coding	NC_003903.1	90418	91026	+	hypothetical protein	WP_011039391.1	
SC_RS00490			protein_coding	NC_003903.1	91131	91292	+	hypothetical protein	WP_319152310.1	
SC_RS00495			protein_coding	NC_003903.1	91711	91956	+	hypothetical protein	WP_319152309.1	
SC_RS00500	SCP1.94		protein_coding	NC_003903.1	92149	92322	+	hypothetical protein	WP_011039393.1	
SC_RS00505	SCP1.95		protein_coding	NC_003903.1	92483	92791	+	WhiB family transcriptional regulator	WP_011039394.1	GO:0003677,GO:0046872,GO:0051536,GO:0051539
SC_RS00510	SCP1.96		protein_coding	NC_003903.1	92982	93173	+	DUF5999 family protein	WP_319152317.1	
SC_RS00515	SCP1.97		protein_coding	NC_003903.1	93282	93647	+	hypothetical protein	WP_319152308.1	
SC_RS00520	SCP1.98		protein_coding	NC_003903.1	93707	95878	+	hypothetical protein	WP_011039397.1	
SC_RS00525	SCP1.99		protein_coding	NC_003903.1	96001	96492	+	hypothetical protein	WP_011039398.1	
SC_RS00530			protein_coding	NC_003903.1	96489	96725	+	hypothetical protein	WP_189749520.1	
SC_RS00535	SCP1.100		protein_coding	NC_003903.1	96877	99111	+	ATP/GTP-binding protein	WP_319152307.1	
SC_RS00540	SCP1.101		protein_coding	NC_003903.1	99127	99540	+	conjugal transfer protein TraB	WP_011039400.1	
SC_RS00545	SCP1.102		protein_coding	NC_003903.1	99624	101732	+	chromosome segregation protein ParM	WP_011039401.1	
SC_RS00550			protein_coding	NC_003903.1	101812	102000	+	hypothetical protein	WP_319152306.1	
SC_RS00555	SCP1.103		protein_coding	NC_003903.1	102063	102596	+	DUF6197 family protein	WP_011039402.1	
SC_RS00560	SCP1.104		protein_coding	NC_003903.1	102859	103323	+	RRQRL motif-containing zinc-binding protein	WP_011039403.1	GO:0008270
SC_RS00565	SCP1.105		protein_coding	NC_003903.1	103344	103805	+	Pycsar system effector family protein	WP_011039404.1	
SC_RS00570	SCP1.106		protein_coding	NC_003903.1	103936	104439	+	hypothetical protein	WP_319152305.1	
SC_RS00575	SCP1.107		protein_coding	NC_003903.1	104552	104935	+	hypothetical protein	WP_011039406.1	
SC_RS00580	SCP1.108		protein_coding	NC_003903.1	105204	105809	+	hypothetical protein	WP_011039407.1	
SC_RS00585	SCP1.109		protein_coding	NC_003903.1	105806	105997	+	hypothetical protein	WP_011039408.1	
SC_RS00590	SCP1.110		protein_coding	NC_003903.1	105994	106995	+	ATP-binding protein	WP_011039409.1	
SC_RS00595	SCP1.112		protein_coding	NC_003903.1	107224	107994	+	hypothetical protein	WP_011039411.1	
SC_RS00600	SCP1.113		protein_coding	NC_003903.1	108186	108845	+	GGDEF domain-containing protein	WP_319152304.1	GO:0007165,GO:0005525,GO:0046872,GO:0052621,GO:0005886
SC_RS00605	SCP1.114		protein_coding	NC_003903.1	108842	109300	+	ASCH domain-containing protein	WP_011039413.1	GO:0003723
