tf_name	tf_sco	tf_rs	bs_start	bs_stop	bs_strand	bs_score	bs_qvalue	target_gene	target_sco	target_tss	distance_to_tss	target_strand	target_product
AbrC3	SCO4596	SC_RS25135	3643702	3643711	+	15.5714	0.0439	SC_RS18580	SCO3294	3644163	456.5	-	transferase
AbrC3	SCO4596	SC_RS25135	3656214	3656223	-	15.5714	0.0439	SC_RS18635	SCO3305	3656071	147.5	+	acyltransferase family protein
AbrC3	SCO4596	SC_RS25135	3666163	3666172	-	15.5714	0.0439	SC_RS18675	SCO3314	3666136	31.5	-	NAD(P)-dependent alcohol dehydrogenase
AbrC3	SCO4596	SC_RS25135	3666163	3666172	-	15.5714	0.0439	SC_RS18680	SCO3315	3666265	97.5	+	TetR/AcrR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	3672341	3672350	-	15.5714	0.0439	SC_RS18700	SCO3319	3672418	72.5	-	glutamyl-tRNA reductase
AbrC3	SCO4596	SC_RS25135	3684042	3684051	+	15.5714	0.0439	SC_RS18760	SCO3331	3683877	169.5	-	MFS transporter
AbrC3	SCO4596	SC_RS25135	3684147	3684156	+	15.5714	0.0439	SC_RS18760	SCO3331	3683877	274.5	-	MFS transporter
AbrC3	SCO4596	SC_RS25135	3684147	3684156	+	15.5714	0.0439	SC_RS18765	SCO3332	3684617	465.5	-	VC0807 family protein
AbrC3	SCO4596	SC_RS25135	3684243	3684252	-	15.5714	0.0439	SC_RS18760	SCO3331	3683877	370.5	-	MFS transporter
AbrC3	SCO4596	SC_RS25135	3684243	3684252	-	15.5714	0.0439	SC_RS18765	SCO3332	3684617	369.5	-	VC0807 family protein
AbrC3	SCO4596	SC_RS25135	3688823	3688832	+	15.5714	0.0439	SC_RS18780	SCOr11	3688729	98.5	-	
AbrC3	SCO4596	SC_RS25135	3693287	3693296	+	15.5714	0.0439	SC_RS18795	SCO3335	3693343	51.5	-	GlxA family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	3693287	3693296	+	15.5714	0.0439	SC_RS18800	SCO3336	3693418	126.5	+	cysteine hydrolase family protein
AbrC3	SCO4596	SC_RS25135	3705149	3705158	+	15.5714	0.0439	SC_RS18850	SCO3346	3705382	228.5	-	TetR/AcrR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	3719854	3719863	+	15.5714	0.0439	SC_RS18915	SCO3360	3720033	174.5	-	phosphotransferase
AbrC3	SCO4596	SC_RS25135	3726880	3726889	+	15.5714	0.0439	SC_RS18965	SCO3368	3726905	20.5	-	M23 family metallopeptidase
AbrC3	SCO4596	SC_RS25135	3726880	3726889	+	15.5714	0.0439	SC_RS18970	SCO3369	3727304	419.5	+	NACHT domain-containing protein
AbrC3	SCO4596	SC_RS25135	3741064	3741073	-	15.5714	0.0439	SC_RS19005	SCO3376	3741220	151.5	-	amino-acid N-acetyltransferase
AbrC3	SCO4596	SC_RS25135	3741347	3741356	+	15.5714	0.0439	SC_RS19005	SCO3376	3741220	131.5	-	amino-acid N-acetyltransferase
AbrC3	SCO4596	SC_RS25135	3741347	3741356	+	15.5714	0.0439	SC_RS19010	SCO3377	3741628	276.5	-	BlaI/MecI/CopY family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	3754041	3754050	+	15.5714	0.0439	SC_RS19075	SCO3390	3754484	438.5	-	sensor histidine kinase
AbrC3	SCO4596	SC_RS25135	3754335	3754344	+	15.5714	0.0439	SC_RS19075	SCO3390	3754484	144.5	-	sensor histidine kinase
AbrC3	SCO4596	SC_RS25135	3754335	3754344	+	15.5714	0.0439	SC_RS19080	SCO3391	3754603	263.5	+	SAM-dependent methyltransferase
AbrC3	SCO4596	SC_RS25135	3766125	3766134	-	15.5714	0.0439	SC_RS19125	SCO3400	3765814	315.5	+	dihydroneopterin aldolase
AbrC3	SCO4596	SC_RS25135	3766125	3766134	-	15.5714	0.0439	SC_RS19130	SCO3401	3766170	40.5	+	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
AbrC3	SCO4596	SC_RS25135	3785723	3785732	+	15.5714	0.0439	SC_RS19220	SCO3419	3785358	369.5	-	PadR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	3785735	3785744	+	15.5714	0.0439	SC_RS19220	SCO3419	3785358	381.5	-	PadR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	3791910	3791919	-	15.5714	0.0439	SC_RS19275		3791891	23.5	-	hypothetical protein
AbrC3	SCO4596	SC_RS25135	3791910	3791919	-	15.5714	0.0439	SC_RS19280	SCO3431	3791947	32.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	3796835	3796844	-	15.5714	0.0439	SC_RS19300	SCO3435	3796515	324.5	+	LysR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	3797163	3797172	+	15.5714	0.0439	SC_RS19305	SCO3436	3797490	322.5	+	AMP-binding protein
AbrC3	SCO4596	SC_RS25135	3797479	3797488	+	15.5714	0.0439	SC_RS19305	SCO3436	3797490	6.5	+	AMP-binding protein
AbrC3	SCO4596	SC_RS25135	3815668	3815677	+	15.5714	0.0439	SC_RS19400	SCO3455	3815739	66.5	-	ABC transporter permease
AbrC3	SCO4596	SC_RS25135	3819619	3819628	+	15.5714	0.0439	SC_RS19420	SCO3459	3819297	326.5	-	methyltransferase domain-containing protein
AbrC3	SCO4596	SC_RS25135	3819619	3819628	+	15.5714	0.0439	SC_RS19425	SCO3460	3819523	100.5	+	dihydrolipoyl dehydrogenase family protein
AbrC3	SCO4596	SC_RS25135	3835023	3835032	+	15.5714	0.0439	SC_RS19490	SCO3473	3834702	325.5	-	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
AbrC3	SCO4596	SC_RS25135	3846777	3846786	+	15.5714	0.0439	SC_RS19535	SCO3482	3846576	205.5	-	carbohydrate ABC transporter permease
AbrC3	SCO4596	SC_RS25135	3847071	3847080	+	15.5714	0.0439	SC_RS19535	SCO3482	3846576	499.5	-	carbohydrate ABC transporter permease
AbrC3	SCO4596	SC_RS25135	3869001	3869010	+	15.5714	0.0439	SC_RS19625	SCO3501	3869450	444.5	-	heparinase II/III domain-containing protein
AbrC3	SCO4596	SC_RS25135	3869840	3869849	+	15.5714	0.0439	SC_RS19625	SCO3501	3869450	394.5	-	heparinase II/III domain-containing protein
AbrC3	SCO4596	SC_RS25135	3869840	3869849	+	15.5714	0.0439	SC_RS19630	SCO3502	3870205	360.5	-	SDR family NAD(P)-dependent oxidoreductase
AbrC3	SCO4596	SC_RS25135	3869960	3869969	+	15.5714	0.0439	SC_RS19630	SCO3502	3870205	240.5	-	SDR family NAD(P)-dependent oxidoreductase
AbrC3	SCO4596	SC_RS25135	3870393	3870402	+	15.5714	0.0439	SC_RS19630	SCO3502	3870205	192.5	-	SDR family NAD(P)-dependent oxidoreductase
AbrC3	SCO4596	SC_RS25135	3889186	3889195	-	15.5714	0.0439	SC_RS19720	SCO3520	3888872	318.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	3915051	3915060	-	15.5714	0.0439	SC_RS19845	SCO3542	3914879	176.5	-	dTMP kinase
AbrC3	SCO4596	SC_RS25135	3918439	3918448	+	15.5714	0.0439	SC_RS19855		3918351	92.5	-	hypothetical protein
AbrC3	SCO4596	SC_RS25135	3921098	3921107	+	15.5714	0.0439	SC_RS19865	SCO3546	3920767	335.5	-	hypothetical protein
AbrC3	SCO4596	SC_RS25135	3946351	3946360	-	15.5714	0.0439	SC_RS19970		3946569	213.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	3960851	3960860	-	15.5714	0.0439	SC_RS20040	SCO3581	3961105	249.5	-	GatB/YqeY domain-containing protein
AbrC3	SCO4596	SC_RS25135	3960851	3960860	-	15.5714	0.0439	SC_RS20045	SCO3582	3961226	370.5	+	metallophosphoesterase
AbrC3	SCO4596	SC_RS25135	3975412	3975421	+	15.5714	0.0439	SC_RS20125	SCO3598	3975705	288.5	-	CPBP family intramembrane glutamic endopeptidase
AbrC3	SCO4596	SC_RS25135	3989716	3989725	-	15.5714	0.0439	SC_RS20185	SCO3610	3989856	135.5	-	S9 family peptidase
AbrC3	SCO4596	SC_RS25135	3989716	3989725	-	15.5714	0.0439	SC_RS20190	SCO3611	3989989	268.5	+	SURF1 family protein
AbrC3	SCO4596	SC_RS25135	3995990	3995999	-	15.5714	0.0439	SC_RS20210	SCO3615	3995695	299.5	-	aspartate kinase
AbrC3	SCO4596	SC_RS25135	3995990	3995999	-	15.5714	0.0439	SC_RS20215	SCO3616	3995973	21.5	+	LysR substrate-binding domain-containing protein
AbrC3	SCO4596	SC_RS25135	3996798	3996807	+	15.5714	0.0439	SC_RS20220	SCO3617	3996935	132.5	-	DUF5063 domain-containing protein
AbrC3	SCO4596	SC_RS25135	4002858	4002867	-	15.5714	0.0439	SC_RS20250	SCO3623	4003147	284.5	+	GntR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4003122	4003131	+	15.5714	0.0439	SC_RS20250	SCO3623	4003147	20.5	+	GntR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4012810	4012819	-	15.5714	0.0439	SC_RS20310		4013073	258.5	+	cupin domain-containing protein
AbrC3	SCO4596	SC_RS25135	4015359	4015368	-	15.5714	0.0439	SC_RS20320	SCO3636	4015136	227.5	-	cytochrome P450
AbrC3	SCO4596	SC_RS25135	4015359	4015368	-	15.5714	0.0439	SC_RS20325	SCO3637	4015183	180.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4017961	4017970	-	15.5714	0.0439	SC_RS20335	SCO3639	4017806	159.5	-	sensor histidine kinase
AbrC3	SCO4596	SC_RS25135	4030613	4030622	-	15.5714	0.0439	SC_RS20395	SCO3651	4030293	324.5	-	aldose epimerase family protein
AbrC3	SCO4596	SC_RS25135	4030626	4030635	-	15.5714	0.0439	SC_RS20395	SCO3651	4030293	337.5	-	aldose epimerase family protein
AbrC3	SCO4596	SC_RS25135	4034689	4034698	+	15.5714	0.0439	SC_RS20415	SCO3655	4035120	426.5	-	polyamine aminopropyltransferase
AbrC3	SCO4596	SC_RS25135	4052568	4052577	+	15.5714	0.0439	SC_RS20490	SCO3671	4052693	120.5	-	molecular chaperone DnaK
AbrC3	SCO4596	SC_RS25135	4054386	4054395	+	15.5714	0.0439	SC_RS20495	SCO3672	4054024	366.5	-	MraY family glycosyltransferase
AbrC3	SCO4596	SC_RS25135	4054386	4054395	+	15.5714	0.0439	SC_RS20500	SCO3673	4054268	122.5	+	(Fe-S)-binding protein
AbrC3	SCO4596	SC_RS25135	4066884	4066893	-	15.5714	0.0439	SC_RS20550	SCO3683	4066807	81.5	-	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4069457	4069466	+	15.5714	0.0439	SC_RS20570	SCO3687	4069088	373.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4069457	4069466	+	15.5714	0.0439	SC_RS20575	SCO3688	4069691	229.5	+	SRPBCC family protein
AbrC3	SCO4596	SC_RS25135	4069762	4069771	-	15.5714	0.0439	SC_RS20575	SCO3688	4069691	75.5	+	SRPBCC family protein
AbrC3	SCO4596	SC_RS25135	4072297	4072306	+	15.5714	0.0439	SC_RS20590	SCO3691	4072381	79.5	+	PP2C family protein-serine/threonine phosphatase
AbrC3	SCO4596	SC_RS25135	4072873	4072882	+	15.5714	0.0439	SC_RS20590	SCO3691	4072381	496.5	+	PP2C family protein-serine/threonine phosphatase
AbrC3	SCO4596	SC_RS25135	4073664	4073673	-	15.5714	0.0439	SC_RS20595	SCO3692	4073646	22.5	+	STAS domain-containing protein
AbrC3	SCO4596	SC_RS25135	4079797	4079806	-	15.5714	0.0439	SC_RS20640	SCO3701	4079499	302.5	+	FAD-dependent oxidoreductase
AbrC3	SCO4596	SC_RS25135	4079797	4079806	-	15.5714	0.0439	SC_RS20645	SCO3702	4079863	61.5	+	dihydrofolate reductase family protein
AbrC3	SCO4596	SC_RS25135	4086206	4086215	-	15.5714	0.0439	SC_RS20680	SCO3709	4085871	339.5	-	SigE family RNA polymerase sigma factor
AbrC3	SCO4596	SC_RS25135	4086206	4086215	-	15.5714	0.0439	SC_RS20685	SCO3710	4086039	171.5	+	PH domain-containing protein
AbrC3	SCO4596	SC_RS25135	4128782	4128791	-	15.5714	0.0439	SC_RS20900	SCO3755	4128817	30.5	-	ABC transporter ATP-binding protein
AbrC3	SCO4596	SC_RS25135	4146674	4146683	+	15.5714	0.0439	SC_RS20980	SCO3772	4146976	297.5	-	CE1 family esterase
AbrC3	SCO4596	SC_RS25135	4146674	4146683	+	15.5714	0.0439	SC_RS20985	SCO3773	4147062	383.5	+	LysR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4155085	4155094	+	15.5714	0.0439	SC_RS21015	SCO3779	4154591	498.5	+	nucleoside hydrolase
AbrC3	SCO4596	SC_RS25135	4169345	4169354	-	15.5714	0.0439	SC_RS21080	SCO3792	4169611	261.5	+	methionine--tRNA ligase
AbrC3	SCO4596	SC_RS25135	4172399	4172408	+	15.5714	0.0439	SC_RS21095	SCO3794	4172662	258.5	-	glycosyltransferase family 2 protein
AbrC3	SCO4596	SC_RS25135	4182700	4182709	+	15.5714	0.0439	SC_RS21135	SCO3802	4183022	317.5	+	DUF6458 family protein
AbrC3	SCO4596	SC_RS25135	4186798	4186807	-	15.5714	0.0439	SC_RS21160	SCO3807	4186627	175.5	-	carbon-nitrogen family hydrolase
AbrC3	SCO4596	SC_RS25135	4186798	4186807	-	15.5714	0.0439	SC_RS21165	SCO3808	4186809	6.5	+	maleylpyruvate isomerase family mycothiol-dependent enzyme
AbrC3	SCO4596	SC_RS25135	4203691	4203700	-	15.5714	0.0439	SC_RS21240		4203327	368.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4211882	4211891	-	15.5714	0.0439	SC_RS21275	SCO3829	4212271	384.5	-	dihydrolipoamide acetyltransferase family protein
AbrC3	SCO4596	SC_RS25135	4217110	4217119	-	15.5714	0.0439	SC_RS21300	SCO3834	4217317	202.5	-	3-hydroxyacyl-CoA dehydrogenase
AbrC3	SCO4596	SC_RS25135	4217110	4217119	-	15.5714	0.0439	SC_RS21305	SCO3835	4217476	361.5	+	phenylacetic acid degradation protein PaaN
AbrC3	SCO4596	SC_RS25135	4220335	4220344	+	15.5714	0.0439	SC_RS21310	SCO3836	4219963	376.5	-	TrmH family RNA methyltransferase
AbrC3	SCO4596	SC_RS25135	4225398	4225407	-	15.5714	0.0439	SC_RS21335	SCO3841	4225387	15.5	-	DUF2252 domain-containing protein
AbrC3	SCO4596	SC_RS25135	4225398	4225407	-	15.5714	0.0439	SC_RS21340	SCO3842	4225790	387.5	+	carbohydrate-binding protein
AbrC3	SCO4596	SC_RS25135	4227688	4227697	+	15.5714	0.0439	SC_RS21350	SCO3843	4227374	318.5	+	antibiotic biosynthesis regulator FhaA
AbrC3	SCO4596	SC_RS25135	4233410	4233419	+	15.5714	0.0439	SC_RS21375	SCO3848	4233591	176.5	+	Stk1 family PASTA domain-containing Ser/Thr kinase
AbrC3	SCO4596	SC_RS25135	4233432	4233441	-	15.5714	0.0439	SC_RS21375	SCO3848	4233591	154.5	+	Stk1 family PASTA domain-containing Ser/Thr kinase
AbrC3	SCO4596	SC_RS25135	4236045	4236054	-	15.5714	0.0439	SC_RS21380	SCO3849	4236452	402.5	-	class E sortase
AbrC3	SCO4596	SC_RS25135	4238905	4238914	-	15.5714	0.0439	SC_RS21400	SCO3853	4239178	268.5	-	DUF881 domain-containing protein
AbrC3	SCO4596	SC_RS25135	4238905	4238914	-	15.5714	0.0439	SC_RS21405	SCO3854	4239330	420.5	+	cell division protein CrgA
AbrC3	SCO4596	SC_RS25135	4260312	4260321	-	15.5714	0.0439	SC_RS21500	SCOt33	4259867	449.5	-	
AbrC3	SCO4596	SC_RS25135	4260312	4260321	-	15.5714	0.0439	SC_RS21505	SCO3872	4260722	405.5	-	DUF3566 domain-containing protein
AbrC3	SCO4596	SC_RS25135	4261181	4261190	-	15.5714	0.0439	SC_RS21505	SCO3872	4260722	463.5	-	DUF3566 domain-containing protein
AbrC3	SCO4596	SC_RS25135	4269819	4269828	-	15.5714	0.0439	SC_RS21535	SCO3878	4269843	19.5	-	DNA polymerase III subunit beta
AbrC3	SCO4596	SC_RS25135	4274370	4274379	-	15.5714	0.0439	SC_RS21560	SCO3883	4274032	342.5	+	membrane protein insertase YidC
AbrC3	SCO4596	SC_RS25135	4287786	4287795	-	15.5714	0.0439	SC_RS21615	SCO3894	4287582	208.5	-	murein biosynthesis integral membrane protein MurJ
AbrC3	SCO4596	SC_RS25135	4294361	4294370	+	15.5714	0.0439	SC_RS21640	SCO3899	4294828	462.5	-	inositol-3-phosphate synthase
AbrC3	SCO4596	SC_RS25135	4308281	4308290	-	15.5714	0.0439	SC_RS21705	SCO3912	4308427	141.5	+	serine hydrolase domain-containing protein
AbrC3	SCO4596	SC_RS25135	4342748	4342757	-	15.5714	0.0439	SC_RS21870	SCO3946	4342458	294.5	+	cytochrome d ubiquinol oxidase subunit II
AbrC3	SCO4596	SC_RS25135	4343288	4343297	+	15.5714	0.0439	SC_RS21875	SCO3947	4343538	245.5	+	thiol reductant ABC exporter subunit CydD
AbrC3	SCO4596	SC_RS25135	4357703	4357712	-	15.5714	0.0439	SC_RS21930	SCO3958	4357847	139.5	+	ABC transporter ATP-binding protein
AbrC3	SCO4596	SC_RS25135	4360607	4360616	+	15.5714	0.0439	SC_RS21940	SCO3960	4360551	60.5	-	HAD family hydrolase
AbrC3	SCO4596	SC_RS25135	4364377	4364386	+	15.5714	0.0439	SC_RS21955	SCO3963	4364685	303.5	-	iron uptake transporter deferrochelatase/peroxidase subunit
AbrC3	SCO4596	SC_RS25135	4367385	4367394	+	15.5714	0.0439	SC_RS21965	SCO3965	4367286	103.5	-	copper chaperone PCu(A)C
AbrC3	SCO4596	SC_RS25135	4372244	4372253	-	15.5714	0.0439	SC_RS21990	SCO3970	4372061	187.5	-	aminopeptidase P family protein
AbrC3	SCO4596	SC_RS25135	4374301	4374310	+	15.5714	0.0439	SC_RS22000	SCO3972	4374285	20.5	+	bifunctional DNA primase/polymerase
AbrC3	SCO4596	SC_RS25135	4377057	4377066	+	15.5714	0.0439	SC_RS22010	SCO3974	4376882	179.5	-	DUF5926 family protein
AbrC3	SCO4596	SC_RS25135	4396477	4396486	-	15.5714	0.0439	SC_RS22125	SCO4001	4396546	64.5	-	bifunctional DNA primase/polymerase
AbrC3	SCO4596	SC_RS25135	4396477	4396486	-	15.5714	0.0439	SC_RS22130	SCO4002	4396912	430.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4397028	4397037	+	15.5714	0.0439	SC_RS22125	SCO4001	4396546	486.5	-	bifunctional DNA primase/polymerase
AbrC3	SCO4596	SC_RS25135	4397028	4397037	+	15.5714	0.0439	SC_RS22130	SCO4002	4396912	120.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4397169	4397178	-	15.5714	0.0439	SC_RS22130	SCO4002	4396912	261.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4408430	4408439	+	15.5714	0.0439	SC_RS22175	SCO4011	4407977	457.5	+	DUF6234 family protein
AbrC3	SCO4596	SC_RS25135	4408430	4408439	+	15.5714	0.0439	SC_RS22180	SCO4012	4408838	403.5	-	DUF6010 family protein
AbrC3	SCO4596	SC_RS25135	4413580	4413589	-	15.5714	0.0439	SC_RS22205	SCO4017	4413733	148.5	-	metal-dependent transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4430607	4430616	+	15.5714	0.0439	SC_RS22280	SCO4032	4430162	449.5	-	MarR family winged helix-turn-helix transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4430607	4430616	+	15.5714	0.0439	SC_RS22285	SCO4033	4430368	243.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4450561	4450570	+	15.5714	0.0439	SC_RS22410	SCO4057	4450291	274.5	-	MIP/aquaporin family protein
AbrC3	SCO4596	SC_RS25135	4450561	4450570	+	15.5714	0.0439	SC_RS22415	SCO4058	4450575	9.5	+	SRPBCC family protein
AbrC3	SCO4596	SC_RS25135	4471560	4471569	+	15.5714	0.0439	SC_RS22530	SCO4078	4471198	366.5	+	phosphoribosylformylglycinamidine synthase subunit PurQ
AbrC3	SCO4596	SC_RS25135	4471560	4471569	+	15.5714	0.0439	SC_RS22535	SCO4079	4471875	310.5	+	phosphoribosylformylglycinamidine synthase subunit PurL
AbrC3	SCO4596	SC_RS25135	4475407	4475416	+	15.5714	0.0439	SC_RS22545	SCO4081	4474926	485.5	+	ArsR/SmtB family transcription factor
AbrC3	SCO4596	SC_RS25135	4475407	4475416	+	15.5714	0.0439	SC_RS22550	SCO4082	4475477	65.5	+	M23 family metallopeptidase
AbrC3	SCO4596	SC_RS25135	4532374	4532383	-	15.5714	0.0439	SC_RS22790	SCOr14	4532475	96.5	+	
AbrC3	SCO4596	SC_RS25135	4544000	4544009	+	15.5714	0.0439	SC_RS22830	SCO4129	4544380	375.5	-	energy-coupling factor transporter transmembrane component T family protein
AbrC3	SCO4596	SC_RS25135	4555262	4555271	+	15.5714	0.0439	SC_RS22890	SCO4140	4555531	264.5	-	phosphate ABC transporter permease PstA
AbrC3	SCO4596	SC_RS25135	4566951	4566960	+	15.5714	0.0439	SC_RS22940	SCO4150	4566963	7.5	+	ABC transporter
AbrC3	SCO4596	SC_RS25135	4573695	4573704	-	15.5714	0.0439	SC_RS22970	SCO4156	4573859	159.5	-	response regulator transcription factor
AbrC3	SCO4596	SC_RS25135	4576249	4576258	-	15.5714	0.0439	SC_RS22980	SCO4158	4576134	119.5	-	LacI family DNA-binding transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4601199	4601208	-	15.5714	0.0439	SC_RS23150	SCO4193	4601530	326.5	+	ATP/GTP-binding protein
AbrC3	SCO4596	SC_RS25135	4607995	4608004	+	15.5714	0.0439	SC_RS23180	SCO4199	4607810	189.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4617514	4617523	+	15.5714	0.0439	SC_RS23225	SCO4208	4617858	339.5	-	MDR family MFS transporter
AbrC3	SCO4596	SC_RS25135	4628105	4628114	-	15.5714	0.0439	SC_RS23285	SCO4220	4627767	342.5	-	VOC family protein
AbrC3	SCO4596	SC_RS25135	4628105	4628114	-	15.5714	0.0439	SC_RS23290	SCO4221	4628248	138.5	-	cupin domain-containing protein
AbrC3	SCO4596	SC_RS25135	4628105	4628114	-	15.5714	0.0439	SC_RS23295	SCO4222	4628357	247.5	+	VOC family protein
AbrC3	SCO4596	SC_RS25135	4652012	4652021	-	15.5714	0.0439	SC_RS23410	SCO4244	4652357	340.5	-	putative baseplate assembly protein
AbrC3	SCO4596	SC_RS25135	4655327	4655336	-	15.5714	0.0439	SC_RS23425	SCO4247	4655497	165.5	-	CIS tube protein
AbrC3	SCO4596	SC_RS25135	4661525	4661534	+	15.5714	0.0439	SC_RS23450	SCO4252	4661262	267.5	-	phage tail protein
AbrC3	SCO4596	SC_RS25135	4675601	4675610	+	15.5714	0.0439	SC_RS23495	SCO4261	4675222	383.5	-	helix-turn-helix transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4675601	4675610	+	15.5714	0.0439	SC_RS23500	SCO4263	4675583	22.5	+	helix-turn-helix transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4683200	4683209	-	15.5714	0.0439	SC_RS23515	SCO4266	4682866	338.5	-	zinc-binding dehydrogenase
AbrC3	SCO4596	SC_RS25135	4694113	4694122	-	15.5714	0.0439	SC_RS23580	SCO4279	4694541	423.5	-	GNAT family N-acetyltransferase
AbrC3	SCO4596	SC_RS25135	4699749	4699758	+	15.5714	0.0439	SC_RS23600	SCO4283	4699275	478.5	-	1-phosphofructokinase family hexose kinase
AbrC3	SCO4596	SC_RS25135	4721625	4721634	+	15.5714	0.0439	SC_RS23720	SCO4307	4721247	382.5	-	N-acetylmuramic acid 6-phosphate etherase
AbrC3	SCO4596	SC_RS25135	4723951	4723960	+	15.5714	0.0439	SC_RS23740	SCO4311	4724157	201.5	-	GNAT family N-acetyltransferase
AbrC3	SCO4596	SC_RS25135	4725682	4725691	+	15.5714	0.0439	SC_RS23755	SCO4314	4725616	70.5	+	maleylpyruvate isomerase family mycothiol-dependent enzyme
AbrC3	SCO4596	SC_RS25135	4739347	4739356	-	15.5714	0.0439	SC_RS23815	SCO4327	4739389	37.5	-	futalosine hydrolase
AbrC3	SCO4596	SC_RS25135	4740162	4740171	+	15.5714	0.0439	SC_RS23820	SCO4328	4739914	252.5	-	DUF2771 domain-containing protein
AbrC3	SCO4596	SC_RS25135	4766549	4766558	+	15.5714	0.0439	SC_RS23920	SCO4350	4766905	351.5	-	tyrosine-type recombinase/integrase
AbrC3	SCO4596	SC_RS25135	4766549	4766558	+	15.5714	0.0439	SC_RS23925	SCO4351	4766995	441.5	+	recombinase family protein
AbrC3	SCO4596	SC_RS25135	4773100	4773109	+	15.5714	0.0439	SC_RS23960	SCO4358	4773021	83.5	-	TetR/AcrR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4773100	4773109	+	15.5714	0.0439	SC_RS23965	SCO4359	4773118	13.5	+	daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein
AbrC3	SCO4596	SC_RS25135	4774077	4774086	+	15.5714	0.0439	SC_RS23970	SCO4360	4774125	43.5	+	ABC transporter permease
AbrC3	SCO4596	SC_RS25135	4786538	4786547	+	15.5714	0.0439	SC_RS24025	SCO4371	4786553	10.5	+	DinB family protein
AbrC3	SCO4596	SC_RS25135	4787694	4787703	+	15.5714	0.0439	SC_RS24030	SCO4372	4787774	75.5	-	SUKH-4 family immunity protein
AbrC3	SCO4596	SC_RS25135	4800123	4800132	-	15.5714	0.0439	SC_RS24085	SCO4383	4799896	231.5	+	4-coumarate--CoA ligase family protein
AbrC3	SCO4596	SC_RS25135	4804121	4804130	+	15.5714	0.0439	SC_RS24105	SCO4387	4804183	57.5	-	pyridoxamine 5'-phosphate oxidase
AbrC3	SCO4596	SC_RS25135	4804121	4804130	+	15.5714	0.0439	SC_RS24110	SCO4388	4804464	338.5	+	citrate synthase 2
AbrC3	SCO4596	SC_RS25135	4804496	4804505	-	15.5714	0.0439	SC_RS24105	SCO4387	4804183	317.5	-	pyridoxamine 5'-phosphate oxidase
AbrC3	SCO4596	SC_RS25135	4804496	4804505	-	15.5714	0.0439	SC_RS24110	SCO4388	4804464	36.5	+	citrate synthase 2
AbrC3	SCO4596	SC_RS25135	4825780	4825789	-	15.5714	0.0439	SC_RS24205	SCO4407	4825352	432.5	+	GbsR/MarR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4825817	4825826	+	15.5714	0.0439	SC_RS24205	SCO4407	4825352	469.5	+	GbsR/MarR family transcriptional regulator
AbrC3	SCO4596	SC_RS25135	4832950	4832959	-	15.5714	0.0439	SC_RS24245	SCO4415	4833116	161.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4836864	4836873	+	15.5714	0.0439	SC_RS24260	SCO4418	4836769	99.5	-	pyridoxine/pyridoxamine 5'-phosphate oxidase
AbrC3	SCO4596	SC_RS25135	4836864	4836873	+	15.5714	0.0439	SC_RS24265	SCO4419	4837208	339.5	-	pyridoxamine 5'-phosphate oxidase family protein
AbrC3	SCO4596	SC_RS25135	4842236	4842245	-	15.5714	0.0439	SC_RS24285	SCO4424	4841760	480.5	+	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4842236	4842245	-	15.5714	0.0439	SC_RS24290	SCO4425	4842573	332.5	-	hypothetical protein
AbrC3	SCO4596	SC_RS25135	4851158	4851167	-	15.5714	0.0439	SC_RS24315	SCO4430	4850742	420.5	+	L,D-transpeptidase
