threshold	inst	n	n_both	n_A_only	n_C_only	n_neither	OR
0.9	+4848648	214	5	13	74	122	0.6340956340956341
0.9	+4848927	209	29	32	79	69	0.7915348101265823
0.9	+4863478	222	21	28	52	121	1.7451923076923077
0.9	+4879648	257	5	18	91	143	0.4365079365079365
0.9	+4881945	248	10	25	48	165	1.375
0.9	+4890339	247	2	8	37	200	1.3513513513513513
0.9	+4916928	215	2	53	14	146	0.3935309973045822
0.9	+4922078	233	5	17	53	158	0.876803551609323
0.9	+4942228	203	3	5	108	87	0.48333333333333334
0.9	+4948212	201	34	17	83	67	1.6144578313253013
0.9	+4969613	199	0	18	24	157	0.0
0.9	+4972750	211	22	48	42	99	1.0803571428571428
0.9	+4979672	201	13	13	89	86	0.9662921348314607
0.9	+4985941	203	1	16	30	156	0.325
0.9	+4987414	204	9	20	26	149	2.578846153846154
0.9	+4987471	205	12	28	45	120	1.1428571428571428
0.9	+4994694	231	2	4	98	127	0.6479591836734694
0.9	+4998989	210	7	16	36	151	1.8350694444444444
0.9	+5049763	202	0	7	9	186	0.0
0.9	+5051444	209	0	7	62	140	0.0
0.9	+5060014	235	2	50	14	169	0.4828571428571429
0.9	+506101	79	2	6	26	45	0.5769230769230769
0.9	+5075123	223	3	17	57	146	0.4520123839009288
0.9	+5077381	228	2	19	58	149	0.27041742286751363
0.9	+5081730	223	2	5	53	163	1.230188679245283
0.9	+5081760	222	11	14	108	89	0.6474867724867724
0.9	+5094699	179	7	12	79	81	0.5981012658227848
0.9	+5106231	198	1	23	21	153	0.3167701863354037
0.9	+5118990	218	2	8	24	184	1.9166666666666667
0.9	+5134999	239	7	12	76	144	1.105263157894737
0.9	+5135638	244	12	21	95	116	0.6977443609022557
0.9	+5136506	229	4	13	70	142	0.6241758241758242
0.9	+5140252	229	1	5	88	135	0.3068181818181818
0.9	+5147468	220	10	18	53	139	1.4570230607966457
0.9	+5155288	241	10	19	107	105	0.5164781111657649
0.9	+516572	74	4	5	27	38	1.125925925925926
0.9	+5166538	224	0	9	55	160	0.0
0.9	+5167763	223	3	23	24	173	0.9402173913043478
0.9	+5186830	244	0	23	25	196	0.0
0.9	+5187032	242	8	8	117	109	0.9316239316239316
0.9	+5189700	239	4	20	26	189	1.4538461538461538
0.9	+5190162	236	19	38	40	139	1.7375
0.9	+5199465	210	3	14	16	177	2.3705357142857144
0.9	+5200095	209	2	31	20	156	0.5032258064516129
0.9	+5233883	189	12	34	37	106	1.011128775834658
0.9	+5235829	178	5	28	25	120	0.8571428571428571
0.9	+5241339	189	18	48	28	95	1.2723214285714286
0.9	+5260237	201	4	15	65	117	0.48
0.9	+5261448	212	9	21	43	139	1.3853820598006645
0.9	+5263060	197	4	15	27	151	1.491358024691358
0.9	+5269069	200	2	28	60	110	0.13095238095238096
0.9	+52709	66	0	8	8	50	0.0
0.9	+5272247	201	0	12	33	156	0.0
0.9	+5285162	196	4	5	95	92	0.7747368421052632
0.9	+5325244	214	37	34	56	87	1.6906512605042017
0.9	+5329806	220	3	26	18	173	1.108974358974359
0.9	+5335652	209	1	7	86	115	0.19102990033222592
0.9	+5345800	215	7	19	87	102	0.4319419237749546
0.9	+5351751	187	1	8	39	139	0.44551282051282054
0.9	+5369000	208	1	7	41	159	0.554006968641115
0.9	+5395917	194	11	15	93	75	0.5913978494623656
0.9	+5395947	194	2	5	77	110	0.5714285714285714
0.9	+5402834	181	4	8	58	111	0.9568965517241379
0.9	+5407711	198	12	31	47	108	0.8894989704873026
0.9	+5411816	210	8	20	47	135	1.148936170212766
0.9	+542610	70	0	13	13	44	0.0
0.9	+5427965	190	9	37	30	114	0.9243243243243243
0.9	+5428537	199	4	24	22	149	1.128787878787879
0.9	+5434344	214	1	17	32	164	0.3014705882352941
0.9	+5453546	174	0	5	53	116	0.0
0.9	+5516895	192	6	5	64	117	2.19375
0.9	+5520178	171	6	16	60	89	0.55625
0.9	+5520871	187	1	6	50	130	0.43333333333333335
0.9	+5541387	182	2	17	37	126	0.40063593004769477
0.9	+5547231	177	4	17	28	128	1.0756302521008403
0.9	+5554072	187	19	26	50	92	1.3446153846153845
0.9	+5555095	188	5	14	41	128	1.1149825783972125
0.9	+5555374	191	14	24	42	111	1.5416666666666667
0.9	+5557459	189	2	10	59	118	0.4
0.9	+5559289	191	4	5	81	101	0.9975308641975309
0.9	+5561416	176	4	5	35	132	3.0171428571428573
0.9	+5564456	181	1	14	21	145	0.4931972789115646
0.9	+5574962	169	8	20	46	95	0.8260869565217391
0.9	+5576108	170	14	14	43	99	2.302325581395349
0.9	+5576357	171	0	12	56	103	0.0
0.9	+5576888	161	6	21	30	104	0.9904761904761905
0.9	+5577918	176	10	31	35	100	0.9216589861751152
0.9	+5577930	176	14	31	28	103	1.6612903225806452
0.9	+5593069	171	6	10	62	93	0.9
0.9	+5597295	154	2	29	10	113	0.7793103448275862
0.9	+5598014	159	2	10	77	70	0.18181818181818182
0.9	+5598023	159	7	11	52	89	1.0891608391608392
0.9	+5598032	158	12	10	44	92	2.5090909090909093
0.9	+5598050	154	9	25	32	88	0.99
0.9	+5627586	176	2	18	29	127	0.48659003831417624
0.9	+5631606	194	17	24	63	90	1.0119047619047619
0.9	+5652010	181	3	25	17	136	0.96
0.9	+5660162	157	2	9	23	123	1.1884057971014492
0.9	+5693194	171	12	35	36	88	0.8380952380952381
0.9	+5765169	164	1	11	23	129	0.5098814229249012
0.9	+580712	75	1	15	4	55	0.9166666666666666
0.9	+582571	77	8	11	22	36	1.1900826446280992
0.9	+5835199	142	0	10	29	103	0.0
0.9	+5846938	147	0	8	15	124	0.0
0.9	+5864450	168	1	10	24	133	0.5541666666666667
0.9	+5878391	167	1	5	35	126	0.72
0.9	+5886952	160	21	41	27	71	1.3468834688346885
0.9	+5901194	166	1	6	13	146	1.8717948717948718
0.9	+5903472	182	1	12	68	101	0.12377450980392157
0.9	+5910961	199	15	27	49	108	1.2244897959183674
0.9	+5918798	171	2	11	35	123	0.638961038961039
0.9	+5937944	151	0	7	25	119	0.0
0.9	+5944389	160	1	6	33	120	0.6060606060606061
0.9	+5973368	163	3	7	38	115	1.2969924812030076
0.9	+5974529	158	3	23	40	92	0.3
0.9	+5976125	166	2	19	33	112	0.3572567783094099
0.9	+5984875	187	4	5	76	102	1.0736842105263158
0.9	+59890	55	0	5	12	38	0.0
0.9	+6004403	165	1	20	30	114	0.19
0.9	+6007831	165	9	46	28	82	0.5729813664596274
0.9	+6058275	154	1	9	21	123	0.6507936507936508
0.9	+6059026	151	6	10	38	97	1.5315789473684212
0.9	+6062203	148	1	4	63	80	0.31746031746031744
0.9	+6065122	156	2	13	17	124	1.1221719457013575
0.9	+6082367	152	4	18	46	84	0.4057971014492754
0.9	+609828	84	9	16	12	47	2.203125
0.9	+6106596	126	4	15	7	100	3.8095238095238093
0.9	+6112592	124	10	19	18	77	2.2514619883040936
0.9	+6115116	125	4	11	27	83	1.1178451178451179
0.9	+6115148	122	0	5	15	102	0.0
0.9	+6124300	137	6	16	20	95	1.78125
0.9	+6125183	129	11	13	25	80	2.707692307692308
0.9	+6131209	132	23	4	51	54	6.088235294117647
0.9	+6134066	158	2	8	30	118	0.9833333333333333
0.9	+6143024	130	18	23	36	53	1.1521739130434783
0.9	+6144879	126	11	8	59	48	1.11864406779661
0.9	+614825	79	3	3	32	41	1.28125
0.9	+6153020	135	2	11	11	111	1.834710743801653
0.9	+6164126	137	7	19	24	87	1.3355263157894737
0.9	+6165411	145	10	9	45	81	2.0
0.9	+6175231	133	1	4	12	116	2.4166666666666665
0.9	+6182518	143	2	21	23	97	0.40165631469979296
0.9	+6200799	149	3	3	70	73	1.042857142857143
0.9	+6202506	148	3	7	68	70	0.4411764705882353
0.9	+6203059	155	5	12	63	75	0.49603174603174605
0.9	+6206486	142	1	6	18	117	1.0833333333333333
0.9	+6216858	140	3	18	12	107	1.4861111111111112
0.9	+6216957	135	1	9	27	98	0.40329218106995884
0.9	+6216987	134	2	17	35	80	0.2689075630252101
0.9	+6235824	132	2	6	41	83	0.6747967479674797
0.9	+6244011	134	0	9	25	100	0.0
0.9	+6260597	119	2	34	14	69	0.28991596638655465
0.9	+6269774	127	0	6	21	100	0.0
0.9	+6270570	127	2	11	38	76	0.36363636363636365
0.9	+6286267	134	1	15	8	110	0.9166666666666666
0.9	+6286597	122	3	9	21	89	1.4126984126984128
0.9	+6289268	126	1	4	12	109	2.2708333333333335
0.9	+6289735	127	1	15	13	98	0.5025641025641026
0.9	+6314261	158	1	5	42	110	0.5238095238095238
0.9	+6323735	155	0	12	34	109	0.0
0.9	+6325730	146	4	5	31	106	2.735483870967742
0.9	+6325883	141	10	11	35	85	2.207792207792208
0.9	+6334867	132	7	18	14	93	2.5833333333333335
0.9	+6349624	136	10	14	32	80	1.7857142857142858
0.9	+6350485	131	5	32	14	80	0.8928571428571429
0.9	+6360015	142	3	22	34	83	0.33288770053475936
0.9	+6396328	137	7	13	33	84	1.3706293706293706
0.9	+6397210	145	3	23	17	102	0.782608695652174
0.9	+6403190	133	11	9	45	68	1.8469135802469137
0.9	+6463120	130	4	7	55	64	0.6649350649350649
0.9	+6475455	138	1	6	5	126	4.2
0.9	+648234	85	6	9	21	49	1.5555555555555556
0.9	+648246	83	8	21	13	41	1.2014652014652014
0.9	+648438	82	1	17	8	56	0.4117647058823529
0.9	+648450	82	8	12	24	38	1.0555555555555556
0.9	+6485079	138	12	23	20	83	2.1652173913043478
0.9	+6485788	126	2	22	10	92	0.8363636363636363
0.9	+6486995	131	0	5	22	104	0.0
0.9	+6490762	129	4	8	27	90	1.6666666666666667
0.9	+6519308	121	3	6	40	72	0.9
0.9	+6527073	119	4	12	22	81	1.2272727272727273
0.9	+6532820	110	0	10	7	93	0.0
0.9	+6542794	127	12	8	49	58	1.7755102040816326
0.9	+6547212	126	4	22	21	79	0.683982683982684
0.9	+6566615	128	4	13	33	78	0.7272727272727273
0.9	+6583851	110	3	6	18	83	2.3055555555555554
0.9	+6596536	123	8	22	18	75	1.5151515151515151
0.9	+6607885	127	3	17	17	90	0.9342560553633218
0.9	+6623620	110	1	10	23	76	0.33043478260869563
0.9	+6624375	120	5	55	7	53	0.6883116883116883
0.9	+6638956	120	4	9	41	66	0.7154471544715447
0.9	+6668896	108	3	8	31	66	0.7983870967741935
0.9	+6693363	114	0	9	9	96	0.0
0.9	+6701830	124	3	11	49	61	0.3395176252319109
0.9	+6710217	120	8	4	52	56	2.1538461538461537
0.9	+6711767	125	7	16	24	78	1.421875
0.9	+6712370	123	5	7	44	67	1.0876623376623376
0.9	+6737690	122	5	11	28	78	1.2662337662337662
0.9	+6744699	123	0	6	45	72	0.0
0.9	+6763424	122	2	9	11	100	2.0202020202020203
0.9	+6767950	112	3	12	22	75	0.8522727272727273
0.9	+6783976	121	4	8	22	87	1.9772727272727273
0.9	+6804897	122	1	12	16	93	0.484375
0.9	+6812698	100	3	20	16	61	0.571875
0.9	+6833700	99	4	13	21	61	0.8937728937728938
0.9	+6835500	102	3	11	21	67	0.8701298701298701
0.9	+6842192	120	2	22	18	78	0.3939393939393939
0.9	+6862638	113	2	8	26	77	0.7403846153846154
0.9	+6874316	95	4	5	37	49	1.0594594594594595
0.9	+6879641	97	4	15	41	37	0.24065040650406505
0.9	+6915183	103	0	5	25	73	0.0
0.9	+6917676	102	2	11	38	51	0.24401913875598086
0.9	+6941575	102	18	16	17	51	3.375
0.9	+6957409	93	6	6	28	53	1.8928571428571428
0.9	+7012710	115	1	15	12	87	0.48333333333333334
0.9	+7021005	103	1	4	27	71	0.6574074074074074
0.9	+7036517	106	2	3	23	78	2.260869565217391
0.9	+7048059	99	4	10	22	63	1.1454545454545455
0.9	+7048673	98	3	11	10	74	2.018181818181818
0.9	+7048928	96	3	6	26	61	1.1730769230769231
0.9	+7049747	107	0	5	30	72	0.0
0.9	+7051436	117	1	8	22	86	0.48863636363636365
0.9	+7055990	103	6	8	30	59	1.475
0.9	+7060747	157	1	6	19	131	1.1491228070175439
0.9	+7061827	156	2	16	20	118	0.7375
0.9	+7072450	90	1	12	15	62	0.34444444444444444
0.9	+7077658	84	5	5	22	52	2.3636363636363638
0.9	+7084375	91	6	6	23	56	2.4347826086956523
0.9	+7105960	96	1	5	30	60	0.4
0.9	+7107817	93	8	19	12	54	1.894736842105263
0.9	+7122006	113	1	29	4	79	0.6810344827586207
0.9	+7123217	104	0	5	11	88	0.0
0.9	+7123328	102	18	16	31	37	1.342741935483871
0.9	+7135546	117	0	8	22	87	0.0
0.9	+7135966	111	0	8	12	91	0.0
0.9	+7136359	113	5	8	20	80	2.5
0.9	+7149596	107	11	14	41	41	0.7857142857142857
0.9	+718697	72	4	13	29	26	0.27586206896551724
0.9	+7187260	99	1	12	14	72	0.42857142857142855
0.9	+7188373	101	3	8	17	73	1.6102941176470589
0.9	+7192538	105	7	10	20	68	2.38
0.9	+72030	61	3	3	7	48	6.857142857142857
0.9	+7207905	94	2	15	16	61	0.5083333333333333
0.9	+7271090	101	0	11	5	85	0.0
0.9	+7272283	98	8	16	28	46	0.8214285714285714
0.9	+7279025	98	5	9	19	65	1.9005847953216375
0.9	+7289117	80	1	4	36	39	0.2708333333333333
0.9	+7290140	79	0	10	9	60	0.0
0.9	+7296947	75	3	8	17	47	1.036764705882353
0.9	+7297193	78	3	4	19	52	2.0526315789473686
0.9	+7322193	75	1	9	9	56	0.691358024691358
0.9	+7328227	64	2	3	17	42	1.6470588235294117
0.9	+7346560	84	5	13	10	56	2.1538461538461537
0.9	+7350564	77	1	8	7	61	1.0892857142857142
0.9	+7365585	95	6	19	18	52	0.9122807017543859
0.9	+736996	69	11	12	24	22	0.8402777777777778
0.9	+7376402	89	3	4	27	55	1.5277777777777777
0.9	+7380013	75	0	9	8	58	0.0
0.9	+7404539	92	0	8	10	74	0.0
0.9	+7441178	105	2	5	27	71	1.0518518518518518
0.9	+7457895	92	0	6	25	61	0.0
0.9	+7484194	89	0	7	11	71	0.0
0.9	+7485692	106	5	9	20	72	2.0
0.9	+7500186	96	1	4	10	81	2.025
0.9	+7502261	78	1	9	14	54	0.42857142857142855
0.9	+7513985	76	5	5	24	42	1.75
0.9	+7531586	76	0	7	9	60	0.0
0.9	+7546045	78	2	4	13	59	2.269230769230769
0.9	+7560763	88	16	18	23	31	1.1980676328502415
0.9	+7589275	85	0	5	23	57	0.0
0.9	+7592413	88	0	8	15	65	0.0
0.9	+761711	87	1	6	26	54	0.34615384615384615
0.9	+7636110	105	3	2	37	63	2.554054054054054
0.9	+7652935	75	3	7	31	34	0.4700460829493088
0.9	+7663066	76	3	9	32	32	0.3333333333333333
0.9	+7667296	75	4	7	20	44	1.2571428571428571
0.9	+7721106	71	5	12	15	39	1.0833333333333333
0.9	+7733955	72	6	8	14	44	2.357142857142857
0.9	+7775315	89	1	4	25	59	0.59
0.9	+7783698	81	3	8	9	61	2.5416666666666665
0.9	+7808992	76	1	4	7	64	2.2857142857142856
0.9	+7827203	71	3	4	8	56	5.25
0.9	+7828778	74	8	14	14	38	1.5510204081632653
0.9	+7849061	76	8	3	37	28	2.018018018018018
0.9	+7878301	77	3	2	16	56	5.25
0.9	+7884594	73	1	7	17	48	0.40336134453781514
0.9	+7905878	81	3	3	33	42	1.2727272727272727
0.9	+7923186	86	6	18	10	52	1.7333333333333334
0.9	+7940629	78	2	5	23	48	0.8347826086956521
0.9	+7955200	69	5	2	22	40	4.545454545454546
0.9	+796245	85	1	8	13	63	0.6057692307692307
0.9	+796427	84	0	10	6	68	0.0
0.9	+798226	80	3	14	13	50	0.8241758241758241
0.9	+7990365	84	0	7	7	70	0.0
0.9	+8023237	73	1	6	15	51	0.5666666666666667
0.9	+8030243	64	1	7	11	45	0.5844155844155844
0.9	+8063022	79	4	4	14	57	4.071428571428571
0.9	+80983	62	0	5	14	43	0.0
0.9	+8118464	70	2	10	14	44	0.6285714285714286
0.9	+8162164	68	4	8	24	32	0.6666666666666666
0.9	+8162355	68	2	3	15	48	2.1333333333333333
0.9	+8176866	70	4	7	20	39	1.1142857142857143
0.9	+826408	95	2	5	33	55	0.6666666666666666
0.9	+8285300	82	3	10	12	57	1.425
0.9	+8305088	65	5	13	19	28	0.5668016194331984
0.9	+8315299	64	1	6	9	48	0.8888888888888888
0.9	+831763	96	1	4	21	70	0.8333333333333334
0.9	+8320313	58	1	4	10	43	1.075
0.9	+8351730	69	4	7	11	47	2.4415584415584415
0.9	+837137	81	8	16	12	45	1.875
0.9	+8473729	72	3	7	5	57	4.885714285714286
0.9	+8479403	71	10	15	12	34	1.8888888888888888
0.9	+8484851	63	1	8	9	45	0.625
0.9	+8556871	59	1	9	8	41	0.5694444444444444
0.9	+8568964	63	1	13	7	42	0.46153846153846156
0.9	+8572423	50	3	9	8	30	1.25
0.9	+864746	79	9	10	24	36	1.35
0.9	+8660178	80	5	8	26	41	0.9855769230769231
0.9	+877488	98	0	7	11	80	0.0
0.9	+913153	70	1	7	18	44	0.3492063492063492
0.9	+934028	85	6	15	24	40	0.6666666666666666
0.9	+946272	73	10	24	16	23	0.5989583333333334
