gene_id,old_locus_tag,gene_name,chrom,start,end,strand,gff_tss,experimental_tss,tss_source,tss
SC_RS32320,SCO6016,,NC_003888.3,6599193,6600001,+,6599193,,GFF_annotation,6599193
SC_RS32325,SCO6018,,NC_003888.3,6600024,6601049,+,6600024,,GFF_annotation,6600024
SC_RS32330,SCO6019,,NC_003888.3,6601234,6602355,+,6601234,6601155.0,Jeong2016_dRNA-seq,6601155
SC_RS32335,SCO6020,,NC_003888.3,6602452,6603552,-,6603552,6603685.0,Jeong2016_dRNA-seq,6603685
SC_RS32340,SCO6021,,NC_003888.3,6603996,6605621,+,6603996,6603764.0,Jeong2016_dRNA-seq,6603764
SC_RS32345,SCO6022,,NC_003888.3,6605637,6607259,+,6605637,,GFF_annotation,6605637
SC_RS32350,SCO6023,,NC_003888.3,6607256,6609016,+,6607256,,GFF_annotation,6607256
SC_RS32355,SCO6024,,NC_003888.3,6609013,6611106,+,6609013,,GFF_annotation,6609013
SC_RS32360,SCO6025,,NC_003888.3,6611138,6613105,+,6611138,,GFF_annotation,6611138
SC_RS32365,SCO6026,,NC_003888.3,6613171,6615300,-,6615300,,GFF_annotation,6615300
SC_RS32370,SCO6027,,NC_003888.3,6615297,6616514,-,6616514,6616577.0,Jeong2016_dRNA-seq,6616577
SC_RS32375,SCO6028,,NC_003888.3,6616708,6617994,-,6617994,6617974.0,Jeong2016_dRNA-seq,6617974
SC_RS32380,SCO6029,,NC_003888.3,6618177,6618839,-,6618839,,GFF_annotation,6618839
SC_RS32385,SCO6030,,NC_003888.3,6619133,6619849,-,6619849,6619849.0,Jeong2016_dRNA-seq,6619849
SC_RS32390,SCO6031,hemE,NC_003888.3,6620001,6621068,+,6620001,,GFF_annotation,6620001
SC_RS32395,SCO6032,,NC_003888.3,6621097,6622617,-,6622617,,GFF_annotation,6622617
SC_RS32400,SCO6033,,NC_003888.3,6623033,6624127,+,6623033,,GFF_annotation,6623033
SC_RS32405,SCO6034,,NC_003888.3,6624109,6625437,+,6624109,,GFF_annotation,6624109
SC_RS32410,SCO6035,,NC_003888.3,6625434,6626642,+,6625434,,GFF_annotation,6625434
SC_RS32415,SCO6036,,NC_003888.3,6626635,6627204,+,6626635,,GFF_annotation,6626635
SC_RS32420,SCO6037,,NC_003888.3,6627211,6628443,+,6627211,,GFF_annotation,6627211
SC_RS32425,SCO6038,,NC_003888.3,6628480,6629298,-,6629298,,GFF_annotation,6629298
SC_RS32430,,,NC_003888.3,6629434,6629790,+,6629434,,GFF_annotation,6629434
SC_RS32435,SCO6039,,NC_003888.3,6629805,6631202,-,6631202,,GFF_annotation,6631202
SC_RS32440,SCO6040,,NC_003888.3,6631230,6632213,-,6632213,,GFF_annotation,6632213
SC_RS32445,SCO6041,hemG,NC_003888.3,6632494,6633978,+,6632494,,GFF_annotation,6632494
SC_RS32450,SCO6042,hemQ,NC_003888.3,6633983,6634714,+,6633983,6633983.0,Jeong2016_dRNA-seq,6633983
SC_RS32455,SCO6043,,NC_003888.3,6634715,6636316,-,6636316,,GFF_annotation,6636316
SC_RS32460,SCO6044,,NC_003888.3,6636431,6637228,-,6637228,,GFF_annotation,6637228
SC_RS32465,SCO6045,,NC_003888.3,6637343,6638659,-,6638659,6638686.0,Jeong2016_dRNA-seq,6638686
SC_RS32470,SCO6046,,NC_003888.3,6638803,6639552,-,6639552,,GFF_annotation,6639552
SC_RS32475,SCO6047,,NC_003888.3,6639597,6640451,+,6639597,,GFF_annotation,6639597
SC_RS32480,SCO6048,,NC_003888.3,6640448,6641122,+,6640448,,GFF_annotation,6640448
SC_RS32485,SCO6049,,NC_003888.3,6641114,6641344,-,6641344,,GFF_annotation,6641344
SC_RS32490,SCO6050,,NC_003888.3,6641362,6642231,-,6642231,,GFF_annotation,6642231
SC_RS32495,SCO6051,,NC_003888.3,6642322,6643845,-,6643845,,GFF_annotation,6643845
SC_RS32500,SCO6052,,NC_003888.3,6643915,6645312,-,6645312,,GFF_annotation,6645312
SC_RS32505,SCO6053,,NC_003888.3,6645402,6646190,-,6646190,6646226.0,Jeong2016_dRNA-seq,6646226
SC_RS32510,SCO6054,,NC_003888.3,6646291,6647781,-,6647781,,GFF_annotation,6647781
SC_RS32515,SCO6055,,NC_003888.3,6647790,6648371,-,6648371,,GFF_annotation,6648371
SC_RS32520,SCO6056,,NC_003888.3,6648450,6648851,-,6648851,6648936.0,Jeong2016_dRNA-seq,6648936
SC_RS32525,SCO6057,zapE,NC_003888.3,6649041,6650153,-,6650153,,GFF_annotation,6650153
SC_RS32530,SCO6058,,NC_003888.3,6650674,6651471,+,6650674,,GFF_annotation,6650674
SC_RS32535,SCO6059,,NC_003888.3,6651688,6652161,+,6651688,,GFF_annotation,6651688
SC_RS32540,SCO6060,murC,NC_003888.3,6652235,6653623,+,6652235,6652028.0,Jeong2016_dRNA-seq,6652028
SC_RS32545,SCO6061,msrB,NC_003888.3,6653637,6654044,+,6653637,6653611.0,Jeong2016_dRNA-seq,6653611
SC_RS32550,SCO6062,,NC_003888.3,6654289,6655458,+,6654289,6654180.0,Jeong2016_dRNA-seq,6654180
SC_RS32555,SCO6063,,NC_003888.3,6655455,6656168,+,6655455,,GFF_annotation,6655455
SC_RS32560,SCO6064,,NC_003888.3,6656165,6656830,+,6656165,,GFF_annotation,6656165
SC_RS32565,SCO6065,,NC_003888.3,6656904,6657866,+,6656904,,GFF_annotation,6656904
SC_RS32570,SCO6066,,NC_003888.3,6657898,6658509,-,6658509,,GFF_annotation,6658509
SC_RS32575,SCO6067,,NC_003888.3,6658496,6658855,-,6658855,,GFF_annotation,6658855
SC_RS32580,SCO6068,,NC_003888.3,6658857,6659276,-,6659276,,GFF_annotation,6659276
SC_RS32585,SCO6069,,NC_003888.3,6659273,6661906,-,6661906,,GFF_annotation,6661906
SC_RS32590,SCO6070,,NC_003888.3,6661975,6662988,-,6662988,6663084.0,Jeong2016_dRNA-seq,6663084
SC_RS32595,SCO6071,cprB,NC_003888.3,6663344,6663991,+,6663344,6663289.0,Jeong2016_dRNA-seq,6663289
SC_RS32600,,,NC_003888.3,6664852,6666069,+,6664852,,GFF_annotation,6664852
SC_RS32605,SCO6073,cyc2,NC_003888.3,6666219,6668399,+,6666219,,GFF_annotation,6666219
SC_RS32610,SCO6074,,NC_003888.3,6668483,6669124,+,6668483,,GFF_annotation,6668483
SC_RS32615,SCO6075,,NC_003888.3,6669117,6669872,-,6669872,6669925.0,Jeong2016_dRNA-seq,6669925
SC_RS32620,SCO6076,,NC_003888.3,6670057,6671187,+,6670057,,GFF_annotation,6670057
SC_RS32625,SCO6077,,NC_003888.3,6671244,6672188,+,6671244,,GFF_annotation,6671244
SC_RS32630,SCO6078,treZ,NC_003888.3,6672199,6673944,-,6673944,,GFF_annotation,6673944
SC_RS32635,SCO6079,,NC_003888.3,6674122,6674673,+,6674122,6674122.0,Jeong2016_dRNA-seq,6674122
SC_RS32640,SCO6080,,NC_003888.3,6674899,6676224,+,6674899,6674823.0,Jeong2016_dRNA-seq,6674823
SC_RS32645,SCO6081,treY,NC_003888.3,6676232,6678649,-,6678649,,GFF_annotation,6678649
SC_RS32650,SCO6082,glgX,NC_003888.3,6678718,6680826,-,6680826,6680905.0,Jeong2016_dRNA-seq,6680905
SC_RS32655,SCO6083,,NC_003888.3,6681383,6682630,+,6681383,6681328.0,Jeong2016_dRNA-seq,6681328
SC_RS32660,SCO6084,,NC_003888.3,6682745,6683479,+,6682745,6682709.0,Jeong2016_dRNA-seq,6682709
SC_RS32665,SCO6085,,NC_003888.3,6683518,6684384,-,6684384,,GFF_annotation,6684384
SC_RS32670,SCO6086,,NC_003888.3,6684546,6685493,+,6684546,,GFF_annotation,6684546
SC_RS32675,SCO6087,,NC_003888.3,6685490,6686323,+,6685490,,GFF_annotation,6685490
SC_RS32680,SCO6088,,NC_003888.3,6686323,6687615,+,6686323,,GFF_annotation,6686323
SC_RS32685,SCO6089,erm(O),NC_003888.3,6687926,6688708,+,6687926,,GFF_annotation,6687926
SC_RS32690,SCO6090,mgt,NC_003888.3,6688705,6689961,+,6688705,6688756.0,Jeong2016_dRNA-seq,6688756
SC_RS32695,SCO6091,,NC_003888.3,6690041,6692311,-,6692311,6692361.0,Jeong2016_dRNA-seq,6692361
SC_RS32700,SCO6092,,NC_003888.3,6692660,6693208,+,6692660,,GFF_annotation,6692660
SC_RS32705,SCO6093,,NC_003888.3,6693222,6693968,-,6693968,,GFF_annotation,6693968
SC_RS32710,SCO6094,,NC_003888.3,6693977,6694888,-,6694888,,GFF_annotation,6694888
SC_RS32715,SCO6095,,NC_003888.3,6694875,6695669,-,6695669,,GFF_annotation,6695669
SC_RS32720,SCO6096,,NC_003888.3,6695702,6696805,-,6696805,,GFF_annotation,6696805
SC_RS32725,SCO6097,,NC_003888.3,6697066,6698421,-,6698421,,GFF_annotation,6698421
SC_RS32730,SCO6098,cysD,NC_003888.3,6698424,6699362,-,6699362,,GFF_annotation,6699362
SC_RS32735,SCO6099,cysC,NC_003888.3,6699359,6700003,-,6700003,,GFF_annotation,6700003
SC_RS32740,SCO6100,,NC_003888.3,6700005,6700715,-,6700715,,GFF_annotation,6700715
SC_RS32745,SCO6101,,NC_003888.3,6700712,6700891,-,6700891,,GFF_annotation,6700891
SC_RS32750,SCO6102,sirA,NC_003888.3,6700888,6702585,-,6702585,6702819.0,Jeong2016_dRNA-seq,6702819
SC_RS32755,,,NC_003888.3,6702736,6702819,-,6702819,,GFF_annotation,6702819
SC_RS32760,SCO6103,,NC_003888.3,6702969,6703541,-,6703541,6703541.0,Jeong2016_dRNA-seq,6703541
SC_RS32765,SCO6104,,NC_003888.3,6703618,6704931,-,6704931,6705004.0,Jeong2016_dRNA-seq,6705004
SC_RS32770,SCO6105,,NC_003888.3,6705148,6706437,-,6706437,,GFF_annotation,6706437
SC_RS32775,SCO6106,,NC_003888.3,6706680,6708353,-,6708353,6708353.0,Jeong2016_dRNA-seq,6708353
SC_RS32780,SCO6107,,NC_003888.3,6708454,6709614,+,6708454,6708454.0,Jeong2016_dRNA-seq,6708454
SC_RS32785,SCO6108,fusH,NC_003888.3,6709861,6711471,+,6709861,6709870.0,Jeong2016_dRNA-seq,6709870
SC_RS32790,SCO6109,,NC_003888.3,6711507,6713030,+,6711507,,GFF_annotation,6711507
SC_RS32795,SCO6110,,NC_003888.3,6713089,6714015,-,6714015,,GFF_annotation,6714015
SC_RS32800,SCO6111,,NC_003888.3,6714012,6715769,-,6715769,,GFF_annotation,6715769
SC_RS32805,SCO6112,,NC_003888.3,6715766,6716659,-,6716659,,GFF_annotation,6716659
SC_RS32810,SCO6113,,NC_003888.3,6716656,6717615,-,6717615,,GFF_annotation,6717615
SC_RS32815,SCO6114,,NC_003888.3,6717677,6719485,-,6719485,,GFF_annotation,6719485
SC_RS32820,SCO6115,,NC_003888.3,6719695,6720918,+,6719695,,GFF_annotation,6719695
SC_RS32825,SCO6116,,NC_003888.3,6720968,6722509,+,6720968,,GFF_annotation,6720968
SC_RS32830,SCO6117,,NC_003888.3,6722506,6723300,+,6722506,,GFF_annotation,6722506
SC_RS32835,SCO6118,,NC_003888.3,6723358,6724296,+,6723358,,GFF_annotation,6723358
SC_RS32840,SCO6119,,NC_003888.3,6724307,6724990,+,6724307,6724307.0,Jeong2016_dRNA-seq,6724307
SC_RS32845,SCO6120,,NC_003888.3,6725136,6725624,+,6725136,6725136.0,Jeong2016_dRNA-seq,6725136
SC_RS32850,SCO6121,,NC_003888.3,6725692,6726270,-,6726270,6726270.0,Jeong2016_dRNA-seq,6726270
SC_RS32855,SCO6122,,NC_003888.3,6726363,6726809,+,6726363,6726327.0,Jeong2016_dRNA-seq,6726327
SC_RS32860,SCO6123,,NC_003888.3,6726883,6727275,-,6727275,,GFF_annotation,6727275
SC_RS32865,,,NC_003888.3,6727376,6727561,-,6727561,,GFF_annotation,6727561
SC_RS32870,SCO6124,,NC_003888.3,6727703,6728032,+,6727703,6727703.0,Jeong2016_dRNA-seq,6727703
SC_RS32875,SCO6125,,NC_003888.3,6728081,6728752,+,6728081,,GFF_annotation,6728081
SC_RS32880,SCO6126,,NC_003888.3,6728774,6729088,-,6729088,6729120.0,Jeong2016_dRNA-seq,6729120
SC_RS32885,SCO6127,,NC_003888.3,6729231,6730739,+,6729231,6729196.0,Jeong2016_dRNA-seq,6729196
SC_RS32890,SCO6128,,NC_003888.3,6730693,6730926,-,6730926,6730983.0,Jeong2016_dRNA-seq,6730983
SC_RS32895,SCO6129,,NC_003888.3,6730923,6731741,-,6731741,6731817.0,Jeong2016_dRNA-seq,6731817
SC_RS32900,SCO6130,,NC_003888.3,6731827,6732270,+,6731827,,GFF_annotation,6731827
SC_RS32905,SCO6131,dacB,NC_003888.3,6732336,6733691,-,6733691,,GFF_annotation,6733691
SC_RS32910,SCO6132,,NC_003888.3,6733884,6734480,-,6734480,,GFF_annotation,6734480
SC_RS32915,SCO6133,,NC_003888.3,6734477,6735859,-,6735859,,GFF_annotation,6735859
SC_RS32920,SCO6134,,NC_003888.3,6735856,6736854,-,6736854,,GFF_annotation,6736854
SC_RS32925,SCO6135,,NC_003888.3,6736851,6737525,-,6737525,,GFF_annotation,6737525
SC_RS32930,SCO6136,,NC_003888.3,6737522,6738478,-,6738478,,GFF_annotation,6738478
SC_RS32935,SCO6137,mmuM,NC_003888.3,6738552,6739466,-,6739466,,GFF_annotation,6739466
SC_RS32940,SCO6138,,NC_003888.3,6739627,6740469,+,6739627,,GFF_annotation,6739627
SC_RS32945,SCO6139,,NC_003888.3,6740466,6741632,+,6740466,6740466.0,Jeong2016_dRNA-seq,6740466
SC_RS32950,SCO6140,,NC_003888.3,6741629,6742288,+,6741629,6741364.0,Jeong2016_dRNA-seq,6741364
SC_RS32955,SCO6141,,NC_003888.3,6742307,6742843,-,6742843,,GFF_annotation,6742843
SC_RS32960,SCO6142,,NC_003888.3,6742964,6743446,+,6742964,,GFF_annotation,6742964
SC_RS32965,SCO6143,,NC_003888.3,6743443,6744198,+,6743443,,GFF_annotation,6743443
SC_RS32970,SCO6144,,NC_003888.3,6744201,6744770,-,6744770,6744799.0,Jeong2016_dRNA-seq,6744799
SC_RS32975,SCO6145,,NC_003888.3,6744922,6746640,+,6744922,6744886.0,Jeong2016_dRNA-seq,6744886
SC_RS32980,SCO6146,,NC_003888.3,6746637,6747161,+,6746637,,GFF_annotation,6746637
SC_RS32985,SCO6147,aldO,NC_003888.3,6747192,6748448,-,6748448,,GFF_annotation,6748448
SC_RS32990,SCO6148,,NC_003888.3,6748555,6749883,+,6748555,6748526.0,Jeong2016_dRNA-seq,6748526
SC_RS32995,SCO6149,rsgA,NC_003888.3,6750131,6751231,+,6750131,,GFF_annotation,6750131
SC_RS33000,SCO6150,,NC_003888.3,6751253,6752737,+,6751253,,GFF_annotation,6751253
SC_RS33005,SCO6151,,NC_003888.3,6752734,6753294,+,6752734,,GFF_annotation,6752734
SC_RS33010,SCO6152,,NC_003888.3,6753257,6753739,-,6753739,,GFF_annotation,6753739
SC_RS33015,SCO6153,,NC_003888.3,6753801,6754784,-,6754784,,GFF_annotation,6754784
SC_RS33020,,,NC_003888.3,6755074,6756879,+,6755074,,GFF_annotation,6755074
SC_RS33025,SCO6155,,NC_003888.3,6756908,6758650,+,6756908,6756908.0,Jeong2016_dRNA-seq,6756908
SC_RS33030,SCO6156,,NC_003888.3,6758794,6759201,+,6758794,6758584.0,Jeong2016_dRNA-seq,6758584
SC_RS33035,SCO6157,,NC_003888.3,6759259,6760323,-,6760323,6760555.0,Jeong2016_dRNA-seq,6760555
SC_RS33040,SCO6158,,NC_003888.3,6760581,6761426,-,6761426,,GFF_annotation,6761426
SC_RS33045,SCO6159,,NC_003888.3,6761595,6762416,+,6761595,6761490.0,Jeong2016_dRNA-seq,6761490
SC_RS33050,SCO6160,secD,NC_003888.3,6762662,6765049,-,6765049,,GFF_annotation,6765049
SC_RS33055,SCO6161,,NC_003888.3,6765129,6765518,-,6765518,,GFF_annotation,6765518
SC_RS33060,SCO6162,,NC_003888.3,6765623,6766405,-,6766405,,GFF_annotation,6766405
SC_RS33065,SCO6163,,NC_003888.3,6766414,6767361,-,6767361,,GFF_annotation,6767361
SC_RS33070,SCO6164,,NC_003888.3,6767705,6768031,+,6767705,,GFF_annotation,6767705
SC_RS33075,SCO6165,,NC_003888.3,6768098,6768478,+,6768098,,GFF_annotation,6768098
SC_RS33080,SCO6166,,NC_003888.3,6768475,6769299,+,6768475,,GFF_annotation,6768475
SC_RS33085,,,NC_003888.3,6770134,6770778,+,6770134,,GFF_annotation,6770134
SC_RS33090,SCO6168,,NC_003888.3,6770801,6771589,-,6771589,6771629.0,Jeong2016_dRNA-seq,6771629
SC_RS33095,SCO6169,,NC_003888.3,6771761,6773470,-,6773470,6773592.0,Jeong2016_dRNA-seq,6773592
SC_RS33100,SCO6170,,NC_003888.3,6773787,6774677,+,6773787,6773663.0,Jeong2016_dRNA-seq,6773663
SC_RS33105,SCO6171,,NC_003888.3,6774677,6775267,+,6774677,,GFF_annotation,6774677
SC_RS33110,SCO6172,,NC_003888.3,6775270,6777756,+,6775270,,GFF_annotation,6775270
SC_RS33115,SCO6173,,NC_003888.3,6777908,6779365,+,6777908,,GFF_annotation,6777908
SC_RS33120,SCO6174,,NC_003888.3,6779417,6780604,+,6779417,,GFF_annotation,6779417
SC_RS33125,SCO6175,,NC_003888.3,6780609,6781592,+,6780609,,GFF_annotation,6780609
SC_RS33130,SCO6176,,NC_003888.3,6781601,6782482,-,6782482,6782482.0,Jeong2016_dRNA-seq,6782482
SC_RS33135,SCO6177,,NC_003888.3,6782568,6783008,-,6783008,,GFF_annotation,6783008
SC_RS33140,SCO6178,,NC_003888.3,6783029,6783853,-,6783853,6783853.0,Jeong2016_dRNA-seq,6783853
SC_RS33145,SCO6179,,NC_003888.3,6783983,6784975,+,6783983,6783876.0,Jeong2016_dRNA-seq,6783876
SC_RS33150,SCO6180,,NC_003888.3,6785096,6786736,+,6785096,,GFF_annotation,6785096
SC_RS33155,SCO6181,,NC_003888.3,6786733,6787767,+,6786733,,GFF_annotation,6786733
SC_RS33160,SCO6182,,NC_003888.3,6787764,6788621,+,6787764,,GFF_annotation,6787764
SC_RS33165,SCO6183,,NC_003888.3,6788618,6789625,+,6788618,,GFF_annotation,6788618
SC_RS33170,SCO6184,,NC_003888.3,6789622,6790572,+,6789622,,GFF_annotation,6789622
SC_RS33175,SCO6185,,NC_003888.3,6790569,6791789,+,6790569,,GFF_annotation,6790569
SC_RS33180,SCO6186,,NC_003888.3,6791786,6792481,+,6791786,,GFF_annotation,6791786
SC_RS33185,SCO6187,rfaE2,NC_003888.3,6792490,6793869,+,6792490,,GFF_annotation,6792490
SC_RS33190,,,NC_003888.3,6794550,6795566,+,6794550,,GFF_annotation,6794550
SC_RS33195,SCO6189,,NC_003888.3,6795563,6796516,+,6795563,,GFF_annotation,6795563
SC_RS33200,SCO6190,,NC_003888.3,6796513,6797409,+,6796513,,GFF_annotation,6796513
SC_RS33205,SCO6191,,NC_003888.3,6797459,6798373,-,6798373,,GFF_annotation,6798373
SC_RS33210,SCO6192,,NC_003888.3,6798812,6799918,+,6798812,,GFF_annotation,6798812
SC_RS33215,SCO6193,,NC_003888.3,6800241,6803072,-,6803072,6803101.0,Jeong2016_dRNA-seq,6803101
SC_RS33220,SCO6194,,NC_003888.3,6803232,6804071,-,6804071,,GFF_annotation,6804071
SC_RS33225,SCO6195,ibuL,NC_003888.3,6804196,6805872,+,6804196,6804160.0,Jeong2016_dRNA-seq,6804160
SC_RS33230,SCO6196,lbuL,NC_003888.3,6805869,6807494,+,6805869,6805423.0,Jeong2016_dRNA-seq,6805423
SC_RS33235,SCO6197,,NC_003888.3,6807680,6808222,-,6808222,6808276.0,Jeong2016_dRNA-seq,6808276
SC_RS33240,SCO6198,,NC_003888.3,6808799,6812269,+,6808799,6808668.0,Jeong2016_dRNA-seq,6808668
SC_RS33245,SCO6199,,NC_003888.3,6812501,6814648,+,6812501,6812291.0,Jeong2016_dRNA-seq,6812291
SC_RS33250,SCO6200,,NC_003888.3,6814657,6815349,-,6815349,,GFF_annotation,6815349
SC_RS33255,SCO6201,gcl,NC_003888.3,6815497,6817281,+,6815497,,GFF_annotation,6815497
SC_RS33260,SCO6202,,NC_003888.3,6817450,6818094,-,6818094,,GFF_annotation,6818094
SC_RS33265,SCO6203,,NC_003888.3,6818162,6818422,-,6818422,,GFF_annotation,6818422
SC_RS33270,SCO6204,,NC_003888.3,6818863,6820326,-,6820326,,GFF_annotation,6820326
SC_RS33275,SCO6205,,NC_003888.3,6820531,6821421,-,6821421,,GFF_annotation,6821421
SC_RS33280,SCO6206,,NC_003888.3,6821469,6822308,-,6822308,,GFF_annotation,6822308
SC_RS33285,SCO6207,,NC_003888.3,6822451,6822717,+,6822451,6822451.0,Jeong2016_dRNA-seq,6822451
SC_RS33290,SCO6208,,NC_003888.3,6822714,6823082,+,6822714,,GFF_annotation,6822714
SC_RS33295,SCO6209,uraD,NC_003888.3,6823232,6823747,+,6823232,,GFF_annotation,6823232
SC_RS33300,SCO6210,uraH,NC_003888.3,6823744,6824145,+,6823744,,GFF_annotation,6823744
SC_RS33305,SCO6211,pucL,NC_003888.3,6824153,6825088,+,6824153,,GFF_annotation,6824153
SC_RS33310,SCO6212,,NC_003888.3,6825153,6826568,+,6825153,,GFF_annotation,6825153
SC_RS33315,SCO6213,,NC_003888.3,6826642,6828039,+,6826642,,GFF_annotation,6826642
SC_RS33320,SCO6214,,NC_003888.3,6828295,6829683,+,6828295,,GFF_annotation,6828295
SC_RS33330,SCO6216,,NC_003888.3,6830158,6830580,-,6830580,6830612.0,Jeong2016_dRNA-seq,6830612
SC_RS33335,SCO6217,,NC_003888.3,6830637,6831287,-,6831287,,GFF_annotation,6831287
SC_RS33340,SCO6218,,NC_003888.3,6831346,6831945,-,6831945,6831970.0,Jeong2016_dRNA-seq,6831970
SC_RS33345,SCO6219,,NC_003888.3,6832135,6835920,+,6832135,6832107.0,Jeong2016_dRNA-seq,6832107
SC_RS33350,SCO6220,,NC_003888.3,6836057,6842608,+,6836057,,GFF_annotation,6836057
SC_RS33355,SCO6221,,NC_003888.3,6842700,6843161,+,6842700,,GFF_annotation,6842700
SC_RS33360,SCO6222,,NC_003888.3,6843172,6844380,-,6844380,6844409.0,Jeong2016_dRNA-seq,6844409
SC_RS33365,SCO6223,,NC_003888.3,6844468,6845118,+,6844468,,GFF_annotation,6844468
SC_RS33370,SCO6224,,NC_003888.3,6845172,6845987,-,6845987,,GFF_annotation,6845987
SC_RS33375,SCO6225,,NC_003888.3,6845987,6847252,-,6847252,,GFF_annotation,6847252
SC_RS33380,SCO6226,,NC_003888.3,6847315,6848841,-,6848841,,GFF_annotation,6848841
SC_RS33385,SCO6227,,NC_003888.3,6848969,6850522,+,6848969,6848857.0,Jeong2016_dRNA-seq,6848857
SC_RS33390,SCO6228,,NC_003888.3,6850590,6851204,+,6850590,,GFF_annotation,6850590
SC_RS33395,SCO6229,,NC_003888.3,6851212,6852093,-,6852093,,GFF_annotation,6852093
SC_RS33400,SCO6230,,NC_003888.3,6852090,6853064,-,6853064,,GFF_annotation,6853064
SC_RS33405,SCO6231,,NC_003888.3,6853107,6854429,-,6854429,,GFF_annotation,6854429
SC_RS33410,SCO6232,,NC_003888.3,6854701,6857163,+,6854701,,GFF_annotation,6854701
SC_RS33415,SCO6233,,NC_003888.3,6857160,6858188,+,6857160,,GFF_annotation,6857160
SC_RS33420,SCO6234,,NC_003888.3,6858440,6859594,+,6858440,,GFF_annotation,6858440
SC_RS33425,SCO6235,,NC_003888.3,6859658,6859903,-,6859903,6859960.0,Jeong2016_dRNA-seq,6859960
SC_RS33430,SCO6236,,NC_003888.3,6859900,6860733,-,6860733,,GFF_annotation,6860733
SC_RS33435,SCO6237,,NC_003888.3,6860882,6861364,+,6860882,,GFF_annotation,6860882
SC_RS33440,SCO6238,,NC_003888.3,6861417,6862082,+,6861417,,GFF_annotation,6861417
SC_RS33445,SCO6239,sigJ,NC_003888.3,6862307,6863275,-,6863275,6863479.0,Jeong2016_dRNA-seq,6863479
SC_RS33450,SCO6240,,NC_003888.3,6863358,6864092,-,6864092,,GFF_annotation,6864092
SC_RS33455,SCO6241,,NC_003888.3,6864326,6864658,+,6864326,,GFF_annotation,6864326
SC_RS33460,SCO6242,,NC_003888.3,6864755,6865669,+,6864755,,GFF_annotation,6864755
SC_RS33465,SCO6243,aceB,NC_003888.3,6865736,6867358,-,6867358,,GFF_annotation,6867358
SC_RS33470,SCO6244,,NC_003888.3,6867543,6868166,-,6868166,,GFF_annotation,6868166
SC_RS33475,SCO6245,,NC_003888.3,6868320,6868634,+,6868320,6868293.0,Jeong2016_dRNA-seq,6868293
SC_RS33480,SCO6246,allR,NC_003888.3,6868657,6869469,-,6869469,6869497.0,Jeong2016_dRNA-seq,6869497
SC_RS33485,SCO6247,allB,NC_003888.3,6869725,6871062,+,6869725,6869557.0,Jeong2016_dRNA-seq,6869557
SC_RS33490,SCO6248,alc,NC_003888.3,6871127,6872257,+,6871127,,GFF_annotation,6871127
SC_RS33495,SCO6249,,NC_003888.3,6872329,6873105,-,6873105,,GFF_annotation,6873105
SC_RS33500,SCO6250,,NC_003888.3,6873230,6873760,+,6873230,,GFF_annotation,6873230
SC_RS33505,SCO6251,,NC_003888.3,6873849,6874406,+,6873849,,GFF_annotation,6873849
SC_RS33510,SCO6252,,NC_003888.3,6874704,6874904,-,6874904,,GFF_annotation,6874904
SC_RS33515,SCO6253,,NC_003888.3,6875083,6876336,+,6875083,,GFF_annotation,6875083
SC_RS33520,SCO6254,,NC_003888.3,6876381,6877070,+,6876381,6876381.0,Jeong2016_dRNA-seq,6876381
SC_RS33525,SCO6255,,NC_003888.3,6877162,6878175,-,6878175,,GFF_annotation,6878175
SC_RS33530,SCO6256,,NC_003888.3,6878304,6879041,+,6878304,6878277.0,Jeong2016_dRNA-seq,6878277
SC_RS33535,SCO6257,,NC_003888.3,6879297,6880301,+,6879297,6879218.0,Jeong2016_dRNA-seq,6879218
SC_RS33540,SCO6258,,NC_003888.3,6880298,6881338,+,6880298,,GFF_annotation,6880298
SC_RS33545,SCO6259,,NC_003888.3,6881335,6882126,+,6881335,,GFF_annotation,6881335
SC_RS33550,SCO6260,,NC_003888.3,6882242,6883390,+,6882242,,GFF_annotation,6882242
SC_RS33555,SCO6261,,NC_003888.3,6883387,6883968,+,6883387,,GFF_annotation,6883387
SC_RS33560,SCO6262,,NC_003888.3,6884138,6887071,+,6884138,6884101.0,Jeong2016_dRNA-seq,6884101
SC_RS33565,SCO6263,,NC_003888.3,6887515,6889461,+,6887515,,GFF_annotation,6887515
SC_RS33570,SCO6264,scbB,NC_003888.3,6889624,6890412,+,6889624,6889567.0,Jeong2016_dRNA-seq,6889567
SC_RS33575,SCO6265,,NC_003888.3,6890528,6891175,-,6891175,6891300.0,Jeong2016_dRNA-seq,6891300
SC_RS33580,SCO6266,scbA,NC_003888.3,6891293,6892237,+,6891293,6891247.0,Jeong2016_dRNA-seq,6891247
SC_RS33585,SCO6267,scbC,NC_003888.3,6892353,6893207,+,6892353,,GFF_annotation,6892353
SC_RS33590,SCO6268,,NC_003888.3,6893258,6894079,-,6894079,,GFF_annotation,6894079
SC_RS33595,SCO6269,,NC_003888.3,6894148,6895200,-,6895200,,GFF_annotation,6895200
SC_RS33600,SCO6270,,NC_003888.3,6895193,6897085,-,6897085,,GFF_annotation,6897085
SC_RS33605,SCO6271,,NC_003888.3,6897089,6898861,-,6898861,6898949.0,Jeong2016_dRNA-seq,6898949
SC_RS33610,SCO6272,,NC_003888.3,6899170,6900822,+,6899170,6899105.0,Jeong2016_dRNA-seq,6899105
