tss_id,tss_position,strand,abundance,category,sco_gene,reference,gene_id
TSS-1245,3153788,-,115,P,SCO2898,Romero et al.,SC_RS16585
TSS-1246,3154226,-,6,P,SCO2899,,SC_RS16590
TSS-1247,3154614,-,41,S,SCO2900,,SC_RS16595
TSS-1248,3154677,+,98,P,SCO2901,Romero et al.,SC_RS16600
TSS-1249,3154793,-,44,P,SCO2900,,SC_RS16595
TSS-1250,3155174,+,56,P,SCOt23,Romero et al.,SC_RS16605
TSS-1251,3155892,-,14,P,SCO2902,,SC_RS16610
TSS-1252,3156438,-,6,P,SCO2903,,SC_RS16615
TSS-1253,3157238,-,216,P,SCO2904,,SC_RS16620
TSS-1254,3157672,-,5983,P,SCO2905,,SC_RS16625
TSS-1255,3161379,-,2,P,SCO2908,Romero et al.,SC_RS16640
TSS-1256,3165449,-,33,P,SCO2914,,SC_RS16670
TSS-1257,3166596,-,56,P,SCO2916,Romero et al.,SC_RS16680
TSS-1258,3166715,+,85,P,SCO2917,,SC_RS16685
TSS-1259,3169259,-,9,P,SCO2919,,SC_RS16695
TSS-1260,3171774,-,286,P,SCO2920,,SC_RS16700
TSS-1261,3174933,-,7,N,,,
TSS-1262,3175107,+,98,P,SCO2924,,SC_RS16720
TSS-1263,3179765,-,17,P,SCO2927,Romero et al.,SC_RS16735
TSS-1264,3186324,-,3,P,SCO2934,,SC_RS16770
TSS-1265,3189182,-,17,P,SCO2936,,SC_RS16780
TSS-1266,3191138,+,39,P,SCO2938,,SC_RS16795
TSS-1267,3192926,-,33,P,SCO2939,Romero et al.,SC_RS16800
TSS-1268,3198561,-,4,P,SCO2942,,SC_RS16815
TSS-1269,3198582,+,13,N,,,
TSS-1270,3199114,+,3,A,SCO2943,Romero et al.,SC_RS16820
TSS-1271,3200490,+,9,A,SCO2944,,SC_RS16825
TSS-1272,3200529,-,9,P,SCO2943,,SC_RS16820
TSS-1273,3201488,+,5,A,SCO2945,,SC_RS16830
TSS-1274,3204035,-,339,P,SCO2947,Romero et al.,SC_RS16840
TSS-1275,3204638,-,36,P,SCO2948,Romero et al.,SC_RS16845
TSS-1276,3204820,-,19,S,SCO2948,,SC_RS16845
TSS-1277,3204837,+,18,P,SCO2949,Romero et al.,SC_RS16850
TSS-1278,3206752,-,25,S,SCO2950,,SC_RS16855
TSS-1279,3206821,-,5439,P,SCO2950,,SC_RS16855
TSS-1280,3206921,-,110,S,SCO2950,Romero et al.,SC_RS16855
TSS-1281,3208574,-,65,P,SCO2951,,SC_RS16860
TSS-1282,3212258,-,25,P,SCO2953,Romero et al.,SC_RS16870
TSS-1283,3212773,-,62,P,SCO2954,,SC_RS16875
TSS-1284,3216358,-,3,P,SCO2958,,SC_RS16890
TSS-1285,3217808,-,73,P,SCO2959,,SC_RS16895
TSS-1286,3218908,-,263,P,SCO2960,,SC_RS16900
TSS-1287,3224040,-,95,P,SCO2963,Romero et al.,SC_RS16915
TSS-1288,3226936,-,2525,P,SCOs02,,SC_RS16930
TSS-1289,3227532,-,14,P,SCO2966,Vockenhuber et al. and Romero et al.,SC_RS16935
TSS-1290,3228763,-,12,P,SCO2967,,SC_RS16940
TSS-1291,3229928,-,9,P,SCO2968,,SC_RS16945
TSS-1292,3230634,+,67,S,SCO2970,Vockenhuber et al. and Romero et al.,SC_RS16955
TSS-1293,3230670,+,119,P,SCO2970,Romero et al.,SC_RS16955
TSS-1294,3231962,-,5620,P,SCO2971,,SC_RS16960
TSS-1295,3233271,-,6063,P,SCO2972,Romero et al.,SC_RS16965
TSS-1296,3234625,-,5,S,SCO2973,Romero et al.,SC_RS16970
TSS-1297,3234748,-,22,P,SCO2973,,SC_RS16970
TSS-1298,3235870,+,3,A,SCO2974,,SC_RS16975
TSS-1299,3236405,-,17,S,SCO2974,Romero et al.,SC_RS16975
TSS-1300,3236441,-,36,P,SCO2974,Romero et al.,SC_RS16975
TSS-1301,3241470,-,19,P,SCO2976,,SC_RS16985
TSS-1302,3241639,+,34,P,SCO2977,,SC_RS16990
TSS-1303,3246767,-,16,A,SCO2981,,SC_RS17010
TSS-1304,3257116,+,2,P,SCO2987,Romero et al.,SC_RS17040
TSS-1305,3257670,+,37,P,SCO2988,,SC_RS17045
TSS-1306,3260949,-,27,P,SCO2992,Romero et al.,SC_RS17065
TSS-1307,3261065,+,4,P,SCO2993,,SC_RS17070
TSS-1308,3262343,+,14,P,SCO2995,Romero et al.,SC_RS17080
TSS-1309,3273668,-,36,P,SCO2999,Romero et al.,SC_RS17100
TSS-1310,3273912,-,28,S,SCO2999,Romero et al.,SC_RS17100
TSS-1311,3274746,-,23,P,SCO3000,,SC_RS17105
TSS-1312,3279780,-,157,S,SCO3005,Romero et al.,SC_RS17125
TSS-1313,3279873,-,173,P,SCO3005,Romero et al.,SC_RS17125
TSS-1314,3280002,+,7,P,SCO3006,,SC_RS17130
TSS-1315,3282709,-,3,P,SCO3008,,SC_RS17140
TSS-1316,3283757,-,312,S,SCO3009,,SC_RS17145
TSS-1317,3283837,-,200,S,SCO3009,,SC_RS17145
TSS-1318,3283983,-,342,P,SCO3009,Romero et al.,SC_RS17145
TSS-1319,3286935,-,5,P,SCO3011,,SC_RS17155
TSS-1320,3289013,-,4,P,SCO3012,,SC_RS17160
TSS-1321,3289567,-,290,P,SCO3013,Romero et al.,SC_RS17165
TSS-1322,3290081,-,86,I,SCO3014,,SC_RS17170
TSS-1323,3290726,-,25,P,SCO3014,,SC_RS17170
TSS-1324,3294215,-,7,A,SCO3017,Romero et al.,SC_RS17185
TSS-1325,3302083,-,170,P,SCOr09,,SC_RS17210
TSS-1326,3302280,-,71,S,SCOr09,Romero et al.,SC_RS17210
TSS-1327,3303364,-,8,P,SCO3020,,SC_RS17215
TSS-1328,3303396,-,5,S,SCO3020,,SC_RS17215
TSS-1329,3304605,+,7,A,SCO3022,,SC_RS17225
TSS-1330,3306796,-,134,P,SCO3023,Romero et al.,SC_RS17230
TSS-1331,3312212,-,16,P,SCO3028,,SC_RS17255
TSS-1332,3312450,+,14,A,SCO3029,,SC_RS17260
TSS-1333,3314416,-,35,P,SCO3030,Romero et al.,SC_RS17265
TSS-1334,3321082,-,344,S,SCO3034,Romero et al.,SC_RS17285
TSS-1335,3321247,-,732,P,SCO3034,Romero et al.,SC_RS17285
TSS-1336,3321353,-,69,S,SCO3034,Romero et al.,SC_RS17285
TSS-1337,3321484,+,41,P,SCO3035,Romero et al.,SC_RS17290
TSS-1338,3322266,+,114,P,SCO3036,Romero et al.,SC_RS17295
TSS-1339,3326899,-,9,P,SCO3039,,SC_RS17310
TSS-1340,3328349,+,10,P,SCO3041,,SC_RS17320
TSS-1341,3330644,-,22,N,,,
TSS-1342,3330660,+,10,N,,,
TSS-1343,3330749,+,10,P,SCO3043,Romero et al.,SC_RS17330
TSS-1344,3332613,-,3,N,,,
TSS-1345,3332628,+,42,P,SCO3044,Romero et al.,SC_RS17335
TSS-1346,3334377,+,158,P,SCO3045,Romero et al.,SC_RS17340
TSS-1347,3334576,+,31,S,SCO3045,,SC_RS17340
TSS-1348,3341165,-,23,P,SCO3048,Romero et al.,SC_RS17355
TSS-1349,3341225,+,108,P,SCO3049,,SC_RS17360
TSS-1350,3341286,+,22,S,SCO3049,,SC_RS17360
TSS-1351,3342977,-,129,P,SCO3050,Romero et al.,SC_RS17365
TSS-1352,3344281,-,80,P,SCO3051,Romero et al.,SC_RS17370
TSS-1353,3344388,+,46,P,SCO3052,,SC_RS17375
TSS-1354,3348893,+,13,P,SCO3055,,SC_RS17390
TSS-1355,3352346,-,6,P,SCO3058,,SC_RS17405
TSS-1356,3353918,-,157,P,SCO3060,Romero et al.,SC_RS17415
TSS-1357,3354048,+,6,P,SCO3061,Vockenhuber et al. and Romero et al.,SC_RS17420
TSS-1358,3356667,-,46,P,SCO3063,Romero et al.,SC_RS17430
TSS-1359,3356875,+,28,P,SCO3064,Romero et al.,SC_RS17435
TSS-1360,3358769,+,7,P,SCO3065,,SC_RS17440
TSS-1361,3360481,-,100,P,SCO3067,Vockenhuber et al. and Romero et al.,SC_RS17450
TSS-1362,3360598,+,41,P,SCO3068,Romero et al.,SC_RS17455
TSS-1363,3360683,-,36,S,SCO3067,,SC_RS17450
TSS-1364,3362034,-,8,P,SCO3069,,SC_RS17460
TSS-1365,3363078,+,4,A,SCO3070,Romero et al.,SC_RS17465
TSS-1366,3367594,-,6,P,SCO3073,,SC_RS17480
TSS-1367,3368388,-,2,P,SCO3074,,SC_RS17485
TSS-1368,3369403,-,8,P,SCO3075,,SC_RS17490
TSS-1369,3370222,-,24,N,,,
TSS-1370,3371784,-,31,P,SCO3077,,SC_RS17500
TSS-1371,3374639,+,2,P,SCO3080,Romero et al.,SC_RS17515
TSS-1372,3375912,+,3,P,SCO3082,Romero et al.,SC_RS17525
TSS-1373,3377207,-,153,P,SCO3083,Romero et al.,SC_RS17530
TSS-1374,3377276,-,107,S,SCO3083,Romero et al.,SC_RS17530
TSS-1375,3379356,+,6,P,SCO3086,Romero et al.,SC_RS17550
TSS-1376,3380999,-,597,P,SCOt24,Romero et al.,SC_RS17565
TSS-1377,3381328,+,12,P,SCO3089,,SC_RS17570
TSS-1378,3386287,-,7,P,SCO3091,Romero et al.,SC_RS17580
TSS-1379,3387937,-,99,P,SCO3092,Vockenhuber et al. and Romero et al.,SC_RS17585
TSS-1380,3390480,-,11,P,SCO3095,,SC_RS17600
TSS-1381,3391913,-,97,P,SCO3096,Romero et al.,SC_RS17605
TSS-1382,3392325,-,5,I,SCO3097,,SC_RS17610
TSS-1383,3393053,-,6,P,SCO3097,Romero et al.,SC_RS17610
TSS-1384,3394257,-,13,P,SCO3098,,SC_RS17615
TSS-1385,3396775,+,6,A,SCO3101,,SC_RS17630
TSS-1386,3401937,+,1165,P,SCO3105,,SC_RS17650
TSS-1387,3402388,+,5,S,SCO3106,,SC_RS17655
TSS-1388,3402475,+,9,P,SCO3106,,SC_RS17655
TSS-1389,3404397,+,650,S,SCO3108,,SC_RS17665
TSS-1390,3404418,+,3022,P,SCO3108,Romero et al.,SC_RS17665
TSS-1391,3412493,-,263,P,SCO3111,,SC_RS17680
TSS-1392,3412997,+,2,P,SCO3113,,
TSS-1393,3413206,-,4,P,SCO3112,,
TSS-1394,3418670,-,5,P,SCO3116,,SC_RS17710
TSS-1395,3418867,+,9,P,SCO3117,,SC_RS17715
TSS-1396,3421229,-,13,S,SCO3119,,SC_RS17725
TSS-1397,3421340,-,16,P,SCO3119,Romero et al.,SC_RS17725
TSS-1398,3422376,+,37,P,SCO3122,,SC_RS17735
TSS-1399,3423898,+,43,P,SCO3123,Romero et al.,SC_RS17740
TSS-1400,3424273,-,116,A,SCO3123,,SC_RS17740
TSS-1401,3425050,+,137,P,SCO3124,Romero et al.,SC_RS17745
TSS-1402,3426536,+,4,P,SCO3126,,SC_RS17755
TSS-1403,3429975,+,2,P,SCO3128,,SC_RS17765
TSS-1404,3429995,-,763,P,SCO3127,,SC_RS17760
TSS-1405,3434529,+,225,P,SCO3133,Romero et al.,SC_RS17790
TSS-1406,3435935,-,25,P,SCO3134,Romero et al.,SC_RS17795
TSS-1407,3436016,+,14,P,SCO3135,,SC_RS17800
TSS-1408,3438723,-,93,P,SCO3137,,SC_RS17810
TSS-1409,3439652,+,10,P,SCO3139,,SC_RS17820
TSS-1410,3441192,-,11,A,SCO3139,,SC_RS17820
TSS-1411,3441592,+,8,P,SCO3140,Romero et al.,SC_RS17825
TSS-1412,3447033,-,172,P,SCO3146,,SC_RS17840
TSS-1413,3449015,-,142,P,SCO3147,Romero et al.,SC_RS17845
TSS-1414,3452258,-,239,P,SCO3150,,SC_RS17860
TSS-1415,3452458,+,58,A,SCO3151,,SC_RS17865
TSS-1416,3453711,-,6,P,SCO3152,Romero et al.,SC_RS17870
TSS-1417,3456606,+,269,P,SCO3155,Romero et al.,SC_RS17885
TSS-1418,3461234,-,10,P,SCO3158,Romero et al.,SC_RS17900
TSS-1419,3467669,+,24,A,SCO3166,,SC_RS17940
TSS-1420,3470267,-,80,P,SCO3167,Romero et al.,SC_RS17945
TSS-1421,3471097,-,5,A,SCO3168,,SC_RS17950
TSS-1422,3474233,-,2,P,SCO3169,Romero et al.,SC_RS17955
TSS-1423,3477824,+,13,P,SCO3173,,SC_RS17975
TSS-1424,3479323,+,133,P,SCO3175,,SC_RS17985
TSS-1425,3481920,-,6,P,SCOt26,Romero et al.,SC_RS17995
TSS-1426,3483236,-,53,P,SCO3177,Romero et al.,SC_RS18000
TSS-1427,3484812,-,226,P,SCO3179,,SC_RS18010
TSS-1428,3485173,-,15,P,SCO3180,,SC_RS18015
TSS-1429,3487449,+,8,P,SCO3183,,SC_RS18030
TSS-1430,3487461,-,28,P,SCO3182,Vockenhuber et al.,SC_RS18025
TSS-1431,3491149,-,28,P,SCO3184,,SC_RS18035
TSS-1432,3491275,+,12,P,SCO3185,,SC_RS18040
TSS-1433,3492669,-,2,A,SCO3185,Romero et al.,SC_RS18040
TSS-1434,3492992,+,70,P,SCO3186,Romero et al.,SC_RS18045
TSS-1435,3494474,+,95,P,SCO3187,Romero et al.,SC_RS18050
TSS-1436,3494975,+,27,P,SCO3188,,SC_RS18055
TSS-1437,3496629,+,27,P,SCO3190,,SC_RS18065
TSS-1438,3500032,+,131,P,SCO3194,Romero et al.,SC_RS18085
TSS-1439,3501428,+,20,P,SCO3195,Vockenhuber et al.,SC_RS18090
TSS-1440,3506218,-,23,P,SCO3198,Romero et al.,SC_RS18105
TSS-1441,3510171,-,4,P,SCO3201,,SC_RS18120
TSS-1442,3511171,+,17,S,SCO3203,Romero et al.,SC_RS18130
TSS-1443,3511576,+,29,P,SCO3203,,SC_RS18130
TSS-1444,3511748,-,65,P,SCO3202,Romero et al.,SC_RS18125
TSS-1445,3513024,+,29,P,SCO3205,,SC_RS18140
TSS-1446,3516054,-,19,P,SCO3207,Romero et al.,SC_RS18150
TSS-1447,3525930,-,9,P,SCO3215,,SC_RS18190
TSS-1448,3528805,+,4,S,SCO3217,,SC_RS18200
TSS-1449,3528878,+,10,P,SCO3217,,SC_RS18200
TSS-1450,3528912,+,3,S,SCO3217,Romero et al.,SC_RS18200
TSS-1451,3531481,-,171,P,SCO3218,,SC_RS18205
TSS-1452,3533028,+,33,A,SCO3220,Romero et al.,SC_RS18215
TSS-1453,3535978,+,7,A,SCO3224,,SC_RS18235
TSS-1454,3538640,+,51,P,SCO3226,,SC_RS18245
TSS-1455,3543259,+,27,P,SCO3230,,SC_RS18265
TSS-1456,3588722,-,86,P,SCO3236,Vockenhuber et al.,SC_RS18295
TSS-1457,3602370,-,165,P,SCO3249,,SC_RS18360
TSS-1458,3602599,+,6,P,SCOt27,Romero et al.,SC_RS18365
TSS-1459,3609721,-,3,P,SCO3259,Romero et al.,SC_RS18415
TSS-1460,3609726,+,38,P,SCO3260,,SC_RS18420
TSS-1461,3610611,+,2258,P,SCO3261,,SC_RS18425
TSS-1462,3610702,+,34,S,SCO3261,,SC_RS18425
TSS-1463,3614358,+,5,P,SCO3267,,
TSS-1464,3615480,+,4,P,SCO3269,,SC_RS18455
TSS-1465,3616218,+,3,P,SCO3270,,SC_RS18460
TSS-1466,3617972,-,9,P,SCO3272,,
TSS-1467,3618213,+,61,P,SCO3273,Romero et al.,SC_RS18480
TSS-1468,3619527,-,13,P,SCO3275,,SC_RS18490
TSS-1469,3623855,+,42,P,SCO3280,,SC_RS18510
TSS-1470,3624969,+,15,P,SCO3282,,SC_RS18520
TSS-1471,3636567,-,4,P,SCO3286,Romero et al.,SC_RS18540
TSS-1472,3642280,-,13,P,SCO3292,,SC_RS18570
TSS-1473,3642976,-,2,P,SCO3293,,SC_RS18575
TSS-1474,3644166,-,7,P,SCO3294,,SC_RS18580
TSS-1475,3646131,+,12,P,SCO3297,,SC_RS18595
TSS-1476,3648561,+,4,P,SCO3300,,SC_RS18610
TSS-1477,3648652,-,24,P,SCO3299,,SC_RS18605
TSS-1478,3649714,+,9,P,SCO3301,,SC_RS18615
TSS-1479,3654065,-,162,P,SCO3303,Romero et al.,SC_RS18625
TSS-1480,3654133,+,6,P,SCO3304,Romero et al.,SC_RS18630
TSS-1481,3655964,+,7,P,SCO3305,,SC_RS18635
TSS-1482,3656018,+,4,S,SCO3305,,SC_RS18635
TSS-1483,3659585,-,2,P,SCO3307,,SC_RS18645
TSS-1484,3661170,-,21,P,SCO3308,,SC_RS18650
TSS-1485,3663042,-,16,P,SCO3311,Romero et al.,SC_RS18660
TSS-1486,3669433,+,29,A,SCO3317,Romero et al.,SC_RS18690
TSS-1487,3672967,+,208,A,SCO3320,Romero et al.,SC_RS18705
TSS-1488,3673385,+,28,N,,,
TSS-1489,3673438,-,62,P,SCO3320,Romero et al.,SC_RS18705
TSS-1490,3673762,-,9,P,SCO3321,,SC_RS18710
TSS-1491,3673916,+,4,P,SCO3322,,SC_RS18715
TSS-1492,3675098,+,504,P,SCO3323,Romero et al.,SC_RS18720
TSS-1493,3676100,+,281,P,SCO3324,Romero et al.,SC_RS18725
TSS-1494,3678837,-,11,P,SCO3325,Romero et al.,SC_RS18730
TSS-1495,3679680,-,5,P,SCO3326,,SC_RS18735
TSS-1496,3679708,-,3,S,SCO3326,,SC_RS18735
TSS-1497,3680007,-,2627,P,SCO3327,Romero et al.,SC_RS18740
TSS-1498,3680340,-,58,P,SCO3328,Romero et al.,SC_RS18745
TSS-1499,3681213,-,221,P,SCO3329,,SC_RS18750
TSS-1500,3682679,-,17,P,SCO3330,,SC_RS18755
TSS-1501,3685311,-,6,S,SCO3333,,SC_RS18770
TSS-1502,3685341,-,8,P,SCO3333,,SC_RS18770
TSS-1503,3690782,-,6170,P,SCOr12,Vockenhuber et al.,SC_RS18785
TSS-1504,3691139,-,42,N,,Romero et al.,
TSS-1505,3691217,+,136,P,SCO3334,Romero et al.,SC_RS18790
TSS-1506,3699173,-,3,P,SCO3341,,SC_RS18825
TSS-1507,3699956,-,11,P,SCO3342,Romero et al.,SC_RS18830
TSS-1508,3700446,-,6,P,SCO3343,,SC_RS18835
TSS-1509,3700535,+,34,P,SCO3344,Romero et al.,SC_RS18840
TSS-1510,3704642,-,7,P,SCO3345,Romero et al.,SC_RS18845
TSS-1511,3706243,-,6,P,SCO3347,,SC_RS18855
TSS-1512,3707327,-,2,P,SCO3348,Romero et al.,SC_RS18860
TSS-1513,3707399,+,40,P,SCO3349,Romero et al.,SC_RS18865
TSS-1514,3710688,+,4,P,SCO3351,,SC_RS18875
TSS-1515,3712108,+,24,P,SCO3352,,SC_RS18880
TSS-1516,3714179,-,691,P,SCO3353,Romero et al.,
TSS-1517,3714375,+,3,P,SCO3355,,SC_RS18890
TSS-1518,3715515,+,122,P,SCO3356,Romero et al.,SC_RS18895
TSS-1519,3720577,-,13,P,SCO3361,,SC_RS18920
TSS-1520,3721342,+,20,P,SCO3363,,SC_RS18930
TSS-1521,3722511,-,96,I,SCO3365,,SC_RS18945
TSS-1522,3722588,+,5,A,SCO3365,,SC_RS18945
TSS-1523,3723315,-,2,P,SCO3365,Romero et al.,SC_RS18945
TSS-1524,3725580,+,25,P,SCO3367,,SC_RS18960
TSS-1525,3727304,+,19,P,SCO3369,Romero et al.,SC_RS18970
TSS-1526,3733297,+,17,P,SCO3372,,SC_RS18985
TSS-1527,3738867,+,32,A,SCO3373,,SC_RS18990
TSS-1528,3739093,-,1793,P,SCO3373,,SC_RS18990
TSS-1529,3739211,-,260,S,SCO3373,,SC_RS18990
TSS-1530,3739352,-,2,S,SCO3373,Romero et al.,SC_RS18990
TSS-1531,3740502,-,415,P,SCO3375,,SC_RS19000
TSS-1532,3740524,-,207,S,SCO3375,Romero et al.,SC_RS19000
TSS-1533,3741122,-,5,S,SCO3376,Romero et al.,SC_RS19005
TSS-1534,3741220,-,19,P,SCO3376,,SC_RS19005
TSS-1535,3741640,-,49,P,SCO3377,Romero et al.,SC_RS19010
TSS-1536,3741942,-,266,P,SCO3378,Romero et al.,SC_RS19015
TSS-1537,3748929,-,5,P,SCO3384,,SC_RS19045
TSS-1538,3750688,+,3,P,SCO3387,,SC_RS19060
TSS-1539,3754484,-,189,P,SCO3390,Romero et al.,SC_RS19075
TSS-1540,3756807,-,8,P,SCO3392,Romero et al.,SC_RS19085
TSS-1541,3760442,-,2,S,SCO3395,,SC_RS19100
TSS-1542,3760539,-,2,P,SCO3395,,SC_RS19100
TSS-1543,3761781,+,253,P,SCO3397,Vockenhuber et al. and Romero et al.,SC_RS19110
TSS-1544,3761850,-,27,P,SCO3396,Romero et al.,SC_RS19105
TSS-1545,3764143,+,12,P,SCO3398,Romero et al.,SC_RS19115
TSS-1546,3765749,+,80,P,SCO3400,Romero et al.,SC_RS19125
TSS-1547,3766796,+,157,P,SCO3402,Romero et al.,SC_RS19135
TSS-1548,3768012,-,461,P,SCO3403,,SC_RS19140
TSS-1549,3770178,+,2,N,,,
TSS-1550,3770249,-,204,P,SCO3404,Romero et al.,SC_RS19145
TSS-1551,3770975,-,5352,P,SCO3405,,SC_RS19150
TSS-1552,3772106,-,86,P,SCO3406,Romero et al.,SC_RS19155
TSS-1553,3773342,-,2,P,SCO3407,Romero et al.,SC_RS19160
TSS-1554,3774814,+,6,S,SCO3409,Romero et al.,SC_RS19170
TSS-1555,3775094,-,5,P,SCO3408,,SC_RS19165
TSS-1556,3775110,+,19,P,SCO3409,Romero et al.,SC_RS19170
TSS-1557,3775709,+,2,P,SCO3410,,SC_RS19175
TSS-1558,3778208,+,42,P,SCO3412,,SC_RS19185
TSS-1559,3778314,+,23,S,SCO3412,Romero et al.,SC_RS19185
TSS-1560,3778556,-,6,P,SCO3411,,SC_RS19180
TSS-1561,3780301,-,9,P,SCO3414,,SC_RS19195
TSS-1562,3784889,-,36,P,SCO3418,,SC_RS19215
TSS-1563,3785358,-,7,P,SCO3419,,SC_RS19220
TSS-1564,3786955,-,24,P,SCO3420,Vockenhuber et al.,SC_RS19225
TSS-1565,3787865,-,174,P,SCO3421,,SC_RS19230
TSS-1566,3788108,+,48,P,SCO3423,,SC_RS19235
TSS-1567,3788997,-,63,S,SCO3424,,SC_RS19240
TSS-1568,3789100,-,99,P,SCO3424,,SC_RS19240
TSS-1569,3789130,-,46,S,SCO3424,,SC_RS19240
TSS-1570,3791103,-,221,P,SCO3428,,SC_RS19260
TSS-1571,3791122,+,30,P,SCO3429,,SC_RS19265
TSS-1572,3791727,+,31,P,SCO3431,,SC_RS19280
TSS-1573,3793755,+,72,P,SCO3433,,SC_RS19290
TSS-1574,3796515,+,9,P,SCO3435,,SC_RS19300
TSS-1575,3797012,+,4,P,SCO3436,,SC_RS19305
TSS-1576,3798734,-,24,A,SCO3436,,SC_RS19305
TSS-1577,3799371,-,76,N,,Romero et al.,
TSS-1578,3801445,+,20,P,SCO3439,Romero et al.,SC_RS19320
TSS-1579,3803331,-,73,A,SCO3440,,SC_RS19325
TSS-1580,3806049,-,4,S,SCO3443,,SC_RS19340
TSS-1581,3806227,-,5,P,SCO3443,,SC_RS19340
TSS-1582,3809946,-,26,P,SCO3447,,SC_RS19360
TSS-1583,3811236,-,6,P,SCO3450,Romero et al.,SC_RS19375
TSS-1584,3816298,+,10,A,SCO3456,,SC_RS19405
TSS-1585,3831524,+,45,A,SCO3470,Romero et al.,SC_RS19475
TSS-1586,3832019,-,41,P,SCO3470,Romero et al.,SC_RS19475
TSS-1587,3832247,-,1015,I,SCO3471,Romero et al.,SC_RS19480
TSS-1588,3832759,-,22,P,SCO3471,,SC_RS19480
TSS-1589,3833276,-,5,P,SCO3472,,SC_RS19485
TSS-1590,3834475,+,39,A,SCO3473,,SC_RS19490
TSS-1591,3835100,-,3,P,SCO3473,,SC_RS19490
TSS-1592,3835117,+,6,A,SCO3474,,SC_RS19495
TSS-1593,3835381,+,17,A,SCO3474,,SC_RS19495
TSS-1594,3835468,-,5,I,SCO3474,Romero et al.,SC_RS19495
TSS-1595,3835813,-,5,P,SCO3474,Romero et al.,SC_RS19495
TSS-1596,3839158,+,8,A,SCO3478,,SC_RS19515
TSS-1597,3839879,+,5,A,SCO3478,,SC_RS19515
TSS-1598,3840389,-,4,P,SCO3478,,SC_RS19515
TSS-1599,3844629,+,12,N,,,
TSS-1600,3844741,-,6,P,SCO3480,,SC_RS19525
TSS-1601,3848081,+,11,A,SCO3484,,SC_RS19545
TSS-1602,3850317,-,2,P,SCO3485,,SC_RS19550
TSS-1603,3850342,+,19,P,SCO3486,,SC_RS19555
TSS-1604,3853626,-,5,A,SCO3487,Romero et al.,SC_RS19560
TSS-1605,3854442,-,15,A,SCO3487,Romero et al.,SC_RS19560
TSS-1606,3854745,+,87,P,SCO3488,Romero et al.,
TSS-1607,3858491,-,6,P,SCO3492,,
TSS-1608,3858610,+,71,A,SCO3493,Romero et al.,SC_RS19585
TSS-1609,3861776,+,4,A,SCO3496,Romero et al.,SC_RS19600
TSS-1610,3862199,-,5,I,SCO3496,,SC_RS19600
TSS-1611,3862721,+,10,N,,,
TSS-1612,3870369,+,19,A,SCO3503,,SC_RS19635
TSS-1613,3872493,+,12,A,SCO3505,,SC_RS19645
TSS-1614,3872969,+,126,A,SCO3505,,SC_RS19645
TSS-1615,3873533,+,9,S,SCO3506,,SC_RS19650
TSS-1616,3873554,+,15,P,SCO3506,,SC_RS19650
TSS-1617,3877207,+,7,S,SCO3508,,SC_RS19660
TSS-1618,3877301,+,12,P,SCO3508,,SC_RS19660
TSS-1619,3877699,+,33,P,SCO3509,,SC_RS19665
TSS-1620,3887378,-,14,N,,,
TSS-1621,3894113,-,33,A,SCO3526,,SC_RS19750
TSS-1622,3902315,-,17,A,SCO3534,,SC_RS19795
TSS-1623,3902359,+,2,P,SCO3535,,SC_RS19800
TSS-1624,3903611,-,87,A,SCO3535,,SC_RS19800
TSS-1625,3904156,+,16,I,SCO3535,,SC_RS19800
TSS-1626,3906855,-,137,P,SCO3538,,SC_RS19820
TSS-1627,3908304,-,5,N,,,
TSS-1628,3908441,-,97,P,SCOt28,Romero et al.,SC_RS19830
TSS-1629,3918026,-,12404,P,SCO3543,,SC_RS19850
TSS-1630,3918392,-,5,I,SCO3544,,
TSS-1631,3920775,-,56,P,SCO3546,,SC_RS19865
TSS-1632,3923606,-,19,P,SCO3547,Romero et al.,SC_RS19870
TSS-1633,3924673,-,1308,P,SCO3549,Vockenhuber et al.,SC_RS19880
TSS-1634,3924715,-,997,S,SCO3549,Romero et al.,SC_RS19880
TSS-1635,3924872,-,4,S,SCO3549,Romero et al.,SC_RS19880
TSS-1636,3933626,-,37,N,,Romero et al.,
TSS-1637,3933668,-,92,N,,Romero et al.,
TSS-1638,3933713,+,12,P,SCO3558,,SC_RS19925
TSS-1639,3934693,+,1500,N,,Romero et al.,
TSS-1640,3935802,-,8,P,SCO3559,Romero et al.,SC_RS19930
TSS-1641,3935914,+,8,P,SCO3560,Romero et al.,SC_RS19935
TSS-1642,3936283,+,29,I,SCO3560,Romero et al.,SC_RS19935
TSS-1643,3939645,+,4,I,SCO3562,,SC_RS19945
TSS-1644,3941096,+,32,P,SCO3563,,SC_RS19950
TSS-1645,3943300,+,12,P,SCO3564,Romero et al.,SC_RS19955
TSS-1646,3944823,+,37,P,SCO3565,,SC_RS19960
TSS-1647,3945434,+,3,P,SCO3566,,SC_RS19965
TSS-1648,3946569,+,24,N,,Romero et al.,
TSS-1649,3948040,-,25,P,SCO3567,,SC_RS19975
TSS-1650,3948812,-,6,P,SCO3568,,SC_RS19980
TSS-1651,3950118,-,1284,N,,Romero et al.,
TSS-1652,3950227,+,36,S,SCO3571,Romero et al.,SC_RS19990
TSS-1653,3950265,+,478,P,SCO3571,Romero et al.,SC_RS19990
TSS-1654,3952862,-,2,P,SCO3573,,SC_RS20000
